{' 30': -2.107101, ' 25': -1.1309199, ' 28': -2.794481, ' 27': -1.7617774, ' 29': -2.008375}
{' 45': -2.1755228, ' 48': -1.9035215, ' 49': -1.2937555, ' 43': -2.759595, ' 51': -2.8008506}
{' 50': -2.943658, ' 48': -1.0455536, ' 44': -1.714987, ' 52': -2.877887, ' 56': -1.8894523}
{' 45': -1.8126991, ' 48': -1.969979, ' 49': -2.3954237, ' 44': -2.2841537, ' 43': -2.2845082}
{' 49': -1.6995507, ' 54': -1.758405, ' 57': -2.0383291, ' 55': -2.639601, ' 56': -2.6417038}
{' 45': -0.6349289, ' 50': -2.5519993, ' 43': -2.8429985, ' 40': -3.1494398, ' 47': -3.3980186}
{' 45': -3.207294, ' 49': -0.66634506, ' 55': -2.3683846, ' 51': -1.9829019, ' 53': -2.2387576}
{' 50': -1.4376642, ' 55': -1.5698091, ' 60': -2.7112172, ' 54': -2.7722502, ' 53': -3.050355}
{' 50': -1.4677157, ' 55': -1.2828823, ' 54': -1.774118, ' 53': -2.8305318, ' 56': -2.2884367}
{' 50': -1.8666866, ' 46': -2.5472896, ' 51': -0.6152218, ' 54': -4.231399, ' 56': -1.9152802}
{' 50': -0.9441626, ' 45': -4.828732, ' 55': -0.5954306, ' 51': -3.7757132, ' 53': -4.765141}
{' 50': -2.6619577, ' 55': -1.850669, ' 51': -0.6491157, ' 56': -3.5716445, ' 61': -3.1768093}
{' 50': -1.8740324, ' 55': -1.0468181, ' 51': -2.626287, ' 53': -1.978865, ' 59': -3.1170564}
{' 55': -0.3262034, ' 51': -2.3959837, ' 50': -3.3998451, ' 45': -3.535118, ' 56': -3.914922}
{' 60': -0.91043735, ' 55': -1.8111885, ' 50': -1.8945799, ' 61': -2.1931581, ' 51': -2.9971826}
{' 50': -1.3553578, ' 60': -2.2559774, ' 48': -2.2276006, ' 51': -2.5452821, ' 54': -1.887529}
{' 60': -1.6835847, ' 55': -2.2993503, ' 56': -2.3029923, ' 62': -2.2188249, ' 61': -2.2079968}
{' 55': -1.4074689, ' 60': -2.2663326, ' 61': -2.468933, ' 59': -2.5358276, ' 50': -3.0709343}
{' 55': -1.1252841, ' 65': -1.8385665, ' 61': -1.8482512, ' 63': -2.6604164, ' 59': -2.854761}
{' 60': -1.0258725, ' 54': -1.1827615, ' 66': -2.873812, ' 56': -3.446131, ' 55': -3.4716167}
{' 55': -2.047124, ' 65': -2.81482, ' 54': -2.4407759, ' 56': -2.2096832, ' 62': -2.7282639}
{' 70': -1.2689192, ' 65': -2.5536394, ' 63': -2.734275, ' 61': -2.743461, ' 55': -2.7562497}
{' 30': -0.17917682, ' 31': -2.333445, ' 32': -5.833322, ' 33': -2.78657, ' 34': -7.0468163}
{' 30': -0.16210157, ' 28': -3.8523023, ' 29': -2.4381196, ' 31': -3.6152492, ' 32': -4.6774993}
{' 30': -0.47836658, ' 31': -1.9636095, ' 32': -2.1021, ' 33': -2.3442798, ' 34': -4.6157994}
{' 30': -2.0609002, ' 25': -2.1441634, ' 26': -1.710915, ' 29': -2.601021, ' 31': -1.3469528}
{' 30': -1.6212215, ' 31': -3.070383, ' 35': -1.9952096, ' 33': -1.3267862, ' 34': -2.664245}
{' 36': -0.86564803, ' 30': -1.7153451, ' 34': -2.3490427, ' 33': -2.4566486, ' 32': -2.7051294}
{' 30': -0.87212896, ' 28': -2.1878238, ' 32': -1.5709224, ' 36': -1.9830812, ' 34': -3.1969693}
{' 30': -0.25423393, ' 35': -2.493833, ' 32': -3.247393, ' 33': -3.42682, ' 34': -3.8894906}
{' 30': -1.2555562, ' 24': -3.844631, ' 28': -0.6746676, ' 26': -2.8228962, ' 27': -2.8806372}
{' 35': -2.7677794, ' 39': -2.3883982, ' 37': -2.6875067, ' 43': -1.3758363, ' 41': -0.71181965}
{' 35': -1.5736684, ' 33': -2.174729, ' 39': -1.4977119, ' 37': -2.225516, ' 42': -2.0417926}
{' 45': -2.5838416, ' 42': -1.6915435, ' 44': -2.6780758, ' 43': -0.942335, ' 41': -2.585226}
{' 42': -1.246845, ' 48': -1.6774555, ' 39': -1.9000602, ' 36': -2.3776376, ' 44': -2.8883183}
{' 45': -2.2931683, ' 39': -1.9410577, ' 42': -2.62046, ' 43': -1.7136807, ' 41': -2.5488791}
{' 45': -1.2724321, ' 43': -1.7679478, ' 41': -2.1579645, ' 42': -2.5008733, ' 35': -2.6731374}
{' 47': -1.0933174, ' 43': -1.3827233, ' 45': -1.7524971, ' 39': -2.7128472, ' 41': -3.5265887}
{' 43': -1.4864771, ' 45': -1.7136767, ' 41': -1.9584391, ' 39': -2.0092185, ' 47': -2.1100943}
{' 50': -2.6206708, ' 45': -2.0331197, ' 48': -2.3514714, ' 44': -2.4585395, ' 43': -2.674479}
{' 49': -1.1568202, ' 45': -1.6510447, ' 43': -1.7648867, ' 41': -2.0865726, ' 47': -2.6379776}
{' 49': -0.9913818, ' 45': -1.3573505, ' 50': -2.4428473, ' 47': -2.9459298, ' 48': -2.9877367}
{' 50': -2.6765568, ' 49': -2.630769, ' 55': -2.422128, ' 54': -2.4767144, ' 56': -1.4578373}
{' 49': -0.34362406, ' 45': -2.5209293, ' 50': -2.7593117, ' 51': -3.6955671, ' 41': -3.88383}
{' 45': -1.2484894, ' 49': -2.074543, ' 43': -1.7765101, ' 41': -2.3934135, ' 47': -2.0237234}
{' 45': -1.1996678, ' 43': -2.5455902, ' 49': -2.6717746, ' 50': -2.8327475, ' 48': -2.8457086}
{' 50': -1.8531795, ' 45': -1.7989285, ' 48': -1.8948206, ' 49': -2.5027535, ' 56': -2.4650128}
{' 50': -1.8757848, ' 45': -2.3896055, ' 55': -2.0305338, ' 54': -2.5509584, ' 53': -2.1364956}
{' 50': -1.8096099, ' 45': -1.8195014, ' 40': -2.1565661, ' 44': -2.3476348, ' 43': -2.5330396}
{' 50': -2.0796514, ' 45': -1.9269137, ' 55': -1.2838254, ' 51': -2.203157, ' 53': -2.5817103}
{' 50': -0.6637126, ' 45': -4.823453, ' 49': -3.5410159, ' 55': -1.5665257, ' 51': -1.5638173}
{' 59': -1.4590892, ' 55': -1.4691391, ' 53': -2.2567072, ' 51': -2.3879166, ' 61': -2.7380676}
{' 50': -1.0163842, ' 45': -2.9440432, ' 55': -1.7486689, ' 51': -1.7306254, ' 54': -2.870079}
{' 51': -0.9512585, ' 55': -1.5767057, ' 61': -2.2557466, ' 60': -2.9393907, ' 50': -2.9575174}
{' 55': -0.19917126, ' 54': -2.9090595, ' 53': -3.1434214, ' 51': -3.380705, ' 50': -3.6134984}
{' 50': -0.67314184, ' 55': -0.95691526, ' 51': -3.0097935, ' 60': -3.785553, ' 53': -5.0673523}
{' 50': -2.8186576, ' 55': -1.3180913, ' 51': -1.7915639, ' 54': -2.1038218, ' 53': -1.501725}
{' 51': -1.4801824, ' 61': -1.4860628, ' 55': -2.0134835, ' 59': -3.0818155, ' 57': -3.2383075}
{' 50': -2.817452, ' 60': -2.47014, ' 55': -1.1773839, ' 51': -2.4570673, ' 61': -2.554793}
{' 50': -2.6415303, ' 60': -1.7514707, ' 55': -2.2198565, ' 54': -2.299987, ' 56': -2.34596}
{' 55': -1.9211951, ' 65': -2.979812, ' 59': -2.0986407, ' 63': -2.3281586, ' 61': -1.8082612}
{' 64': -2.9694102, ' 65': -2.847705, ' 63': -2.5805998, ' 62': -3.4816513, ' 61': -0.5953485}
{' 55': -1.4317626, ' 51': -2.119357, ' 53': -2.1635704, ' 61': -2.5071535, ' 57': -2.6506338}
{' 29': -0.93456495, ' 30': -1.2706932, ' 31': -2.1492696, ' 33': -2.6506066, ' 25': -2.962664}
{' 30': -0.39199454, ' 35': -3.1421413, ' 36': -2.2253323, ' 33': -2.3789825, ' 34': -3.7367275}
{' 30': -4.2779493, ' 31': -1.7729253, ' 35': -4.37869, ' 32': -2.7922163, ' 33': -0.317462}
{' 31': -3.738467, ' 35': -3.7772396, ' 32': -1.3280858, ' 33': -0.4165887, ' 34': -3.7515168}
{' 30': -1.530386, ' 25': -1.6034757, ' 29': -2.0219212, ' 31': -2.656641, ' 33': -1.8889408}
{' 25': -2.7445128, ' 27': -2.3615248, ' 29': -0.87423545, ' 31': -1.4958287, ' 33': -2.5595307}
{' 30': -1.4744259, ' 26': -2.900002, ' 27': -1.0995634, ' 29': -2.468594, ' 33': -2.2209413}
{' 30': -0.49388957, ' 32': -3.3346229, ' 36': -1.3901852, ' 33': -3.4379056, ' 34': -3.41103}
{' 33': -1.4219662, ' 35': -1.9918134, ' 29': -2.3448884, ' 39': -2.3595722, ' 37': -2.3785026}
{' 31': -2.5351596, ' 35': -1.5667889, ' 33': -1.0681871, ' 39': -2.9105349, ' 37': -2.1678348}
{' 35': -2.0947835, ' 36': -2.5869443, ' 33': -1.8548868, ' 39': -1.8528497, ' 37': -1.9076841}
{' 35': -1.2863572, ' 33': -2.0506644, ' 39': -1.4193453, ' 37': -2.2386086, ' 43': -2.6647313}
{' 43': -1.4607874, ' 45': -1.7185216, ' 41': -1.8054359, ' 40': -2.3193176, ' 39': -2.429839}
{' 45': -1.5837454, ' 42': -2.3127055, ' 44': -2.3724303, ' 43': -1.3444628, ' 46': -2.6171746}
{' 40': -3.8478172, ' 36': -3.380226, ' 48': -2.3609512, ' 42': -0.29441327, ' 44': -3.0705447}
{' 45': -1.940821, ' 39': -2.2297652, ' 44': -2.2382624, ' 43': -1.7237895, ' 41': -2.3788643}
{' 45': -2.479495, ' 48': -1.6774827, ' 42': -1.4403554, ' 44': -1.9862423, ' 46': -2.7930386}
{' 50': -2.7023644, ' 45': -0.48795938, ' 42': -3.6078427, ' 43': -3.1753497, ' 46': -3.2643237}
{' 55': -1.2908583, ' 51': -2.6434517, ' 54': -2.32557, ' 53': -1.9420158, ' 57': -2.415186}
{' 43': -1.4912382, ' 41': -2.080529, ' 45': -2.2613006, ' 39': -2.2863452, ' 42': -2.6519992}
{' 45': -1.8501232, ' 48': -2.5785291, ' 49': -2.0716543, ' 43': -2.220685, ' 47': -1.3331611}
{' 49': -1.5480342, ' 55': -1.944923, ' 51': -2.6293828, ' 53': -2.148355, ' 57': -2.4545953}
{' 40': -2.0751128, ' 45': -1.6392169, ' 48': -2.3486505, ' 49': -2.212274, ' 44': -2.2343583}
{' 50': -1.3999066, ' 45': -2.645043, ' 48': -2.5791554, ' 55': -2.4449039, ' 56': -2.3893943}
{' 50': -2.2156117, ' 45': -2.8733022, ' 49': -2.7982543, ' 51': -0.91671085, ' 56': -2.2580214}
{' 50': -2.1132128, ' 40': -2.1770709, ' 45': -2.0099716, ' 48': -1.8253709, ' 44': -1.6983817}
{' 55': -1.2707196, ' 50': -1.8752595, ' 54': -1.9192295, ' 53': -2.2547932, ' 51': -2.8970501}
{' 50': -0.74751496, ' 45': -2.7607422, ' 52': -2.8530226, ' 51': -2.6424534, ' 54': -2.8607426}
{' 50': -0.6570666, ' 55': -2.5662575, ' 51': -1.791941, ' 54': -3.1763859, ' 53': -2.8134851}
{' 50': -1.0966115, ' 51': -1.649462, ' 55': -2.4781535, ' 56': -2.772897, ' 54': -2.947535}
{' 50': -2.8530369, ' 55': -1.0146343, ' 51': -1.3298503, ' 53': -1.9471295, ' 59': -3.6828957}
{' 50': -2.058302, ' 55': -0.7504692, ' 51': -1.9223404, ' 54': -3.1444206, ' 53': -3.2272644}
{' 55': -0.9993449, ' 56': -1.7930375, ' 60': -2.0205421, ' 58': -2.6942625, ' 54': -2.8808956}
{' 55': -1.038709, ' 51': -1.3759911, ' 61': -2.6445384, ' 59': -3.021607, ' 45': -3.4661994}
{' 55': -0.8607036, ' 50': -0.95064276, ' 51': -2.486804, ' 60': -3.5682766, ' 53': -4.0477924}
{' 60': -2.4074361, ' 64': -2.36937, ' 66': -2.648911, ' 63': -2.7083812, ' 62': -2.3309455}
{' 55': -1.2104021, ' 61': -2.0023465, ' 59': -2.5081239, ' 53': -2.520863, ' 63': -2.5658965}
{' 55': -1.9334893, ' 51': -2.5451512, ' 53': -2.6341195, ' 57': -2.6608326, ' 61': -2.4027495}
{' 55': -2.6234896, ' 59': -2.2414618, ' 63': -2.7484734, ' 62': -2.418255, ' 61': -2.27796}
{' 60': -0.49574193, ' 50': -2.7385635, ' 56': -2.817665, ' 64': -2.860448, ' 54': -3.3648367}
{' 61': -1.6716428, ' 63': -2.054706, ' 64': -2.2183728, ' 65': -2.2536578, ' 62': -2.8430648}
{' 30': -0.3882263, ' 33': -2.364104, ' 29': -2.7373703, ' 31': -2.7525127, ' 28': -3.2853112}
{' 30': -0.042663723, ' 31': -5.944978, ' 35': -3.5023289, ' 32': -6.6487603, ' 33': -5.7922206}
{' 32': -0.58573276, ' 33': -0.93441707, ' 30': -3.5625546, ' 31': -4.6050444, ' 34': -4.822856}
{' 33': -0.45533144, ' 35': -2.5873926, ' 31': -2.6140075, ' 29': -2.6456618, ' 30': -3.384457}
{' 30': -2.9776425, ' 31': -3.0909982, ' 35': -2.769364, ' 33': -0.35032356, ' 34': -3.1989524}
{' 30': -2.3511677, ' 36': -1.0083399, ' 33': -1.7799691, ' 34': -2.5390482, ' 42': -2.4911165}
{' 26': -1.4311483, ' 28': -1.7708623, ' 29': -1.9315202, ' 30': -2.0715806, ' 31': -2.5720937}
{' 31': -2.4409056, ' 35': -1.2631177, ' 33': -1.2274388, ' 39': -3.0256805, ' 37': -2.2815332}
{' 29': -1.2799338, ' 33': -1.895149, ' 35': -2.239496, ' 31': -2.2559621, ' 30': -2.3797748}
{' 42': -1.0926483, ' 43': -1.3373439, ' 44': -2.2565658, ' 41': -2.4919746, ' 45': -2.5710857}
{' 29': -1.6500361, ' 39': -1.9182513, ' 42': -2.4128993, ' 43': -1.2500689, ' 41': -1.9984533}
{' 42': -0.9500459, ' 36': -1.8225529, ' 34': -2.16379, ' 30': -2.433534, ' 38': -2.7333138}
{' 36': -1.2041211, ' 33': -1.8574909, ' 42': -2.2856584, ' 35': -2.3695493, ' 39': -2.5787187}
{' 48': -2.2227547, ' 42': -1.7400522, ' 44': -1.7814475, ' 43': -2.2493775, ' 46': -2.4345102}
{' 45': -0.5964049, ' 39': -1.7384185, ' 42': -2.5209768, ' 43': -2.968073, ' 41': -3.1998193}
{' 48': -1.068454, ' 42': -1.655805, ' 44': -1.9160455, ' 40': -2.4270384, ' 46': -2.8302708}
{' 40': -4.2040772, ' 45': -4.4382033, ' 36': -4.2687793, ' 48': -0.10071128, ' 42': -3.384642}
{' 45': -2.0873702, ' 39': -2.506079, ' 42': -1.6392807, ' 44': -2.2931256, ' 43': -1.9212173}
{' 45': -1.344058, ' 49': -1.5892918, ' 43': -2.484275, ' 47': -1.8918278, ' 51': -2.7434628}
{' 50': -2.457798, ' 52': -1.1315366, ' 51': -2.6435091, ' 54': -2.6596441, ' 53': -2.4979613}
{' 45': -1.8735539, ' 42': -2.6518667, ' 44': -1.8909718, ' 43': -1.7161022, ' 46': -2.2936873}
{' 49': -2.5481586, ' 55': -1.9321281, ' 51': -2.0415068, ' 54': -1.7983942, ' 53': -2.3565092}
{' 49': -1.4610339, ' 45': -1.6637871, ' 55': -2.2423775, ' 50': -2.4634295, ' 51': -2.60153}
{' 50': -1.6330645, ' 46': -1.7168543, ' 44': -1.7485363, ' 40': -2.2186987, ' 42': -2.4945474}
{' 45': -0.7791063, ' 49': -2.3354418, ' 43': -2.9101696, ' 41': -2.883961, ' 51': -2.5700057}
{' 50': -0.8378539, ' 55': -2.8893502, ' 52': -3.1964028, ' 54': -1.5329374, ' 56': -2.9343352}
{' 50': -1.4791999, ' 54': -1.8035731, ' 55': -2.0591273, ' 56': -2.0900397, ' 52': -2.446595}
{' 50': -0.36833057, ' 45': -2.8201778, ' 48': -3.4707158, ' 55': -3.5704417, ' 54': -3.5010772}
{' 50': -0.69867146, ' 45': -2.0307322, ' 40': -2.1255007, ' 55': -2.7013779, ' 44': -3.787329}
{' 50': -1.0050645, ' 55': -1.819201, ' 52': -2.779366, ' 51': -2.7481103, ' 54': -2.2365956}
{' 50': -1.9650171, ' 55': -1.0672835, ' 51': -0.9985998, ' 54': -3.6480517, ' 53': -3.290425}
{' 51': -0.43615815, ' 55': -1.9155321, ' 56': -2.9809139, ' 50': -3.045739, ' 52': -3.53983}
{' 50': -3.1811833, ' 55': -0.49866557, ' 52': -2.9853196, ' 51': -2.3401496, ' 53': -3.1888041}
{' 60': -1.839299, ' 70': -2.7431285, ' 55': -1.8048522, ' 56': -2.6473072, ' 61': -2.1846092}
{' 50': -3.246711, ' 60': -0.31204745, ' 70': -3.1173937, ' 64': -3.2384408, ' 56': -3.58375}
{' 55': -1.0760641, ' 54': -2.113658, ' 53': -2.1901524, ' 56': -2.422761, ' 57': -2.7893689}
{' 60': -2.6102772, ' 55': -2.2691228, ' 54': -2.0748968, ' 59': -2.455674, ' 61': -2.7432706}
{' 60': -2.257074, ' 55': -1.4385097, ' 65': -2.9846787, ' 51': -2.7745748, ' 61': -1.6289372}
{' 55': -1.582406, ' 51': -2.0820217, ' 59': -2.4030437, ' 63': -2.7285166, ' 61': -2.067976}
{' 55': -1.4161671, ' 53': -2.814286, ' 59': -0.9119938, ' 63': -3.050247, ' 61': -2.1802359}
{' 70': -0.3336954, ' 60': -3.2691162, ' 63': -3.3633287, ' 56': -3.5612736, ' 62': -3.7340114}
{' 30': -0.24327058, ' 28': -2.5746818, ' 33': -2.6020753, ' 32': -3.8895764, ' 31': -4.0592227}
{' 33': -0.8088671, ' 31': -0.8287723, ' 32': -3.055306, ' 30': -3.0651746, ' 35': -4.534002}
{' 30': -1.5477232, ' 35': -1.387443, ' 32': -3.7515728, ' 33': -0.8407091, ' 34': -2.970651}
{' 30': -2.083525, ' 29': -3.5333369, ' 31': -0.7136519, ' 32': -2.4922888, ' 33': -1.6742898}
{' 30': -3.0297377, ' 35': -2.1186602, ' 36': -2.5855143, ' 33': -0.70703894, ' 34': -2.1632614}
{' 30': -2.2982066, ' 28': -2.7355673, ' 29': -2.5095294, ' 31': -1.7180082, ' 33': -0.77197474}
{' 30': -2.6481247, ' 35': -1.8304566, ' 33': -1.2422953, ' 34': -2.7550936, ' 37': -2.4687433}
{' 29': -2.2991998, ' 31': -2.1262872, ' 35': -2.0116994, ' 33': -0.8766688, ' 37': -2.72051}
{' 30': -1.8762699, ' 38': -3.1239846, ' 36': -0.65966, ' 34': -2.4602847, ' 42': -2.3123071}
{' 42': -0.8477466, ' 43': -1.5541332, ' 39': -2.6536243, ' 41': -2.9024837, ' 45': -2.9412}
{' 40': -2.2214541, ' 36': -3.5928206, ' 48': -3.6773257, ' 42': -0.4530351, ' 44': -1.8238826}
{' 39': -2.148564, ' 42': -1.7177703, ' 44': -2.4964435, ' 43': -1.6851774, ' 41': -2.5054882}
{' 45': -2.337815, ' 49': -2.3137157, ' 42': -0.88991064, ' 44': -2.759362, ' 43': -1.9676903}
{' 45': -2.1788018, ' 39': -2.076856, ' 42': -2.3271706, ' 44': -2.0954258, ' 43': -2.2418053}
{' 45': -2.6482587, ' 42': -1.6404499, ' 44': -2.672127, ' 43': -2.496121, ' 46': -2.6079319}
{' 45': -1.1024648, ' 49': -2.0576324, ' 44': -2.531626, ' 43': -1.3397447, ' 41': -3.0844097}
{' 48': -2.0832703, ' 49': -2.1089852, ' 50': -2.3928998, ' 45': -2.4258854, ' 46': -2.6901095}
{' 50': -2.4222555, ' 45': -1.6504943, ' 49': -0.76379484, ' 43': -2.7849147, ' 51': -3.10801}
{' 45': -1.6157414, ' 49': -1.3687835, ' 43': -1.6867021, ' 41': -2.1800876, ' 47': -2.1795154}
{' 45': -2.6235955, ' 49': -0.74804807, ' 47': -2.516105, ' 51': -2.5690606, ' 53': -2.3899968}
{' 48': -0.5880629, ' 56': -2.113234, ' 54': -2.751477, ' 44': -2.7518938, ' 52': -3.0390334}
{' 50': -2.9467027, ' 45': -2.709612, ' 48': -0.8503609, ' 49': -1.3405858, ' 44': -3.2045498}
{' 45': -1.0286009, ' 49': -1.2862704, ' 44': -3.3340912, ' 43': -2.2937548, ' 47': -2.6751518}
{' 50': -1.7631385, ' 45': -2.581161, ' 48': -0.7961565, ' 49': -2.978896, ' 54': -2.958327}
{' 50': -2.0537868, ' 45': -0.92014456, ' 49': -2.7401013, ' 46': -3.1878664, ' 51': -2.400618}
{' 49': -1.3838106, ' 53': -2.133537, ' 55': -2.2767644, ' 45': -2.3118377, ' 51': -2.4261568}
{' 50': -1.7304873, ' 45': -2.4467406, ' 49': -2.7060943, ' 51': -1.5772166, ' 53': -1.9148765}
{' 50': -0.39357498, ' 45': -3.2642453, ' 49': -2.6364796, ' 55': -2.297969, ' 51': -2.8588877}
{' 50': -0.24700171, ' 55': -2.2680683, ' 54': -3.0229254, ' 60': -3.4232168, ' 49': -4.9237814}
{' 49': -1.1703241, ' 55': -1.7536943, ' 51': -1.9310111, ' 45': -2.2926204, ' 53': -2.5784786}
{' 50': -0.2514886, ' 51': -2.529729, ' 60': -2.7648516, ' 55': -3.1540096, ' 40': -4.9431953}
{' 55': -0.92566144, ' 56': -2.0901647, ' 58': -2.4825597, ' 54': -2.5704951, ' 57': -2.7078784}
{' 51': -0.35197163, ' 55': -2.2763815, ' 50': -2.8450925, ' 52': -3.3544683, ' 53': -3.6322658}
{' 55': -1.8933688, ' 56': -2.2366667, ' 60': -2.3293502, ' 53': -2.493001, ' 61': -2.5266085}
{' 50': -1.2524563, ' 60': -1.9557282, ' 52': -2.5963311, ' 54': -1.4807733, ' 62': -3.1538577}
{' 50': -2.2870655, ' 60': -1.9025868, ' 55': -2.543843, ' 54': -2.2017765, ' 56': -2.8935075}
{' 60': -0.8035514, ' 50': -1.7361189, ' 55': -2.7454307, ' 70': -2.7749581, ' 56': -3.101175}
{' 60': -2.7011633, ' 55': -2.2207432, ' 57': -2.482501, ' 63': -2.7062416, ' 61': -2.3136234}
{' 52': -0.7978249, ' 56': -1.664961, ' 54': -1.9647932, ' 60': -3.2345715, ' 62': -3.3920925}
{' 75': -2.9159284, ' 55': -2.306376, ' 65': -1.4262501, ' 63': -2.8795877, ' 61': -2.2127903}
{' 65': -2.6175818, ' 66': -2.8024335, ' 63': -2.600085, ' 62': -2.6745734, ' 61': -2.1399827}
{' 25': -0.8275137, ' 23': -1.9709692, ' 29': -2.2045965, ' 24': -2.4664986, ' 27': -2.638379}
{' 30': -0.11591174, ' 29': -5.8446245, ' 31': -2.5860255, ' 32': -4.5695133, ' 33': -3.9739192}
{' 30': -1.0733517, ' 32': -2.2155006, ' 36': -2.0666742, ' 33': -1.6117333, ' 34': -2.6725357}
{' 33': -0.60427463, ' 35': -1.4151, ' 30': -2.33745, ' 31': -3.041351, ' 36': -3.76371}
{' 30': -2.847656, ' 29': -1.7391224, ' 31': -1.5800362, ' 35': -2.6176567, ' 33': -1.1218473}
{' 35': -0.49833047, ' 33': -1.3600571, ' 37': -2.3929992, ' 39': -4.074117, ' 41': -4.0995975}
{' 36': -1.3819747, ' 30': -1.7460723, ' 33': -2.1608841, ' 34': -2.2785878, ' 32': -2.4954515}
{' 40': -1.9989862, ' 38': -2.052777, ' 36': -0.6690512, ' 34': -3.00352, ' 42': -2.281949}
{' 40': -2.5558014, ' 38': -2.4162617, ' 36': -1.1609098, ' 34': -2.4315968, ' 42': -1.0331784}
{' 36': -1.4356556, ' 40': -1.7667122, ' 33': -2.3075647, ' 35': -2.4470682, ' 34': -2.6086009}
{' 35': -0.9709312, ' 39': -1.4923526, ' 37': -1.9438925, ' 33': -2.5478983, ' 43': -3.0851688}
{' 45': -2.570992, ' 36': -2.0683987, ' 48': -1.998939, ' 39': -2.115808, ' 42': -1.4054636}
{' 39': -0.75958365, ' 37': -1.6581032, ' 35': -1.7268785, ' 41': -2.9794607, ' 43': -3.328967}
{' 42': -0.65786296, ' 44': -1.7073052, ' 46': -2.881155, ' 48': -3.1996188, ' 40': -3.2578108}
{' 45': -2.0471077, ' 39': -1.7575301, ' 43': -1.9061794, ' 41': -1.9722937, ' 47': -2.1727142}
{' 50': -1.5238004, ' 45': -1.6929575, ' 55': -2.6288867, ' 48': -2.6940563, ' 49': -2.697186}
{' 45': -1.3726753, ' 49': -2.1135428, ' 43': -1.5028212, ' 41': -2.7923644, ' 47': -1.8309481}
{' 45': -1.2193418, ' 42': -2.2142262, ' 44': -2.3415627, ' 43': -1.2292334, ' 41': -3.2209458}
{' 45': -2.445195, ' 48': -0.8652141, ' 49': -2.7427957, ' 42': -2.7560976, ' 44': -2.6232736}
{' 45': -1.3943875, ' 42': -1.6133338, ' 44': -2.9349012, ' 43': -1.694236, ' 41': -2.6357253}
{' 43': -1.314153, ' 45': -1.3548099, ' 47': -1.5505477, ' 49': -3.1559505, ' 41': -3.1993287}
{' 50': -2.511595, ' 45': -2.6083395, ' 48': -2.1999114, ' 49': -2.305192, ' 53': -2.5431235}
{' 48': -1.4341812, ' 49': -1.7640704, ' 56': -2.160491, ' 55': -2.996868, ' 50': -2.9995067}
{' 50': -2.0937107, ' 45': -2.3475626, ' 48': -1.9568088, ' 44': -1.9734277, ' 46': -2.0754097}
{' 50': -2.1398723, ' 55': -2.7745693, ' 52': -1.5779426, ' 54': -1.7875725, ' 56': -1.7236172}
{' 50': -2.6322653, ' 45': -2.804771, ' 46': -1.9055668, ' 51': -0.96622413, ' 53': -2.938829}
{' 49': -0.39352906, ' 51': -2.115634, ' 45': -2.616212, ' 50': -3.4189022, ' 55': -3.636665}
