{' 30': -1.0943892, ' 25': -1.7470438, ' 28': -2.7338154, ' 32': -3.155139, ' 33': -2.7934296}
{' 50': -2.6409447, ' 45': -2.3973317, ' 44': -2.2682717, ' 43': -2.71182, ' 51': -2.945661}
{' 60': -2.2183585, ' 70': -2.5684466, ' 65': -2.871043, ' 63': -2.6857555, ' 68': -2.9631412}
{' 55': -1.5400062, ' 51': -2.628085, ' 54': -2.6757247, ' 53': -2.5852334, ' 56': -2.290161}
{' 49': -1.856186, ' 55': -2.2672777, ' 51': -1.3900033, ' 53': -2.156292, ' 59': -2.8545265}
{' 51': -1.0126467, ' 41': -2.2165747, ' 50': -2.5710878, ' 49': -3.038662, ' 53': -3.0865726}
{' 55': -1.914963, ' 51': -2.2182133, ' 57': -2.2955363, ' 54': -2.414739, ' 59': -2.4673903}
{' 59': -2.378417, ' 55': -2.5374146, ' 61': -2.5713139, ' 51': -2.7323503, ' 53': -2.792794}
{' 60': -2.4970932, ' 63': -2.628891, ' 61': -2.7690737, ' 66': -2.812356, ' 55': -2.8930647}
{' 53': -1.9160023, ' 55': -2.4133081, ' 43': -2.8823504, ' 58': -3.0036552, ' 45': -3.0172222}
{' 70': -2.3257406, ' 64': -2.217425, ' 65': -2.1072922, ' 66': -2.2983637, ' 68': -2.4192543}
{' 60': -1.6135508, ' 54': -2.2248676, ' 72': -2.5914142, ' 63': -2.9229944, ' 55': -3.0126643}
{' 70': -1.8824272, ' 65': -2.6804342, ' 68': -2.4556007, ' 69': -2.7100697, ' 71': -1.9226446}
{' 56': -2.1046467, ' 66': -1.6109217, ' 62': -2.7887847, ' 68': -2.737896, ' 76': -2.1198254}
{' 79': -0.8474788, ' 69': -2.3654442, ' 81': -2.4941607, ' 80': -2.8053863, ' 75': -3.4075747}
{' 70': -1.4654593, ' 66': -2.3526876, ' 68': -2.5634189, ' 69': -2.7447896, ' 71': -2.6378322}
{' 71': -1.2575574, ' 70': -2.32865, ' 72': -2.42407, ' 73': -2.5181851, ' 66': -2.9907134}
{' 67': -0.96572655, ' 69': -1.8866441, ' 66': -2.3753688, ' 68': -2.470531, ' 71': -2.7114778}
{' 71': -1.3738855, ' 75': -1.9687942, ' 77': -2.6723533, ' 73': -2.6910157, ' 79': -2.9962914}
{' 70': -2.1974046, ' 75': -2.2602699, ' 72': -2.2899845, ' 71': -2.4546304, ' 79': -1.9687641}
{' 20': -3.8286245, ' 30': -0.113163, ' 25': -2.9601612, ' 24': -3.8672447, ' 22': -5.6952915}
{' 30': -1.9362942, ' 25': -1.2451626, ' 23': -2.8299594, ' 31': -2.6757467, ' 33': -2.5659232}
{' 30': -2.6815245, ' 25': -3.3610144, ' 31': -1.2578833, ' 32': -2.3264067, ' 33': -0.97485757}
{' 30': -0.5489339, ' 25': -2.2795439, ' 24': -3.0574367, ' 28': -3.233218, ' 26': -3.5481098}
{' 35': -1.6573204, ' 33': -1.5803323, ' 39': -2.3642507, ' 37': -2.1425784, ' 41': -2.645472}
{' 30': -0.9951292, ' 28': -2.4063401, ' 32': -2.125756, ' 36': -2.5144916, ' 34': -2.6012635}
{' 45': -3.0034373, ' 36': -2.4749796, ' 48': -1.9338351, ' 42': -2.258242, ' 54': -2.9511108}
{' 35': -2.4691792, ' 45': -1.9704189, ' 33': -1.3931675, ' 39': -1.8567297, ' 43': -2.3728619}
{' 45': -1.4421564, ' 43': -1.8961189, ' 51': -2.2611024, ' 47': -2.694947, ' 39': -2.8635967}
{' 45': -2.3588233, ' 48': -2.5771556, ' 42': -2.3282495, ' 43': -2.142569, ' 41': -2.7188573}
{' 35': -1.9930589, ' 45': -2.218868, ' 37': -1.7827909, ' 43': -1.6925753, ' 41': -2.4492474}
{' 43': -2.401435, ' 55': -2.150302, ' 47': -2.0696936, ' 51': -1.4587947, ' 53': -2.4078162}
{' 43': -1.7452817, ' 45': -1.7946059, ' 42': -2.8037982, ' 39': -2.89128, ' 41': -2.9454885}
{' 45': -2.4528158, ' 39': -2.393047, ' 37': -2.4816232, ' 43': -1.9713161, ' 41': -2.621062}
{' 60': -1.7488936, ' 48': -2.9380102, ' 64': -2.9033964, ' 54': -2.0150917, ' 56': -2.6845665}
{' 48': -1.3796928, ' 56': -1.9855659, ' 54': -2.0896797, ' 50': -2.8158064, ' 51': -2.9197881}
{' 50': -2.1241136, ' 48': -1.8152736, ' 44': -2.2664683, ' 46': -1.8300613, ' 54': -2.4425073}
{' 55': -2.2380252, ' 51': -2.4032624, ' 57': -1.6833156, ' 59': -2.3956149, ' 63': -2.3928874}
{' 48': -2.3677106, ' 50': -2.509788, ' 56': -2.7133794, ' 44': -2.9790616, ' 46': -3.1400485}
{' 48': -2.5618343, ' 49': -2.7346869, ' 64': -2.561349, ' 53': -2.989805, ' 56': -2.8376408}
{' 45': -1.5598024, ' 43': -1.871075, ' 41': -2.2606797, ' 39': -2.807899, ' 47': -2.810015}
{' 50': -2.4698496, ' 40': -1.9900008, ' 45': -2.0304174, ' 44': -2.578843, ' 43': -2.4268084}
{' 53': -2.328547, ' 57': -2.3944051, ' 51': -2.4543042, ' 55': -2.6893678, ' 56': -2.8295827}
{' 60': -2.322647, ' 80': -2.9189963, ' 70': -2.402152, ' 64': -2.9037514, ' 72': -2.9031887}
{' 50': -1.3940996, ' 60': -1.904035, ' 45': -2.879519, ' 55': -1.5571454, ' 53': -3.389332}
{' 45': -2.247166, ' 51': -2.3853695, ' 55': -2.60193, ' 50': -2.7119696, ' 54': -2.8234684}
{' 55': -2.8868737, ' 53': -2.8796754, ' 57': -2.6929195, ' 63': -3.011196, ' 67': -2.6550145}
{' 55': -1.8175893, ' 51': -2.3948903, ' 53': -2.3990245, ' 57': -2.7077801, ' 56': -2.7258322}
{' 70': -2.753783, ' 75': -2.5852134, ' 77': -2.946699, ' 79': -2.0845077, ' 81': -2.4786038}
{' 55': -2.645761, ' 51': -0.7504535, ' 56': -2.1020522, ' 57': -2.7282557, ' 61': -2.776191}
{' 55': -2.255114, ' 53': -1.824534, ' 57': -2.5239742, ' 63': -2.1962268, ' 61': -1.6072774}
{' 60': -2.0874949, ' 55': -2.697647, ' 57': -3.0053205, ' 59': -2.634551, ' 63': -2.6390123}
{' 70': -1.6673642, ' 55': -2.67375, ' 56': -2.910141, ' 57': -2.7992153, ' 68': -2.3642504}
{' 60': -2.7615106, ' 70': -1.7608153, ' 72': -2.3742833, ' 66': -2.6365077, ' 68': -2.5104663}
{' 65': -0.98664135, ' 67': -2.2692876, ' 71': -2.4983459, ' 66': -2.498839, ' 68': -2.5859692}
{' 52': -2.7526164, ' 51': -2.854357, ' 53': -2.4475873, ' 57': -2.7419722, ' 62': -2.7764065}
{' 60': -1.7144321, ' 70': -1.7942606, ' 64': -1.5548309, ' 65': -2.4141183, ' 66': -3.251304}
{' 65': -2.2090085, ' 66': -2.4245408, ' 63': -2.3245966, ' 68': -2.6098998, ' 67': -2.567612}
{' 75': -2.865337, ' 72': -2.6015794, ' 69': -2.655501, ' 73': -1.0516888, ' 71': -1.6386561}
{' 70': -1.712122, ' 72': -1.8425771, ' 68': -1.772274, ' 69': -2.1614535, ' 71': -1.7569085}
{' 71': -1.7380315, ' 73': -1.8184911, ' 75': -1.8538477, ' 69': -1.8632013, ' 65': -2.5649579}
{' 30': -2.2027423, ' 31': -2.6595235, ' 32': -2.2823675, ' 33': -1.5031714, ' 34': -2.894236}
{' 33': -1.3631465, ' 31': -1.9235677, ' 29': -1.9681021, ' 30': -2.1246097, ' 27': -2.3242824}
{' 33': -1.6282731, ' 30': -1.7231008, ' 35': -2.5495102, ' 31': -2.7770348, ' 41': -2.83255}
{' 33': -1.3578453, ' 25': -2.525324, ' 35': -2.630272, ' 27': -2.7111473, ' 31': -2.799615}
{' 30': -1.6784682, ' 25': -2.1955507, ' 31': -2.24769, ' 32': -2.3292499, ' 33': -2.1499686}
{' 33': -1.8882687, ' 37': -2.2674534, ' 35': -2.288871, ' 43': -2.3003151, ' 41': -2.4883006}
{' 45': -2.4687083, ' 37': -2.6988716, ' 43': -1.780306, ' 41': -2.2930012, ' 47': -2.463376}
{' 33': -1.9620806, ' 39': -2.046167, ' 37': -2.3915915, ' 43': -2.7379537, ' 35': -2.741695}
{' 33': -2.5516932, ' 39': -2.3583033, ' 37': -2.2078192, ' 43': -1.7774107, ' 41': -2.2771971}
{' 45': -1.7554387, ' 39': -2.2612066, ' 37': -2.7104778, ' 43': -1.7792559, ' 47': -2.7161484}
{' 35': -2.8917043, ' 38': -2.9468522, ' 33': -1.1509168, ' 39': -2.1089094, ' 37': -2.4391325}
{' 55': -1.4722118, ' 51': -2.1208837, ' 53': -2.1220205, ' 47': -2.3405876, ' 49': -2.7642753}
{' 45': -1.9722586, ' 48': -1.7319632, ' 42': -2.3570194, ' 43': -2.856078, ' 51': -2.728094}
{' 48': -2.0139403, ' 42': -2.2416723, ' 54': -2.3942523, ' 45': -2.5455184, ' 44': -2.7420154}
{' 55': -2.1438344, ' 57': -2.3261664, ' 56': -2.6393025, ' 51': -2.6432862, ' 59': -2.6546538}
{' 45': -2.0603204, ' 44': -3.0398948, ' 43': -2.709703, ' 55': -2.3347237, ' 51': -2.4882169}
{' 45': -1.8256973, ' 39': -3.0891287, ' 43': -2.0935636, ' 47': -2.2396452, ' 51': -2.8914626}
{' 55': -2.3078587, ' 57': -2.2879956, ' 59': -2.4534159, ' 63': -1.8034191, ' 61': -2.8961086}
{' 45': -2.1289945, ' 43': -2.139092, ' 44': -2.1478374, ' 48': -2.3371015, ' 42': -2.5175014}
{' 50': -2.6519246, ' 55': -2.5182135, ' 52': -2.7633698, ' 51': -2.058019, ' 53': -2.4369988}
{' 53': -2.296201, ' 45': -2.4496958, ' 51': -2.4705107, ' 49': -2.6472952, ' 47': -2.7678902}
{' 48': -0.89178294, ' 45': -1.9261286, ' 40': -2.3869686, ' 44': -2.5599082, ' 49': -3.3065615}
{' 51': -2.3238208, ' 47': -2.490647, ' 55': -2.4935586, ' 50': -2.513133, ' 45': -2.537194}
{' 50': -1.9164404, ' 40': -2.2629552, ' 45': -2.4932377, ' 48': -2.5282893, ' 44': -1.9530872}
{' 50': -2.126463, ' 55': -2.3487532, ' 51': -1.4408104, ' 54': -2.7886639, ' 53': -2.9748507}
{' 51': -1.4194916, ' 61': -2.0510585, ' 55': -2.0840235, ' 56': -2.37251, ' 53': -2.6126738}
{' 50': -1.8689408, ' 60': -1.7141606, ' 55': -1.5243659, ' 53': -2.9727464, ' 57': -3.1097436}
{' 50': -1.3574653, ' 60': -1.2954459, ' 55': -2.1435437, ' 54': -2.7944548, ' 56': -3.0009303}
{' 60': -1.9560348, ' 55': -2.88715, ' 65': -2.613147, ' 66': -2.7782614, ' 63': -2.9022849}
{' 64': -2.494974, ' 65': -2.15212, ' 66': -1.9519613, ' 68': -2.241186, ' 67': -2.383663}
{' 70': -1.7752446, ' 64': -2.272729, ' 72': -2.3909137, ' 66': -2.3110378, ' 68': -2.1420736}
{' 65': -2.2651987, ' 69': -2.3549993, ' 70': -2.3844917, ' 71': -2.621166, ' 63': -2.6625888}
{' 64': -2.6529999, ' 65': -2.0190346, ' 66': -2.802701, ' 63': -2.540247, ' 61': -2.2678463}
{' 70': -2.7979388, ' 75': -2.8736014, ' 77': -2.8359256, ' 73': -2.8516765, ' 71': -1.2807785}
{' 64': -2.954368, ' 55': -2.7831464, ' 65': -2.5622241, ' 62': -3.0435739, ' 61': -2.8450522}
{' 70': -2.8273444, ' 65': -2.6588151, ' 63': -2.8114285, ' 68': -2.8337572, ' 73': -2.2328193}
{' 66': -1.3043473, ' 67': -1.9144892, ' 68': -1.9699318, ' 65': -2.0006938, ' 64': -2.2543902}
{' 64': -2.2449994, ' 76': -2.2818055, ' 66': -2.4459424, ' 68': -2.499106, ' 72': -2.5049636}
{' 75': -2.0770047, ' 77': -2.15362, ' 73': -2.1250422, ' 79': -1.9189475, ' 81': -2.5086682}
{' 80': -3.0345676, ' 90': -3.0985131, ' 76': -3.0692432, ' 88': -1.9415843, ' 84': -3.2212634}
{' 70': -1.5362126, ' 69': -2.0198445, ' 68': -2.2841203, ' 71': -2.5086172, ' 73': -2.669294}
{' 30': -0.22902939, ' 27': -2.6433065, ' 33': -3.0268416, ' 35': -4.2238555, ' 31': -4.3912454}
{' 30': -1.1573981, ' 33': -1.8707961, ' 35': -1.9430102, ' 25': -2.335222, ' 31': -2.7976918}
{' 30': -2.7538965, ' 31': -0.92342806, ' 35': -2.6609464, ' 33': -1.585999, ' 41': -2.9747338}
{' 37': -0.85508645, ' 33': -1.1574395, ' 35': -2.2822583, ' 34': -3.5130854, ' 32': -3.5840082}
{' 30': -2.0289736, ' 31': -2.6375895, ' 35': -2.3820257, ' 32': -2.6724873, ' 33': -1.6344576}
{' 31': -1.9220264, ' 35': -2.151984, ' 33': -0.45352444, ' 34': -4.700682, ' 37': -2.8821857}
{' 31': -3.709133, ' 35': -1.9909362, ' 33': -0.6438655, ' 39': -3.2753596, ' 37': -1.8198414}
{' 36': -2.3352911, ' 33': -2.4808428, ' 39': -2.4081767, ' 42': -1.9360554, ' 43': -2.6616328}
{' 50': -2.4403012, ' 45': -1.0463326, ' 43': -2.1998265, ' 55': -2.9248486, ' 47': -2.736313}
{' 45': -2.6982577, ' 39': -2.372022, ' 42': -2.5934238, ' 43': -1.9308854, ' 41': -2.7541437}
{' 50': -2.4518318, ' 48': -1.8324699, ' 44': -2.1564643, ' 46': -2.3339844, ' 54': -2.4009027}
{' 45': -0.9638558, ' 39': -2.3560088, ' 42': -2.6608276, ' 43': -2.23148, ' 51': -2.8395262}
{' 48': -1.8283852, ' 42': -2.3113499, ' 44': -2.3877373, ' 46': -2.3952017, ' 54': -2.110568}
{' 45': -1.6901798, ' 39': -2.7215528, ' 43': -2.1458187, ' 41': -2.8314028, ' 51': -2.7969599}
{' 60': -2.5709977, ' 48': -0.89820355, ' 52': -2.9670007, ' 54': -1.794152, ' 56': -2.6495168}
{' 45': -2.5456612, ' 33': -2.2928622, ' 39': -2.2413037, ' 37': -2.078417, ' 43': -2.6293776}
{' 45': -1.8163925, ' 49': -2.4168718, ' 47': -2.2321079, ' 51': -1.9912554, ' 53': -2.4250836}
{' 45': -1.5551357, ' 43': -2.568594, ' 48': -2.6260717, ' 51': -2.6987057, ' 44': -2.756854}
{' 45': -0.890267, ' 43': -2.5074162, ' 41': -2.6329675, ' 47': -3.0136056, ' 51': -3.010981}
{' 50': -2.1380093, ' 45': -2.5923846, ' 55': -2.27749, ' 47': -2.824034, ' 53': -2.5927298}
{' 60': -2.0965936, ' 70': -3.1136205, ' 75': -2.6395223, ' 55': -3.0821483, ' 63': -2.2386756}
{' 45': -2.362584, ' 49': -1.7492418, ' 47': -2.5515664, ' 51': -1.7063838, ' 53': -2.528579}
{' 65': -1.6019536, ' 70': -1.9186364, ' 60': -2.4780931, ' 67': -2.6991274, ' 63': -2.7919343}
{' 60': -2.64346, ' 70': -2.7305534, ' 55': -2.7891774, ' 65': -3.0413358, ' 63': -3.1594396}
{' 50': -2.273134, ' 45': -1.902683, ' 49': -2.5568924, ' 55': -2.614934, ' 51': -2.494564}
{' 50': -2.7630188, ' 60': -1.3683063, ' 70': -2.0129442, ' 64': -2.876234, ' 55': -2.8486366}
{' 55': -1.8230503, ' 51': -2.056317, ' 53': -2.3413036, ' 61': -2.864283, ' 59': -2.9288392}
{' 49': -2.7846026, ' 55': -2.588616, ' 47': -2.6795497, ' 51': -2.184195, ' 53': -1.9855818}
{' 55': -1.201859, ' 60': -1.803124, ' 50': -2.35881, ' 65': -2.6337543, ' 51': -2.8434472}
{' 50': -2.04986, ' 45': -2.0804386, ' 55': -2.069172, ' 51': -1.2486095, ' 53': -3.369872}
{' 55': -2.2544625, ' 61': -2.3095622, ' 51': -2.6703808, ' 57': -2.6741297, ' 59': -2.7186959}
{' 70': -2.6958416, ' 75': -2.5930555, ' 72': -2.5093286, ' 73': -2.7910278, ' 79': -2.8642097}
{' 60': -2.3771505, ' 70': -1.6605567, ' 59': -2.8570986, ' 69': -2.8859975, ' 71': -2.4273815}
{' 55': -2.7050226, ' 54': -2.329189, ' 57': -2.9515293, ' 66': -2.9363632, ' 63': -2.2155368}
{' 60': -1.5094601, ' 54': -1.5194162, ' 57': -2.1294343, ' 66': -3.0482981, ' 63': -2.9076123}
{' 65': -2.0064445, ' 67': -2.7418878, ' 69': -2.3523843, ' 73': -1.7016083, ' 71': -1.6483169}
{' 67': -2.885345, ' 77': -2.3534544, ' 73': -2.7123315, ' 71': -2.8209178, ' 79': -2.6947274}
{' 55': -2.9986598, ' 65': -2.3319244, ' 66': -2.893206, ' 63': -2.4807425, ' 67': -2.856012}
{' 73': -0.2389442, ' 71': -2.3482752, ' 72': -2.9268503, ' 70': -3.8276815, ' 69': -3.964587}
{' 87': -2.3158598, ' 72': -1.2376461, ' 73': -2.085925, ' 71': -2.2886105, ' 81': -2.8025856}
{' 75': -2.2785985, ' 77': -2.3012416, ' 76': -2.329394, ' 78': -2.6664515, ' 79': -2.7506177}
{' 25': -1.086422, ' 23': -2.2680264, ' 21': -2.326911, ' 27': -2.8061495, ' 33': -1.9355947}
{' 30': -1.4485506, ' 33': -1.5135874, ' 31': -1.9150698, ' 25': -2.294104, ' 32': -2.926929}
{' 30': -1.9448512, ' 31': -2.245066, ' 35': -1.5357916, ' 32': -3.2876265, ' 33': -1.3355601}
{' 25': -1.4216481, ' 24': -2.3991985, ' 23': -2.1124935, ' 22': -2.1741104, ' 27': -2.2114794}
{' 45': -2.6199985, ' 36': -1.9989, ' 33': -2.025433, ' 37': -2.7940395, ' 42': -2.7315412}
{' 40': -2.9886649, ' 36': -0.6644613, ' 33': -2.724374, ' 42': -2.9403687, ' 41': -3.2218838}
{' 33': -2.7025113, ' 39': -2.5180593, ' 37': -2.178759, ' 43': -1.6870046, ' 41': -2.3425603}
{' 45': -2.0283482, ' 33': -2.1740506, ' 39': -2.1851437, ' 37': -2.6847098, ' 43': -2.049493}
{' 45': -2.2672544, ' 43': -2.3274522, ' 55': -2.4402053, ' 47': -2.0768723, ' 51': -2.4031491}
{' 45': -1.7446374, ' 43': -1.8570528, ' 41': -2.3238802, ' 47': -2.4445693, ' 51': -2.7629364}
{' 45': -1.6479326, ' 48': -2.942061, ' 42': -2.3969095, ' 44': -2.9138224, ' 43': -1.9422367}
{' 45': -1.0294834, ' 36': -2.3711603, ' 48': -2.460367, ' 39': -2.477657, ' 42': -2.289867}
{' 40': -2.5525064, ' 45': -1.7923069, ' 48': -2.5507727, ' 42': -1.98141, ' 43': -2.5286264}
{' 43': -2.29928, ' 53': -2.5584533, ' 45': -2.5925834, ' 44': -2.813031, ' 50': -2.9004333}
{' 45': -1.874918, ' 43': -2.2002296, ' 47': -2.3769057, ' 51': -2.397767, ' 48': -2.634023}
{' 45': -2.0228784, ' 39': -2.6702468, ' 44': -2.7501352, ' 43': -1.7714517, ' 47': -2.530794}
{' 45': -2.1275952, ' 48': -2.8934817, ' 44': -2.4978726, ' 43': -2.1468127, ' 47': -2.6587155}
{' 45': -1.9071524, ' 43': -1.9506743, ' 39': -2.0337374, ' 47': -2.2111723, ' 51': -2.836504}
{' 50': -1.9213204, ' 40': -0.93618155, ' 45': -2.0861297, ' 44': -3.1292586, ' 46': -2.865232}
{' 45': -1.7595652, ' 44': -2.470639, ' 43': -2.0206878, ' 47': -2.424157, ' 46': -2.320892}
{' 64': -2.5339448, ' 57': -2.9854505, ' 59': -0.63649714, ' 63': -2.710613, ' 61': -3.2288816}
{' 45': -2.177723, ' 47': -2.424343, ' 50': -2.7130597, ' 43': -2.7895956, ' 48': -2.8082962}
{' 55': -1.8417575, ' 61': -2.313119, ' 59': -2.4463928, ' 65': -2.4720323, ' 57': -2.5493011}
{' 79': -2.8552299, ' 77': -2.9596307, ' 73': -3.2201848, ' 71': -3.2287395, ' 75': -3.232229}
{' 50': -1.5209503, ' 49': -3.0327635, ' 55': -2.332407, ' 51': -1.4387169, ' 53': -2.9416263}
{' 55': -2.168259, ' 61': -2.2697318, ' 59': -2.4279122, ' 56': -2.5404255, ' 57': -2.5521843}
{' 55': -1.6677529, ' 51': -2.3503053, ' 53': -2.063482, ' 57': -2.3079736, ' 61': -2.5456388}
{' 55': -1.4564931, ' 51': -1.7625824, ' 53': -2.1534278, ' 59': -2.8322215, ' 57': -2.926872}
{' 55': -2.0763385, ' 51': -2.1841247, ' 57': -2.435624, ' 59': -2.4492786, ' 61': -2.2673738}
{' 70': -2.7152627, ' 65': -2.617633, ' 67': -2.8357184, ' 73': -2.1147063, ' 71': -2.361316}
{' 65': -2.250655, ' 61': -2.4674013, ' 69': -2.5731752, ' 73': -2.5864131, ' 71': -1.8195102}
{' 55': -1.9503611, ' 54': -2.5388906, ' 53': -1.9753857, ' 57': -2.1846256, ' 59': -2.220972}
{' 60': -2.8729956, ' 65': -2.6809027, ' 63': -2.6370957, ' 61': -2.349397, ' 71': -2.8318217}
{' 75': -2.7616503, ' 77': -2.0905297, ' 76': -2.5515137, ' 78': -2.1961758, ' 73': -2.2876294}
{' 61': -1.5085372, ' 62': -1.8677024, ' 65': -2.1180649, ' 60': -2.2125683, ' 64': -2.5414915}
{' 65': -1.9584875, ' 59': -2.4417102, ' 66': -2.1148672, ' 67': -1.7766274, ' 61': -2.1536322}
{' 64': -3.1546729, ' 55': -2.6810162, ' 57': -3.150937, ' 66': -3.1272802, ' 63': -3.1806338}
{' 55': -2.2174983, ' 65': -2.4548306, ' 57': -2.983582, ' 59': -2.7935994, ' 63': -2.8354564}
{' 70': -1.8946484, ' 72': -1.9251678, ' 73': -1.1645229, ' 74': -2.1850212, ' 71': -1.8157623}
{' 75': -2.0589452, ' 77': -1.4257969, ' 76': -2.5452914, ' 73': -2.179171, ' 79': -2.5251336}
{' 70': -2.4027913, ' 72': -2.3421798, ' 68': -3.2447217, ' 69': -1.4931349, ' 71': -0.7354425}
{' 33': -0.48826155, ' 34': -2.355159, ' 32': -2.3904834, ' 31': -2.911958, ' 30': -2.9633017}
{' 25': -1.484248, ' 33': -1.7148333, ' 23': -2.0282412, ' 22': -2.104043, ' 27': -2.962787}
{' 30': -1.3195093, ' 33': -2.1777198, ' 35': -2.264177, ' 40': -2.378, ' 31': -2.93265}
{' 48': -1.584779, ' 45': -1.8864826, ' 36': -2.3830893, ' 40': -2.6368556, ' 42': -2.8537428}
{' 30': -0.7889023, ' 24': -2.4437084, ' 28': -2.5211105, ' 32': -2.2879286, ' 33': -2.6985455}
{' 43': -1.8965784, ' 47': -1.9254013, ' 35': -2.3014114, ' 55': -2.6720512, ' 39': -2.7736948}
{' 43': -1.6326808, ' 41': -2.1917763, ' 37': -2.2695062, ' 39': -2.2864246, ' 45': -2.4618397}
{' 40': -2.6250117, ' 36': -1.2972902, ' 48': -1.3487219, ' 42': -2.1117043, ' 44': -2.9863405}
{' 39': -1.2290474, ' 33': -1.6298863, ' 36': -1.8447357, ' 37': -2.6071794, ' 45': -2.96681}
{' 45': -2.5147765, ' 39': -2.169144, ' 37': -2.2703707, ' 43': -1.7195704, ' 41': -2.4850564}
{' 43': -1.6721486, ' 45': -2.4336662, ' 37': -2.644433, ' 47': -2.6943226, ' 39': -2.7003899}
{' 50': -2.6393042, ' 60': -2.9490812, ' 45': -1.7080057, ' 55': -1.5222833, ' 51': -2.185648}
{' 45': -1.7908622, ' 39': -2.802726, ' 43': -2.0443833, ' 47': -2.2390301, ' 51': -2.0399942}
{' 50': -2.2090864, ' 60': -2.4868784, ' 45': -2.6866903, ' 48': -1.9059887, ' 56': -2.4838371}
{' 55': -2.6423414, ' 51': -2.462092, ' 54': -2.5478618, ' 53': -2.778198, ' 56': -2.6262758}
{' 45': -1.9932284, ' 43': -2.236443, ' 48': -2.5370727, ' 47': -2.540708, ' 46': -3.0686984}
{' 50': -2.4344265, ' 40': -2.5691502, ' 48': -1.1171803, ' 42': -2.8188262, ' 44': -2.6228995}
{' 51': -1.644458, ' 55': -1.6800015, ' 53': -1.896907, ' 57': -2.42106, ' 59': -2.5266623}
{' 50': -2.4653566, ' 40': -1.7838141, ' 60': -2.55535, ' 45': -1.6699796, ' 48': -2.347429}
{' 45': -2.547864, ' 49': -2.7693157, ' 55': -2.635356, ' 47': -2.5514114, ' 51': -2.9070938}
{' 55': -2.5325494, ' 51': -2.5397248, ' 53': -2.6389642, ' 56': -2.4109378, ' 57': -2.535748}
{' 50': -2.1550596, ' 45': -1.9948984, ' 49': -1.935413, ' 51': -1.9237877, ' 53': -2.6407297}
{' 45': -1.923126, ' 43': -2.6100655, ' 47': -2.69618, ' 51': -2.5498962, ' 53': -2.5305526}
{' 60': -2.3026662, ' 70': -2.343869, ' 55': -1.7943369, ' 65': -2.5940433, ' 71': -2.4453778}
{' 50': -2.3830209, ' 45': -2.0294788, ' 48': -1.4841888, ' 44': -2.6970565, ' 46': -2.905354}
{' 71': -2.0608702, ' 73': -2.1341, ' 69': -2.1757247, ' 67': -2.3597047, ' 65': -2.6104944}
{' 68': -2.6070359, ' 73': -2.6842444, ' 63': -2.867287, ' 78': -2.9262228, ' 77': -2.9397612}
