{' 4': -2.1977098, ' 5': -2.3002927, ' 6': -2.224015, ' 8': -1.7868906, ' 9': -2.4438703}
{' 8': -1.5981902, ' 4': -2.1518219, ' 6': -2.2898967, ' 5': -2.3094072, ' 9': -2.3453443}
{' 8': -1.6314158, ' 4': -2.0911167, ' 6': -2.254973, ' 5': -2.2620301, ' 3': -2.4668097}
{' 8': -1.6358651, ' 4': -2.1509829, ' 6': -2.314786, ' 5': -2.326682, ' 9': -2.3547907}
{' 8': -1.6406275, ' 4': -2.1069524, '\n': -2.1813123, ' 5': -2.2477462, ' 6': -2.3545015}
{' 8': -1.6833783, ' 4': -2.2074633, ' 6': -2.3483124, ' 5': -2.3510742, ' 9': -2.4010305}
{' 3': -2.481409, ' 4': -2.0783122, ' 5': -2.2582686, ' 6': -2.327716, ' 8': -1.6215593}
{' 4': -2.199577, ' 5': -2.3289602, ' 6': -2.3018835, ' 8': -1.6876878, ' 9': -2.3638353}
{'\n': -1.8719265, ' 4': -2.1681302, ' 5': -2.3494494, ' 6': -2.3900826, ' 8': -1.7131714}
{'\n': -2.3883371, ' 4': -2.2618427, ' 5': -2.3735228, ' 6': -2.3590193, ' 8': -1.72507}
{' 4': -2.1233258, ' 5': -2.2950053, ' 6': -2.309216, ' 8': -1.6223655, ' 9': -2.394833}
{' 4': -2.1886203, ' 5': -2.3109777, ' 6': -2.258353, ' 8': -1.7179363, ' 9': -2.343892}
{' 8': -1.676739, ' 4': -2.1695235, ' 6': -2.2735846, ' 9': -2.3246472, ' 5': -2.3267539}
{' 8': -1.7316265, ' 4': -2.2627575, ' 6': -2.35164, ' 5': -2.369481, '\n': -2.4191494}
{'\n': -2.1959882, ' 4': -2.1395593, ' 5': -2.3281538, ' 6': -2.3879492, ' 8': -1.6616043}
{' 8': -1.7338114, ' 4': -2.235221, ' 6': -2.3003988, ' 5': -2.3386936, ' 9': -2.3789694}
{'\n': -1.726697, ' 8': -1.7882853, ' 4': -2.216551, ' 5': -2.395629, ' 6': -2.4155645}
{'\n': -2.3116918, ' 4': -2.2645729, ' 5': -2.3713133, ' 6': -2.3603253, ' 8': -1.7567409}
{' 4': -2.13047, ' 5': -2.3083131, ' 6': -2.3150795, ' 8': -1.644448, ' 9': -2.4259326}
{' 8': -1.7486925, ' 4': -2.244485, ' 6': -2.311841, ' 5': -2.3438606, ' 9': -2.3910522}
{' 4': -2.2430673, ' 5': -2.3862681, ' 6': -2.3204885, ' 8': -1.7152333, ' 9': -2.3538299}
{' 8': -1.7582006, ' 4': -2.2728672, ' 6': -2.3391056, ' 5': -2.3664408, ' 9': -2.4018583}
{' 4': -2.2237484, ' 5': -2.3674755, ' 6': -2.314106, ' 8': -1.7140608, ' 9': -2.3654003}
{' 8': -1.7499067, ' 4': -2.2487214, ' 6': -2.3156703, ' 5': -2.3359604, ' 9': -2.3870516}
{' 8': -1.740895, ' 4': -2.246103, ' 6': -2.2853534, ' 5': -2.3325841, ' 9': -2.3669088}
{' 8': -1.7519155, ' 4': -2.2482686, ' 6': -2.307057, ' 5': -2.3409667, ' 9': -2.3950877}
{' 4': -2.2446837, ' 5': -2.357074, ' 6': -2.3096528, ' 8': -1.7387823, ' 9': -2.3787417}
{' 4': -2.2693183, ' 5': -2.345476, ' 6': -2.3122165, ' 8': -1.7630745, ' 9': -2.3778179}
{' 8': -1.7577082, ' 4': -2.2605472, ' 6': -2.2985616, ' 5': -2.3418307, ' 9': -2.3718104}
{'\n': -2.4006805, ' 4': -2.3129082, ' 5': -2.380868, ' 6': -2.3556757, ' 8': -1.7970905}
{' 4': -2.2320871, ' 5': -2.34558, ' 6': -2.2829685, ' 8': -1.7423934, ' 9': -2.3310287}
{' 4': -2.103402, ' 5': -2.2373416, ' 6': -2.229096, ' 8': -1.5987811, ' 9': -2.369948}
{' 8': -1.6908228, ' 4': -2.1390564, ' 6': -2.2460065, ' 5': -2.2535987, ' 9': -2.4584696}
{' 4': -2.2193549, ' 5': -2.3435404, ' 6': -2.336341, ' 8': -1.683201, ' 9': -2.3844206}
{' 8': -1.6270827, ' 4': -2.0972986, ' 5': -2.2431927, ' 6': -2.25311, ' 7': -2.4529972}
{' 4': -2.2172863, ' 5': -2.3377182, ' 6': -2.3176625, ' 8': -1.7060282, ' 9': -2.396684}
{' 4': -2.1833336, ' 5': -2.3314736, ' 6': -2.2811873, ' 8': -1.6687253, ' 9': -2.3548374}
{' 4': -2.2360928, ' 5': -2.3574603, ' 6': -2.339846, ' 8': -1.7384627, ' 9': -2.4213285}
{' 8': -1.6763171, ' 4': -2.1806946, ' 6': -2.3067415, ' 5': -2.3405416, ' 9': -2.3696382}
{' 4': -2.2101226, ' 5': -2.3364174, ' 6': -2.2981112, ' 8': -1.7277149, ' 9': -2.386022}
{' 8': -1.6733031, ' 4': -2.1220937, '\n': -2.189341, ' 5': -2.2858644, ' 6': -2.34872}
{'\n': -2.4160006, ' 4': -2.2736742, ' 5': -2.37124, ' 6': -2.3293803, ' 8': -1.7622176}
{' 4': -2.1923141, ' 5': -2.3509111, ' 6': -2.2999868, ' 8': -1.7113122, ' 9': -2.3743265}
{' 4': -2.2391415, ' 5': -2.3727744, ' 6': -2.3267195, ' 8': -1.7699853, ' 9': -2.4200385}
{' 4': -2.2077289, ' 5': -2.3578336, ' 6': -2.2973258, ' 8': -1.7403896, ' 9': -2.3817105}
{' 4': -2.2622428, ' 5': -2.3779833, ' 6': -2.3249133, ' 8': -1.7687523, ' 9': -2.4219697}
{' 4': -2.2239358, ' 5': -2.3678348, ' 6': -2.3045137, ' 8': -1.7476013, ' 9': -2.393275}
{' 4': -2.2110097, ' 5': -2.3022437, ' 6': -2.232971, ' 8': -1.7082258, ' 9': -2.3176296}
{' 4': -2.1243682, ' 5': -2.2548115, ' 6': -2.2664962, ' 8': -1.6385261, ' 9': -2.398183}
{' 4': -2.2327487, ' 5': -2.3122659, ' 6': -2.267881, ' 8': -1.7067075, ' 9': -2.3162835}
{' 4': -2.1618595, ' 5': -2.2736692, ' 6': -2.2902088, ' 8': -1.6249778, ' 9': -2.349782}
{' 4': -2.2322962, ' 5': -2.3478804, ' 6': -2.3004427, ' 8': -1.7283154, ' 9': -2.3729174}
{' 8': -1.7150435, ' 4': -2.2143981, ' 6': -2.277392, ' 5': -2.3359122, ' 9': -2.345963}
{' 4': -2.2444196, ' 5': -2.357082, ' 6': -2.3246968, ' 8': -1.7297081, ' 9': -2.3503382}
{' 4': -2.1734726, ' 5': -2.3537762, ' 6': -2.2798798, ' 8': -1.6853153, ' 9': -2.3238232}
{' 8': -1.7089385, ' 4': -2.21998, ' 6': -2.271877, ' 9': -2.3128335, ' 5': -2.3180273}
{' 4': -2.2181735, ' 5': -2.329164, ' 6': -2.2910783, ' 8': -1.709414, ' 9': -2.3324637}
{' 4': -2.2239988, ' 5': -2.3557994, ' 6': -2.3333719, ' 8': -1.7098738, ' 9': -2.3738}
{' 4': -2.2139902, ' 5': -2.3314655, ' 6': -2.2430456, ' 8': -1.7096517, ' 9': -2.3117273}
{' 4': -2.1864038, ' 5': -2.3125043, ' 6': -2.274897, ' 8': -1.701858, ' 9': -2.3224483}
{' 4': -2.1741302, ' 5': -2.3179293, ' 6': -2.2665634, ' 8': -1.7044581, ' 9': -2.3303316}
{' 8': -1.7458456, ' 4': -2.2024887, ' 6': -2.2294338, ' 5': -2.2969034, ' 9': -2.3029115}
{' 8': -1.6865165, ' 4': -2.0672462, ' 5': -2.2540634, ' 6': -2.2545583, ' 9': -2.3999872}
{' 8': -1.5891483, ' 4': -1.9814165, ' 6': -2.2099302, ' 5': -2.2329738, ' 9': -2.4260147}
{'\n': -2.3962452, ' 4': -2.068927, ' 5': -2.251279, ' 6': -2.2463202, ' 8': -1.6603378}
{' 4': -2.1970212, ' 5': -2.34511, ' 6': -2.2993279, ' 8': -1.6903896, ' 9': -2.4257584}
{'\n': -2.3637996, ' 4': -2.0301127, ' 5': -2.2100434, ' 6': -2.2842517, ' 8': -1.6169218}
{' 8': -1.6961777, ' 4': -2.1940415, ' 6': -2.3269248, ' 5': -2.3667824, ' 9': -2.4251225}
{' 4': -2.0471172, ' 5': -2.213938, ' 6': -2.3181155, ' 7': -2.460111, ' 8': -1.5912688}
{'\n': -2.1650434, ' 4': -2.2574353, ' 5': -2.3942742, ' 6': -2.368154, ' 8': -1.7449068}
{' 3': -2.4252286, ' 4': -2.1682868, ' 5': -2.356172, ' 6': -2.350103, ' 8': -1.6704172}
{'\n': -2.3685908, ' 4': -2.2281497, ' 5': -2.37388, ' 6': -2.3420196, ' 8': -1.7372698}
{' 4': -2.2259452, ' 5': -2.3796682, ' 6': -2.3297071, ' 8': -1.7222317, ' 9': -2.4419384}
{' 8': -1.7215601, ' 4': -2.2200677, '\n': -2.3081853, ' 5': -2.384628, ' 6': -2.3860574}
{'\n': -2.406942, ' 4': -2.2203395, ' 5': -2.3772895, ' 6': -2.347678, ' 8': -1.7167813}
{' 3': -2.4495642, ' 4': -2.2000742, ' 5': -2.3683128, ' 6': -2.3624802, ' 8': -1.7220899}
{' 8': -1.7191465, ' 4': -2.1986196, ' 6': -2.3460453, ' 5': -2.377548, ' 3': -2.4311302}
{'\n': -2.261603, ' 4': -2.2361999, ' 5': -2.391498, ' 6': -2.3840594, ' 8': -1.7442929}
{'\n': -2.40607, ' 4': -2.2279217, ' 5': -2.3896565, ' 6': -2.3627458, ' 8': -1.7315887}
{'\n': -2.2266264, ' 4': -2.24016, ' 5': -2.381506, ' 6': -2.3693829, ' 8': -1.753234}
{' 4': -2.1988513, ' 5': -2.3676116, ' 6': -2.3361423, ' 8': -1.7253788, ' 9': -2.4442375}
{' 4': -2.189243, ' 5': -2.3559663, ' 6': -2.3188405, ' 8': -1.719464, ' 9': -2.443383}
{' 8': -1.7250198, ' 4': -2.2275012, ' 6': -2.32437, '\n': -2.3553033, ' 5': -2.3711894}
{'\n': -2.193109, ' 4': -2.2541308, ' 5': -2.4003098, ' 6': -2.3881888, ' 8': -1.7705768}
{'\n': -2.133412, ' 4': -2.2758155, ' 5': -2.4150681, ' 6': -2.3894181, ' 8': -1.775331}
{'\n': -2.064422, ' 4': -2.264702, ' 5': -2.4145412, ' 6': -2.414138, ' 8': -1.7760392}
{'\n': -2.2234538, ' 4': -2.244183, ' 5': -2.3911889, ' 6': -2.3834183, ' 8': -1.7583259}
{'\n': -2.2421904, ' 4': -2.2306197, ' 5': -2.3855565, ' 6': -2.3824017, ' 8': -1.7624379}
{' 8': -1.7628243, ' 4': -2.240579, '\n': -2.3122573, ' 6': -2.3481925, ' 5': -2.388961}
{'\n': -2.1253002, ' 4': -2.2657688, ' 5': -2.401612, ' 6': -2.3811576, ' 8': -1.7693918}
{'\n': -2.325548, ' 4': -2.2375467, ' 5': -2.3746421, ' 6': -2.3486784, ' 8': -1.7539135}
{' 8': -1.7644845, '\n': -2.1735668, ' 4': -2.2539914, ' 6': -2.394104, ' 5': -2.3975754}
{' 8': -1.7797356, '\n': -2.1726112, ' 4': -2.2595046, ' 6': -2.3835707, ' 5': -2.4034185}
{'\n': -2.2041078, ' 4': -2.2612903, ' 5': -2.4125733, ' 6': -2.3839097, ' 8': -1.7691065}
{' 8': -1.756011, ' 4': -2.2249498, ' 6': -2.3735402, '\n': -2.386052, ' 5': -2.4031944}
{' 8': -1.7722214, ' 4': -2.2465296, '\n': -2.2827709, ' 6': -2.3572652, ' 5': -2.3893783}
{' 8': -1.735359, ' 4': -2.2219367, ' 6': -2.3187947, ' 5': -2.3648667, ' 9': -2.4190545}
{' 8': -1.7506297, '\n': -2.1888669, ' 4': -2.2409165, ' 6': -2.3854773, ' 5': -2.3905225}
{'\n': -2.316067, ' 4': -2.2386763, ' 5': -2.376303, ' 6': -2.3375542, ' 8': -1.7493155}
{' 8': -1.7691356, '\n': -2.180749, ' 4': -2.2472193, ' 6': -2.3936462, ' 5': -2.4041395}
{'\n': -2.2202883, ' 4': -2.2588894, ' 5': -2.4116316, ' 6': -2.369071, ' 8': -1.7614738}
{'\n': -2.0150506, ' 4': -2.2704198, ' 5': -2.4244795, ' 6': -2.4252157, ' 8': -1.7842681}
{'\n': -2.1311436, ' 4': -2.2526703, ' 5': -2.4148786, ' 6': -2.404618, ' 8': -1.7673433}
{' 8': -1.7785003, '\n': -2.2198198, ' 4': -2.2667508, ' 6': -2.367972, ' 5': -2.3879714}
{'\n': -2.2408419, ' 4': -2.256465, ' 5': -2.3930871, ' 6': -2.3583603, ' 8': -1.774081}
{' 8': -1.7794346, ' 4': -2.2533412, '\n': -2.260819, ' 6': -2.353184, ' 5': -2.3968225}
{'\n': -2.3248036, ' 4': -2.253791, ' 5': -2.382122, ' 6': -2.3366518, ' 8': -1.7620384}
{'\n': -2.0516062, ' 4': -2.2744954, ' 5': -2.4271033, ' 6': -2.4174006, ' 8': -1.791734}
{' 8': -1.7872981, '\n': -2.113349, ' 4': -2.273878, ' 6': -2.3739681, ' 5': -2.4073696}
{' 8': -1.8078581, '\n': -1.9290235, ' 4': -2.3027837, ' 6': -2.4300468, ' 5': -2.4395251}
{' 8': -1.7917093, '\n': -2.0263295, ' 4': -2.2773411, ' 6': -2.4181921, ' 5': -2.4315524}
{'\n': -2.2311695, ' 4': -2.26965, ' 5': -2.3913407, ' 6': -2.363469, ' 8': -1.7983279}
{'\n': -2.1820772, ' 4': -2.2766998, ' 5': -2.3880985, ' 6': -2.3627145, ' 8': -1.7911623}
{'\n': -2.1177695, ' 4': -2.2812836, ' 5': -2.4017918, ' 6': -2.3863776, ' 8': -1.790662}
{' 8': -1.7884909, '\n': -2.1755357, ' 4': -2.2712102, ' 6': -2.3662431, ' 5': -2.3938537}
{' 8': -1.7916433, '\n': -2.2378159, ' 4': -2.2713985, ' 6': -2.3725433, ' 5': -2.394537}
{' 8': -1.8039141, '\n': -2.2488375, ' 4': -2.2827873, ' 6': -2.357664, ' 5': -2.3983097}
{' 8': -1.8140895, '\n': -2.0794187, ' 4': -2.2788599, ' 6': -2.4000843, ' 5': -2.418226}
{' 8': -1.7998501, '\n': -2.147356, ' 4': -2.2737033, ' 6': -2.3815334, ' 5': -2.4093435}
{'\n': -2.2446673, ' 4': -2.2690003, ' 5': -2.3830159, ' 6': -2.3756185, ' 8': -1.7789032}
{'\n': -2.144219, ' 4': -2.29143, ' 5': -2.4019046, ' 6': -2.394502, ' 8': -1.8057282}
{'\n': -2.1593614, ' 4': -2.2765796, ' 5': -2.4041762, ' 6': -2.3879876, ' 8': -1.7919317}
{' 8': -1.7882603, ' 4': -2.2643375, '\n': -2.2954283, ' 6': -2.3575888, ' 5': -2.3865814}
{' 8': -1.7955159, '\n': -2.208121, ' 4': -2.2842083, ' 6': -2.37329, ' 5': -2.3984487}
{' 8': -1.7868925, ' 4': -2.259999, ' 6': -2.343479, ' 5': -2.3830678, '\n': -2.3900876}
{'\n': -2.2928333, ' 4': -2.2702112, ' 5': -2.3987138, ' 6': -2.35791, ' 8': -1.7943009}
{' 4': -2.2525752, ' 5': -2.3770857, ' 6': -2.3242455, ' 8': -1.7574788, ' 9': -2.4019785}
{' 8': -1.7498751, ' 4': -2.1910057, ' 6': -2.2970963, ' 5': -2.3443346, ' 9': -2.4510434}
{'\n': -2.37309, ' 4': -2.0559132, ' 5': -2.257621, ' 6': -2.2684107, ' 8': -1.6722289}
{' 8': -1.739525, ' 4': -2.2335055, '\n': -2.2726233, ' 5': -2.3771956, ' 6': -2.3801994}
{' 8': -1.7309735, ' 4': -2.2153018, ' 6': -2.3196843, ' 5': -2.35977, ' 9': -2.4460547}
{' 8': -1.7499652, '\n': -2.1835876, ' 4': -2.2457137, ' 6': -2.383678, ' 5': -2.3994632}
{' 8': -1.7384279, ' 4': -2.235708, ' 6': -2.3423517, '\n': -2.3585584, ' 5': -2.380658}
{'\n': -2.111958, ' 4': -2.2444673, ' 5': -2.4022498, ' 6': -2.4159322, ' 8': -1.7575202}
{' 8': -1.7538536, ' 4': -2.2333887, '\n': -2.281614, ' 6': -2.3567934, ' 5': -2.38683}
{' 8': -1.761023, ' 4': -2.2326455, '\n': -2.3293717, ' 6': -2.3736377, ' 5': -2.3845067}
{' 4': -2.2248235, ' 5': -2.3793552, ' 6': -2.338596, ' 8': -1.7519356, ' 9': -2.4421556}
{'\n': -2.1409192, ' 4': -2.2585852, ' 5': -2.4032223, ' 6': -2.3893235, ' 8': -1.765426}
{' 8': -1.7501326, ' 4': -2.2419558, '\n': -2.295044, ' 6': -2.3566563, ' 5': -2.3863373}
{' 8': -1.7745684, '\n': -2.1983707, ' 4': -2.244649, ' 6': -2.3889751, ' 5': -2.400074}
{'\n': -2.2594347, ' 4': -2.240084, ' 5': -2.3959455, ' 6': -2.3710816, ' 8': -1.7676126}
{'\n': -2.1254258, ' 4': -2.2662785, ' 5': -2.4032567, ' 6': -2.3646958, ' 8': -1.7865595}
{' 8': -1.7713647, '\n': -2.2229695, ' 4': -2.2414002, ' 6': -2.3875594, ' 5': -2.4032807}
{' 8': -1.7800181, ' 4': -2.2209818, ' 6': -2.3147738, ' 5': -2.3436224, ' 9': -2.4292176}
{' 4': -2.2244663, ' 5': -2.3646393, ' 6': -2.3123515, ' 8': -1.7683784, ' 9': -2.436037}
{' 4': -2.231411, ' 5': -2.3591719, ' 6': -2.3273678, ' 8': -1.7669859, ' 9': -2.4402695}
{' 4': -2.2208984, ' 5': -2.3613582, ' 6': -2.3158672, ' 8': -1.7515169, ' 9': -2.441631}
{'\n': -2.3404295, ' 4': -2.2521422, ' 5': -2.3897736, ' 6': -2.3496802, ' 8': -1.7875655}
{' 4': -2.2399046, ' 5': -2.3749688, ' 6': -2.3099778, ' 8': -1.7784216, ' 9': -2.4286988}
{'\n': -2.1807108, ' 4': -2.268179, ' 5': -2.4117384, ' 6': -2.3815145, ' 8': -1.7940522}
{' 8': -1.7625439, ' 4': -2.230632, '\n': -2.3564732, ' 6': -2.3633044, ' 5': -2.3879778}
{' 4': -2.209667, ' 5': -2.35826, ' 6': -2.3532188, ' 8': -1.7626989, ' 9': -2.4394498}
{' 8': -1.7857769, ' 4': -2.2448957, ' 6': -2.3265684, ' 5': -2.381316, '\n': -2.4275606}
{' 8': -1.7632436, ' 4': -2.2208843, ' 6': -2.3223045, ' 5': -2.3545704, ' 9': -2.4294567}
{'\n': -2.402476, ' 4': -2.241018, ' 5': -2.3865097, ' 6': -2.3190753, ' 8': -1.7872283}
{'\n': -2.3641362, ' 4': -2.2491796, ' 5': -2.3803747, ' 6': -2.334276, ' 8': -1.7909304}
{' 8': -1.7932144, ' 4': -2.2501073, ' 6': -2.322101, ' 5': -2.3854337, '\n': -2.395521}
{' 8': -1.7826493, ' 4': -2.244084, ' 6': -2.3428464, '\n': -2.3669934, ' 5': -2.3863149}
{' 4': -2.2091959, ' 5': -2.3670156, ' 6': -2.317107, ' 8': -1.7618387, ' 9': -2.4212139}
{' 8': -1.7680594, ' 4': -2.2138221, ' 6': -2.3045611, ' 5': -2.3457417, ' 9': -2.4387527}
{' 4': -2.2410312, ' 5': -2.3698144, ' 6': -2.3028607, ' 8': -1.7565808, ' 9': -2.424889}
{'\n': -2.390869, ' 4': -2.2359855, ' 5': -2.3624532, ' 6': -2.334721, ' 8': -1.7374732}
{' 8': -1.7296065, ' 4': -2.2195587, ' 6': -2.314149, ' 5': -2.3571873, ' 9': -2.4309454}
{' 8': -1.7263777, ' 4': -2.2260554, ' 6': -2.3547785, ' 5': -2.3715403, '\n': -2.380767}
{' 8': -1.735425, ' 4': -2.2414675, ' 6': -2.3246965, ' 5': -2.368738, '\n': -2.3994102}
{'\n': -2.3430893, ' 4': -2.238004, ' 5': -2.3789427, ' 6': -2.345894, ' 8': -1.7482865}
{' 8': -1.7370007, ' 4': -2.242207, ' 6': -2.3410494, '\n': -2.3478968, ' 5': -2.3830168}
{' 4': -2.21847, ' 5': -2.3493361, ' 6': -2.3200717, ' 8': -1.7523274, ' 9': -2.4216304}
