{'2': -2.1589043, '3': -1.6356862, '6': -2.4613793, '7': -1.3597938, '9': -2.3342488}
{'2': -2.2723658, '3': -1.609333, '6': -2.4811363, '7': -1.3254356, '9': -2.4252703}
{'2': -2.2158551, '3': -1.6164786, '6': -2.4724796, '7': -1.368033, '9': -2.3261514}
{'7': -1.4497765, '3': -1.593913, '2': -2.1539505, '9': -2.3843775, '6': -2.4667308}
{'7': -1.430414, '3': -1.6208743, '2': -2.1771984, '9': -2.3069417, '6': -2.475172}
{'2': -2.2004733, '3': -1.5955957, '6': -2.4339554, '7': -1.4382013, '9': -2.3888488}
{'7': -1.4526428, '3': -1.5873684, '2': -2.1330667, '9': -2.3949416, '6': -2.4643157}
{'7': -1.4435447, '3': -1.6030087, '2': -2.2041593, '9': -2.400931, '6': -2.414843}
{'2': -2.2179534, '3': -1.6351382, '6': -2.5113075, '7': -1.3439909, '9': -2.3419616}
{'2': -2.1936173, '3': -1.5925262, '6': -2.4520576, '7': -1.4281698, '9': -2.38601}
{'7': -1.3595974, '3': -1.6097347, '2': -2.1944134, '9': -2.407947, '4': -2.4619079}
{'2': -2.186908, '3': -1.5973371, '6': -2.4095569, '7': -1.4402021, '9': -2.406665}
{'7': -1.4175447, '3': -1.6016285, '2': -2.1797764, '9': -2.3586307, '6': -2.4480908}
{'2': -2.164582, '3': -1.5984654, '6': -2.4072766, '7': -1.438889, '9': -2.406506}
{'7': -1.4363892, '3': -1.5897936, '2': -2.1787257, '9': -2.3832526, '6': -2.4253001}
{'7': -1.5030993, '3': -1.5925884, '2': -2.1911561, '9': -2.4091034, '6': -2.4185123}
{'7': -1.3140777, '3': -1.6612858, '2': -2.2350392, '9': -2.3484082, '6': -2.5021803}
{'7': -1.4408183, '3': -1.6049838, '2': -2.1993158, '9': -2.3769147, '6': -2.4488218}
{'7': -1.4354678, '3': -1.6274827, '2': -2.163892, '9': -2.3274548, '6': -2.4649937}
{'7': -1.4851747, '3': -1.6293551, '2': -2.1416287, '9': -2.3831985, '6': -2.443528}
{'2': -2.1595392, '3': -1.6364584, '6': -2.4710839, '7': -1.4214792, '9': -2.317603}
{'2': -2.191077, '3': -1.6345338, '6': -2.397021, '7': -1.4315938, '9': -2.3744342}
{'7': -1.4254023, '3': -1.6018395, '2': -2.1718163, '9': -2.3727462, '6': -2.425349}
{'7': -1.4577829, '3': -1.6080381, '2': -2.2182388, '9': -2.388306, '6': -2.391825}
{'7': -1.4182553, '3': -1.6417165, '2': -2.1623292, '9': -2.3196778, '6': -2.478394}
{'2': -2.1696055, '3': -1.6132739, '6': -2.4191384, '7': -1.4388986, '9': -2.4118733}
{'2': -2.1755526, '3': -1.6206838, '6': -2.4332526, '7': -1.4112493, '9': -2.3640347}
{'7': -1.4872307, '3': -1.6109775, '2': -2.162085, '9': -2.4137652, '6': -2.4313798}
{'7': -1.4047071, '3': -1.6308672, '2': -2.1745398, '9': -2.3198261, '6': -2.4449236}
{'2': -2.1458113, '3': -1.6266805, '6': -2.4242973, '7': -1.4927714, '9': -2.412777}
{'2': -2.1281252, '3': -1.5812045, '6': -2.4277947, '7': -1.4875994, '9': -2.3973818}
{'7': -1.4820658, '3': -1.5850455, '2': -2.0816371, '9': -2.3691013, '6': -2.4492996}
{'7': -1.2259644, '3': -1.6367825, '2': -2.2510078, '9': -2.407914, '4': -2.5028007}
{'2': -2.3364015, '3': -1.5995352, '4': -2.5071108, '5': -2.5110688, '7': -1.2031292}
{'7': -1.23894, '3': -1.6065108, '2': -2.3082798, '9': -2.4866817, '4': -2.509013}
{'2': -2.279308, '3': -1.5794749, '6': -2.5008657, '7': -1.2924439, '9': -2.4575229}
{'7': -1.0854591, '3': -1.6992611, '2': -2.4547446, '4': -2.5103095, '5': -2.5241377}
{'7': -1.3203263, '3': -1.552712, '2': -2.2996564, '6': -2.4749036, '4': -2.484158}
{'7': -1.2510321, '3': -1.5960906, '2': -2.2961276, '9': -2.4868605, '6': -2.5248473}
{'7': -1.2652364, '3': -1.5714515, '2': -2.3389077, '4': -2.4978604, '5': -2.5155814}
{'7': -1.2361856, '3': -1.6230339, '2': -2.2940488, '4': -2.488686, '5': -2.493855}
{'7': -1.2965084, '3': -1.5813539, '2': -2.2903478, '5': -2.4342036, '4': -2.4687116}
{'2': -2.3203795, '3': -1.6024743, '4': -2.4823344, '5': -2.454512, '7': -1.2685683}
{'2': -2.2691474, '3': -1.5908941, '6': -2.4884827, '7': -1.3314507, '9': -2.4596705}
{'2': -2.4084754, '3': -1.6405157, '4': -2.5046153, '5': -2.475225, '7': -1.1613593}
{'7': -1.3347272, '3': -1.5636816, '2': -2.2571154, '5': -2.4905787, '6': -2.496934}
{'7': -1.3114084, '3': -1.5777352, '2': -2.2536445, '9': -2.4760242, '6': -2.5099673}
{'7': -1.358009, '3': -1.5393311, '2': -2.2592885, '6': -2.463699, '4': -2.4758737}
{'7': -1.3021315, '3': -1.6010094, '2': -2.2569733, '9': -2.43309, '4': -2.5201378}
{'7': -1.355447, '3': -1.5951759, '2': -2.2290452, '9': -2.4410849, '5': -2.480243}
{'7': -1.2950568, '3': -1.6020445, '2': -2.202394, '4': -2.4075675, '5': -2.437383}
{'7': -1.3240163, '3': -1.6173723, '2': -2.277681, '9': -2.4586198, '5': -2.4738824}
{'2': -2.2908132, '3': -1.6362817, '4': -2.4756165, '5': -2.4441946, '7': -1.2370547}
{'7': -1.1961648, '3': -1.6661241, '2': -2.3045957, '5': -2.3900487, '4': -2.4294698}
{'7': -1.3608049, '3': -1.5783571, '2': -2.2282481, '9': -2.4598994, '6': -2.4706185}
{'7': -1.3846008, '3': -1.5690776, '2': -2.240388, '9': -2.4411974, '6': -2.473382}
{'7': -1.3424386, '3': -1.6084336, '2': -2.2179174, '9': -2.4460456, '4': -2.5053148}
{'2': -2.3059976, '3': -1.613529, '5': -2.463892, '7': -1.3004186, '9': -2.480007}
{'7': -1.3852396, '3': -1.6099215, '2': -2.1685934, '9': -2.4333656, '4': -2.5143156}
{'7': -1.4092226, '3': -1.5723773, '2': -2.2224493, '9': -2.4392576, '6': -2.4396048}
{'2': -2.3454854, '3': -1.6931683, '4': -2.5104444, '5': -2.4949605, '7': -1.1962163}
{'2': -2.2468293, '3': -1.5628675, '6': -2.4350846, '7': -1.3945533, '9': -2.4608529}
{'7': -1.3566631, '3': -1.5878948, '2': -2.2293553, '9': -2.4307828, '6': -2.4644208}
{'2': -2.2365708, '3': -1.5435092, '4': -2.485709, '6': -2.4646327, '7': -1.3834426}
{'7': -1.1811825, '3': -1.681625, '2': -2.328079, '4': -2.4778228, '9': -2.498693}
{'2': -2.3530467, '3': -1.6577456, '4': -2.4618094, '5': -2.436949, '7': -1.2257998}
{'7': -1.2486781, '3': -1.6444336, '2': -2.2945497, '5': -2.4651678, '4': -2.4732053}
{'7': -1.2794479, '3': -1.6117574, '2': -2.265097, '4': -2.5058749, '5': -2.507353}
{'2': -2.271257, '3': -1.6523988, '4': -2.5155885, '7': -1.2391317, '9': -2.4484708}
{'2': -2.3116982, '3': -1.6759484, '4': -2.4907277, '5': -2.4473183, '7': -1.2469609}
{'7': -1.3623425, '3': -1.6102445, '2': -2.2117536, '9': -2.429096, '6': -2.4631956}
{'7': -1.3885074, '3': -1.5712962, '2': -2.237636, '9': -2.4452205, '6': -2.4488444}
{'2': -2.2239842, '3': -1.624236, '4': -2.484185, '7': -1.2619293, '9': -2.5418727}
{'7': -1.1884842, '3': -1.6730269, '2': -2.3239403, '5': -2.446659, '4': -2.4774284}
{'7': -1.1984701, '3': -1.6590184, '2': -2.235322, '4': -2.4504728, '5': -2.451661}
{'2': -2.2708268, '3': -1.5849271, '4': -2.466803, '5': -2.4602418, '7': -1.2933049}
{'2': -2.228326, '3': -1.6302863, '6': -2.4897966, '7': -1.3526355, '9': -2.3703337}
{'7': -1.4060482, '3': -1.5811636, '2': -2.2214434, '6': -2.4204752, '9': -2.4253087}
{'7': -1.3945434, '3': -1.5776012, '2': -2.1713247, '6': -2.4381685, '9': -2.4607685}
{'7': -1.3883599, '3': -1.5594378, '2': -2.2089472, '6': -2.4607058, '4': -2.4895067}
{'2': -2.1899464, '3': -1.6146022, '4': -2.5160494, '7': -1.3057129, '9': -2.4608393}
{'2': -2.2185242, '3': -1.6018592, '6': -2.4762623, '7': -1.3717492, '9': -2.4318993}
{'2': -2.1036463, '3': -1.5904132, '4': -2.5288973, '7': -1.3880149, '9': -2.481429}
{'7': -1.4021721, '3': -1.5945873, '2': -2.2156105, '9': -2.4131734, '6': -2.4240227}
{'2': -2.223299, '3': -1.639593, '6': -2.5174618, '7': -1.3533173, '9': -2.339466}
{'2': -2.2378092, '3': -1.618823, '6': -2.4373198, '7': -1.3707858, '9': -2.3971624}
{'7': -1.3517475, '3': -1.5441952, '2': -2.1317978, '5': -2.4689598, '4': -2.4725838}
{'7': -1.3846684, '3': -1.5981026, '2': -2.2427216, '6': -2.4373763, '9': -2.4540653}
{'2': -2.234622, '3': -1.6426305, '6': -2.5125875, '7': -1.3415574, '9': -2.3348186}
{'2': -2.245248, '3': -1.6176027, '6': -2.4545987, '7': -1.3696778, '9': -2.407678}
{'2': -2.2041276, '3': -1.6129333, '6': -2.4460213, '7': -1.3678868, '9': -2.404113}
{'2': -2.1960733, '3': -1.6046368, '6': -2.4395196, '7': -1.3883967, '9': -2.4467216}
{'7': -1.3630002, '3': -1.6082278, '2': -2.203462, '9': -2.4120362, '6': -2.4584723}
{'2': -2.2528653, '3': -1.5777117, '6': -2.4106717, '7': -1.4028021, '9': -2.4588554}
{'2': -2.255184, '3': -1.5845907, '6': -2.444473, '7': -1.3524798, '9': -2.442009}
{'7': -1.3985796, '3': -1.5604792, '2': -2.234086, '6': -2.4304972, '9': -2.4592845}
{'2': -2.4095917, '3': -1.634718, '4': -2.5249827, '7': -1.1417999, '9': -2.4420054}
{'2': -2.3534205, '3': -1.5515234, '4': -2.4951003, '5': -2.5177882, '7': -1.2280791}
{'7': -1.2142787, '3': -1.6011041, '2': -2.3059669, '9': -2.4970946, '4': -2.5535731}
{'2': -2.475282, '3': -1.6608173, '4': -2.506034, '5': -2.4889936, '7': -1.1582117}
{'2': -2.3116002, '3': -1.5660537, '4': -2.4920294, '7': -1.2533745, '9': -2.5166361}
{'2': -2.2882879, '3': -1.5386006, '4': -2.4864213, '6': -2.4581752, '7': -1.3468453}
{'7': -1.339784, '3': -1.5675251, '2': -2.2326195, '9': -2.4366143, '6': -2.5078347}
{'7': -1.3539568, '3': -1.5330435, '2': -2.275071, '6': -2.4609456, '9': -2.4758308}
{'2': -2.2127955, '3': -1.5237869, '6': -2.4763627, '7': -1.3854241, '9': -2.4560819}
{'7': -1.292452, '3': -1.5856191, '2': -2.326605, '5': -2.381979, '4': -2.4445095}
{'7': -1.2073536, '3': -1.6265601, '2': -2.2888355, '5': -2.4533176, '4': -2.4815998}
{'7': -1.3767937, '3': -1.5717877, '2': -2.2648382, '6': -2.4346797, '4': -2.4584665}
{'7': -1.2385734, '3': -1.5999091, '2': -2.3301775, '5': -2.4254496, '4': -2.473406}
{'2': -2.2423809, '3': -1.5490195, '6': -2.4154384, '7': -1.3993175, '9': -2.4518363}
{'2': -2.2194602, '3': -1.5421798, '6': -2.4358506, '7': -1.3843715, '9': -2.4265335}
{'2': -2.2422411, '3': -1.5241169, '4': -2.4824297, '6': -2.4594483, '7': -1.400473}
{'7': -1.272047, '3': -1.5636252, '2': -2.2487926, '9': -2.4280434, '4': -2.4894638}
{'7': -1.3356242, '3': -1.5691085, '2': -2.2790713, '9': -2.409347, '5': -2.4813552}
{'7': -1.3738495, '3': -1.5420185, '2': -2.1189916, '4': -2.491777, '5': -2.510637}
{'7': -1.4059246, '3': -1.5651786, '2': -2.224034, '9': -2.408139, '6': -2.4298122}
{'2': -2.1959367, '3': -1.5862125, '4': -2.524714, '7': -1.2572559, '9': -2.5134053}
{'7': -1.2599008, '3': -1.5596291, '2': -2.2474477, '4': -2.4568174, '5': -2.486572}
{'2': -2.139966, '3': -1.5436431, '6': -2.453929, '7': -1.413108, '9': -2.4523785}
{'7': -1.3839267, '3': -1.553055, '2': -2.2316098, '9': -2.4313376, '6': -2.4682295}
{'7': -1.3874314, '3': -1.5806783, '2': -2.154874, '9': -2.312797, '6': -2.5376275}
{'7': -1.4169047, '3': -1.5586568, '2': -2.1958718, '9': -2.4203036, '6': -2.4404795}
{'7': -1.408981, '3': -1.5512385, '2': -2.089832, '9': -2.4431071, '6': -2.4931502}
{'7': -1.3941419, '3': -1.5659863, '2': -2.2209716, '9': -2.4321077, '6': -2.4331434}
{'7': -1.3934327, '3': -1.5727866, '2': -2.19537, '9': -2.351839, '6': -2.4723263}
{'2': -2.1978438, '3': -1.550915, '6': -2.4087298, '7': -1.4371378, '9': -2.4195254}
{'2': -2.1617959, '3': -1.5750991, '6': -2.3996727, '7': -1.4203293, '9': -2.405904}
{'2': -2.2469616, '3': -1.5192488, '6': -2.479868, '7': -1.3975868, '9': -2.466671}
{'7': -1.3596324, '3': -1.5879765, '2': -2.0406551, '9': -2.3590124, '4': -2.5319328}
{'7': -1.2460542, '3': -1.573233, '2': -2.378077, '9': -2.4141316, '4': -2.5263581}
{'2': -2.3432353, '3': -1.5949308, '6': -2.4981422, '7': -1.2683164, '9': -2.3268394}
{'7': -1.2827119, '3': -1.5761001, '2': -2.3201492, '9': -2.3879497, '6': -2.4729106}
{'2': -2.278595, '3': -1.5992414, '4': -2.5326064, '7': -1.2542745, '9': -2.4318142}
{'7': -1.3832413, '3': -1.5661178, '2': -2.2409549, '9': -2.31846, '6': -2.4678874}
{'2': -2.19336, '3': -1.6128316, '6': -2.3946157, '7': -1.358849, '9': -2.374314}
{'2': -2.234978, '3': -1.5281241, '6': -2.4478, '7': -1.4067404, '9': -2.42816}
{'7': -1.2897747, '3': -1.6132914, '2': -2.272233, '9': -2.30597, '6': -2.5484512}
{'2': -2.218405, '3': -1.5680679, '6': -2.5040743, '7': -1.3970435, '9': -2.2895303}
{'7': -1.2834917, '3': -1.5808398, '2': -2.2739778, '9': -2.440997, '5': -2.498286}
{'7': -1.4065899, '3': -1.5610144, '2': -2.2122958, '9': -2.3849852, '6': -2.4332068}
{'7': -1.3953274, '3': -1.5960778, '2': -2.1417322, '9': -2.3193996, '6': -2.4472704}
{'7': -1.4372119, '3': -1.5705317, '2': -2.1822014, '9': -2.3579805, '6': -2.4101408}
{'2': -2.1223507, '3': -1.603504, '6': -2.398733, '7': -1.4083803, '9': -2.3922613}
{'7': -1.4340863, '3': -1.5424218, '2': -2.2146785, '9': -2.4005513, '6': -2.423512}
{'7': -1.2339498, '3': -1.6036415, '2': -2.2600498, '9': -2.3753242, '4': -2.5645275}
{'2': -2.384812, '3': -1.5962148, '4': -2.5639923, '7': -1.1977354, '9': -2.4204946}
{'2': -2.1272871, '3': -1.611767, '6': -2.4544108, '7': -1.3650839, '9': -2.3976784}
{'2': -2.265863, '3': -1.5489191, '6': -2.4788754, '7': -1.3497957, '9': -2.38635}
{'7': -1.3727698, '3': -1.6155429, '2': -2.1611018, '9': -2.3198314, '6': -2.4475398}
{'7': -1.4083468, '3': -1.5492501, '2': -2.1904492, '9': -2.3374505, '6': -2.4758346}
{'7': -1.3859665, '3': -1.6250889, '2': -2.1050067, '9': -2.4037602, '6': -2.4197628}
{'2': -2.2155967, '3': -1.5557321, '6': -2.4406276, '7': -1.3977503, '9': -2.4036593}
{'7': -1.238718, '3': -1.5772914, '2': -2.299923, '9': -2.3995037, '4': -2.545002}
{'7': -1.3743086, '3': -1.5592946, '2': -2.2137556, '9': -2.4165013, '6': -2.4630232}
{'7': -1.3662355, '3': -1.6271608, '2': -2.136236, '9': -2.371254, '6': -2.422922}
{'7': -1.3755462, '3': -1.5744979, '2': -2.2322414, '9': -2.3932636, '6': -2.444125}
{'2': -2.212789, '3': -1.574802, '6': -2.4829688, '7': -1.3444725, '9': -2.3772788}
{'7': -1.3600744, '3': -1.5576565, '2': -2.243766, '9': -2.3950303, '6': -2.4804947}
{'2': -2.0754569, '3': -1.5820103, '6': -2.4881096, '7': -1.4002839, '9': -2.428551}
{'2': -2.0070536, '3': -1.5630343, '6': -2.4896758, '7': -1.4521047, '9': -2.4314597}
{'7': -1.0634862, '3': -1.6840364, '2': -2.2427006, '4': -2.490137, '9': -2.5790994}
{'7': -1.0137243, '3': -1.7627403, '2': -2.4509172, '9': -2.5087385, '4': -2.5109663}
{'7': -1.0485669, '3': -1.7494357, '2': -2.3749907, '9': -2.4934158, '5': -2.5933056}
{'7': -0.9864799, '3': -1.7814286, '2': -2.433944, '9': -2.5236523, '4': -2.5355024}
{'7': -0.9404029, '3': -1.831354, '2': -2.4561307, '5': -2.5623567, '4': -2.5774477}
{'7': -1.0864309, '3': -1.7027103, '2': -2.3852055, '9': -2.5023758, '4': -2.5686333}
{'2': -2.404103, '3': -1.6763941, '4': -2.5320594, '5': -2.5434005, '7': -1.1234539}
{'2': -2.3299973, '3': -1.6039596, '4': -2.4990227, '5': -2.530374, '7': -1.1983905}
{'7': -1.103051, '3': -1.6452166, '2': -2.3582714, '4': -2.4956174, '5': -2.5586517}
{'7': -1.1699622, '3': -1.6024708, '2': -2.3652537, '4': -2.4820998, '5': -2.510956}
{'2': -2.2753127, '3': -1.5824836, '4': -2.5150588, '5': -2.5620384, '7': -1.2226583}
{'2': -2.2842002, '3': -1.5726733, '4': -2.508039, '7': -1.2650619, '9': -2.495296}
{'2': -2.373788, '3': -1.6669611, '4': -2.5065875, '5': -2.5298073, '7': -1.1323942}
{'7': -1.2281294, '3': -1.618678, '2': -2.336255, '9': -2.4969683, '4': -2.5095377}
{'2': -2.366421, '3': -1.670351, '4': -2.5173187, '5': -2.545128, '7': -1.148266}
{'7': -1.2673138, '3': -1.5553348, '2': -2.2804747, '4': -2.475913, '5': -2.5015666}
{'2': -2.3241684, '3': -1.6792749, '4': -2.4305968, '5': -2.4708302, '7': -1.1472753}
