{' 4': -2.126004, ' 5': -2.2809494, ' 6': -2.2876384, ' 7': -2.4504268, ' 8': -1.6747043}
{' 4': -2.1202066, ' 5': -2.2314203, ' 6': -2.2401178, ' 7': -2.4269753, ' 8': -1.6544302}
{' 8': -1.6611232, ' 4': -2.1137283, ' 5': -2.2404497, ' 6': -2.2935534, ' 7': -2.4188395}
{' 8': -1.6870031, ' 4': -2.1287222, ' 5': -2.2645016, ' 6': -2.2936583, ' 3': -2.4325304}
{' 8': -1.6431698, ' 4': -2.0986438, ' 5': -2.234919, ' 6': -2.261891, ' 7': -2.4095407}
{' 8': -1.645625, ' 4': -2.1005933, ' 5': -2.2094936, ' 6': -2.2315044, ' 3': -2.3963869}
{' 4': -2.0980117, ' 5': -2.21613, ' 6': -2.2543612, ' 7': -2.4058638, ' 8': -1.653242}
{' 8': -1.6621568, ' 4': -2.1196506, ' 6': -2.2323425, ' 5': -2.2399385, ' 3': -2.4223058}
{' 8': -1.6511877, ' 4': -2.0897567, ' 5': -2.2166564, ' 6': -2.2406805, ' 7': -2.4072702}
{' 3': -2.4038112, ' 4': -2.1057749, ' 5': -2.2489603, ' 6': -2.2473562, ' 8': -1.6828907}
{' 8': -1.6586931, ' 4': -2.0883663, ' 5': -2.2184932, ' 6': -2.2445266, ' 7': -2.394984}
{' 8': -1.6453221, ' 4': -2.1020253, ' 5': -2.1920776, ' 6': -2.2007906, ' 3': -2.3762105}
{' 8': -1.6438624, ' 4': -2.0879598, ' 5': -2.1926332, ' 6': -2.229588, ' 7': -2.3898504}
{' 3': -2.3890982, ' 4': -2.1046708, ' 5': -2.2028306, ' 6': -2.215505, ' 8': -1.657281}
{' 8': -1.6517292, ' 4': -2.1061647, ' 5': -2.2134318, ' 6': -2.2173955, ' 7': -2.398112}
{' 8': -1.7031487, ' 4': -2.1645124, ' 5': -2.2824726, ' 6': -2.311202, '\n': -2.3442304}
{' 4': -2.1156096, ' 5': -2.236696, ' 6': -2.2782874, ' 7': -2.4375045, ' 8': -1.6752669}
{' 4': -2.1155443, ' 5': -2.2281122, ' 6': -2.2570238, ' 7': -2.4372818, ' 8': -1.6689063}
{' 8': -1.6794213, ' 4': -2.1103191, ' 5': -2.2356765, ' 6': -2.2773561, ' 7': -2.4269495}
{' 8': -1.6660874, ' 4': -2.1034882, ' 5': -2.218339, ' 6': -2.2323098, ' 7': -2.4139168}
{' 8': -1.6568952, ' 4': -2.0848727, ' 5': -2.207732, ' 6': -2.2551217, ' 7': -2.4068086}
{' 4': -2.1127014, ' 5': -2.2356596, ' 6': -2.254571, ' 7': -2.423295, ' 8': -1.6749123}
{' 4': -2.0967984, ' 5': -2.2289937, ' 6': -2.262113, ' 7': -2.4087691, ' 8': -1.6640524}
{'\n': -2.4150062, ' 4': -2.1346698, ' 5': -2.2506726, ' 6': -2.2688572, ' 8': -1.6872685}
{' 4': -2.1078148, ' 5': -2.2176523, ' 6': -2.2730887, ' 7': -2.4518006, ' 8': -1.6751719}
{' 8': -1.6952754, ' 4': -2.1202707, ' 5': -2.2406285, ' 6': -2.2957394, '\n': -2.4410193}
{' 8': -1.6908686, ' 4': -2.109092, ' 5': -2.2352898, ' 6': -2.291962, ' 3': -2.4417155}
{' 4': -2.1224658, ' 5': -2.2295024, ' 6': -2.2463636, ' 7': -2.441846, ' 8': -1.659169}
{' 8': -1.649365, ' 4': -2.090773, ' 5': -2.2041698, ' 6': -2.2485301, ' 7': -2.4210868}
{' 8': -1.6719395, ' 4': -2.1358125, ' 5': -2.2451646, ' 6': -2.2700708, ' 7': -2.4500225}
{' 8': -1.7042717, ' 4': -2.1388526, '\n': -2.2819028, ' 5': -2.2864795, ' 6': -2.3033376}
{'\n': -2.3934302, ' 4': -2.168475, ' 5': -2.263499, ' 6': -2.3494632, ' 8': -1.7059066}
{' 8': -1.6929133, ' 4': -2.127552, ' 5': -2.2426722, ' 6': -2.3231258, ' 7': -2.4497588}
{' 3': -2.4162207, ' 4': -2.1303177, ' 5': -2.237131, ' 6': -2.297635, ' 8': -1.6844682}
{' 3': -2.4270735, ' 4': -2.1129835, ' 5': -2.2260005, ' 6': -2.3034074, ' 8': -1.6712369}
{' 3': -2.4023855, ' 4': -2.1507986, ' 5': -2.240644, ' 6': -2.2927413, ' 8': -1.7284627}
{' 8': -1.6872495, ' 4': -2.1145701, ' 5': -2.2400315, ' 6': -2.3145154, ' 3': -2.4176173}
{' 8': -1.6715778, ' 4': -2.0926964, ' 5': -2.200476, ' 6': -2.2547362, ' 3': -2.3707032}
{' 3': -2.409401, ' 4': -2.101015, ' 5': -2.2243948, ' 6': -2.2971973, ' 8': -1.6854526}
{' 8': -1.7245425, ' 4': -2.1579485, ' 5': -2.2523687, ' 6': -2.315651, ' 3': -2.4117153}
{' 8': -1.7387185, ' 4': -2.168674, ' 5': -2.270122, ' 6': -2.3393378, '\n': -2.416719}
{' 3': -2.3849826, ' 4': -2.1222682, ' 5': -2.2585025, ' 6': -2.297378, ' 8': -1.7044444}
{' 3': -2.405022, ' 4': -2.1343617, ' 5': -2.240495, ' 6': -2.303448, ' 8': -1.7051432}
{' 3': -2.381534, ' 4': -2.1290925, ' 5': -2.1964562, ' 6': -2.229422, ' 8': -1.6899675}
{' 8': -1.6925216, ' 4': -2.1280456, ' 5': -2.2101846, ' 6': -2.2673078, ' 3': -2.4007611}
{' 8': -1.6881756, ' 4': -2.124288, ' 5': -2.1965983, ' 6': -2.2380033, ' 3': -2.3836846}
{' 8': -1.6967605, ' 4': -2.1398044, ' 5': -2.2259524, ' 6': -2.2844424, ' 3': -2.4143097}
{' 3': -2.40794, ' 4': -2.129112, ' 5': -2.233297, ' 6': -2.2823687, ' 8': -1.6990049}
{' 8': -1.6723132, ' 4': -2.0954633, ' 5': -2.2095075, ' 6': -2.2777352, ' 3': -2.4151921}
{' 8': -1.6910483, ' 4': -2.1014764, ' 5': -2.2261548, ' 6': -2.2674968, ' 3': -2.379377}
{' 3': -2.4056923, ' 4': -2.1194975, ' 5': -2.2131894, ' 6': -2.281853, ' 8': -1.6874945}
{' 8': -1.713375, ' 4': -2.1151645, ' 5': -2.2386901, ' 6': -2.2834194, ' 3': -2.3997753}
{' 3': -2.3989427, ' 4': -2.1292646, ' 5': -2.2622783, ' 6': -2.2947366, ' 8': -1.7287213}
{' 3': -2.4055128, ' 4': -2.1335576, ' 5': -2.2218084, ' 6': -2.2680206, ' 8': -1.7117386}
{' 8': -1.7053201, ' 4': -2.1336048, ' 5': -2.223231, ' 6': -2.2774284, ' 3': -2.4134254}
{' 8': -1.6970171, ' 4': -2.1392512, ' 5': -2.1885953, ' 6': -2.2102113, ' 3': -2.3831522}
{' 8': -1.7065815, ' 4': -2.1187062, ' 5': -2.189459, ' 6': -2.2322536, ' 3': -2.394503}
{' 3': -2.3818178, ' 4': -2.136406, ' 5': -2.213848, ' 6': -2.243312, ' 8': -1.7203426}
{' 3': -2.39974, ' 4': -2.129032, ' 5': -2.2065647, ' 6': -2.2468936, ' 8': -1.7121894}
{' 3': -2.3801708, ' 4': -2.122632, ' 5': -2.1771183, ' 6': -2.2039804, ' 8': -1.6975621}
{' 3': -2.3886173, ' 4': -2.1229334, ' 5': -2.1842163, ' 6': -2.2362087, ' 8': -1.703534}
{' 8': -1.7072822, ' 4': -2.1301389, ' 5': -2.1863463, ' 6': -2.2125943, ' 3': -2.3926804}
{' 3': -2.4245253, ' 4': -2.1555014, ' 5': -2.2228146, ' 6': -2.2520208, ' 8': -1.7068776}
{' 8': -1.6965934, ' 4': -2.1310236, ' 5': -2.2270784, ' 6': -2.2901573, ' 3': -2.4178927}
{' 8': -1.7138174, ' 4': -2.1236246, ' 5': -2.225516, ' 6': -2.3008049, ' 3': -2.4351995}
{' 3': -2.4050791, ' 4': -2.1396039, ' 5': -2.1904814, ' 6': -2.2310567, ' 8': -1.696133}
{' 8': -1.7016292, ' 4': -2.1119199, ' 5': -2.215736, ' 6': -2.28922, ' 3': -2.4048324}
{' 3': -2.413723, ' 4': -2.1590757, ' 5': -2.2210696, ' 6': -2.2569904, ' 8': -1.7217218}
{' 3': -2.416023, ' 4': -2.1496239, ' 5': -2.2223701, ' 6': -2.2838478, ' 8': -1.7250861}
{' 8': -1.7347943, ' 4': -2.171356, ' 5': -2.239328, ' 6': -2.2773206, ' 3': -2.4211497}
{'\n': -2.3828819, ' 4': -2.1608703, ' 5': -2.2416637, ' 6': -2.312928, ' 8': -1.7332227}
{' 3': -2.395529, ' 4': -2.1500363, ' 5': -2.2073264, ' 6': -2.2593913, ' 8': -1.7227044}
{' 3': -2.3801153, ' 4': -2.0901093, ' 5': -2.1938815, ' 6': -2.2674947, ' 8': -1.7023226}
{' 8': -1.7215704, ' 4': -2.1375964, ' 5': -2.2223363, ' 6': -2.2702677, ' 3': -2.394816}
{' 3': -2.4038153, ' 4': -2.1375036, ' 5': -2.2260664, ' 6': -2.296074, ' 8': -1.7285937}
{' 8': -1.7344558, ' 4': -2.1566112, ' 5': -2.221208, ' 6': -2.275602, ' 3': -2.4029126}
{' 3': -2.4041557, ' 4': -2.1430588, ' 5': -2.2305546, ' 6': -2.3000307, ' 8': -1.7372808}
{' 3': -2.4011538, ' 4': -2.145899, ' 5': -2.2211533, ' 6': -2.2778082, ' 8': -1.7304012}
{'\n': -2.3649218, ' 4': -2.1643176, ' 5': -2.2495577, ' 6': -2.3278487, ' 8': -1.740021}
{' 8': -1.7150619, ' 4': -2.1682203, ' 5': -2.2313507, ' 6': -2.270068, ' 3': -2.4232023}
{' 3': -2.413454, ' 4': -2.127655, ' 5': -2.2174633, ' 6': -2.2870007, ' 8': -1.7161778}
{' 3': -2.3926396, ' 4': -2.1231902, ' 5': -2.2149053, ' 6': -2.2597184, ' 8': -1.7067817}
{' 8': -1.7175359, ' 4': -2.1154432, ' 5': -2.2317162, ' 6': -2.292921, ' 3': -2.3935843}
{' 8': -1.7389792, ' 4': -2.160738, ' 5': -2.226242, ' 6': -2.290269, ' 3': -2.4228153}
{' 8': -1.7176261, ' 4': -2.11332, ' 5': -2.2173276, ' 6': -2.2961488, ' 3': -2.398811}
{' 3': -2.4027798, ' 4': -2.1263294, ' 5': -2.2318509, ' 6': -2.298893, ' 8': -1.7335825}
{'\n': -2.2899194, ' 4': -2.1410964, ' 5': -2.258779, ' 6': -2.3348505, ' 8': -1.7379593}
{' 3': -2.4108996, ' 4': -2.151342, ' 5': -2.1912942, ' 6': -2.2267375, ' 8': -1.6961199}
{' 3': -2.3984458, ' 4': -2.116657, ' 5': -2.1987484, ' 6': -2.2526271, ' 8': -1.7014233}
{' 8': -1.702068, ' 4': -2.1310744, ' 5': -2.1868205, ' 6': -2.2279048, ' 3': -2.4015641}
{' 3': -2.3940501, ' 4': -2.105163, ' 5': -2.2185395, ' 6': -2.29204, ' 8': -1.705377}
{' 8': -1.7064422, ' 4': -2.1570764, ' 5': -2.1899314, ' 6': -2.2155395, ' 3': -2.4361005}
{' 8': -1.6908331, ' 4': -2.115552, ' 5': -2.186719, ' 6': -2.2415085, ' 3': -2.419526}
{' 4': -2.1433728, ' 5': -2.2084086, ' 6': -2.2376063, ' 7': -2.4444466, ' 8': -1.7104064}
{'\n': -2.342863, ' 4': -2.1748219, ' 5': -2.260933, ' 6': -2.2911053, ' 8': -1.7381898}
{' 8': -1.7250317, '\n': -2.0504816, ' 4': -2.2466228, ' 5': -2.3917854, ' 6': -2.44777}
{' 8': -1.7545418, '\n': -2.0191271, ' 4': -2.22139, ' 5': -2.395905, ' 6': -2.4631724}
{' 8': -1.6822417, ' 4': -2.1802294, '\n': -2.2272387, ' 5': -2.3467705, ' 6': -2.3738558}
{' 8': -1.684167, ' 4': -2.1593926, '\n': -2.319299, ' 5': -2.33992, ' 6': -2.3944561}
{' 8': -1.6893795, ' 4': -2.1664455, '\n': -2.289873, ' 5': -2.3524263, ' 6': -2.3852136}
{'\n': -2.263821, ' 4': -2.1582148, ' 5': -2.3423293, ' 6': -2.399749, ' 8': -1.6868049}
{' 8': -1.6473004, ' 4': -2.12491, ' 5': -2.2965524, ' 6': -2.3166873, ' 7': -2.4285247}
{'\n': -2.2839897, ' 4': -2.1461732, ' 5': -2.3382728, ' 6': -2.4124677, ' 8': -1.6869733}
{' 4': -2.1381586, ' 5': -2.3414435, ' 6': -2.3553834, ' 7': -2.438971, ' 8': -1.6837784}
{'\n': -2.3533287, ' 4': -2.157341, ' 5': -2.3429956, ' 6': -2.3915777, ' 8': -1.6849641}
{' 4': -2.1315289, ' 5': -2.316063, ' 6': -2.318242, ' 7': -2.425067, ' 8': -1.6637735}
{' 4': -2.1236749, ' 5': -2.3098528, ' 6': -2.3554947, ' 7': -2.4182513, ' 8': -1.6547797}
{' 8': -1.654804, ' 4': -2.1140525, ' 5': -2.2914016, ' 6': -2.3233974, ' 7': -2.4112804}
{' 8': -1.6700608, ' 4': -2.1188505, ' 5': -2.2960181, ' 6': -2.3615727, ' 7': -2.4248557}
{' 8': -1.6455252, ' 4': -2.1235335, ' 5': -2.2800906, ' 6': -2.3066857, ' 7': -2.4062417}
{' 4': -2.1110725, ' 5': -2.3075314, ' 6': -2.357688, ' 7': -2.4102154, ' 8': -1.6635551}
{'\n': -2.3065076, ' 4': -2.1697361, ' 5': -2.3401349, ' 6': -2.4019892, ' 8': -1.6656994}
{' 8': -1.6644785, ' 4': -2.1547081, ' 5': -2.3322794, '\n': -2.3444057, ' 6': -2.4073355}
{' 4': -2.1346126, ' 5': -2.3007092, ' 6': -2.3075423, ' 7': -2.413962, ' 8': -1.6415172}
{'\n': -2.2829404, ' 4': -2.149856, ' 5': -2.325024, ' 6': -2.4114478, ' 8': -1.6882555}
{' 4': -2.150325, ' 5': -2.339948, ' 6': -2.3778336, ' 7': -2.4347212, ' 8': -1.6774143}
{' 8': -1.6869339, ' 4': -2.1572878, ' 5': -2.3477833, ' 6': -2.3936381, '\n': -2.4256053}
{' 4': -2.1235573, ' 5': -2.2986681, ' 6': -2.3345594, ' 7': -2.4146073, ' 8': -1.647485}
{' 8': -1.6464275, ' 4': -2.1306806, ' 5': -2.3087478, ' 6': -2.374265, ' 7': -2.4126964}
{' 8': -1.652806, ' 4': -2.125549, ' 5': -2.2918391, ' 6': -2.3434484, ' 7': -2.4148815}
{' 8': -1.658691, ' 4': -2.1264207, ' 5': -2.295758, ' 6': -2.356779, ' 7': -2.405956}
{' 4': -2.1242588, ' 5': -2.2945786, ' 6': -2.3303468, ' 7': -2.4162292, ' 8': -1.6566906}
{' 8': -1.6714683, ' 4': -2.1491294, ' 5': -2.3187575, ' 6': -2.380302, ' 7': -2.4207397}
{' 8': -1.6479461, ' 4': -2.1044528, ' 5': -2.2640464, ' 6': -2.3056781, ' 7': -2.3904855}
{' 4': -2.0991807, ' 5': -2.259309, ' 6': -2.3237631, ' 7': -2.3895, ' 8': -1.6519312}
{' 4': -2.1040876, ' 5': -2.263766, ' 6': -2.3030057, ' 7': -2.4017224, ' 8': -1.6519095}
{' 8': -1.6464096, ' 4': -2.1160715, ' 5': -2.2861924, ' 6': -2.3304555, ' 7': -2.3948495}
{' 4': -2.1306143, ' 5': -2.283945, ' 6': -2.3430605, ' 7': -2.4182794, ' 8': -1.6578826}
{' 4': -2.1208062, ' 5': -2.2894442, ' 6': -2.3605456, ' 7': -2.4390397, ' 8': -1.674416}
{' 4': -2.1116447, ' 5': -2.2868032, ' 6': -2.3305407, ' 7': -2.428298, ' 8': -1.6623887}
{' 8': -1.6468236, ' 4': -2.1111953, ' 5': -2.2786949, ' 6': -2.3532836, ' 7': -2.4170246}
{' 4': -2.118314, ' 5': -2.2967618, ' 6': -2.3340132, ' 7': -2.4269164, ' 8': -1.6776022}
{' 8': -1.6944757, ' 4': -2.1368153, ' 5': -2.3066125, ' 6': -2.3610158, ' 7': -2.44945}
{' 8': -1.6593461, ' 4': -2.117519, ' 5': -2.2819781, ' 6': -2.3284526, ' 7': -2.4203258}
{' 4': -2.1109374, ' 5': -2.2722504, ' 6': -2.339913, ' 7': -2.4018834, ' 8': -1.6439574}
{' 8': -1.6528083, ' 4': -2.1154997, ' 5': -2.277346, ' 6': -2.3315878, ' 7': -2.413419}
{' 4': -2.1248171, ' 5': -2.2900982, ' 6': -2.3504133, ' 7': -2.4188397, ' 8': -1.662366}
{' 8': -1.6734577, ' 4': -2.1234872, ' 5': -2.297836, ' 6': -2.3203943, ' 7': -2.4205148}
{' 4': -2.1240854, ' 5': -2.2922552, ' 6': -2.3512022, ' 7': -2.4206896, ' 8': -1.673684}
{' 8': -1.6496621, ' 4': -2.1086636, ' 5': -2.2683525, ' 6': -2.313537, ' 7': -2.3996928}
{' 8': -1.6575906, ' 4': -2.1192768, ' 5': -2.2700622, ' 6': -2.320277, ' 7': -2.4106662}
{' 8': -1.6500411, ' 4': -2.1208491, ' 5': -2.2639842, ' 6': -2.3081002, ' 7': -2.4063}
{' 4': -2.103982, ' 5': -2.253163, ' 6': -2.3043888, ' 7': -2.3908184, ' 8': -1.6356609}
{' 8': -1.6414659, ' 4': -2.1056812, ' 5': -2.2679956, ' 6': -2.3258998, ' 7': -2.4109917}
{' 4': -2.104148, ' 5': -2.2617083, ' 6': -2.3234758, ' 7': -2.4072294, ' 8': -1.6475562}
{' 8': -1.6386201, ' 4': -2.0973215, ' 5': -2.2622416, ' 6': -2.2976055, ' 7': -2.4019687}
{' 8': -1.6363783, ' 4': -2.1062472, ' 5': -2.2656765, ' 6': -2.3266888, ' 7': -2.3996315}
{' 8': -1.6555792, ' 4': -2.102493, ' 5': -2.2692544, ' 6': -2.315193, ' 7': -2.406902}
{' 8': -1.6705679, ' 4': -2.1103826, ' 5': -2.2811484, ' 6': -2.326962, ' 7': -2.4211698}
{' 4': -2.1264575, ' 5': -2.2846072, ' 6': -2.324941, ' 7': -2.4197676, ' 8': -1.664777}
{' 8': -1.6840835, ' 4': -2.1482775, ' 5': -2.2780385, ' 6': -2.3412967, ' 7': -2.4456754}
{' 4': -2.1022165, ' 5': -2.252838, ' 6': -2.2991378, ' 7': -2.4030702, ' 8': -1.6358706}
{' 8': -1.6727388, ' 4': -2.1308153, ' 5': -2.2503536, ' 6': -2.3022964, ' 7': -2.4383144}
{' 8': -1.6795887, ' 4': -2.1364539, ' 5': -2.2551131, ' 6': -2.2813535, ' 3': -2.4437099}
{' 8': -1.6443274, ' 4': -2.102629, ' 5': -2.2571404, ' 6': -2.3185217, ' 7': -2.3986113}
{' 4': -2.1417217, ' 5': -2.2570345, ' 6': -2.3017988, ' 7': -2.443698, ' 8': -1.6747371}
{' 4': -2.095993, ' 5': -2.2151327, ' 6': -2.235549, ' 7': -2.3933754, ' 8': -1.6310595}
{' 8': -1.6454837, ' 4': -2.094402, ' 5': -2.2406213, ' 6': -2.2758698, ' 7': -2.3983572}
{' 8': -1.6427982, ' 4': -2.1095245, ' 5': -2.2708814, ' 6': -2.31948, ' 7': -2.4006507}
{' 8': -1.7199725, '\n': -2.0745506, ' 4': -2.2017126, ' 5': -2.3621652, ' 6': -2.4203491}
{' 8': -1.7183123, ' 4': -2.1678095, '\n': -2.179884, ' 5': -2.3265982, ' 6': -2.4301455}
{' 4': -2.1111667, ' 5': -2.2433364, ' 6': -2.3137035, ' 7': -2.394845, ' 8': -1.6554697}
{'\n': -2.3578088, ' 4': -2.1329248, ' 5': -2.2768362, ' 6': -2.367398, ' 8': -1.6745564}
{' 8': -1.642631, ' 4': -2.1030777, ' 5': -2.2386804, ' 6': -2.285541, ' 7': -2.3878884}
{' 4': -2.1088119, ' 5': -2.2422154, ' 6': -2.320435, ' 7': -2.393622, ' 8': -1.6651318}
{' 4': -2.1304429, ' 5': -2.261943, ' 6': -2.3095315, ' 7': -2.402236, ' 8': -1.6667938}
{' 8': -1.6879154, ' 4': -2.137425, ' 5': -2.2897384, '\n': -2.341912, ' 6': -2.367542}
{' 8': -1.701114, ' 4': -2.1518378, ' 5': -2.2556548, ' 6': -2.3172212, ' 7': -2.4298654}
{' 4': -2.136799, ' 5': -2.243032, ' 6': -2.320844, ' 7': -2.4262404, ' 8': -1.6996158}
{' 8': -1.6771429, ' 4': -2.1358516, ' 5': -2.2338207, ' 6': -2.2641618, ' 7': -2.4193819}
{' 4': -2.136658, ' 5': -2.2332118, ' 6': -2.3063042, ' 7': -2.422067, ' 8': -1.6840843}
{' 8': -1.6886661, ' 4': -2.1319463, ' 5': -2.230296, ' 6': -2.2550867, ' 3': -2.4142911}
{' 4': -2.1459472, ' 5': -2.2482033, ' 6': -2.3195837, ' 7': -2.4475336, ' 8': -1.7138156}
{' 4': -2.1114082, ' 5': -2.2383928, ' 6': -2.2810695, ' 7': -2.404723, ' 8': -1.681405}
{' 4': -2.125113, ' 5': -2.2670903, ' 6': -2.3308988, ' 7': -2.4089344, ' 8': -1.6744809}
{' 8': -1.6980441, ' 4': -2.151337, ' 5': -2.2201302, ' 6': -2.2699957, ' 7': -2.4319022}
{' 4': -2.1350076, ' 5': -2.2190442, ' 6': -2.3126428, ' 7': -2.4339797, ' 8': -1.7016016}
{' 3': -2.4150238, ' 4': -2.12298, ' 5': -2.216177, ' 6': -2.2760868, ' 8': -1.6883116}
{' 8': -1.6749105, ' 4': -2.1176064, ' 5': -2.2024918, ' 6': -2.2739108, ' 7': -2.4167893}
{' 4': -2.1289005, ' 5': -2.23075, ' 6': -2.2963047, ' 7': -2.4198856, ' 8': -1.6893777}
{' 8': -1.7173318, ' 4': -2.149702, ' 5': -2.2390575, ' 6': -2.2863753, ' 3': -2.4446049}
{' 3': -2.419699, ' 4': -2.1352503, ' 5': -2.2309945, ' 6': -2.2814124, ' 8': -1.6986371}
{' 8': -1.6952027, ' 4': -2.1372747, ' 5': -2.2403498, ' 6': -2.3136559, ' 7': -2.433089}
{' 8': -1.6841525, ' 4': -2.1400757, ' 5': -2.205657, ' 6': -2.23845, ' 7': -2.4222145}
{' 8': -1.6953338, ' 4': -2.13339, ' 5': -2.1974795, ' 6': -2.2456517, ' 3': -2.426394}
{' 3': -2.4263692, ' 4': -2.131949, ' 5': -2.2338262, ' 6': -2.278729, ' 8': -1.7014213}
{' 8': -1.7093062, ' 4': -2.1488948, ' 5': -2.2506719, ' 6': -2.3106647, ' 3': -2.4418206}
{' 8': -1.6901195, ' 4': -2.1451836, ' 5': -2.2165327, ' 6': -2.2395685, ' 3': -2.425396}
{' 3': -2.442643, ' 4': -2.1552026, ' 5': -2.2280214, ' 6': -2.2686107, ' 8': -1.7111537}
{' 4': -2.141564, ' 5': -2.215295, ' 6': -2.2375119, ' 7': -2.4311297, ' 8': -1.6988119}
{' 4': -2.1452465, ' 5': -2.2598875, ' 6': -2.323941, ' 7': -2.4360445, ' 8': -1.6949031}
{'\n': -2.3414705, ' 4': -2.1454208, ' 5': -2.2789745, ' 6': -2.3590086, ' 8': -1.67644}
{'\n': -2.3653562, ' 4': -2.129319, ' 5': -2.2687528, ' 6': -2.3482425, ' 8': -1.6887987}
{' 4': -2.1125722, ' 5': -2.2307677, ' 6': -2.2910705, ' 7': -2.4144826, ' 8': -1.6538272}
{'\n': -2.4333243, ' 4': -2.143516, ' 5': -2.242293, ' 6': -2.3155982, ' 8': -1.6935296}
{' 8': -1.6861287, ' 4': -2.1451406, ' 5': -2.236187, ' 6': -2.2876606, ' 3': -2.440714}
{' 4': -2.1332667, ' 5': -2.208071, ' 6': -2.2684376, ' 7': -2.4410098, ' 8': -1.6810706}
{' 4': -2.1487503, ' 5': -2.2321403, ' 6': -2.2855558, ' 7': -2.4501607, ' 8': -1.6969383}
{' 8': -1.6950611, ' 4': -2.146521, ' 5': -2.2458205, ' 6': -2.3110986, '\n': -2.4463696}
