{'27': -0.16081834, '30': -2.5610068, '25': -3.4530542, '24': -3.9145758, '26': -4.5821667}
{'45': -1.5311813, '44': -2.8002396, '43': -1.7332191, '42': -2.9140854, '41': -1.2895603}
{'40': -1.3423463, '45': -2.00951, '44': -2.1002276, '42': -1.9642086, '41': -2.105429}
{'40': -1.1861455, '42': -2.0058076, '45': -2.0445879, '44': -2.1220224, '41': -2.3951414}
{'50': -2.5624077, '45': -1.7488748, '44': -2.879927, '48': -1.0710337, '54': -3.0785658}
{'45': -1.0129343, '47': -2.331326, '49': -1.894427, '43': -2.6474254, '41': -2.2522721}
{'45': -0.7467531, '44': -3.4525845, '43': -2.54153, '42': -3.4274154, '41': -1.4115443}
{'50': -0.719512, '40': -2.2149172, '45': -0.95087147, '35': -5.9248266, '41': -5.168645}
{'45': -1.5600148, '40': -1.598015, '44': -1.8152467, '42': -2.2623577, '50': -2.4697611}
{'45': -0.7274083, '44': -2.351939, '47': -2.9483383, '46': -2.6979532, '41': -2.7581909}
{'45': -0.4706463, '40': -2.40634, '50': -2.4485915, '41': -2.923197, '43': -3.225863}
{'50': -1.3627069, '45': -2.3962076, '48': -2.2694376, '49': -2.468189, '51': -2.0477254}
{'50': -0.8541942, '45': -1.2788655, '47': -2.9443145, '48': -3.0949817, '49': -3.2154536}
{'50': -0.9942499, '60': -2.7085443, '54': -2.154572, '52': -2.2523847, '51': -2.8342383}
{'50': -1.6029204, '60': -2.3603303, '51': -2.5456085, '45': -2.6869886, '54': -2.7457092}
{'50': -2.5415611, '45': -1.4571935, '47': -2.3087332, '49': -2.3859198, '51': -2.015423}
{'50': -0.5082029, '60': -2.1923535, '45': -4.3248587, '55': -1.6927693, '51': -3.4489436}
{'60': -1.220151, '61': -1.808425, '55': -2.2860193, '59': -2.6145296, '57': -2.8803778}
{'50': -1.4528974, '45': -2.6926875, '48': -1.0954318, '47': -2.8758175, '49': -2.5418925}
{'50': -1.5185066, '54': -2.336456, '52': -1.7113167, '53': -2.540935, '51': -1.7462614}
{'50': -0.70919997, '60': -1.5409832, '55': -1.5936452, '45': -4.0281916, '51': -4.2276306}
{'60': -1.4236581, '55': -2.385948, '59': -1.6560057, '53': -2.8039412, '61': -2.3207433}
{'60': -1.048021, '64': -2.5970266, '66': -3.1375546, '56': -2.5410783, '62': -1.8687243}
{'60': -2.524432, '55': -2.5442464, '59': -2.5003574, '63': -2.1227586, '61': -1.9989793}
{'50': -2.4651818, '60': -2.1563725, '55': -2.872788, '51': -2.2078729, '61': -2.1307168}
{'64': -2.2323873, '63': -2.437975, '61': -2.7670498, '60': -2.8154628, '65': -2.8338203}
{'71': -1.9722627, '61': -2.114925, '63': -2.390258, '67': -2.4631865, '69': -2.5200627}
{'60': -1.9765742, '64': -2.7265923, '63': -2.9684231, '62': -2.762314, '61': -2.6118538}
{'60': -2.0456784, '64': -2.5722957, '63': -2.2351842, '62': -2.2458975, '61': -2.866872}
{'30': -0.13918088, ' 30': -7.5431514, '32': -6.766725, '31': -2.0551333, ' 31': -9.250102}
{'25': -0.5985108, '24': -2.1033232, '23': -3.6917322, '27': -2.4090884, '26': -1.9358062}
{'26': -0.95464855, '24': -1.5065819, '28': -2.124473, '30': -2.186897, '27': -2.6695783}
{'30': -1.8291223, '25': -1.8892419, '24': -1.9645499, '23': -1.643089, '27': -2.3388937}
{'30': -1.2933452, '33': -2.799382, '32': -0.90192693, '34': -2.9565046, '31': -2.47918}
{'30': -1.7683028, '29': -2.2812479, '33': -1.9687384, '35': -2.9116209, '31': -0.9772185}
{'30': -1.7907318, '33': -1.5173153, '35': -2.8006654, '32': -2.523245, '31': -1.0971054}
{'30': -0.97838336, '33': -3.5224783, '36': -3.673322, '32': -0.861831, '31': -2.684583}
{'33': -1.2998047, '35': -1.3310927, '32': -2.6216528, '34': -2.499916, '31': -2.0230408}
{'30': -1.1315691, '36': -1.5593685, '32': -1.8626255, '31': -2.4166415, '33': -2.7181017}
{'30': -0.99738884, '33': -2.0217247, '36': -2.5769424, '32': -1.6725502, '31': -2.3472805}
{'35': -2.3277225, '39': -1.8383465, '37': -2.261278, '43': -2.1319218, '41': -1.2114905}
{'40': -1.4970127, '38': -2.299629, '44': -2.418144, '42': -1.6728532, '41': -2.334335}
{'36': -1.5107949, '39': -1.9124787, '35': -2.0287087, '33': -2.1667416, '37': -2.1695683}
{'45': -1.1588273, '44': -2.562794, '47': -2.8461144, '43': -2.3324282, '41': -2.1806967}
{'40': -2.9969802, '45': -1.7679155, '44': -3.0621564, '48': -0.7880648, '42': -2.161043}
{'36': -1.2378186, '45': -1.4378078, '40': -1.9290723, '42': -2.7561557, '39': -2.9659429}
{'45': -1.2837292, '40': -1.6058441, '44': -2.2113662, '42': -2.562578, '41': -2.5641227}
{'45': -1.3107573, '46': -1.8650614, '44': -1.8805186, '50': -2.058379, '48': -2.7029843}
{'40': -0.7540347, '45': -1.6846015, '41': -2.396407, '35': -2.3967083, '50': -3.4708087}
{'40': -0.09410391, '45': -2.925971, '50': -3.4347525, '35': -7.011436, ' 40': -7.0448523}
{'45': -0.22197194, '41': -2.0306096, '49': -4.308607, '47': -4.588742, '51': -4.6748905}
{'45': -0.36112192, '47': -2.6645353, '46': -3.456161, '43': -3.3208022, '41': -3.0500827}
{'50': -1.8606155, '45': -2.1581542, '49': -1.800509, '53': -2.6599202, '51': -2.6790795}
{'50': -0.29731485, '45': -3.0348232, '48': -2.467044, '49': -4.078534, '46': -4.139627}
{'50': -1.1225978, '45': -2.2615538, '48': -2.6564877, '52': -3.015973, '51': -2.5996714}
{'50': -0.82596844, '60': -1.4683654, '45': -2.7706819, '55': -3.537847, '53': -2.8956609}
{'50': -1.0171016, '45': -1.7298301, '55': -3.2169373, '49': -2.9883502, '51': -2.861295}
{'50': -1.4918069, '60': -1.7428463, '55': -2.297303, '53': -2.32886, '51': -2.6870105}
{'50': -2.1158433, '60': -2.4330566, '55': -1.9631048, '49': -2.43163, '51': -1.8897845}
{'60': -1.887259, '55': -2.3236203, '54': -2.3773618, '59': -2.4558263, '56': -2.5811696}
{'50': -0.41169566, '52': -2.3191528, '54': -2.6051254, '48': -2.7969303, '51': -3.9826794}
{'50': -1.7784485, '45': -2.0282805, '51': -2.4461157, '46': -2.4509244, '48': -2.4996493}
{'60': -1.2329079, '50': -2.0720937, '54': -2.6685922, '48': -2.9307504, '56': -2.9673152}
{'60': -1.55774, '58': -2.6529577, '56': -2.4945896, '63': -2.487127, '62': -2.291659}
{'60': -2.7151752, '67': -2.6599076, '71': -2.5741954, '63': -2.4476418, '61': -2.2440372}
{'60': -1.8710148, '59': -2.298732, '63': -2.2458603, '62': -2.5393155, '61': -2.168256}
{'61': -1.4635087, '63': -1.848246, '60': -2.4041817, '62': -2.5738013, '59': -2.9301693}
{'80': -2.6021688, '60': -1.8435427, '70': -2.471134, '75': -1.192821, '65': -1.8334624}
{'60': -2.2200704, '70': -1.91542, '65': -2.7861981, '68': -2.663903, '62': -2.7427135}
{'60': -0.98427147, '64': -3.3216746, '59': -1.4214853, '62': -2.7899783, '61': -2.3624356}
{'30': -0.62165606, '31': -1.0632207, '32': -2.4624841, '33': -3.5969636, '34': -5.9160733}
{'31': -0.3657942, '30': -1.4790907, '32': -3.1579428, '33': -3.4016027, '34': -6.797895}
{'25': -0.68598014, '27': -1.1882441, '29': -2.5227356, '26': -2.8528638, '31': -4.026633}
{'27': -0.30770054, '29': -2.0269177, '25': -2.550119, '26': -3.3392534, '28': -4.97879}
{'30': -0.40115583, '29': -2.9778218, '26': -3.1982176, '32': -3.09104, '31': -2.7608285}
{'30': -1.7199944, '33': -2.3541517, '32': -0.88072294, '34': -1.8748693, '31': -2.5053453}
{'35': -1.3229241, '33': -1.3822312, '32': -1.9081769, '31': -2.0773606, '30': -2.6991792}
{'30': -1.1939224, '29': -2.1858103, '33': -2.2338681, '32': -1.5723062, '31': -1.9185987}
{'33': -2.2951646, '35': -1.5306543, '36': -2.601047, '37': -2.3897357, '41': -2.4129329}
{'33': -2.2715182, '35': -1.8700519, '38': -2.3233914, '36': -1.8137738, '34': -2.1908202}
{'33': -1.7057664, '35': -1.0275362, '39': -2.3929267, '37': -2.117561, '41': -1.8110445}
{'40': -1.0952358, '38': -3.4993095, '36': -0.9447461, '32': -3.1176786, '42': -2.8893328}
{'40': -2.1645405, '45': -2.1945624, '37': -2.5157807, '43': -2.5436072, '41': -1.3734888}
{'40': -1.34273, '45': -2.3454022, '44': -1.7035776, '46': -2.830726, '42': -1.9954495}
{'42': -1.4469222, '40': -1.5405043, '45': -1.7086866, '44': -2.2191694, '41': -3.0240343}
{'40': -0.25943187, '44': -3.1711862, '42': -3.182107, '36': -3.5219326, '48': -3.561573}
{'44': -1.6676116, '40': -1.7791781, '45': -1.8276515, '42': -2.2920814, '46': -2.3219676}
{'45': -0.73538107, '43': -2.3155334, '41': -2.358981, '47': -2.421832, '49': -3.0927103}
{'45': -0.7314513, '48': -3.1063957, '47': -1.9813957, '49': -3.1868002, '43': -2.5258029}
{'40': -2.5341554, '45': -0.6775642, '39': -3.0225463, '43': -2.9589705, '41': -2.1211486}
{'40': -2.3259575, '45': -1.1999964, '44': -1.395942, '48': -2.380403, '46': -2.3583252}
{'50': -0.54680794, '45': -1.1514776, '40': -4.1253467, '48': -4.1356406, '46': -4.5520425}
{'45': -1.4840122, '50': -1.6601981, '49': -2.3827705, '51': -2.503225, '47': -2.7078836}
{'45': -0.7991253, '47': -2.1714437, '49': -1.952232, '41': -2.7572343, '51': -2.763872}
{'45': -1.0802436, '50': -1.3547149, '44': -2.2498147, '46': -2.5320868, '40': -2.8683636}
{'50': -0.78002566, '45': -3.1003704, '54': -2.7630885, '52': -2.4814093, '51': -2.1762736}
{'45': -2.2605708, '47': -2.5779457, '49': -1.4416372, '53': -2.4714549, '51': -1.2564069}
{'45': -0.24927717, '50': -2.4622402, '51': -2.8422604, '41': -3.393967, '49': -3.916897}
{'60': -0.46572533, '56': -2.6033843, '58': -2.7908478, '54': -2.9695609, '59': -3.3579895}
{'50': -1.0332309, '60': -1.8103744, '55': -2.6274366, '54': -2.711522, '51': -2.5232553}
{'60': -1.2519, '58': -2.541756, '56': -1.8813667, '54': -1.839102, '52': -2.5896626}
{'50': -1.8274481, '60': -1.1663287, '55': -2.7805254, '51': -3.0036402, '61': -3.002745}
{'61': -1.4581021, '60': -2.0097816, '55': -2.2955236, '59': -2.316474, '63': -2.507388}
{'60': -1.4319807, '56': -2.444672, '54': -3.0281541, '62': -2.4575477, '61': -2.7956347}
{'60': -1.5682629, '56': -1.9078835, '54': -2.9400785, '51': -2.349204, '61': -2.2325428}
{'50': -3.089421, '60': -0.5664174, '63': -3.5261843, '62': -3.3161407, '61': -2.644757}
{'60': -1.0537369, '56': -2.283401, '54': -2.2337754, '62': -2.8979084, '61': -2.9536715}
{'60': -2.3203661, '59': -2.0904753, '63': -2.1878512, '62': -2.718302, '61': -1.4818137}
{'60': -1.7497224, '59': -2.8513002, '63': -2.2524633, '62': -2.3748856, '61': -2.1356966}
{'61': -1.8961475, '60': -2.2486331, '63': -2.423908, '59': -2.477927, '62': -2.5775163}
{'60': -1.8263164, '64': -2.1411178, '65': -2.777594, '63': -2.6196125, '62': -2.382586}
{'30': -0.2053514, '29': -3.0983548, '28': -3.1377873, '31': -3.1932874, '27': -3.7871842}
{'30': -0.16213283, '29': -3.5187573, '33': -5.344382, '32': -3.2641358, '31': -2.6185708}
{'30': -2.3498697, '33': -2.4250972, '32': -1.2213296, '34': -4.6874385, '31': -0.6876172}
{'33': -0.8761783, '35': -1.9303719, '32': -1.8059287, '34': -2.3677535, '31': -2.1146102}
{'31': -0.4558579, '33': -1.1848752, '35': -3.2073796, '32': -4.870193, '27': -5.6266904}
{'30': -0.5402816, '29': -1.5753138, '28': -1.7334177, '32': -4.980311, '31': -3.9962218}
{'30': -0.6911616, '33': -2.8602939, '32': -1.8473372, '34': -3.020032, '31': -2.368751}
{'30': -0.61838114, '36': -2.1418357, '32': -1.9658179, '34': -2.8483405, '31': -2.9689193}
{'36': -1.4210229, '35': -1.7128091, '38': -2.1470017, '37': -2.237496, '40': -2.2495027}
{'30': -1.5600461, '40': -1.3825674, '35': -2.551505, '36': -1.532895, '34': -2.824166}
{'30': -1.6041466, '33': -1.8549287, '35': -2.8060508, '36': -1.1985127, '32': -2.8832717}
{'35': -2.499036, '39': -2.0523312, '37': -1.3082803, '43': -3.4266253, '41': -0.9437172}
{'35': -1.59786, '41': -2.0955312, '37': -2.3360114, '33': -2.5198, '39': -2.532747}
{'40': -1.4812139, '45': -1.8557276, '44': -2.7543712, '42': -1.7333522, '41': -2.6785595}
{'45': -2.5598915, '35': -1.9410197, '39': -1.7835985, '43': -2.105353, '41': -1.4260012}
{'45': -1.3785071, '47': -1.7289194, '49': -2.3117115, '51': -2.6128726, '43': -2.8350098}
{'45': -0.8231387, '44': -2.2747073, '48': -2.866707, '46': -2.7719207, '41': -2.7088063}
{'45': -1.1209658, '50': -1.5192583, '40': -2.270292, '44': -2.777338, '41': -2.8402286}
{'40': -2.00906, '45': -1.8559058, '44': -1.7774125, '46': -2.0086842, '42': -1.9940416}
{'50': -1.8260677, '45': -1.0673969, '48': -2.9611804, '47': -2.896551, '49': -2.1709716}
{'50': -2.8311005, '40': -1.8529836, '45': -1.0056058, '44': -2.729538, '48': -1.7641011}
{'50': -0.8210039, '40': -2.8028612, '45': -1.2643423, '49': -3.5907161, '41': -3.2391424}
{'50': -0.8468559, '60': -2.6846855, '45': -2.8497396, '48': -1.8183715, '52': -2.9389007}
{'45': -1.2124279, '41': -1.7255315, '40': -2.4909654, '44': -2.5215404, '46': -2.7430818}
{'45': -0.20714884, '51': -3.084386, '50': -3.30865, '60': -3.6156206, '55': -4.3929114}
{'50': -1.0749407, '60': -1.8992605, '55': -2.0842829, '54': -2.529527, '53': -2.6966066}
{'50': -0.90125567, '45': -1.0280868, '55': -2.9758043, '49': -2.6484442, '51': -2.8492134}
{'45': -2.0098057, '55': -2.29299, '49': -1.1827509, '53': -2.1668131, '51': -1.8601382}
{'50': -2.279476, '60': -3.0729575, '55': -2.6064298, '54': -0.4822994, '53': -3.1022942}
{'50': -2.3145654, '60': -1.643581, '55': -2.2738311, '54': -2.6454988, '53': -2.6329029}
{'60': -1.7558929, '55': -2.4628289, '59': -1.1895094, '53': -2.9662046, '61': -1.9773551}
{'50': -1.7413894, '60': -1.9704562, '51': -2.0560944, '55': -2.4423172, '54': -2.632785}
{'60': -2.175057, '56': -2.5278602, '53': -2.610046, '63': -2.617374, '61': -2.4385667}
{'50': -2.433699, '60': -0.96615815, '56': -2.682213, '54': -2.7146418, '62': -3.0412922}
{'54': -1.5126467, '60': -1.9396982, '52': -2.4440851, '50': -2.4714005, '53': -2.7066815}
{'50': -1.3018233, '60': -0.9819227, '45': -3.1623123, '55': -2.7085004, '51': -3.337277}
{'61': -1.8420367, '63': -2.076878, '51': -2.5885444, '55': -2.7912085, '60': -2.8376775}
{'60': -0.8007991, '56': -2.3140132, '50': -2.7233074, '61': -2.7395675, '55': -3.0115638}
{'60': -1.8660948, '64': -2.4503787, '63': -2.6888096, '62': -2.5357764, '61': -3.0131733}
{'61': -1.4890504, '60': -1.7643266, '62': -2.6759515, '63': -2.6782517, '65': -2.7873216}
{'60': -1.6675842, '64': -2.1501958, '63': -2.6787813, '62': -2.3030326, '61': -2.7371624}
{'30': -0.22304532, '29': -3.9391823, '28': -3.057264, '32': -3.7696292, '31': -2.583208}
{'30': -0.28720602, '29': -3.6570618, '33': -5.276773, '32': -3.928136, '31': -1.6243489}
{'30': -2.1322973, '33': -3.9709144, '32': -2.410282, '31': -0.26007253, ' 31': -7.1954026}
{'30': -0.40279406, '29': -1.7161275, '31': -2.056145, '32': -4.433981, '33': -5.1330266}
{'30': -0.2892311, '32': -2.3653324, '31': -3.0023181, '33': -3.555433, '29': -3.8454645}
{'30': -0.9156693, '29': -2.6508017, '33': -2.6306694, '32': -3.442668, '31': -0.92462826}
{'30': -1.4899223, '33': -1.9317443, '35': -2.9252822, '32': -2.5011966, '31': -0.8741443}
{'36': -0.45499322, '35': -2.3657196, '33': -2.3856895, '42': -2.584903, '30': -3.1834037}
{'33': -1.7263771, '35': -1.1466252, '37': -2.811355, '31': -1.5831523, '41': -2.9176183}
{'36': -1.7413527, '40': -1.7577446, '41': -2.2140129, '38': -2.321202, '42': -2.4063768}
{'30': -2.5852654, '33': -1.549926, '35': -1.9974436, '36': -1.1964945, '31': -3.099317}
{'40': -2.5576546, '45': -1.8610395, '35': -2.2738297, '37': -2.6092715, '41': -1.2464918}
{'45': -0.6435018, '41': -1.5357174, '39': -2.5923216, '43': -2.8392587, '37': -3.297894}
{'45': -1.2511045, '42': -1.9140607, '41': -2.2208557, '44': -2.2441275, '43': -2.560133}
{'41': -1.3435322, '40': -1.8425194, '45': -2.5248735, '38': -2.737602, '42': -2.7619703}
{'41': -1.0521135, '45': -1.1855134, '43': -2.4491832, '40': -2.9924343, '39': -3.0059135}
{'45': -1.151284, '47': -1.9681404, '49': -2.2904785, '50': -2.4956672, '51': -2.9440525}
{'40': -1.5820688, '45': -1.6020081, '41': -1.6710179, '42': -2.3441212, '44': -2.43559}
{'40': -0.45575288, '44': -2.9206347, '36': -3.1277947, '42': -3.117164, '41': -3.0406353}
{'50': -0.947658, '45': -0.9780784, '48': -3.1970365, '47': -3.3768916, '46': -3.435342}
{'50': -1.2593416, '45': -1.5042453, '49': -2.4150863, '48': -2.9035563, '51': -3.0305836}
{'45': -1.3331804, '47': -3.045903, '49': -0.7014704, '41': -2.5160892, '51': -3.4617987}
{'50': -0.6949061, '60': -3.3696697, '45': -1.8842105, '48': -3.0226877, '46': -3.1688266}
{'50': -0.9952109, '48': -1.7810575, '45': -2.7298899, '52': -2.9787066, '54': -3.1737375}
{'50': -2.72132, '40': -0.1539409, '45': -3.288632, '42': -4.774404, '41': -4.4937053}
{'50': -0.40853631, '40': -3.6552422, '60': -3.1499414, '45': -2.27852, '51': -3.6866791}
{'50': -1.3854828, '60': -1.4290562, '56': -2.6858501, '54': -2.6626263, '51': -2.6255379}
{'50': -1.7126255, '45': -1.2828503, '47': -2.8294277, '49': -1.4971313, '51': -2.244194}
{'50': -2.1755698, '60': -1.1142617, '56': -2.4599848, '54': -2.540883, '52': -3.2480743}
{'45': -1.8614559, '55': -2.5906782, '49': -2.41636, '53': -2.5025158, '51': -1.8409348}
{'60': -1.567335, '55': -2.4393826, '59': -2.6700761, '56': -2.5923307, '54': -2.0353372}
{'50': -2.7064672, '60': -1.1400563, '55': -2.674172, '56': -1.9138467, '54': -2.6273572}
{'60': -1.9987315, '50': -2.0819356, '48': -2.4870155, '54': -2.664442, '45': -2.665651}
{'60': -0.661072, '64': -3.578029, '56': -2.6743739, '62': -2.192646, '61': -2.6993525}
{'60': -0.62514687, '54': -2.8269758, '62': -3.0471735, '63': -3.1270485, '56': -3.169665}
{'60': -1.3075954, '55': -3.0472174, '59': -1.5933639, '62': -3.0426168, '61': -1.7909975}
{'60': -1.234903, '65': -2.6414669, '63': -2.416085, '62': -2.5368552, '61': -2.8037305}
{'50': -2.3117006, '60': -1.4224144, '56': -1.9296376, '54': -1.6581571, '52': -2.9075618}
{'60': -2.439321, '65': -2.6128614, '63': -2.301126, '62': -2.6380506, '61': -2.5784833}
{'61': -1.1967047, '59': -1.8571452, '63': -1.8845975, '65': -2.7993813, '60': -2.9103363}
{'60': -1.7637491, '62': -2.043148, '61': -2.320631, '63': -2.766694, '56': -2.805215}
{'30': -0.22288457, '29': -2.2150855, '31': -2.5461116, '32': -4.644849, ' 30': -6.5115356}
{'25': -0.54961354, '24': -2.8666854, '29': -3.5131872, '27': -1.8070598, '26': -2.3353705}
{'26': -0.9175939, '25': -1.7040987, '24': -1.8450059, '30': -2.2952182, '27': -2.4029455}
{'30': -4.557016, '33': -1.9979093, '32': -1.1615961, '34': -4.963177, '31': -0.6345002}
{'30': -0.87321067, '26': -4.638601, '28': -2.2220592, '32': -0.8232362, '34': -4.8654485}
{'30': -0.23942754, '28': -3.6040916, '32': -1.9807683, '34': -4.442829, '31': -4.3613243}
{'33': -1.4803373, '35': -1.4697096, '36': -2.1523383, '34': -2.6799316, '31': -2.1494865}
{'33': -1.2567432, '35': -1.1125515, '37': -2.8463178, '31': -1.2851417, '41': -3.8895211}
{'36': -0.72104394, '42': -1.9496322, '39': -2.4829, '38': -3.2097733, '37': -3.2642634}
{'30': -2.3412826, '29': -2.9679763, '33': -1.7111747, '35': -1.2026528, '31': -1.7384423}
{'40': -0.48303685, '35': -3.2165856, '38': -2.5116527, '36': -2.7035341, '41': -2.6810672}
{'40': -0.75005096, '44': -2.739634, '36': -2.7827373, '42': -1.8883185, '41': -2.9132206}
{'40': -1.4800541, '38': -3.0886033, '36': -0.6927712, '48': -4.102111, '42': -1.976493}
{'50': -1.8625174, '40': -1.5087903, '45': -1.3371631, '35': -2.63264, '41': -2.2303991}
{'40': -0.4683083, '45': -2.3601348, '44': -3.1711605, '48': -2.296515, '42': -3.0625749}
{'45': -0.691569, '47': -1.9842838, '41': -2.2575119, '43': -2.6455505, '49': -3.2520242}
{'45': -1.2713683, '50': -1.8034651, '44': -2.028538, '48': -2.1771815, '40': -2.3301394}
{'40': -1.633267, '41': -1.889735, '45': -1.9072807, '44': -2.195542, '42': -2.3229854}
{'50': -3.1285176, '45': -1.1286381, '44': -3.0494943, '48': -0.84421223, '42': -3.132756}
{'50': -2.609222, '40': -0.6770645, '45': -2.2701507, '44': -2.273395, '42': -2.9010787}
{'50': -1.7475568, '45': -0.9371721, '44': -2.9362907, '48': -2.590517, '46': -3.0072749}
{'45': -1.3764793, '47': -2.7059793, '49': -1.0602236, '53': -2.737218, '51': -2.0567598}
{'50': -1.5739101, '45': -1.4403136, '48': -2.4703496, '47': -2.5867438, '46': -2.34215}
{'50': -0.5865751, '40': -3.1190495, '45': -1.6541542, '44': -3.6667082, '48': -3.6908517}
{'49': -1.5633545, '51': -2.0113564, '59': -2.298956, '50': -2.5206068, '53': -2.6055965}
{'60': -1.4923697, '55': -1.9938499, '50': -2.3989878, '54': -2.4341936, '59': -2.4529963}
{'50': -1.9246047, '45': -1.2843726, '47': -2.3429663, '49': -2.6596053, '51': -1.6518958}
