{' 3': -2.3886826, ' 4': -1.9845374, ' 5': -2.085748, ' 6': -1.9907154, ' 8': -1.559993}
{' 8': -1.5320227, ' 4': -2.044, ' 6': -2.071191, ' 5': -2.1788476, ' 7': -2.4353993}
{' 8': -1.5414382, ' 6': -2.0514355, ' 4': -2.069603, ' 5': -2.164243, ' 9': -2.4459984}
{' 3': -2.4513078, ' 4': -2.0741184, ' 5': -2.160666, ' 6': -2.069016, ' 8': -1.5701395}
{' 8': -1.5250999, ' 6': -2.0394719, ' 4': -2.0480328, ' 5': -2.1627178, ' 7': -2.387559}
{' 8': -1.5901067, ' 6': -2.0567777, ' 4': -2.0746486, ' 5': -2.1675963, ' 9': -2.4397132}
{' 4': -2.0845327, ' 5': -2.1627264, ' 6': -2.0639372, ' 7': -2.4483557, ' 8': -1.58434}
{' 4': -2.0716672, ' 5': -2.142615, ' 6': -2.0632071, ' 7': -2.4287765, ' 8': -1.5509592}
{' 4': -2.0788112, ' 5': -2.1586747, ' 6': -2.0795991, ' 8': -1.5289665, ' 9': -2.4381309}
{' 4': -2.0619693, ' 5': -2.1493611, ' 6': -2.040357, ' 8': -1.5259606, ' 9': -2.4294715}
{' 3': -2.430102, ' 4': -2.0756083, ' 5': -2.145395, ' 6': -2.0385177, ' 8': -1.5381039}
{' 8': -1.5533253, ' 6': -2.056403, ' 4': -2.0755327, ' 5': -2.1642976, ' 9': -2.4434934}
{' 8': -1.5492046, ' 6': -2.0555599, ' 4': -2.0854604, ' 5': -2.1673133, ' 9': -2.4368083}
{' 4': -2.0711858, ' 5': -2.1571198, ' 6': -2.0419283, ' 8': -1.5600898, ' 9': -2.4119396}
{' 8': -1.569502, ' 6': -2.0549088, ' 4': -2.0953486, ' 5': -2.1683083, ' 9': -2.4495642}
{' 8': -1.5469129, ' 6': -2.0654361, ' 4': -2.0888116, ' 5': -2.1521375, ' 9': -2.3987713}
{' 8': -1.5242889, ' 4': -2.0796335, ' 6': -2.088599, ' 5': -2.1625078, ' 9': -2.4178998}
{' 4': -2.0842824, ' 5': -2.1570237, ' 6': -2.0479634, ' 8': -1.5384934, ' 9': -2.420034}
{' 4': -2.0903811, ' 5': -2.1597483, ' 6': -2.0518286, ' 8': -1.5478127, ' 9': -2.4364448}
{' 4': -2.0806856, ' 5': -2.1528318, ' 6': -2.0538776, ' 8': -1.5441655, ' 9': -2.4203405}
{' 8': -1.548231, ' 6': -2.0577679, ' 4': -2.096687, ' 5': -2.1638696, ' 9': -2.4285676}
{' 8': -1.5794857, ' 6': -2.0707414, ' 4': -2.0951383, ' 5': -2.1569526, ' 9': -2.4230516}
{' 4': -2.0863953, ' 5': -2.135863, ' 6': -2.0513828, ' 8': -1.5727596, ' 9': -2.4253883}
{' 4': -2.0444305, ' 5': -2.156554, ' 6': -2.081185, ' 7': -2.430802, ' 8': -1.5533664}
{' 8': -1.5168588, ' 4': -2.0638187, ' 6': -2.1293733, ' 5': -2.1590822, ' 7': -2.43138}
{' 4': -2.049646, ' 5': -2.134253, ' 6': -2.0868523, ' 7': -2.4406114, ' 8': -1.5542101}
{' 8': -1.5637459, ' 4': -2.1062636, ' 6': -2.1319757, ' 5': -2.1798177, '\n': -2.421351}
{' 8': -1.5392956, ' 4': -2.0310464, ' 6': -2.1274762, ' 5': -2.1483464, ' 7': -2.4288335}
{'\n': -2.4391088, ' 4': -2.0957441, ' 5': -2.1797345, ' 6': -2.1213722, ' 8': -1.5689613}
{' 4': -2.1040177, ' 5': -2.187553, ' 6': -2.1448293, ' 7': -2.4672189, ' 8': -1.590363}
{'\n': -2.2504694, ' 4': -2.147524, ' 5': -2.2324793, ' 6': -2.1854613, ' 8': -1.5886195}
{' 3': -2.43043, ' 4': -2.0516422, ' 5': -2.1585526, ' 6': -2.096931, ' 8': -1.5724208}
{' 8': -1.5383859, ' 4': -2.0783324, ' 6': -2.1525006, ' 5': -2.18335, ' 7': -2.4318423}
{' 8': -1.5538559, ' 4': -2.0612433, ' 6': -2.0876942, ' 5': -2.1401274, ' 7': -2.4464781}
{' 4': -2.0940127, ' 5': -2.1697717, ' 6': -2.1060653, ' 7': -2.4570603, ' 8': -1.5663857}
{' 3': -2.4507394, ' 4': -2.0898337, ' 5': -2.1695495, ' 6': -2.1104436, ' 8': -1.5909439}
{' 8': -1.5864501, ' 4': -2.1024196, ' 6': -2.1236014, ' 5': -2.1803765, ' 7': -2.4673781}
{' 3': -2.4451425, ' 4': -2.0789404, ' 5': -2.1670406, ' 6': -2.1157825, ' 8': -1.5938052}
{' 8': -1.5944768, ' 4': -2.122042, ' 6': -2.174123, ' 5': -2.217513, '\n': -2.3514004}
{' 3': -2.4196663, ' 4': -2.0498772, ' 5': -2.1213503, ' 6': -2.06151, ' 8': -1.5453652}
{' 4': -2.0554419, ' 5': -2.1520529, ' 6': -2.1118476, ' 7': -2.436923, ' 8': -1.5266675}
{' 8': -1.5341285, ' 4': -2.0394547, ' 6': -2.0727181, ' 5': -2.1313062, ' 3': -2.4280927}
{' 4': -2.0763268, ' 5': -2.1516602, ' 6': -2.090549, ' 7': -2.4471564, ' 8': -1.540561}
{' 3': -2.4096274, ' 4': -2.0239034, ' 5': -2.127253, ' 6': -2.0433993, ' 8': -1.5548406}
{' 8': -1.533683, ' 4': -2.0514088, ' 6': -2.0991192, ' 5': -2.1553974, ' 7': -2.4258559}
{' 4': -2.0798457, ' 5': -2.1715903, ' 6': -2.0882726, ' 7': -2.4610877, ' 8': -1.5828452}
{' 8': -1.5633779, ' 4': -2.082067, ' 6': -2.0980372, ' 5': -2.1675906, ' 7': -2.4419675}
{' 8': -1.574954, ' 4': -2.072447, ' 6': -2.086838, ' 5': -2.146169, ' 3': -2.4380581}
{' 8': -1.5569361, ' 4': -2.0781384, ' 6': -2.1138332, ' 5': -2.1684723, ' 7': -2.4434698}
{' 8': -1.570325, ' 4': -2.050066, ' 6': -2.0984974, ' 5': -2.1575232, ' 3': -2.4012966}
{' 8': -1.5616915, ' 4': -2.0699914, ' 6': -2.0968432, ' 5': -2.1508849, ' 7': -2.410723}
{' 3': -2.439414, ' 4': -2.0814095, ' 5': -2.1593428, ' 6': -2.1039906, ' 8': -1.587593}
{' 3': -2.4400005, ' 4': -2.080348, ' 5': -2.1741142, ' 6': -2.1086445, ' 8': -1.5756816}
{' 8': -1.5982391, ' 4': -2.091366, ' 6': -2.1116984, ' 5': -2.1564324, ' 3': -2.4393504}
{' 4': -2.091565, ' 5': -2.170425, ' 6': -2.117886, ' 7': -2.4348063, ' 8': -1.5988535}
{' 8': -1.5685266, ' 4': -2.058181, ' 6': -2.0895035, ' 5': -2.1378417, ' 7': -2.4088385}
{' 8': -1.5526674, ' 4': -2.0520198, ' 6': -2.0999744, ' 5': -2.139342, ' 7': -2.412032}
{' 8': -1.5742717, ' 6': -2.069944, ' 4': -2.070086, ' 5': -2.139583, ' 3': -2.4327257}
{' 4': -2.0784867, ' 5': -2.1407826, ' 6': -2.0781949, ' 7': -2.4268782, ' 8': -1.5758048}
{' 3': -2.415019, ' 4': -2.0570107, ' 5': -2.1434262, ' 6': -2.0736964, ' 8': -1.5843439}
{' 3': -2.4198349, ' 4': -2.0730283, ' 5': -2.1479194, ' 6': -2.0943773, ' 8': -1.571286}
{' 3': -2.3921745, ' 4': -2.0460536, ' 5': -2.1396434, ' 6': -2.0796306, ' 8': -1.5840441}
{' 8': -1.6015296, ' 4': -2.0877995, ' 6': -2.0938764, ' 5': -2.1605334, ' 3': -2.4202924}
{' 8': -1.588767, ' 4': -2.0521793, ' 6': -2.0725024, ' 5': -2.1272612, ' 3': -2.4057477}
{' 8': -1.565526, ' 4': -2.0566835, ' 6': -2.0799856, ' 5': -2.148572, ' 3': -2.3828373}
{' 3': -2.3743389, ' 4': -2.0439878, ' 5': -2.1279302, ' 6': -2.0727394, ' 8': -1.5753886}
{' 8': -1.572132, ' 4': -2.0750072, ' 6': -2.0835636, ' 5': -2.1462686, ' 7': -2.4235647}
{' 3': -2.3978662, ' 4': -2.0525978, ' 5': -2.13836, ' 6': -2.0767622, ' 8': -1.5892773}
{' 8': -1.5746764, ' 4': -2.0667791, ' 6': -2.096283, ' 5': -2.1566124, ' 3': -2.426301}
{' 3': -2.409826, ' 4': -2.0649621, ' 5': -2.1473453, ' 6': -2.0745828, ' 8': -1.5907344}
{' 8': -1.6060354, ' 4': -2.082635, ' 6': -2.0947402, ' 5': -2.1494048, ' 7': -2.4232342}
{' 8': -1.5886127, ' 4': -2.0635207, ' 6': -2.0954802, ' 5': -2.1381714, ' 7': -2.4296496}
{' 8': -1.559919, ' 4': -2.0277355, ' 6': -2.099654, ' 5': -2.142054, ' 7': -2.4277074}
{' 3': -2.4086857, ' 4': -2.0540628, ' 5': -2.1350126, ' 6': -2.0808566, ' 8': -1.5847119}
{' 8': -1.5843294, ' 4': -2.069451, ' 6': -2.0827043, ' 5': -2.1413307, ' 3': -2.4168785}
{' 3': -2.4188852, ' 4': -2.0539799, ' 5': -2.1369581, ' 6': -2.0863726, ' 8': -1.5852975}
{' 3': -2.411869, ' 4': -2.0683842, ' 5': -2.1567612, ' 6': -2.1018095, ' 8': -1.587615}
{' 3': -2.4173667, ' 4': -2.060274, ' 5': -2.1487088, ' 6': -2.097348, ' 8': -1.5956751}
{' 8': -1.6016034, ' 4': -2.0866938, ' 6': -2.0894766, ' 5': -2.1475859, ' 3': -2.433589}
{' 8': -1.5869724, ' 4': -2.0265038, ' 6': -2.096616, ' 5': -2.1410306, ' 7': -2.4314702}
{' 3': -2.4170778, ' 4': -2.057964, ' 5': -2.1435182, ' 6': -2.0881078, ' 8': -1.5681387}
{' 8': -1.5976956, ' 4': -2.0627873, ' 6': -2.0940697, ' 5': -2.1528838, ' 3': -2.4207356}
{' 3': -2.4113765, ' 4': -2.0604198, ' 5': -2.1303487, ' 6': -2.0764585, ' 8': -1.5885607}
{' 8': -1.5792116, ' 4': -2.0172896, ' 6': -2.0885155, ' 5': -2.1308157, ' 7': -2.416528}
{' 3': -2.4475, ' 4': -2.040034, ' 5': -2.1631172, ' 6': -2.1144073, ' 8': -1.5926502}
{' 4': -2.0323312, ' 5': -2.1462753, ' 6': -2.10401, ' 7': -2.4333825, ' 8': -1.5988117}
{' 3': -2.424439, ' 4': -2.031883, ' 5': -2.1322134, ' 6': -2.099775, ' 8': -1.5977952}
{' 4': -1.9757521, ' 5': -2.1182034, ' 6': -2.072632, ' 7': -2.411882, ' 8': -1.51563}
{'\n': -1.775395, ' 4': -2.1246097, ' 5': -2.2850864, ' 6': -2.297816, ' 8': -1.6560638}
{' 8': -1.5377878, ' 4': -2.0396647, ' 6': -2.179317, ' 5': -2.1860223, '\n': -2.2884085}
{'\n': -2.2650793, ' 4': -2.0390556, ' 5': -2.1806142, ' 6': -2.1861274, ' 8': -1.56575}
{'\n': -2.3642683, ' 4': -2.0002222, ' 5': -2.1642988, ' 6': -2.1904879, ' 8': -1.5355204}
{'\n': -1.9491193, ' 4': -2.078433, ' 5': -2.2250087, ' 6': -2.234439, ' 8': -1.6002072}
{'\n': -2.2137306, ' 4': -2.0524135, ' 5': -2.1868591, ' 6': -2.1736925, ' 8': -1.5694683}
{' 8': -1.6550033, '\n': -1.8524147, ' 4': -2.1443918, ' 6': -2.2427063, ' 5': -2.2563486}
{' 4': -2.019117, ' 5': -2.1782653, ' 6': -2.169418, ' 7': -2.419586, ' 8': -1.5540226}
{'\n': -2.0600736, ' 4': -2.0679395, ' 5': -2.2167003, ' 6': -2.22817, ' 8': -1.5873924}
{' 8': -1.583298, ' 4': -2.0499938, ' 6': -2.172541, '\n': -2.178943, ' 5': -2.2008326}
{' 8': -1.5886049, ' 4': -2.0908089, ' 6': -2.1374435, ' 5': -2.1826458, '\n': -2.3089218}
{' 8': -1.5374774, ' 4': -2.0064323, ' 6': -2.1092062, ' 5': -2.1515913, ' 7': -2.3942811}
{' 8': -1.6458656, '\n': -1.9562752, ' 4': -2.1528714, ' 6': -2.2002518, ' 5': -2.2370472}
{' 4': -2.0873647, ' 5': -2.1720817, ' 6': -2.0952706, ' 7': -2.4393928, ' 8': -1.5746617}
{'\n': -2.3035543, ' 4': -2.1186702, ' 5': -2.2070997, ' 6': -2.1647165, ' 8': -1.6146656}
{' 8': -1.5588502, ' 4': -2.0186682, ' 6': -2.1852522, ' 5': -2.1907997, ' 7': -2.4405537}
{' 8': -1.5646627, ' 4': -2.031202, ' 6': -2.2076118, ' 5': -2.2116115, '\n': -2.255904}
{'\n': -2.1730258, ' 4': -2.0488107, ' 5': -2.2239463, ' 6': -2.237415, ' 8': -1.567949}
{' 8': -1.5701369, ' 4': -2.0546694, ' 6': -2.19559, ' 5': -2.2030287, '\n': -2.2748308}
{' 8': -1.6056068, ' 4': -2.0490901, '\n': -2.1733072, ' 6': -2.1911018, ' 5': -2.2007492}
{'\n': -2.2479782, ' 4': -2.0355768, ' 5': -2.1862116, ' 6': -2.1798258, ' 8': -1.5904999}
{'\n': -2.2903075, ' 4': -2.0897298, ' 5': -2.1995406, ' 6': -2.1341596, ' 8': -1.6117805}
{' 8': -1.6192037, ' 4': -2.0753193, ' 6': -2.1621218, ' 5': -2.198637, '\n': -2.2098458}
{' 8': -1.5665896, ' 4': -2.0184262, ' 6': -2.1409523, ' 5': -2.164303, ' 7': -2.422005}
{' 8': -1.5727525, ' 4': -2.0237842, ' 6': -2.1641583, ' 5': -2.1774936, ' 7': -2.4249685}
{' 8': -1.5575397, ' 4': -2.0170238, ' 6': -2.1098366, ' 5': -2.1483746, ' 7': -2.427806}
{' 8': -1.5653706, ' 4': -2.0241327, ' 6': -2.1025207, ' 5': -2.1508522, ' 7': -2.420061}
{' 4': -2.0208008, ' 5': -2.1467986, ' 6': -2.1094115, ' 7': -2.416568, ' 8': -1.5697672}
{' 8': -1.602316, ' 4': -2.0468082, ' 6': -2.132809, ' 5': -2.1765692, ' 7': -2.434886}
{' 8': -1.6000305, ' 4': -2.0441139, ' 6': -2.1384988, ' 5': -2.1682992, ' 7': -2.4305758}
{'\n': -2.1650326, ' 4': -2.0890515, ' 5': -2.220734, ' 6': -2.2082264, ' 8': -1.6636908}
{' 8': -1.537699, ' 4': -1.9781563, ' 6': -2.085815, ' 5': -2.1426003, ' 7': -2.3997624}
{'\n': -2.3508327, ' 4': -2.0345063, ' 5': -2.200177, ' 6': -2.1851296, ' 8': -1.5637205}
{' 8': -1.565947, ' 4': -2.0179353, ' 6': -2.1468225, ' 5': -2.1790042, ' 7': -2.4486167}
{' 8': -1.5836054, ' 4': -2.0751894, ' 6': -2.177511, ' 5': -2.2018163, '\n': -2.2668493}
{' 8': -1.5595931, ' 4': -2.0000858, ' 6': -2.1309032, ' 5': -2.1578283, ' 7': -2.4202833}
{'\n': -2.3255668, ' 4': -2.0367799, ' 5': -2.215077, ' 6': -2.176084, ' 8': -1.5721202}
{' 8': -1.6240776, ' 4': -2.090162, ' 6': -2.09432, ' 5': -2.184262, ' 7': -2.4498222}
{' 4': -2.0775018, ' 5': -2.1637053, ' 6': -2.0933309, ' 7': -2.4218965, ' 8': -1.571979}
{' 8': -1.5349888, ' 4': -1.9806503, ' 6': -2.1189008, ' 5': -2.1555724, ' 7': -2.4075341}
{' 4': -1.9783049, ' 5': -2.159626, ' 6': -2.148288, ' 7': -2.4156525, ' 8': -1.5404731}
{' 8': -1.5625883, ' 4': -2.0453918, ' 6': -2.0677173, ' 5': -2.1840684, ' 3': -2.4229724}
{' 8': -1.5703452, ' 4': -2.0396416, ' 6': -2.15298, ' 5': -2.196092, ' 7': -2.438245}
{' 8': -1.5981371, ' 4': -2.0259488, ' 6': -2.117576, ' 5': -2.1459763, ' 7': -2.4241633}
{' 8': -1.5674925, ' 4': -2.0306005, ' 6': -2.1048307, ' 5': -2.1798217, ' 7': -2.4334126}
{' 8': -1.6042377, ' 6': -2.0704596, ' 4': -2.0949907, ' 5': -2.1715202, ' 7': -2.4199991}
{' 8': -1.599849, ' 4': -2.0714421, ' 6': -2.144257, ' 5': -2.1825738, ' 7': -2.434684}
{' 4': -2.0838757, ' 5': -2.1716347, ' 6': -2.1139479, ' 7': -2.4186163, ' 8': -1.56176}
{' 8': -1.5842694, ' 4': -2.0999851, ' 6': -2.1439152, ' 5': -2.1863744, '\n': -2.438195}
{' 4': -2.067728, ' 5': -2.1689482, ' 6': -2.1060715, ' 7': -2.4310305, ' 8': -1.5785962}
{' 8': -1.6031146, ' 6': -2.0666611, ' 4': -2.1008925, ' 5': -2.1510599, ' 7': -2.4401755}
{' 4': -2.0577662, ' 5': -2.1543896, ' 6': -2.0918477, ' 7': -2.4142156, ' 8': -1.5792803}
{' 4': -2.069507, ' 5': -2.1673388, ' 6': -2.0898738, ' 7': -2.4198318, ' 8': -1.5805402}
{' 8': -1.6225606, ' 6': -2.0533323, ' 4': -2.0731945, ' 5': -2.1466, ' 7': -2.4169543}
{' 4': -2.091657, ' 5': -2.1383946, ' 6': -2.054845, ' 7': -2.4179976, ' 8': -1.6030772}
{' 8': -1.5643376, ' 4': -2.0898972, ' 6': -2.0946825, ' 5': -2.1616507, ' 7': -2.4211273}
{' 8': -1.5811126, ' 6': -2.0524566, ' 4': -2.0866334, ' 5': -2.1437376, ' 7': -2.4388235}
{' 8': -1.5881085, ' 4': -2.033621, ' 6': -2.0563245, ' 5': -2.1381326, ' 7': -2.4085488}
{' 8': -1.6007464, ' 6': -2.0420496, ' 4': -2.0847144, ' 5': -2.1404624, ' 7': -2.4163394}
{' 4': -2.0971599, ' 5': -2.1601872, ' 6': -2.0944192, ' 7': -2.4435499, ' 8': -1.6036938}
{' 4': -2.0753944, ' 5': -2.1214216, ' 6': -2.0432305, ' 7': -2.413321, ' 8': -1.6031653}
{' 8': -1.6107702, ' 6': -2.0599222, ' 4': -2.0890465, ' 5': -2.1335554, ' 7': -2.4206831}
{' 4': -2.1024303, ' 5': -2.150048, ' 6': -2.0735795, ' 7': -2.4207466, ' 8': -1.6310298}
{' 8': -1.5555007, ' 4': -2.0123737, ' 6': -2.0192764, ' 5': -2.087607, ' 7': -2.3942592}
{' 4': -2.0571, ' 5': -2.1104937, ' 6': -2.0288591, ' 7': -2.431425, ' 8': -1.5392731}
{' 4': -1.9943843, ' 5': -2.1142945, ' 6': -2.0530658, ' 7': -2.345142, ' 8': -1.4883866}
{' 8': -1.5074863, ' 4': -2.0143661, ' 6': -2.0710306, ' 5': -2.1242313, ' 7': -2.3407822}
{' 4': -1.998519, ' 5': -2.0799847, ' 6': -2.0090816, ' 7': -2.4005182, ' 8': -1.5478181}
{' 4': -2.0570502, ' 5': -2.1018045, ' 6': -2.0126204, ' 7': -2.4365296, ' 8': -1.5673558}
{' 4': -1.9960446, ' 5': -2.0798717, ' 6': -2.0093446, ' 7': -2.3648982, ' 8': -1.5358777}
{' 4': -2.0823865, ' 5': -2.1492438, ' 6': -2.0540156, ' 7': -2.4233031, ' 8': -1.5833745}
{' 8': -1.5408816, ' 6': -2.0143254, ' 4': -2.0146868, ' 5': -2.0939288, ' 7': -2.388926}
{' 4': -1.9977151, ' 5': -2.0924742, ' 6': -2.0378752, ' 7': -2.3509705, ' 8': -1.5102243}
{' 8': -1.5206622, ' 4': -1.9925394, ' 6': -2.0081136, ' 5': -2.077728, ' 7': -2.3538902}
{' 4': -2.0715196, ' 5': -2.105743, ' 6': -2.018021, ' 7': -2.4241757, ' 8': -1.5811946}
{' 4': -2.0473676, ' 5': -2.0927758, ' 6': -1.9991422, ' 7': -2.413955, ' 8': -1.5768732}
{' 4': -2.0369885, ' 5': -2.106664, ' 6': -2.0137503, ' 7': -2.3801625, ' 8': -1.5552868}
{' 8': -1.5722139, ' 6': -2.013069, ' 4': -2.0184922, ' 5': -2.0805023, ' 7': -2.3964431}
{' 4': -2.083083, ' 5': -2.1287649, ' 6': -2.03252, ' 7': -2.4144323, ' 8': -1.5849501}
{' 4': -2.01009, ' 5': -2.0998366, ' 6': -2.015905, ' 7': -2.395969, ' 8': -1.5565227}
{' 4': -2.045159, ' 5': -2.0960586, ' 6': -1.9990824, ' 7': -2.4214134, ' 8': -1.5588119}
{' 8': -1.5547225, ' 6': -1.9833391, ' 4': -2.0369709, ' 5': -2.095843, ' 7': -2.4158132}
{' 4': -2.0502727, ' 5': -2.0964286, ' 6': -1.9916742, ' 7': -2.4200552, ' 8': -1.5692976}
{' 4': -2.0535903, ' 5': -2.0850472, ' 6': -1.9841615, ' 7': -2.408382, ' 8': -1.5930179}
{' 4': -2.0423489, ' 5': -2.0983222, ' 6': -2.0042584, ' 7': -2.4110737, ' 8': -1.5671207}
{' 8': -1.5865425, ' 6': -1.991874, ' 4': -2.0549557, ' 5': -2.0937915, ' 7': -2.4064584}
{' 8': -1.5873932, ' 6': -2.0103056, ' 4': -2.0688279, ' 5': -2.1053765, ' 7': -2.4143088}
{' 8': -1.5794811, ' 6': -1.9838047, ' 4': -2.021672, ' 5': -2.075716, ' 7': -2.385995}
{' 8': -1.567211, ' 6': -1.9973983, ' 4': -2.0554368, ' 5': -2.1084201, ' 7': -2.4126232}
{' 4': -2.0586333, ' 5': -2.0907311, ' 6': -1.9876026, ' 7': -2.4064748, ' 8': -1.5893589}
{' 8': -1.5958921, ' 6': -1.9897691, ' 4': -2.0624526, ' 5': -2.099786, ' 7': -2.4146528}
{' 8': -1.587753, ' 6': -2.0052507, ' 4': -2.0177753, ' 5': -2.0834186, ' 7': -2.396506}
{' 4': -2.001249, ' 5': -2.1046226, ' 6': -2.0398936, ' 7': -2.3562152, ' 8': -1.566835}
{' 8': -1.5900842, ' 6': -2.0038471, ' 4': -2.0243454, ' 5': -2.0858243, ' 7': -2.4079554}
{' 4': -2.0573552, ' 5': -2.107344, ' 6': -2.0363915, ' 7': -2.4170802, ' 8': -1.6162885}
{' 8': -1.4872152, ' 4': -1.9695342, ' 6': -1.9709761, ' 5': -2.0903141, ' 7': -2.3737109}
{' 8': -1.5320913, ' 6': -2.0165675, ' 4': -2.0432026, ' 5': -2.0960047, ' 7': -2.4166062}
{' 4': -2.0154514, ' 5': -2.0791104, ' 6': -1.9984323, ' 7': -2.4020252, ' 8': -1.5405122}
{' 4': -2.038252, ' 5': -2.0928912, ' 6': -1.9969144, ' 7': -2.4117844, ' 8': -1.5441326}
{' 8': -1.5503644, ' 6': -1.9800489, ' 4': -2.0108259, ' 5': -2.0819547, ' 7': -2.395437}
{' 8': -1.5240784, ' 6': -2.0050974, ' 4': -2.0103216, ' 5': -2.0936272, ' 7': -2.3690712}
{' 8': -1.5633506, ' 6': -1.9989374, ' 4': -2.0161798, ' 5': -2.073016, ' 7': -2.3802307}
{' 4': -2.0664372, ' 5': -2.0988889, ' 6': -2.001476, ' 7': -2.412541, ' 8': -1.5684696}
