{'3': -1.8392805, '4': -2.5310395, '7': -1.0160192, '8': -2.5320258, '9': -2.459985}
{'7': -0.83858633, '3': -1.9555869, '4': -2.4869666, '5': -2.572122, '9': -2.65031}
{'7': -0.8365209, '3': -1.9835546, '9': -2.5006082, '4': -2.5628564, '8': -2.5737245}
{'3': -2.0258973, '4': -2.5600333, '7': -0.80964404, '8': -2.5749679, '9': -2.5639527}
{'7': -0.8673054, '3': -1.9466149, '9': -2.512964, '4': -2.5521083, '8': -2.5814493}
{'3': -1.895987, '4': -2.4969525, '5': -2.5658689, '7': -0.89568764, '8': -2.6058106}
{'7': -0.9181681, '3': -1.9198962, '9': -2.4547284, '4': -2.5391798, '8': -2.5898583}
{'3': -2.0534475, '4': -2.5923653, '5': -2.5933075, '7': -0.81530005, '9': -2.552351}
{'7': -0.8681741, '3': -1.9769921, '9': -2.5195088, '4': -2.5305486, '5': -2.5930142}
{'7': -0.8354976, '3': -2.0300434, '9': -2.5443122, '4': -2.5504882, '5': -2.589053}
{'7': -0.8514226, '3': -1.9999727, '9': -2.5174515, '4': -2.5291798, '5': -2.5996144}
{'7': -0.79051375, '3': -2.0206945, '5': -2.5988348, '4': -2.6168478, '9': -2.670881}
{'7': -0.75712353, '3': -2.1379828, '9': -2.5531917, '8': -2.604547, '5': -2.6507258}
{'7': -0.84791684, '3': -2.0226204, '9': -2.4730408, '4': -2.539529, '5': -2.5856736}
{'2': -2.6109836, '3': -1.9192188, '4': -2.5118663, '7': -0.89482945, '9': -2.520701}
{'3': -2.028998, '4': -2.653302, '5': -2.6063237, '7': -0.7958151, '9': -2.6294389}
{'7': -0.7642527, '3': -2.1249933, '9': -2.5476809, '8': -2.658759, '5': -2.661233}
{'7': -0.7593123, '3': -2.0674863, '9': -2.5335774, '5': -2.627541, '4': -2.6903138}
{'7': -0.7568953, '3': -2.0859778, '9': -2.601078, '5': -2.648899, '8': -2.6513464}
{'3': -2.1183302, '5': -2.6199782, '7': -0.7403052, '8': -2.6359656, '9': -2.5464652}
{'3': -2.1059315, '5': -2.6316235, '7': -0.7627557, '8': -2.6578763, '9': -2.5795758}
{'7': -0.77841276, '3': -2.0663004, '9': -2.570811, '5': -2.6198852, '8': -2.655522}
{'3': -1.9651312, '4': -2.5544198, '5': -2.602222, '7': -0.85334134, '9': -2.524236}
{'7': -0.80788934, '3': -2.0224278, '5': -2.5926793, '4': -2.6152148, '9': -2.6309981}
{'3': -2.1160274, '5': -2.6120257, '7': -0.73538727, '8': -2.659185, '9': -2.635608}
{'7': -0.78142494, '3': -2.0811553, '9': -2.487348, '5': -2.6110394, '8': -2.6272519}
{'7': -0.81081766, '3': -2.0006428, '4': -2.5739496, '5': -2.5925462, '9': -2.608183}
{'7': -0.8065542, '3': -1.9564357, '5': -2.5849395, '4': -2.5967324, '9': -2.6852486}
{'7': -0.8599871, '3': -1.9709872, '9': -2.5234754, '4': -2.5607984, '8': -2.6191823}
{'7': -0.78452706, '3': -2.0382311, '9': -2.602812, '5': -2.6224978, '4': -2.6436772}
{'3': -2.025847, '4': -2.6003823, '7': -0.8125501, '8': -2.6071422, '9': -2.5070808}
{'3': -2.1366253, '5': -2.628834, '7': -0.71912014, '8': -2.6374283, '9': -2.6371899}
{'7': -0.7754962, '3': -2.101626, '9': -2.5619397, '8': -2.638642, '5': -2.6577516}
{'3': -2.081287, '4': -2.6723475, '5': -2.638412, '7': -0.7658248, '9': -2.5794523}
{'7': -0.845708, '3': -1.9863329, '9': -2.5168524, '4': -2.5521498, '5': -2.614938}
{'7': -0.7817099, '3': -2.007704, '4': -2.5930216, '5': -2.603762, '9': -2.6766112}
{'3': -2.0595312, '4': -2.6289167, '5': -2.6450357, '7': -0.7995978, '9': -2.574113}
{'7': -0.8466194, '3': -1.9770477, '9': -2.5268373, '4': -2.583367, '5': -2.60867}
{'3': -1.9350301, '4': -2.531454, '5': -2.597618, '7': -0.8816835, '9': -2.4637892}
{'7': -0.80422497, '3': -2.022748, '9': -2.6007948, '4': -2.6058435, '5': -2.6259565}
{'3': -1.9863623, '4': -2.5393658, '5': -2.5877743, '7': -0.83908266, '9': -2.5360718}
{'3': -1.9534718, '4': -2.5026567, '5': -2.5740428, '7': -0.8696859, '9': -2.541887}
{'7': -0.8610609, '3': -1.9632471, '4': -2.5264032, '9': -2.5494955, '5': -2.5883482}
{'7': -0.75631833, '3': -2.059169, '5': -2.6224644, '9': -2.6502984, '4': -2.664117}
{'7': -0.8556494, '3': -1.9766192, '4': -2.5376427, '9': -2.5434031, '5': -2.596326}
{'3': -2.015405, '4': -2.5562375, '7': -0.8496124, '8': -2.5894063, '9': -2.499143}
{'3': -1.9898727, '4': -2.503001, '5': -2.5643184, '7': -0.86152536, '9': -2.5246875}
{'3': -2.1629531, '5': -2.6172702, '7': -0.72387195, '8': -2.6202857, '9': -2.6088836}
{'3': -2.1322417, '5': -2.6645675, '7': -0.74005073, '8': -2.6449084, '9': -2.607513}
{'3': -2.0615897, '4': -2.656015, '5': -2.608333, '7': -0.7637573, '9': -2.5907302}
{'3': -2.0941856, '5': -2.646691, '7': -0.7756413, '8': -2.6298892, '9': -2.5354488}
{'3': -2.1272414, '5': -2.6241915, '7': -0.75221467, '8': -2.634043, '9': -2.5599635}
{'7': -0.7921835, '3': -2.082959, '9': -2.523663, '8': -2.6403224, '5': -2.6432729}
{'7': -0.88370925, '3': -1.9333062, '4': -2.477442, '9': -2.5134072, '5': -2.5615637}
{'7': -0.8696079, '3': -1.9490167, '9': -2.4785805, '4': -2.548647, '8': -2.5946903}
{'7': -0.8381936, '3': -1.9858911, '4': -2.5370593, '5': -2.563686, '9': -2.5679395}
{'7': -0.8369268, '3': -2.013385, '9': -2.5302117, '4': -2.5651276, '8': -2.5778155}
{'7': -0.8592708, '3': -1.9736469, '4': -2.5291889, '9': -2.5384357, '5': -2.5702732}
{'7': -0.84089154, '3': -2.0272453, '9': -2.525197, '4': -2.5395646, '8': -2.5808876}
{'7': -0.73889124, '3': -2.1437106, '9': -2.5969522, '5': -2.6178758, '8': -2.6408784}
{'7': -0.7689199, '3': -2.1104498, '9': -2.5786254, '8': -2.642583, '5': -2.6547956}
{'7': -0.86108124, '3': -1.9668647, '4': -2.5140412, '9': -2.529668, '5': -2.569688}
{'7': -0.84329545, '3': -2.00826, '9': -2.48595, '4': -2.5720038, '8': -2.58736}
{'3': -2.1632318, '5': -2.6370175, '7': -0.7302772, '8': -2.6264143, '9': -2.6126015}
{'7': -0.75341976, '3': -2.1571827, '9': -2.572258, '8': -2.6193504, '5': -2.6714249}
{'3': -1.9977005, '4': -2.5407093, '5': -2.5678315, '7': -0.84317076, '9': -2.5371041}
{'3': -1.9485718, '4': -2.5502183, '5': -2.606008, '7': -0.8724763, '9': -2.5195422}
{'7': -0.8338707, '3': -1.9990414, '9': -2.5288477, '4': -2.55395, '5': -2.598689}
{'3': -1.9242531, '4': -2.5567205, '5': -2.6103208, '7': -0.8959253, '9': -2.487583}
{'7': -0.90332246, '3': -1.9145509, '9': -2.4556582, '4': -2.5788329, '5': -2.606169}
{'3': -1.9238864, '4': -2.4514496, '7': -1.0075103, '8': -2.4339418, '9': -2.450925}
{'2': -2.4995425, '3': -1.8827344, '4': -2.464472, '5': -2.4998305, '7': -0.9922182}
{'7': -0.86571884, '3': -1.9486141, '4': -2.5372639, '8': -2.5432475, '5': -2.5655346}
{'3': -1.9123228, '4': -2.4531095, '5': -2.5365045, '7': -0.91152364, '8': -2.5635772}
{'3': -2.0691617, '4': -2.6289475, '5': -2.5645328, '7': -0.8008589, '8': -2.4916375}
{'7': -0.9261713, '3': -1.8637437, '4': -2.4118109, '5': -2.5260344, '8': -2.567376}
{'3': -1.9602133, '4': -2.5440202, '5': -2.558682, '7': -0.8474948, '8': -2.574515}
{'7': -0.89165044, '3': -1.9461303, '4': -2.4814427, '8': -2.5359204, '5': -2.5497544}
{'3': -2.0435781, '4': -2.5335855, '5': -2.537221, '7': -0.8370638, '8': -2.5298395}
{'7': -0.7859371, '3': -2.031552, '5': -2.5183704, '4': -2.568898, '8': -2.578616}
{'7': -0.8936921, '3': -1.917902, '4': -2.4324837, '5': -2.5373192, '8': -2.5723248}
{'7': -0.87411696, '3': -1.9277304, '4': -2.447218, '5': -2.5263424, '8': -2.559805}
{'3': -2.055277, '4': -2.5887206, '5': -2.5409586, '7': -0.78111297, '8': -2.5628855}
{'7': -0.8103769, '3': -1.9721181, '5': -2.541208, '4': -2.5505998, '8': -2.5941217}
{'3': -1.9719776, '4': -2.5402207, '5': -2.5614858, '7': -0.8289855, '8': -2.598044}
{'7': -0.8332529, '3': -1.9663419, '4': -2.53728, '5': -2.5489492, '8': -2.5830545}
{'3': -1.9948065, '4': -2.494242, '7': -0.91719663, '8': -2.4603007, '9': -2.507189}
{'7': -0.842406, '3': -1.9907501, '4': -2.4759605, '5': -2.4878201, '8': -2.5692756}
{'2': -2.5868607, '3': -1.8895607, '4': -2.4826488, '5': -2.4855843, '7': -0.91073036}
{'7': -0.8674017, '3': -1.9316735, '4': -2.4733093, '5': -2.505715, '8': -2.5919156}
{'7': -0.8602566, '3': -2.0281568, '8': -2.4739861, '4': -2.5231402, '9': -2.5260053}
{'7': -0.9208062, '3': -1.87276, '4': -2.4353344, '5': -2.525901, '8': -2.5851815}
{'3': -1.949371, '4': -2.4787729, '5': -2.5569398, '7': -0.87508744, '8': -2.5401857}
{'7': -0.9382556, '3': -1.8513626, '4': -2.4149172, '5': -2.549727, '8': -2.571892}
{'3': -1.9579718, '4': -2.470236, '5': -2.5324633, '7': -0.89316016, '8': -2.4946063}
{'3': -1.9565117, '4': -2.480388, '5': -2.5436928, '7': -0.87366414, '8': -2.527221}
{'7': -0.8936266, '3': -1.9342779, '4': -2.4791617, '8': -2.5258114, '5': -2.5418637}
{'3': -1.9188563, '4': -2.4574323, '5': -2.5399973, '7': -0.89216274, '8': -2.5473638}
{'3': -1.97404, '4': -2.5021563, '7': -0.8929128, '8': -2.4779348, '9': -2.5274801}
{'3': -1.8694856, '4': -2.423015, '5': -2.5482786, '7': -0.938934, '8': -2.5319574}
{'3': -1.8976487, '4': -2.470397, '5': -2.5563688, '7': -0.9361219, '8': -2.5274096}
{'7': -0.96349984, '3': -1.8466365, '4': -2.447217, '5': -2.5463037, '8': -2.5638587}
{'7': -0.992662, '3': -1.8852324, '9': -2.4445624, '4': -2.4689329, '8': -2.5102136}
{'7': -1.0056152, '3': -1.837906, '4': -2.43462, '9': -2.4991264, '5': -2.5139313}
{'3': -1.8858019, '4': -2.449351, '5': -2.5174835, '7': -0.94949985, '8': -2.5362728}
{'7': -0.95568585, '3': -1.8547736, '4': -2.4344094, '9': -2.5523674, '8': -2.5555336}
{'3': -1.938767, '4': -2.4850738, '7': -0.9813028, '8': -2.4751842, '9': -2.379584}
{'7': -0.9036446, '3': -1.9577256, '9': -2.4641342, '8': -2.5164738, '4': -2.5176716}
{'7': -0.9827568, '3': -1.9056484, '9': -2.4318345, '4': -2.4727738, '8': -2.4972756}
{'7': -0.9426311, '3': -1.8944383, '4': -2.4677222, '9': -2.496443, '8': -2.527035}
{'7': -0.9476742, '3': -1.9554505, '9': -2.4303558, '8': -2.4919515, '4': -2.5005784}
{'3': -2.0130994, '5': -2.5303707, '7': -0.87046224, '8': -2.5287588, '9': -2.5263193}
{'7': -1.0160533, '3': -1.8427612, '4': -2.466903, '2': -2.5004303, '9': -2.5285063}
{'2': -2.395692, '3': -1.7480348, '4': -2.3873322, '5': -2.5080862, '7': -1.0784274}
{'7': -0.97079754, '3': -1.917075, '9': -2.424607, '4': -2.4851103, '8': -2.5111418}
{'3': -1.9646093, '4': -2.5462, '5': -2.554087, '7': -0.87889504, '8': -2.5563033}
{'3': -1.8626031, '4': -2.483388, '7': -1.0101633, '8': -2.5288877, '9': -2.4145575}
{'7': -1.0272176, '3': -1.8237379, '4': -2.4501095, '9': -2.4735334, '2': -2.517397}
{'3': -1.9969044, '4': -2.537178, '7': -0.9208127, '8': -2.472853, '9': -2.352827}
{'7': -0.8445476, '3': -2.0595517, '8': -2.4449143, '9': -2.4900918, '5': -2.5525403}
{'7': -0.8941971, '3': -2.003446, '9': -2.4360464, '8': -2.4601095, '4': -2.5444944}
{'3': -1.9545188, '4': -2.493501, '7': -0.92071676, '8': -2.4833503, '9': -2.4821258}
{'7': -0.8704996, '3': -2.0438528, '9': -2.4413404, '8': -2.4442167, '4': -2.558959}
{'7': -0.8860273, '3': -2.0007315, '8': -2.4607172, '9': -2.4933443, '5': -2.5595484}
{'3': -1.9401114, '4': -2.5053713, '7': -0.9661085, '8': -2.4743655, '9': -2.390034}
{'3': -1.8939533, '4': -2.4670963, '7': -0.9854813, '8': -2.5078201, '9': -2.4395847}
{'3': -1.9768546, '4': -2.5375082, '7': -0.92114854, '8': -2.4743352, '9': -2.4013467}
{'3': -2.0779307, '5': -2.5629406, '7': -0.7920953, '8': -2.4693794, '9': -2.604874}
{'3': -1.8836846, '4': -2.5045516, '7': -0.984162, '8': -2.5024323, '9': -2.4319713}
{'3': -1.8870443, '4': -2.4699512, '7': -0.9780612, '8': -2.5023246, '9': -2.4794514}
{'7': -0.90969485, '3': -1.9597722, '9': -2.435816, '8': -2.497904, '4': -2.5350573}
{'3': -1.8973742, '4': -2.4854212, '7': -0.93394566, '8': -2.5136957, '9': -2.5115976}
{'7': -0.9497836, '3': -1.9079002, '9': -2.4265635, '8': -2.5057833, '4': -2.5131}
{'3': -1.8322423, '4': -2.4871724, '5': -2.543422, '7': -0.99727553, '9': -2.4792948}
{'3': -1.8952496, '4': -2.4748359, '7': -1.0196794, '8': -2.4976819, '9': -2.3816197}
{'7': -0.95945764, '3': -1.9862845, '9': -2.3822443, '8': -2.4731925, '4': -2.500868}
{'3': -2.0343454, '5': -2.545372, '7': -0.8820187, '8': -2.5198839, '9': -2.5003755}
{'7': -0.9487824, '3': -1.9017509, '4': -2.4586473, '9': -2.4924016, '5': -2.5497365}
{'7': -0.9048796, '3': -1.9920549, '9': -2.435937, '4': -2.5157423, '8': -2.5280583}
{'3': -1.9132746, '4': -2.4532185, '5': -2.4950466, '7': -0.9079188, '8': -2.5774019}
{'3': -1.9122622, '4': -2.4731429, '5': -2.550482, '7': -0.93509126, '9': -2.5632498}
{'3': -1.9034176, '4': -2.4642239, '7': -0.9483146, '8': -2.5473194, '9': -2.4735508}
{'3': -2.0023198, '4': -2.5406864, '7': -0.90677327, '8': -2.4932716, '9': -2.405852}
{'3': -2.073222, '5': -2.5694911, '7': -0.81233466, '8': -2.5142715, '9': -2.5382583}
{'7': -0.8810474, '3': -2.0115538, '4': -2.5111783, '9': -2.5198164, '8': -2.5313656}
{'3': -1.9028195, '4': -2.4484584, '5': -2.5300643, '7': -0.9396504, '8': -2.5619285}
{'7': -0.91297495, '3': -1.9863087, '9': -2.472238, '4': -2.5067346, '8': -2.5151765}
{'3': -1.9140548, '4': -2.4475822, '5': -2.5314367, '7': -0.923582, '8': -2.5598352}
{'7': -0.96474385, '3': -1.8744957, '4': -2.4827778, '9': -2.522834, '5': -2.5571606}
{'3': -1.8874542, '4': -2.4619133, '7': -0.96831244, '8': -2.5249856, '9': -2.4784462}
{'7': -0.94815123, '3': -1.9519125, '9': -2.3988292, '8': -2.5047138, '4': -2.507424}
{'3': -1.9727769, '4': -2.5038936, '7': -0.8975703, '8': -2.5449016, '9': -2.4726224}
{'3': -1.931815, '4': -2.5258093, '7': -0.96815, '8': -2.5201519, '9': -2.3778408}
{'7': -0.9550579, '3': -1.9142693, '9': -2.4642818, '4': -2.4667635, '8': -2.5337741}
{'7': -0.9507202, '3': -1.9623303, '9': -2.3610654, '8': -2.4799387, '4': -2.5165925}
{'3': -1.9301525, '4': -2.4886088, '7': -0.962709, '8': -2.5076022, '9': -2.4509902}
{'3': -1.9941438, '4': -2.5739474, '7': -0.95528555, '8': -2.4548087, '9': -2.300447}
{'7': -0.91995937, '3': -1.9406008, '9': -2.4576693, '4': -2.5079834, '8': -2.548179}
{'7': -0.9263063, '3': -2.028376, '9': -2.3342197, '8': -2.4754262, '4': -2.540936}
{'3': -2.0032477, '4': -2.5288308, '7': -0.8875403, '8': -2.516788, '9': -2.4736626}
{'3': -1.9448938, '4': -2.5337324, '7': -0.9785757, '8': -2.503541, '9': -2.3347635}
{'3': -1.9380395, '4': -2.5162773, '7': -0.93381673, '8': -2.532051, '9': -2.4670541}
{'7': -0.89175236, '3': -2.0517445, '9': -2.355423, '8': -2.4957542, '4': -2.594038}
{'3': -1.8760862, '4': -2.4980516, '7': -1.0064039, '8': -2.5246897, '9': -2.3536403}
{'3': -1.8683183, '4': -2.4942527, '7': -1.0171239, '8': -2.535856, '9': -2.374849}
{'7': -0.9856775, '3': -1.8840978, '9': -2.4208846, '4': -2.5011098, '8': -2.5565374}
{'7': -0.9798255, '3': -1.9016528, '9': -2.4332364, '4': -2.4675267, '8': -2.5156608}
{'7': -0.80692565, '3': -2.062951, '8': -2.5443296, '9': -2.5485525, '5': -2.5821886}
{'3': -2.1501355, '5': -2.5956311, '7': -0.7523006, '8': -2.5505757, '9': -2.5900824}
{'3': -2.0834596, '5': -2.5913124, '7': -0.8020342, '8': -2.5492878, '9': -2.5086992}
{'7': -0.84017056, '3': -2.0796058, '9': -2.4304626, '8': -2.487517, '5': -2.5645187}
{'7': -0.83020324, '3': -2.0031312, '8': -2.5617707, '5': -2.574699, '4': -2.598159}
{'3': -2.0157819, '4': -2.5596035, '7': -0.8817736, '8': -2.4952989, '9': -2.4594789}
{'7': -0.88334703, '3': -2.0005555, '8': -2.4939733, '9': -2.5011792, '4': -2.5360227}
{'3': -2.175785, '5': -2.6027148, '7': -0.7971727, '8': -2.4607353, '9': -2.450291}
{'3': -2.0873253, '5': -2.5769434, '7': -0.83361155, '8': -2.480214, '9': -2.5107527}
{'3': -2.0935037, '5': -2.6078775, '7': -0.8336178, '8': -2.4859958, '9': -2.4727151}
{'3': -2.100365, '5': -2.5835233, '7': -0.83410674, '8': -2.48547, '9': -2.4872553}
{'3': -2.1348152, '5': -2.6097047, '7': -0.8276708, '8': -2.4706743, '9': -2.4416504}
{'3': -2.0844784, '4': -2.593981, '7': -0.842333, '8': -2.4875987, '9': -2.4674358}
{'3': -2.0295856, '4': -2.6012542, '7': -0.87361604, '8': -2.5065677, '9': -2.4791687}
{'3': -2.0051305, '4': -2.5748308, '7': -0.8637921, '8': -2.5284727, '9': -2.5406854}
{'3': -1.918123, '4': -2.5085523, '7': -0.9681565, '8': -2.5004458, '9': -2.4357715}
{'3': -1.9971225, '5': -2.559695, '7': -0.88353616, '8': -2.522086, '9': -2.4481115}
{'3': -2.0082386, '5': -2.5662277, '7': -0.892573, '8': -2.4938436, '9': -2.4429882}
{'3': -1.9565583, '4': -2.5263958, '7': -0.8965283, '8': -2.5465202, '9': -2.5369072}
{'3': -2.1343358, '5': -2.6113389, '7': -0.83611435, '8': -2.436294, '9': -2.3860736}
{'7': -0.8462537, '3': -2.0816262, '9': -2.4318936, '8': -2.4679406, '5': -2.6032708}
{'7': -0.85680467, '3': -2.1126678, '9': -2.4031494, '8': -2.430579, '5': -2.6252048}
{'7': -0.86591846, '3': -2.0226607, '9': -2.4930947, '8': -2.502084, '4': -2.5926373}
{'7': -0.8675448, '3': -2.0271745, '9': -2.4918752, '8': -2.4930367, '5': -2.5862222}
{'7': -0.8640019, '3': -2.0587003, '9': -2.4621255, '8': -2.4645574, '5': -2.6014097}
{'7': -0.8452993, '3': -2.0974545, '8': -2.4349484, '9': -2.43932, '5': -2.6271024}
{'3': -2.0418923, '5': -2.6065304, '7': -0.84332776, '8': -2.4737217, '9': -2.5491307}
{'7': -0.8635634, '3': -2.0807285, '9': -2.447134, '8': -2.4723587, '5': -2.5807645}
{'3': -2.037972, '5': -2.594477, '7': -0.86234325, '8': -2.4653115, '9': -2.447182}
{'7': -0.9643163, '3': -1.9196844, '9': -2.485404, '8': -2.4893694, '5': -2.5530996}
{'7': -1.0171729, '3': -1.8656036, '9': -2.387992, '8': -2.5126317, '4': -2.560283}
{'7': -0.99895257, '3': -1.7513005, '4': -2.1251924, '5': -2.4334712, '2': -2.4978025}
{'7': -1.0830684, '3': -1.5815272, '4': -2.312181, '2': -2.435012, '5': -2.4784691}
{'3': -1.9156425, '4': -2.57359, '5': -2.5304096, '7': -0.766812, '8': -2.8232255}
{'7': -0.8297128, '3': -1.7890234, '4': -2.4715738, '5': -2.474986, '2': -2.7103434}
{'2': -2.6083457, '3': -1.7488924, '4': -2.46658, '5': -2.606648, '7': -0.9159399}
{'3': -1.9342711, '4': -2.531008, '5': -2.539036, '7': -0.73254615, '8': -2.8531911}
{'3': -2.1254365, '4': -2.7105176, '5': -2.5690763, '7': -0.6503942, '9': -2.7254236}
{'2': -2.7999134, '3': -1.8489989, '4': -2.5083313, '5': -2.4659157, '7': -0.79816043}
{'7': -0.92067087, '3': -1.8642704, '4': -2.4568722, '9': -2.5272784, '5': -2.5605788}
{'2': -2.8186147, '3': -1.8687571, '4': -2.5436115, '5': -2.556549, '7': -0.76189417}
{'3': -1.8764675, '4': -2.4860237, '5': -2.5343347, '7': -0.7750021, '9': -2.8248925}
{'7': -0.70730203, '3': -1.9527738, '4': -2.5389326, '5': -2.5606802, '9': -2.8830717}
{'3': -1.8503251, '4': -2.4491105, '5': -2.465485, '7': -0.8847699, '9': -2.6177924}
{'3': -1.9786391, '4': -2.566423, '5': -2.5255923, '7': -0.7040611, '8': -2.89862}
{'3': -1.9754809, '4': -2.5314693, '5': -2.43157, '7': -0.7838192, '9': -2.6626873}
{'7': -0.88257146, '3': -1.749206, '4': -2.4070904, '5': -2.4489322, '2': -2.6481354}
{'2': -2.4980555, '3': -1.5766973, '4': -2.2746973, '5': -2.5836995, '7': -0.99819475}
