{' 20': -1.9945519, ' 30': -3.109859, ' 25': -1.082395, ' 21': -1.561044, ' 27': -3.123544}
{' 45': -0.42387915, ' 51': -2.56008, ' 53': -2.7681403, ' 49': -2.9953682, ' 55': -3.4444098}
{' 60': -2.1841717, ' 55': -1.4785517, ' 57': -2.720087, ' 59': -2.4674852, ' 61': -2.5987988}
{' 60': -1.927605, ' 55': -2.6250978, ' 51': -2.4674382, ' 54': -1.4168563, ' 56': -2.8365405}
{' 45': -2.4540825, ' 55': -1.0743523, ' 51': -2.1986275, ' 54': -2.6464386, ' 53': -2.1985931}
{' 55': -1.3814746, ' 54': -1.8794643, ' 51': -1.9990654, ' 60': -2.6819556, ' 53': -2.7572699}
{' 55': -1.3095108, ' 51': -2.1340137, ' 54': -2.73319, ' 53': -2.446676, ' 57': -2.775907}
{' 70': -1.8504472, ' 65': -2.0783086, ' 63': -2.882213, ' 61': -2.8709369, ' 71': -2.132614}
{' 55': -2.2973068, ' 65': -2.4010065, ' 63': -2.4624202, ' 71': -2.5843036, ' 70': -2.937844}
{' 60': -2.4643552, ' 64': -2.191942, ' 66': -1.5584505, ' 62': -2.25185, ' 68': -2.4885693}
{' 55': -1.9265718, ' 53': -1.9635677, ' 51': -2.1929455, ' 63': -2.5849288, ' 73': -2.78407}
{' 64': -2.9416366, ' 55': -2.1283717, ' 65': -2.3961549, ' 56': -2.9016528, ' 59': -3.0020998}
{' 80': -1.1552322, ' 70': -2.630683, ' 75': -1.2468784, ' 77': -2.5667315, ' 79': -2.5993106}
{' 75': -1.6097218, ' 77': -2.2957885, ' 69': -2.3662992, ' 79': -1.7703854, ' 81': -2.4345145}
{' 64': -2.2404418, ' 65': -2.540029, ' 63': -2.1197715, ' 68': -1.8495364, ' 69': -2.401588}
{' 75': -2.2587166, ' 77': -1.5824299, ' 73': -2.1335032, ' 71': -2.4067154, ' 79': -2.5968237}
{' 80': -2.8639529, ' 75': -1.9547677, ' 76': -2.7121415, ' 73': -1.8048245, ' 88': -1.2381989}
{' 25': -0.8775845, ' 24': -1.4164771, ' 23': -3.4107845, ' 29': -2.9301107, ' 19': -1.8283159}
{' 40': -2.2170496, ' 33': -2.1204631, ' 34': -2.3015878, ' 42': -2.0869167, ' 41': -2.2049084}
{' 35': -3.0763242, ' 45': -1.1831814, ' 39': -2.5240188, ' 43': -2.7264285, ' 41': -1.9368187}
{' 31': -2.875408, ' 35': -2.5872176, ' 33': -0.46283928, ' 37': -3.340305, ' 41': -3.3079174}
{' 40': -1.0032932, ' 36': -1.7421981, ' 48': -2.531669, ' 42': -2.5927517, ' 44': -1.9482642}
{' 45': -1.845182, ' 33': -1.3127666, ' 39': -1.6467853, ' 43': -2.1792407, ' 41': -2.7831092}
{' 35': -2.9501925, ' 33': -2.5881414, ' 37': -2.864062, ' 43': -0.91934854, ' 41': -2.380765}
{' 30': -2.3300536, ' 45': -2.3313599, ' 36': -2.1691096, ' 33': -2.8177607, ' 42': -2.4856837}
{' 44': -1.6690167, ' 46': -2.1823282, ' 42': -2.2721033, ' 48': -2.3355322, ' 45': -2.4928312}
{' 45': -2.3922906, ' 49': -1.3853308, ' 43': -2.2723815, ' 41': -2.832232, ' 51': -2.2239423}
{' 47': -1.3912541, ' 43': -2.0959187, ' 45': -2.364105, ' 39': -2.430165, ' 49': -2.5449798}
{' 51': -1.962199, ' 55': -2.062456, ' 53': -2.4379795, ' 47': -2.4458394, ' 49': -2.540469}
{' 43': -1.2796448, ' 47': -2.2215145, ' 37': -2.307184, ' 39': -2.7019355, ' 41': -2.8206987}
{' 45': -2.5344121, ' 43': -1.0206898, ' 47': -2.9082527, ' 46': -2.8140972, ' 51': -2.878867}
{' 55': -2.0094495, ' 51': -2.197598, ' 53': -2.5514274, ' 47': -2.5669618, ' 54': -2.8345494}
{' 63': -1.5031985, ' 57': -2.5621748, ' 69': -2.7808292, ' 54': -2.8353822, ' 55': -2.8650224}
{' 45': -1.8393459, ' 49': -2.6526165, ' 42': -2.8018618, ' 55': -2.5779943, ' 51': -2.7242439}
{' 54': -1.5569935, ' 56': -2.0997782, ' 50': -2.4974356, ' 60': -2.613696, ' 52': -2.8202555}
{' 70': -2.3555996, ' 65': -2.5339625, ' 63': -2.3034496, ' 69': -2.9733677, ' 71': -2.7891655}
{' 49': -0.520479, ' 53': -2.4885576, ' 55': -2.716545, ' 51': -2.8477416, ' 57': -2.8661895}
{' 49': -2.7372675, ' 55': -1.9902533, ' 51': -2.4872453, ' 53': -2.223253, ' 63': -2.5940063}
{' 64': -1.040161, ' 63': -2.405584, ' 70': -2.4283292, ' 65': -2.757182, ' 69': -3.2506692}
{' 55': -2.0528572, ' 57': -2.2933109, ' 59': -1.5504519, ' 63': -1.9150399, ' 61': -2.4769084}
{' 64': -2.294203, ' 55': -2.3677354, ' 56': -2.541163, ' 60': -2.702639, ' 59': -2.7228198}
{' 45': -1.5334492, ' 49': -1.5548022, ' 43': -2.8306274, ' 55': -2.5553951, ' 53': -1.8703766}
{' 55': -1.96134, ' 56': -2.4283323, ' 57': -2.3030472, ' 59': -2.8075228, ' 61': -2.7784824}
{' 50': -1.8847522, ' 60': -2.9261217, ' 80': -2.137004, ' 45': -2.4123793, ' 55': -1.8123932}
{' 54': -1.8528459, ' 56': -1.8917577, ' 60': -2.0692127, ' 58': -2.2225492, ' 50': -2.4854267}
{' 55': -2.5819895, ' 65': -2.5692408, ' 59': -2.5952358, ' 61': -2.519143, ' 69': -2.487141}
{' 55': -0.8965319, ' 65': -2.8994758, ' 51': -2.8227706, ' 53': -2.8647413, ' 59': -1.7374324}
{' 60': -2.6066017, ' 70': -2.754553, ' 55': -1.4761714, ' 65': -2.184883, ' 61': -2.7921875}
{' 50': -1.1002328, ' 60': -1.5786272, ' 70': -2.0876806, ' 55': -2.5139778, ' 59': -3.2653244}
{' 65': -1.0434332, ' 66': -2.2579374, ' 63': -2.3288317, ' 64': -2.359523, ' 69': -2.7428875}
{' 70': -1.0682435, ' 65': -1.507546, ' 60': -2.8114934, ' 69': -3.0207293, ' 68': -3.1635308}
{' 70': -0.8413112, ' 72': -2.6839957, ' 76': -2.6869953, ' 68': -2.794725, ' 66': -3.1787803}
{' 55': -2.2229521, ' 75': -2.3977253, ' 63': -2.5039313, ' 70': -2.7453158, ' 60': -2.929454}
{' 75': -2.3695471, ' 85': -0.83090895, ' 77': -3.337552, ' 79': -2.9397662, ' 84': -2.4060261}
{' 69': -2.218458, ' 79': -2.4460294, ' 77': -2.4546335, ' 81': -2.7899892, ' 73': -2.8394618}
{' 70': -1.8250881, ' 65': -2.3189094, ' 68': -3.0367477, ' 69': -2.771445, ' 71': -3.014939}
{' 87': -1.4051294, ' 73': -2.3200455, ' 83': -2.559724, ' 88': -2.6369889, ' 79': -2.70716}
{' 70': -2.3626606, ' 75': -1.3223395, ' 72': -2.7717946, ' 73': -1.8141913, ' 71': -1.2557311}
{' 25': -2.3861387, ' 27': -2.3769433, ' 29': -1.4503914, ' 31': -1.7490708, ' 33': -1.4406506}
{' 30': -1.500288, ' 25': -1.4892617, ' 21': -2.5006065, ' 22': -2.4066966, ' 27': -2.642149}
{' 33': -1.4033124, ' 35': -1.6608407, ' 45': -1.9319512, ' 41': -1.9463135, ' 43': -2.3264043}
{' 35': -2.6796772, ' 45': -2.4616177, ' 33': -2.161546, ' 37': -1.9597905, ' 41': -1.539777}
{' 50': -1.3979474, ' 40': -2.3081954, ' 45': -2.345074, ' 44': -1.6717246, ' 46': -2.2786045}
{' 27': -2.8082736, ' 29': -2.2321618, ' 31': -2.5329888, ' 35': -2.7679865, ' 33': -1.9089731}
{' 45': -2.034385, ' 43': -2.1072419, ' 55': -2.3889496, ' 47': -2.4197724, ' 51': -1.810199}
{' 36': -0.4611246, ' 42': -2.1014483, ' 48': -2.738911, ' 45': -3.051692, ' 39': -3.608003}
{' 45': -2.3074133, ' 44': -2.2711127, ' 43': -2.4044888, ' 55': -2.3676617, ' 54': -2.461568}
{' 48': -2.2011807, ' 49': -2.539243, ' 42': -2.1564991, ' 44': -2.5541632, ' 51': -2.439789}
{' 30': -2.2056794, ' 35': -2.3889499, ' 36': -1.743543, ' 33': -1.5644279, ' 39': -2.4843595}
{' 45': -2.5273085, ' 52': -2.701228, ' 51': -1.1715363, ' 54': -2.3957815, ' 53': -2.9663475}
{' 56': -1.467017, ' 55': -1.9420195, ' 63': -2.2801847, ' 57': -2.3429213, ' 59': -2.6267557}
{' 39': -1.9205347, ' 45': -2.0139883, ' 43': -2.0303476, ' 42': -2.339398, ' 44': -2.775892}
{' 55': -2.668606, ' 47': -2.9354188, ' 51': -1.0227338, ' 53': -2.7542975, ' 56': -2.8056967}
{' 55': -1.4712263, ' 51': -2.0663247, ' 53': -2.112599, ' 57': -2.3896625, ' 49': -2.4021173}
{' 50': -2.5289001, ' 48': -2.1456747, ' 42': -2.1515388, ' 44': -1.8584089, ' 54': -2.2599251}
{' 40': -3.3329344, ' 45': -1.7858304, ' 42': -2.482377, ' 44': -2.7177029, ' 43': -1.9608212}
{' 45': -2.0661898, ' 49': -2.2416275, ' 43': -1.6948042, ' 41': -2.1389828, ' 47': -2.3282907}
{' 40': -2.7008007, ' 45': -1.8013476, ' 42': -1.3927076, ' 43': -1.8743418, ' 41': -1.9281175}
{' 55': -2.378972, ' 65': -2.2429924, ' 53': -2.826413, ' 63': -1.8941458, ' 69': -2.8697891}
{' 56': -2.3189652, ' 53': -2.351722, ' 45': -2.4171288, ' 51': -2.5449271, ' 52': -2.745454}
{' 71': -2.568437, ' 65': -2.5723119, ' 69': -2.7204967, ' 63': -2.738915, ' 75': -2.761416}
{' 59': -0.78586715, ' 55': -1.8318706, ' 63': -2.128671, ' 57': -2.7504551, ' 61': -2.8989327}
{' 50': -2.6384237, ' 45': -2.9879174, ' 55': -2.0962589, ' 51': -2.250449, ' 53': -2.4971578}
{' 45': -2.5481987, ' 49': -3.1218739, ' 55': -2.122402, ' 51': -1.49164, ' 53': -2.9849153}
{' 64': -2.7934306, ' 65': -2.0716724, ' 62': -2.5201807, ' 68': -2.837143, ' 61': -2.1771479}
{' 55': -1.0081109, ' 65': -3.0963492, ' 51': -2.4812288, ' 54': -3.0635765, ' 56': -2.4430492}
{' 51': -0.9765746, ' 55': -0.9957263, ' 53': -2.8675907, ' 50': -3.0413232, ' 54': -3.665856}
{' 55': -1.4695288, ' 51': -1.9254309, ' 59': -2.8588536, ' 54': -2.8767097, ' 50': -2.8774657}
{' 70': -0.65927374, ' 75': -1.9427592, ' 69': -2.9922316, ' 71': -2.1115212, ' 79': -2.6857228}
{' 65': -1.0874072, ' 55': -1.7744455, ' 60': -1.8365221, ' 70': -1.8677608, ' 75': -3.2200918}
{' 68': -1.0872064, ' 58': -1.2777905, ' 66': -2.5014358, ' 60': -2.9395096, ' 62': -3.18609}
{' 80': -2.6623876, ' 70': -2.047632, ' 75': -2.1721008, ' 77': -2.6881368, ' 79': -2.1079862}
{' 80': -2.0166485, ' 79': -2.6298192, ' 70': -2.68662, ' 81': -2.7564986, ' 85': -2.8538735}
{' 70': -2.1991343, ' 75': -2.139672, ' 64': -3.1342502, ' 72': -1.2636858, ' 76': -3.0148761}
{' 81': -0.61746377, ' 80': -1.50086, ' 79': -1.9418466, ' 78': -3.8872066, ' 82': -3.9362082}
{' 65': -2.2273118, ' 63': -1.4060153, ' 67': -2.4503546, ' 69': -2.3320959, ' 71': -2.04046}
{' 55': -1.1180755, ' 53': -2.4126549, ' 54': -2.739109, ' 56': -2.840191, ' 71': -3.313754}
{' 70': -1.9528319, ' 75': -2.01918, ' 65': -2.4174726, ' 73': -2.2270525, ' 71': -2.2040794}
{' 70': -1.4943851, '71': -7.816865, ' 68': -7.5530715, ' 69': -3.3609412, ' 71': -0.30237043}
{' 25': -0.5335681, ' 23': -1.833326, ' 21': -3.0041707, ' 22': -3.0855737, ' 33': -3.351441}
{' 35': -1.5145019, ' 33': -1.9117548, ' 25': -2.0897706, ' 45': -2.4364533, ' 30': -2.6181395}
{' 30': -1.9072466, ' 25': -1.6714163, ' 28': -2.785041, ' 27': -2.4177086, ' 33': -2.1772785}
{' 33': -1.2034293, ' 37': -1.703851, ' 41': -2.0615075, ' 35': -2.353021, ' 31': -3.0763037}
{' 44': -1.2037417, ' 45': -1.6506546, ' 33': -2.403176, ' 40': -2.7965722, ' 43': -2.9753337}
{' 50': -3.428681, ' 45': -1.0103328, ' 43': -3.9257019, ' 55': -0.77130395, ' 51': -3.1765125}
{' 29': -2.582649, ' 33': -1.6500347, ' 37': -2.5404146, ' 43': -2.7246788, ' 41': -2.6643085}
{' 45': -2.4715235, ' 36': -1.8768253, ' 48': -2.1973479, ' 42': -1.3544523, ' 44': -2.6390269}
{' 50': -1.8960358, ' 40': -2.534206, ' 60': -1.9946294, ' 48': -2.5501542, ' 42': -1.6893533}
{' 43': -1.1688377, ' 42': -1.9671947, ' 44': -2.7781513, ' 47': -2.9986734, ' 55': -3.009325}
{' 45': -2.557843, ' 39': -1.820768, ' 42': -1.6865784, ' 43': -2.7620199, ' 41': -2.7256248}
{' 45': -2.7256122, ' 49': -2.196302, ' 55': -2.6966424, ' 47': -2.4624496, ' 51': -1.9848018}
{' 42': -1.3094852, ' 44': -2.0846927, ' 38': -2.4138324, ' 46': -2.4315927, ' 40': -2.5517318}
{' 55': -2.1139357, ' 54': -2.5748196, ' 56': -2.2946424, ' 57': -2.681303, ' 63': -2.4165373}
{' 43': -2.2724445, ' 51': -2.2986455, ' 49': -2.316367, ' 42': -2.4226918, ' 45': -2.4858727}
{' 45': -1.4089955, ' 48': -2.4287329, ' 42': -2.7612102, ' 55': -2.8799448, ' 51': -1.8605318}
{' 50': -2.3906665, ' 48': -2.5218902, ' 42': -1.9651903, ' 44': -2.3406749, ' 56': -1.796783}
{' 45': -2.8109362, ' 39': -2.8686383, ' 43': -2.031527, ' 55': -2.2593179, ' 47': -1.4302449}
{' 55': -1.937213, ' 63': -2.1914701, ' 65': -2.222001, ' 69': -2.700964, ' 59': -2.7023256}
{' 60': -1.1606805, ' 54': -1.6144254, ' 56': -2.3614488, ' 50': -2.7554805, ' 58': -3.2073264}
{' 65': -2.36538, ' 59': -2.7294567, ' 63': -2.6264367, ' 61': -2.3769186, ' 71': -2.352823}
{' 45': -2.237455, ' 48': -2.194269, ' 55': -2.4984224, ' 54': -1.3795239, ' 56': -2.1730611}
{' 45': -1.8577715, ' 49': -2.829682, ' 43': -2.5256174, ' 55': -2.6241271, ' 53': -2.8286529}
{' 64': -2.1726308, ' 55': -2.5637822, ' 51': -2.9115815, ' 54': -2.8379667, ' 56': -2.5470767}
{' 50': -1.7133728, ' 40': -2.3345122, ' 45': -0.6757885, ' 43': -3.7244554, ' 55': -2.7670064}
{' 50': -1.932239, ' 45': -1.9649558, ' 49': -2.2191272, ' 47': -2.4599357, ' 51': -2.3433042}
{' 49': -2.5180905, ' 55': -1.2684205, ' 51': -1.734836, ' 53': -2.0540898, ' 59': -2.7009852}
{' 50': -2.6427138, ' 60': -2.4280376, ' 45': -2.5974998, ' 55': -2.1143131, ' 51': -2.3651428}
{' 55': -1.3973403, ' 59': -2.5569072, ' 65': -2.5909362, ' 53': -2.7765982, ' 57': -2.8690476}
{' 49': -3.1750567, ' 55': -1.2244333, ' 51': -1.9126235, ' 53': -2.4042752, ' 59': -2.468961}
{' 55': -1.5617942, ' 53': -1.6867971, ' 57': -2.4667559, ' 56': -2.6845732, ' 54': -2.7164419}
{' 60': -2.460519, ' 55': -2.3476727, ' 65': -2.5845778, ' 63': -2.9929638, ' 61': -2.4894843}
{' 55': -1.5106413, ' 61': -2.269072, ' 59': -2.4038756, ' 57': -2.5741315, ' 60': -2.5870745}
{' 61': -1.3959554, ' 59': -1.4828943, ' 69': -1.9199041, ' 65': -2.4215882, ' 63': -2.562943}
{' 55': -1.4747368, ' 65': -3.0995233, ' 51': -3.223702, ' 54': -2.6351924, ' 53': -1.6159742}
{' 73': -1.800265, ' 69': -2.0596778, ' 71': -2.2321727, ' 75': -2.3272407, ' 65': -2.3619142}
{' 80': -2.0677283, ' 70': -2.6041548, ' 77': -2.6558478, ' 71': -1.8729213, ' 81': -2.4126017}
{' 65': -1.9770625, ' 66': -1.839367, ' 63': -1.9596865, ' 67': -1.6516229, ' 69': -2.4517367}
{' 77': -1.0486742, ' 75': -2.300906, ' 79': -2.403014, ' 76': -2.4881694, ' 71': -2.519038}
{' 70': -2.1432328, ' 75': -2.5101285, ' 65': -2.837601, ' 72': -2.8909125, ' 71': -1.3928579}
{' 80': -1.4771811, ' 81': -1.5521266, ' 70': -1.8641899, ' 79': -2.2597148, ' 71': -2.3605084}
{' 30': -2.1686091, ' 29': -2.557426, ' 31': -1.81393, ' 32': -2.923555, ' 33': -0.63778067}
{' 30': -1.7464855, ' 40': -2.750409, ' 35': -1.7938298, ' 36': -2.9274528, ' 33': -1.8267411}
{' 30': -0.7841046, ' 25': -2.6599543, ' 29': -3.080989, ' 35': -1.8444093, ' 33': -2.4975083}
{' 33': -1.0651283, ' 35': -1.3912352, ' 31': -1.8361206, ' 37': -2.2042217, ' 41': -3.5768783}
{' 23': -1.4286383, ' 33': -1.4463519, ' 25': -1.6182518, ' 29': -2.402275, ' 35': -2.5123844}
{' 35': -2.0404036, ' 36': -1.8015331, ' 33': -1.3701444, ' 34': -3.045588, ' 37': -2.0976357}
{' 50': -2.487266, ' 45': -1.3181624, ' 43': -2.5659995, ' 47': -2.4626327, ' 51': -1.9863142}
{' 35': -2.354798, ' 45': -2.0154064, ' 39': -2.05836, ' 43': -1.7907017, ' 41': -2.2590187}
{' 55': -1.6873168, ' 53': -1.9740331, ' 51': -2.1585271, ' 49': -2.1885087, ' 47': -2.3665771}
{' 42': -1.765596, ' 43': -1.908506, ' 39': -2.378803, ' 45': -2.3961675, ' 41': -2.756786}
{' 42': -0.7312363, ' 48': -1.7644184, ' 54': -2.5648239, ' 36': -3.054977, ' 45': -3.1286323}
{' 45': -2.811769, ' 55': -1.8921133, ' 51': -1.4514394, ' 54': -2.7191834, ' 53': -2.6535487}
{' 45': -2.2226088, ' 49': -2.2454987, ' 43': -1.843733, ' 55': -2.4712412, ' 51': -2.4857085}
{' 49': -1.7207006, ' 43': -1.8453878, ' 47': -2.0385544, ' 45': -2.3622222, ' 55': -2.4285827}
{' 45': -2.5411923, ' 48': -1.8938875, ' 42': -2.8073015, ' 54': -1.8691207, ' 56': -2.8507147}
{' 55': -1.7463149, ' 51': -2.3712842, ' 54': -2.4129753, ' 53': -2.847798, ' 57': -2.4017763}
{' 49': -2.3542778, ' 55': -1.892343, ' 51': -1.9302459, ' 53': -2.5033927, ' 57': -2.5270753}
{' 45': -1.5831127, ' 51': -1.6791364, ' 48': -2.0467033, ' 54': -2.0903704, ' 43': -2.9043152}
{' 45': -2.558911, ' 48': -2.4292707, ' 49': -1.2098607, ' 51': -2.5947924, ' 56': -2.9455955}
{' 60': -2.3929954, ' 48': -2.2975528, ' 49': -2.3285651, ' 54': -2.480143, ' 56': -1.6201081}
{' 45': -2.353787, ' 49': -2.6566653, ' 43': -2.540793, ' 55': -2.2759347, ' 51': -2.4629407}
{' 55': -1.7536789, ' 53': -1.9386059, ' 56': -2.420097, ' 57': -1.9915538, ' 59': -2.3916557}
{' 55': -1.5803876, ' 56': -2.8858676, ' 57': -2.1884468, ' 59': -1.9388242, ' 63': -1.2712122}
{' 55': -2.1465154, ' 65': -2.616362, ' 57': -2.4244418, ' 59': -2.6628575, ' 63': -1.8820854}
{' 80': -2.78249, ' 55': -3.189481, ' 53': -3.1764643, ' 56': -2.9857218, ' 79': -2.709744}
{' 50': -2.5320039, ' 60': -1.429769, ' 80': -2.4852586, ' 70': -1.2919345, ' 65': -2.4905756}
{' 55': -1.5249009, ' 54': -2.8339038, ' 53': -2.180098, ' 56': -2.6692035, ' 57': -2.7771895}
{' 60': -1.5703154, ' 55': -1.9114257, ' 51': -2.7313852, ' 54': -2.1084578, ' 63': -2.4732952}
{' 60': -2.3472054, ' 70': -2.5276358, ' 55': -2.1938612, ' 65': -2.491073, ' 59': -2.023818}
{' 49': -2.6177676, ' 55': -1.2074549, ' 51': -1.3102229, ' 53': -1.9344314, ' 57': -3.2247534}
{' 71': -0.922046, ' 73': -1.6180872, ' 69': -2.9132302, ' 70': -3.1807654, ' 72': -3.3391192}
{' 50': -1.6494031, ' 60': -2.7926595, ' 70': -1.6167151, ' 55': -2.0208364, ' 51': -2.5837283}
{' 60': -1.2827501, ' 45': -1.7790889, ' 55': -2.2869883, ' 54': -2.4065552, ' 50': -3.247708}
{' 70': -2.727342, ' 66': -2.6578286, ' 63': -1.4815066, ' 61': -2.7104838, ' 69': -2.5219395}
{' 65': -1.7876532, ' 63': -2.3274693, ' 67': -2.041691, ' 69': -1.4653188, ' 71': -2.6657033}
{' 89': -1.9380645, ' 75': -2.2687445, ' 73': -2.674718, ' 63': -2.9851444, ' 79': -3.1118145}
{' 69': -1.7664975, ' 79': -1.775874, ' 77': -2.5596304, ' 78': -2.6411154, ' 73': -2.683381}
{' 75': -1.9549588, ' 63': -2.1404731, ' 69': -2.6899986, ' 71': -2.6930075, ' 70': -2.7865572}
{' 70': -0.24237613, ' 65': -6.5263257, ' 68': -4.177776, ' 67': -6.11909, ' 69': -1.6482484}
{' 77': -1.6571146, ' 73': -2.171538, ' 72': -2.373725, ' 71': -2.4735801, ' 75': -2.663121}
{' 80': -0.8744314, ' 90': -3.2312949, ' 70': -4.603453, ' 75': -2.6258855, ' 85': -0.80105174}
{' 30': -3.037151, ' 25': -0.5809114, ' 24': -3.4110904, ' 27': -2.7142732, ' 29': -2.6962469}
{' 40': -1.7967951, ' 35': -2.2698293, ' 39': -1.7893469, ' 37': -2.5703607, ' 41': -2.2439654}
{' 30': -1.179288, ' 40': -2.8246586, ' 32': -2.5319989, ' 34': -2.282328, ' 44': -1.4389488}
{' 33': -1.6751198, ' 21': -2.1358638, ' 35': -2.2260907, ' 23': -2.3946443, ' 22': -2.615126}
{' 44': -1.0113139, ' 43': -2.0188155, ' 45': -2.63512, ' 42': -2.8943474, ' 46': -2.9447112}
{' 35': -2.4019175, ' 45': -1.5828179, ' 37': -2.3238132, ' 43': -2.3954763, ' 41': -2.3364189}
{' 45': -1.4474862, ' 43': -1.9497769, ' 33': -2.3893065, ' 35': -2.3938487, ' 39': -2.5140967}
{' 45': -2.0851362, ' 36': -2.5636232, ' 48': -2.1885927, ' 42': -1.6382072, ' 43': -2.8538282}
{' 45': -2.0320826, ' 43': -2.0503798, ' 41': -2.1819353, ' 49': -2.282628, ' 51': -2.3388174}
{' 49': -1.7259626, ' 55': -2.2547998, ' 47': -2.0535553, ' 51': -1.9761763, ' 53': -1.9293548}
{' 43': -1.1582389, ' 45': -2.3030753, ' 41': -2.438224, ' 47': -2.54602, ' 39': -2.7719855}
{' 48': -1.8850936, ' 42': -1.5545684, ' 44': -1.7871712, ' 52': -2.551266, ' 54': -2.4655857}
{' 43': -1.1285019, ' 45': -2.0969505, ' 41': -2.2242641, ' 44': -2.497981, ' 42': -2.7228804}
{' 45': -1.9995197, ' 39': -1.9878504, ' 42': -2.021317, ' 43': -1.6390564, ' 41': -2.990967}
{' 55': -1.4090006, ' 51': -2.076296, ' 54': -2.4141943, ' 53': -1.8428271, ' 57': -3.1508954}
{' 45': -2.3944397, ' 48': -2.4257834, ' 42': -2.1508524, ' 43': -2.0459328, ' 51': -2.5804312}
{' 45': -1.2138898, ' 42': -3.1063561, ' 43': -2.4419172, ' 55': -2.2198694, ' 51': -2.5561302}
{' 43': -1.8930002, ' 45': -2.0110633, ' 47': -2.2642696, ' 41': -2.5595183, ' 44': -2.6855028}
{' 40': -2.3270247, ' 48': -2.0240195, ' 42': -1.2017003, ' 52': -2.4996378, ' 56': -2.1067066}
{' 56': -2.024637, ' 55': -2.311616, ' 51': -2.4072094, ' 53': -2.7937899, ' 57': -2.8753297}
{' 63': -1.8453579, ' 65': -2.2021656, ' 69': -2.225754, ' 57': -2.7353184, ' 67': -2.7940636}
{' 60': -1.9485348, ' 64': -2.6876304, ' 55': -1.6167972, ' 54': -2.3439043, ' 63': -2.1072586}
{' 50': -2.1224089, ' 45': -1.8887624, ' 49': -2.5143576, ' 55': -2.4839182, ' 51': -1.2765455}
{' 48': -1.1902105, ' 45': -1.5901606, ' 50': -2.6480563, ' 54': -2.8931522, ' 56': -2.8981402}
{' 70': -2.514268, ' 65': -2.3571236, ' 68': -2.500312, ' 69': -2.5511076, ' 71': -2.3450756}
{' 71': -1.7795087, ' 70': -2.2015612, ' 69': -2.395262, ' 68': -2.498006, ' 72': -2.5806618}
{' 55': -1.6603364, ' 51': -1.8497914, ' 45': -2.0077674, ' 50': -2.4437835, ' 53': -2.7297542}
