{' 4': -1.9939424, ' 5': -2.1387892, ' 6': -2.1379254, ' 7': -2.42884, ' 8': -1.6291037}
{'\n': -1.4770495, ' 4': -2.3324494, ' 5': -2.4514434, ' 6': -2.5108335, ' 8': -1.9122092}
{'\n': -1.4633512, ' 8': -1.9566641, ' 4': -2.3729944, ' 5': -2.4596195, ' 6': -2.503295}
{'\n': -1.623005, ' 4': -2.2780192, ' 5': -2.4208603, ' 6': -2.4704106, ' 8': -1.8548805}
{'\n': -1.9370852, ' 4': -2.2431614, ' 5': -2.3845043, ' 6': -2.398158, ' 8': -1.8779774}
{'\n': -1.5328051, ' 8': -1.9311768, ' 4': -2.3017087, ' 5': -2.4594703, ' 6': -2.487394}
{'\n': -1.6244931, ' 4': -2.264874, ' 5': -2.4427562, ' 6': -2.4752078, ' 8': -1.885609}
{'\n': -1.4067876, ' 4': -2.3359277, ' 5': -2.4951026, ' 6': -2.5527723, ' 8': -1.9423473}
{'\n': -1.3723075, ' 4': -2.3424642, ' 5': -2.5323286, ' 6': -2.5770767, ' 8': -1.9971005}
{'\n': -1.684389, ' 4': -2.2549245, ' 5': -2.4173717, ' 6': -2.4494038, ' 8': -1.8558644}
{'\n': -1.506386, ' 8': -1.9418337, ' 4': -2.2947476, ' 5': -2.4774277, ' 6': -2.52127}
{'\n': -1.5506623, ' 4': -2.2763445, ' 5': -2.4427712, ' 6': -2.4900935, ' 8': -1.8999045}
{'\n': -1.5035008, ' 8': -1.9534433, ' 4': -2.3242004, ' 5': -2.4647446, ' 6': -2.4921777}
{'\n': -1.6647753, ' 4': -2.2678807, ' 5': -2.417132, ' 6': -2.4302964, ' 8': -1.8755906}
{' 8': -1.8515311, '\n': -1.9116622, ' 4': -2.2078736, ' 5': -2.3759108, ' 6': -2.37988}
{'\n': -1.6819546, ' 4': -2.251687, ' 5': -2.417906, ' 6': -2.4427195, ' 8': -1.8812028}
{'\n': -1.2042865, ' 8': -2.0945566, ' 4': -2.3977087, ' 5': -2.6060102, ' 6': -2.6622381}
{'\n': -1.3760877, ' 8': -1.9798923, ' 4': -2.3156345, ' 5': -2.486609, ' 6': -2.5750005}
{'\n': -1.1647958, ' 4': -2.4324806, ' 5': -2.6083546, ' 6': -2.6948538, ' 8': -2.1088102}
{'\n': -1.4123191, ' 8': -1.9552364, ' 4': -2.3207903, ' 5': -2.4894962, ' 6': -2.5566263}
{'\n': -1.4407923, ' 8': -1.9932454, ' 4': -2.3816998, ' 5': -2.5140116, ' 6': -2.5350726}
{'\n': -1.4743695, ' 4': -2.3290734, ' 5': -2.4950786, ' 6': -2.5073705, ' 8': -1.9538655}
{'\n': -1.4124848, ' 4': -2.357429, ' 5': -2.5046744, ' 6': -2.5283344, ' 8': -1.9747398}
{'\n': -1.2746819, ' 4': -2.3823326, ' 5': -2.5589056, ' 6': -2.6106396, ' 8': -2.0185022}
{'\n': -1.500564, ' 8': -1.9387926, ' 4': -2.3187585, ' 5': -2.4513726, ' 6': -2.4807372}
{'\n': -1.6190835, ' 8': -1.8861077, ' 4': -2.288148, ' 5': -2.4242833, ' 6': -2.4452183}
{'\n': -1.3274364, ' 8': -2.0124168, ' 4': -2.3700027, ' 5': -2.5250645, ' 6': -2.5766945}
{'\n': -1.4970534, ' 4': -2.3070672, ' 5': -2.4636633, ' 6': -2.5097182, ' 8': -1.9235965}
{'\n': -1.4772091, ' 4': -2.3280878, ' 5': -2.4577274, ' 6': -2.4909697, ' 8': -1.9367685}
{'\n': -1.4601771, ' 4': -2.3243845, ' 5': -2.4566133, ' 6': -2.5017362, ' 8': -1.9362466}
{'\n': -1.3226868, ' 8': -1.9807106, ' 4': -2.3648527, ' 5': -2.516046, ' 6': -2.5674567}
{'\n': -1.4226655, ' 4': -2.3218448, ' 5': -2.4807432, ' 6': -2.534785, ' 8': -1.9438515}
{'\n': -1.4925841, ' 8': -1.9468508, ' 4': -2.3379717, ' 5': -2.4645042, ' 6': -2.4936016}
{'\n': -1.5652295, ' 4': -2.309642, ' 5': -2.4357836, ' 6': -2.4687521, ' 8': -1.9181751}
{'\n': -1.5858488, ' 8': -1.9275916, ' 4': -2.3266687, ' 5': -2.4450197, ' 6': -2.4637358}
{'\n': -1.4144555, ' 8': -1.9417192, ' 4': -2.3516543, ' 5': -2.4997647, ' 6': -2.555628}
{'\n': -2.3528411, ' 4': -2.2390954, ' 5': -2.339667, ' 6': -2.2946575, ' 8': -1.7830894}
{' 8': -1.8321608, '\n': -1.9515436, ' 4': -2.2530267, ' 5': -2.382072, ' 6': -2.3841236}
{'\n': -1.8872336, ' 4': -2.2615354, ' 5': -2.3739593, ' 6': -2.3896635, ' 8': -1.8218629}
{'\n': -1.6234816, ' 8': -1.8830345, ' 4': -2.3181124, ' 5': -2.433009, ' 6': -2.463955}
{'\n': -1.9538877, ' 4': -2.2635286, ' 5': -2.3650844, ' 6': -2.3581665, ' 8': -1.8004005}
{'\n': -1.6531838, ' 8': -1.8651541, ' 4': -2.2993286, ' 5': -2.4176722, ' 6': -2.464549}
{'\n': -1.5225784, ' 8': -1.9128562, ' 4': -2.3587265, ' 5': -2.4633465, ' 6': -2.5344152}
{'\n': -1.5360134, ' 8': -1.8817613, ' 4': -2.3210914, ' 5': -2.438111, ' 6': -2.511441}
{' 8': -1.8119487, '\n': -1.9213713, ' 4': -2.2580469, ' 5': -2.377737, ' 6': -2.382885}
{'\n': -1.9136939, ' 4': -2.244016, ' 5': -2.3860934, ' 6': -2.389544, ' 8': -1.7980798}
{' 8': -1.778761, '\n': -2.0204709, ' 4': -2.2273858, ' 5': -2.3565638, ' 6': -2.3569891}
{'\n': -1.5700157, ' 8': -1.8836648, ' 4': -2.3304117, ' 5': -2.4505498, ' 6': -2.4928765}
{'\n': -1.5358996, ' 8': -1.8959109, ' 4': -2.3599555, ' 5': -2.4538457, ' 6': -2.5132682}
{'\n': -1.5720187, ' 8': -1.8869123, ' 4': -2.3209238, ' 5': -2.4403582, ' 6': -2.5286427}
{'\n': -1.2852522, ' 8': -2.01189, ' 4': -2.454252, ' 5': -2.5595424, ' 6': -2.6415174}
{'\n': -1.5458307, ' 4': -2.3359776, ' 5': -2.4490216, ' 6': -2.501468, ' 8': -1.871667}
{' 8': -1.7763249, ' 4': -2.2265747, '\n': -2.2543826, ' 6': -2.3054159, ' 5': -2.3393989}
{' 8': -1.7867184, '\n': -2.138092, ' 4': -2.21101, ' 6': -2.328686, ' 5': -2.3388462}
{'\n': -2.2648873, ' 4': -2.206798, ' 5': -2.3377595, ' 6': -2.3156142, ' 8': -1.7554793}
{'\n': -1.9894495, ' 4': -2.2360594, ' 5': -2.3723402, ' 6': -2.3644838, ' 8': -1.7854377}
{' 8': -1.7687472, '\n': -2.1767588, ' 4': -2.2254217, ' 6': -2.3277473, ' 5': -2.3524215}
{' 8': -1.7574339, ' 4': -2.190812, ' 6': -2.308938, ' 5': -2.3343067, '\n': -2.3723984}
{'\n': -1.677843, ' 4': -2.3085003, ' 5': -2.4391289, ' 6': -2.4593065, ' 8': -1.8580387}
{' 8': -1.7807493, '\n': -1.9904766, ' 4': -2.2197247, ' 5': -2.3723688, ' 6': -2.3750858}
{'\n': -1.7496692, ' 8': -1.8460207, ' 4': -2.3112662, ' 6': -2.3978045, ' 5': -2.4171422}
{'\n': -1.5578587, ' 8': -1.8890202, ' 4': -2.3296015, ' 5': -2.4501526, ' 6': -2.4922154}
{'\n': -1.7934012, ' 8': -1.8329167, ' 4': -2.2860312, ' 6': -2.4115777, ' 5': -2.4249737}
{'\n': -1.636313, ' 8': -1.8693787, ' 4': -2.327255, ' 5': -2.451224, ' 6': -2.4726532}
{'\n': -1.6515855, ' 8': -1.842987, ' 4': -2.284586, ' 5': -2.4113996, ' 6': -2.50276}
{'\n': -1.7543819, ' 4': -2.2696683, ' 5': -2.3884838, ' 6': -2.4689977, ' 8': -1.8221271}
{'\n': -1.4290584, ' 8': -1.9423699, ' 4': -2.3778386, ' 5': -2.493029, ' 6': -2.545651}
{'\n': -1.5655757, ' 4': -2.3559678, ' 5': -2.4845126, ' 6': -2.5112803, ' 8': -1.8855153}
{' 8': -1.8273557, ' 4': -2.2194932, '\n': -2.242763, ' 6': -2.3152604, ' 5': -2.3536277}
{'\n': -1.6914293, ' 8': -1.9111369, ' 4': -2.298171, ' 5': -2.433349, ' 6': -2.4428294}
{'\n': -1.6350069, ' 4': -2.290951, ' 5': -2.4412844, ' 6': -2.450949, ' 8': -1.8998462}
{'\n': -1.4559397, ' 8': -1.9529718, ' 4': -2.3625522, ' 5': -2.4922357, ' 6': -2.5171103}
{'\n': -1.746187, ' 8': -1.8627384, ' 4': -2.272124, ' 6': -2.403507, ' 5': -2.410545}
{'\n': -1.6228153, ' 8': -1.8855238, ' 4': -2.3008034, ' 5': -2.4307034, ' 6': -2.4414456}
{'\n': -1.6304951, ' 8': -1.8893585, ' 4': -2.2968645, ' 6': -2.4436817, ' 5': -2.4500122}
{'\n': -1.3985261, ' 4': -2.3602037, ' 5': -2.509571, ' 6': -2.5328872, ' 8': -1.9354762}
{'\n': -2.0685203, ' 4': -2.243863, ' 5': -2.354407, ' 6': -2.3266993, ' 8': -1.8134794}
{'\n': -1.6452942, ' 8': -1.8854914, ' 4': -2.2931814, ' 5': -2.4157085, ' 6': -2.4424648}
{'\n': -2.058133, ' 4': -2.2192163, ' 5': -2.3645418, ' 6': -2.3408859, ' 8': -1.8138492}
{'\n': -1.8512594, ' 4': -2.2751484, ' 5': -2.3831615, ' 6': -2.3797045, ' 8': -1.8305807}
{'\n': -1.5378755, ' 4': -2.3432734, ' 5': -2.4765675, ' 6': -2.479604, ' 8': -1.929373}
{'\n': -1.5813684, ' 4': -2.3231153, ' 5': -2.464207, ' 6': -2.469246, ' 8': -1.8994112}
{'\n': -1.3631335, ' 8': -1.996009, ' 4': -2.4053316, ' 5': -2.525923, ' 6': -2.5593815}
{'\n': -1.6504105, ' 8': -1.8751286, ' 4': -2.3293607, ' 5': -2.4279575, ' 6': -2.4538946}
{'\n': -1.7984421, ' 4': -2.2903664, ' 5': -2.4027085, ' 6': -2.4125571, ' 8': -1.8612294}
{'\n': -1.5664405, ' 8': -1.907377, ' 4': -2.3220224, ' 5': -2.4337225, ' 6': -2.486988}
{'\n': -1.657639, ' 8': -1.8825384, ' 4': -2.3106055, ' 5': -2.4113097, ' 6': -2.4413552}
{'\n': -1.5843986, ' 8': -1.8974317, ' 4': -2.310801, ' 5': -2.4375455, ' 6': -2.491878}
{'\n': -1.8418943, ' 4': -2.2611973, ' 5': -2.3590136, ' 6': -2.3800106, ' 8': -1.8127805}
{'\n': -1.8175836, ' 8': -1.8264223, ' 4': -2.2571578, ' 5': -2.3702016, ' 6': -2.4006648}
{'\n': -1.5905976, ' 8': -1.9012684, ' 4': -2.338559, ' 5': -2.44842, ' 6': -2.4570642}
{'\n': -1.745021, ' 4': -2.2862463, ' 5': -2.3985014, ' 6': -2.427952, ' 8': -1.8508159}
{'\n': -1.7361095, ' 8': -1.8412206, ' 4': -2.299589, ' 5': -2.3812568, ' 6': -2.406431}
{'\n': -1.4541855, ' 4': -2.351675, ' 5': -2.4627743, ' 6': -2.5249777, ' 8': -1.9277085}
{'\n': -1.640104, ' 8': -1.8812044, ' 4': -2.3257978, ' 5': -2.3968284, ' 6': -2.4257116}
{'\n': -1.6762997, ' 8': -1.8660017, ' 4': -2.3083959, ' 5': -2.3905895, ' 6': -2.4290798}
{'\n': -1.6896453, ' 4': -2.3263898, ' 5': -2.3854728, ' 6': -2.4227128, ' 8': -1.8733039}
{'\n': -1.6958972, ' 8': -1.8796054, ' 4': -2.3032277, ' 5': -2.3856974, ' 6': -2.4303703}
{'\n': -1.7489069, ' 4': -2.3413684, ' 5': -2.40157, ' 6': -2.4089115, ' 8': -1.870364}
{'\n': -1.7541274, ' 8': -1.8225468, ' 4': -2.2904804, ' 5': -2.4449987, ' 6': -2.456439}
{'\n': -1.657266, ' 4': -2.3273253, ' 5': -2.5052676, ' 6': -2.4760737, ' 8': -1.8558688}
{'\n': -1.4674996, ' 8': -1.9380759, ' 4': -2.371745, ' 5': -2.5421848, ' 6': -2.54485}
{'\n': -1.5265273, ' 4': -2.3240836, ' 5': -2.4906635, ' 6': -2.5003319, ' 8': -1.8676167}
{'\n': -1.4897841, ' 8': -1.886115, ' 4': -2.353566, ' 6': -2.48684, ' 5': -2.4971855}
{'\n': -1.6254098, ' 4': -2.3093555, ' 5': -2.4437788, ' 6': -2.4484692, ' 8': -1.8312699}
{'\n': -1.5919739, ' 4': -2.3129814, ' 5': -2.4383857, ' 6': -2.4632585, ' 8': -1.8410289}
{'\n': -1.4701487, ' 8': -1.8896434, ' 4': -2.360392, ' 5': -2.494312, ' 6': -2.5046937}
{'\n': -1.3670051, ' 8': -1.910255, ' 4': -2.363877, ' 5': -2.505011, ' 6': -2.565045}
{'\n': -1.4290532, ' 8': -1.896221, ' 4': -2.3478422, ' 5': -2.5313063, ' 6': -2.5525386}
{'\n': -1.6418338, ' 4': -2.2685847, ' 5': -2.4450011, ' 6': -2.4641283, ' 8': -1.8500142}
{'\n': -1.5220834, ' 4': -2.3126051, ' 5': -2.4877818, ' 6': -2.5025094, ' 8': -1.864398}
{'\n': -1.4257076, ' 8': -1.8991191, ' 4': -2.3272378, ' 5': -2.5020607, ' 6': -2.5372672}
{'\n': -1.414101, ' 4': -2.3506188, ' 5': -2.496567, ' 6': -2.5323977, ' 8': -1.8954023}
{'\n': -1.4759933, ' 8': -1.8847971, ' 4': -2.3306532, ' 5': -2.474473, ' 6': -2.5080948}
{'\n': -1.3171992, ' 4': -2.37825, ' 5': -2.5302567, ' 6': -2.5831084, ' 8': -1.9451616}
{'\n': -1.2957916, ' 8': -1.9467698, ' 4': -2.3798354, ' 5': -2.5533571, ' 6': -2.6136227}
{'\n': -1.5044816, ' 4': -2.295711, ' 5': -2.4894974, ' 6': -2.5163968, ' 8': -1.8891948}
{'\n': -1.5472348, ' 8': -1.8725169, ' 4': -2.2698548, ' 5': -2.4688542, ' 6': -2.514702}
{'\n': -1.6950426, ' 8': -1.822193, ' 4': -2.2330322, ' 5': -2.445177, ' 6': -2.4646997}
{'\n': -1.55422, ' 4': -2.2651575, ' 5': -2.459153, ' 6': -2.513336, ' 8': -1.8498523}
{'\n': -1.6032653, ' 8': -1.8447357, ' 4': -2.2653441, ' 5': -2.4461007, ' 6': -2.4813733}
{'\n': -1.7391875, ' 4': -2.236355, ' 5': -2.42676, ' 6': -2.455662, ' 8': -1.823313}
{'\n': -1.4354275, ' 4': -2.3113234, ' 5': -2.5022001, ' 6': -2.5495481, ' 8': -1.9151936}
{'\n': -1.2709801, ' 4': -2.3927834, ' 5': -2.5629656, ' 6': -2.6220515, ' 8': -1.9599774}
{'\n': -1.2374982, ' 8': -1.9610937, ' 4': -2.3932788, ' 5': -2.5700977, ' 6': -2.6162403}
{'\n': -1.3733249, ' 8': -1.919086, ' 4': -2.331513, ' 5': -2.5139089, ' 6': -2.5738187}
{'\n': -1.1408838, ' 8': -2.0262942, ' 4': -2.4426446, ' 5': -2.6249774, ' 6': -2.6766179}
{'\n': -1.3854355, ' 8': -1.9159455, ' 4': -2.3528533, ' 5': -2.5210767, ' 6': -2.5538545}
{'\n': -0.992283, ' 4': -2.5107672, ' 5': -2.7037776, ' 6': -2.7856152, ' 8': -2.1089792}
{'\n': -1.2612689, ' 8': -1.9813302, ' 4': -2.385299, ' 5': -2.5616028, ' 6': -2.618172}
{'\n': -0.93100905, ' 8': -2.1827323, ' 4': -2.5834167, ' ': -2.767889, ' 5': -2.7694433}
{'\n': -1.1060383, ' 8': -2.0447361, ' 4': -2.4679558, ' 5': -2.6598074, ' 6': -2.7286532}
{'\n': -1.6187006, ' 8': -1.8877198, ' 4': -2.2871432, ' 6': -2.4782424, ' 5': -2.4985652}
{'\n': -1.5784274, ' 4': -2.295358, ' 5': -2.4815505, ' 6': -2.502456, ' 8': -1.8818609}
{'\n': -1.5960983, ' 8': -1.870023, ' 4': -2.2848535, ' 5': -2.470181, ' 6': -2.473929}
{'\n': -1.5893916, ' 4': -2.2958717, ' 5': -2.4415045, ' 6': -2.464894, ' 8': -1.8662395}
{'\n': -1.5292528, ' 4': -2.2867575, ' 5': -2.502031, ' 6': -2.520478, ' 8': -1.8917847}
{'\n': -1.7332714, ' 8': -1.8398281, ' 4': -2.2439828, ' 5': -2.4444644, ' 6': -2.4570892}
{'\n': -1.3319222, ' 8': -1.939429, ' 4': -2.3495367, ' 5': -2.5439498, ' 6': -2.5942304}
{'\n': -1.4402817, ' 8': -1.9054908, ' 4': -2.328488, ' 5': -2.4986238, ' 6': -2.5428886}
{'\n': -1.5821432, ' 8': -1.8748087, ' 4': -2.2655883, ' 5': -2.4836154, ' 6': -2.5143428}
{'\n': -1.6032859, ' 8': -1.8713207, ' 4': -2.2628996, ' 5': -2.48139, ' 6': -2.5033464}
{'\n': -1.5136135, ' 4': -2.3019845, ' 5': -2.5357559, ' 6': -2.5620534, ' 8': -1.9144638}
{'\n': -1.5467607, ' 4': -2.2910416, ' 5': -2.502828, ' 6': -2.5253499, ' 8': -1.8789141}
{'\n': -1.3482279, ' 4': -2.3512206, ' 5': -2.5305314, ' 6': -2.5695956, ' 8': -1.9433149}
{'\n': -1.3530644, ' 4': -2.3577316, ' 5': -2.5439737, ' 6': -2.588784, ' 8': -1.9616736}
{'\n': -1.0640891, ' 4': -2.4963782, ' 5': -2.686146, ' 6': -2.7401679, ' 8': -2.0882695}
{'\n': -1.2559537, ' 8': -1.969406, ' 4': -2.4082603, ' 5': -2.5941048, ' 6': -2.6379728}
{'\n': -1.3371983, ' 8': -1.957097, ' 4': -2.367113, ' 5': -2.5840921, ' 6': -2.5956373}
{'\n': -1.4939545, ' 4': -2.3416224, ' 5': -2.5108757, ' 6': -2.5306187, ' 8': -1.9050817}
{'\n': -1.2850602, ' 4': -2.4013379, ' 5': -2.5868123, ' 6': -2.627703, ' 8': -1.9771465}
{'\n': -1.4858791, ' 8': -1.8923523, ' 4': -2.3517687, ' 5': -2.5144894, ' 6': -2.5322316}
{'\n': -1.4262385, ' 4': -2.3512034, ' 5': -2.5358717, ' 6': -2.5461154, ' 8': -1.9278425}
{'\n': -1.5266073, ' 8': -1.9059639, ' 4': -2.3205488, ' 5': -2.5172367, ' 6': -2.5332031}
{'\n': -1.1878471, ' 8': -2.0365238, ' 4': -2.463258, ' 5': -2.6654806, ' 6': -2.6836443}
{'\n': -1.3595818, ' 4': -2.3971555, ' 5': -2.5793731, ' 6': -2.5995483, ' 8': -1.9561491}
{'\n': -1.3308274, ' 8': -1.937389, ' 4': -2.3584666, ' 5': -2.544232, ' 6': -2.5729978}
{'\n': -1.5062872, ' 4': -2.3459356, ' 5': -2.529714, ' 6': -2.543454, ' 8': -1.8977658}
{'\n': -1.3764324, ' 4': -2.3728228, ' 5': -2.546322, ' 6': -2.5627432, ' 8': -1.9420968}
{'\n': -1.4904858, ' 8': -1.8986813, ' 4': -2.3455436, ' 5': -2.5128362, ' 6': -2.5146117}
{'\n': -1.3329335, ' 8': -1.9321748, ' 4': -2.3559303, ' 5': -2.5231316, ' 6': -2.594777}
{'\n': -1.3680581, ' 8': -1.9459741, ' 4': -2.3579948, ' 5': -2.539232, ' 6': -2.5715628}
{'\n': -1.1802015, ' 4': -2.4417734, ' 5': -2.660718, ' 6': -2.6795158, ' 8': -2.04142}
{'\n': -1.4312726, ' 4': -2.3575509, ' 5': -2.5418491, ' 6': -2.567673, ' 8': -1.9119902}
{'\n': -1.5868729, ' 8': -1.9282265, ' 4': -2.2956645, ' 5': -2.4799573, ' 6': -2.4898393}
{'\n': -1.3145399, ' 8': -2.0413685, ' 4': -2.40773, ' 5': -2.5828152, ' 6': -2.6269884}
{'\n': -1.3513235, ' 8': -1.9771371, ' 4': -2.3849356, ' 5': -2.5483527, ' 6': -2.562141}
{'\n': -1.3218148, ' 8': -1.9887516, ' 4': -2.4093583, ' 6': -2.5681164, ' 5': -2.57284}
{'\n': -1.3189983, ' 8': -1.9890327, ' 4': -2.384786, ' 5': -2.5600748, ' 6': -2.5777445}
{'\n': -1.3342036, ' 4': -2.3889914, ' 5': -2.5512524, ' 6': -2.5720816, ' 8': -1.9841088}
{'\n': -1.19333, ' 8': -2.0316765, ' 4': -2.4246714, ' 5': -2.6107657, ' 6': -2.6349795}
{'\n': -1.0884736, ' 8': -2.0927145, ' 4': -2.497363, ' 5': -2.6858702, ' 6': -2.7074597}
{'\n': -1.2453977, ' 8': -2.0424175, ' 4': -2.4236786, ' 5': -2.6058035, ' 6': -2.6074104}
{'\n': -1.1705514, ' 4': -2.4496346, ' 5': -2.6496868, ' 6': -2.6499338, ' 8': -2.0791712}
{'\n': -1.2541188, ' 4': -2.3951864, ' 5': -2.6026058, ' 6': -2.599985, ' 8': -2.026597}
{'\n': -1.1859411, ' 8': -2.0445006, ' 4': -2.4258378, ' 5': -2.5936503, ' 6': -2.6127207}
{'\n': -0.99862784, ' 4': -2.5254805, ' 5': -2.7218506, ' 6': -2.7411873, ' 8': -2.1627953}
{'\n': -1.1454766, ' 4': -2.4326842, ' 5': -2.6042922, ' 6': -2.6429799, ' 8': -2.0686677}
{'\n': -0.99113816, ' 8': -2.1851134, ' 4': -2.5056214, ' 5': -2.7076688, ' 6': -2.778896}
{'\n': -1.0947105, ' 8': -2.0945885, ' 4': -2.4506447, ' 5': -2.6419508, ' 6': -2.7021513}
{'\n': -1.4124552, ' 4': -2.3796754, ' 5': -2.5642955, ' 6': -2.567248, ' 8': -2.0119283}
{'\n': -1.2496723, ' 8': -2.062671, ' 4': -2.4036868, ' 5': -2.6063302, ' 6': -2.666774}
{'\n': -1.2967983, ' 8': -2.0402713, ' 4': -2.3850982, ' 5': -2.5779815, ' 6': -2.6294885}
{'\n': -1.2800688, ' 4': -2.388839, ' 5': -2.5776608, ' 6': -2.6327147, ' 8': -2.0314286}
{'\n': -1.3428813, ' 8': -2.0309563, ' 4': -2.361605, ' 5': -2.5743105, ' 6': -2.612571}
{'\n': -1.4995291, ' 8': -1.9727035, ' 4': -2.2995067, ' 5': -2.5089295, ' 6': -2.547417}
{'\n': -1.1368454, ' ': -2.6818979, ' 4': -2.4471548, ' 5': -2.669316, ' 8': -2.1251495}
{'\n': -1.1084794, ' 8': -2.101081, ' 4': -2.4533825, ' 5': -2.6566944, ' 6': -2.7163944}
{'\n': -1.0882815, ' 8': -2.1412838, ' 4': -2.489933, ' ': -2.6405618, ' 5': -2.6934602}
{'\n': -1.0221035, ' 8': -2.1858332, ' 4': -2.5330117, ' ': -2.6345017, ' 5': -2.7436898}
{'\n': -1.2228173, ' 8': -2.054802, ' 4': -2.4047012, ' 5': -2.6118762, ' 6': -2.6434772}
{'\n': -0.96758103, ' 8': -2.1991313, ' 4': -2.5495646, ' ': -2.7616847, ' 5': -2.7618828}
{'\n': -0.8116588, ' ': -2.6225154, ' 4': -2.6624422, ' 5': -2.9012773, ' 8': -2.358839}
{'\n': -0.93947405, ' ': -2.6743908, ' 4': -2.5544882, ' 5': -2.7960281, ' 8': -2.2462854}
{'\n': -1.1637049, ' 8': -2.1348686, ' 4': -2.45125, ' ': -2.516204, ' 5': -2.6854649}
{'\n': -1.0885394, ' ': -2.7055295, ' 4': -2.4625752, ' 5': -2.684047, ' 8': -2.1258767}
{'\n': -1.1030351, ' ': -2.263237, ' 4': -2.5366, ' 5': -2.7373574, ' 8': -2.1718264}
{'\n': -1.0625591, ' 8': -2.18678, ' ': -2.3459415, ' 4': -2.5618916, ' 5': -2.7415893}
{'\n': -0.9452188, ' 8': -2.2184951, ' ': -2.4823806, ' 4': -2.631889, ' 5': -2.7933366}
{'\n': -1.0070173, ' ': -2.7358532, ' 4': -2.538662, ' 5': -2.7093985, ' 8': -2.1340945}
{'\n': -0.9670029, ' ': -2.64458, ' 4': -2.5902567, ' 5': -2.7562819, ' 8': -2.1806612}
{'\n': -1.0446806, ' 8': -2.131174, ' 4': -2.5325031, ' ': -2.6077547, ' 5': -2.702282}
{'\n': -0.9905008, ' ': -2.6343284, ' 4': -2.54526, ' 5': -2.7292132, ' 8': -2.1537385}
{'\n': -0.91893506, ' ': -2.733618, ' 4': -2.5890877, ' 5': -2.7789402, ' 8': -2.1967814}
