{' 25': -1.4947186, ' 21': -1.5687658, ' 22': -2.1104813, ' 33': -2.7979405, ' 20': -2.8544052}
{' 35': -2.8099465, ' 33': -2.2420287, ' 37': -2.3450787, ' 43': -2.586578, ' 41': -2.5485625}
{' 45': -1.6050904, ' 43': -2.3853714, ' 55': -2.4714475, ' 51': -1.7814012, ' 53': -2.9057553}
{' 36': -2.343464, ' 48': -2.8200684, ' 42': -1.6857147, ' 44': -2.6992884, ' 46': -2.7593908}
{' 45': -2.0291862, ' 39': -2.7022667, ' 43': -1.8815345, ' 47': -2.3071032, ' 51': -2.666914}
{' 43': -1.8598613, ' 45': -1.9464434, ' 51': -2.204608, ' 47': -2.3973465, ' 41': -2.775213}
{' 45': -2.61914, ' 48': -1.2997713, ' 42': -2.423377, ' 51': -2.7404432, ' 54': -2.251422}
{' 45': -2.3871393, ' 43': -2.4100504, ' 55': -2.6846476, ' 51': -2.5450315, ' 53': -2.8146045}
{' 51': -1.9233714, ' 45': -2.0285218, ' 55': -2.3573945, ' 43': -2.574862, ' 53': -2.7373564}
{' 45': -1.976928, ' 43': -2.2062552, ' 47': -2.7694323, ' 44': -2.7928534, ' 42': -2.957946}
{' 45': -1.892172, ' 43': -2.683384, ' 55': -2.196006, ' 47': -2.2863362, ' 51': -2.403244}
{' 55': -1.8804429, ' 47': -2.3048565, ' 51': -1.7053463, ' 53': -2.3573496, ' 59': -2.7559226}
{' 45': -1.4206548, ' 48': -2.448708, ' 50': -2.7144837, ' 54': -2.7201457, ' 51': -2.9821446}
{' 55': -1.2022586, ' 65': -1.8059027, ' 59': -2.3826146, ' 53': -2.6951709, ' 57': -2.737022}
{' 60': -1.5530324, ' 55': -1.781243, ' 50': -2.4901197, ' 65': -2.9545605, ' 54': -3.0351512}
{' 55': -2.2847562, ' 65': -2.3109736, ' 57': -2.366671, ' 59': -2.2590117, ' 61': -2.3233304}
{' 45': -2.5694246, ' 55': -1.7814313, ' 51': -2.2454453, ' 53': -2.486435, ' 59': -2.9010618}
{' 59': -1.0015327, ' 55': -1.6368972, ' 53': -2.3257618, ' 51': -2.600254, ' 57': -2.8326826}
{' 59': -1.8071303, ' 55': -1.9128511, ' 51': -2.0624022, ' 57': -2.3759086, ' 53': -2.610379}
{' 50': -2.374599, ' 45': -3.002955, ' 55': -1.6893574, ' 51': -0.8934112, ' 53': -2.7899604}
{' 45': -1.8309866, ' 55': -2.0460012, ' 51': -2.4339416, ' 53': -2.856076, ' 50': -2.9475582}
{' 55': -1.54153, ' 50': -2.047996, ' 51': -2.55302, ' 53': -2.7938244, ' 57': -2.8665442}
{' 55': -1.7000663, ' 59': -1.7606407, ' 57': -2.5301635, ' 56': -2.5563982, ' 58': -2.6545875}
{' 55': -2.4215565, ' 70': -2.5990715, ' 61': -2.8211286, ' 59': -2.8570936, ' 65': -2.864809}
{' 65': -2.237314, ' 66': -2.2621953, ' 63': -2.820935, ' 68': -2.1926734, ' 67': -1.964463}
{' 55': -2.8063598, ' 58': -2.2185206, ' 57': -1.7882744, ' 59': -1.3955752, ' 61': -2.3005672}
{' 60': -2.202604, ' 70': -2.7636764, ' 65': -2.6778543, ' 59': -2.9931247, ' 61': -2.7497947}
{' 65': -1.2240919, ' 66': -1.6990865, ' 63': -1.9511493, ' 67': -2.1880362, ' 68': -2.633547}
{' 64': -2.3095634, ' 65': -2.0083044, ' 63': -2.0414338, ' 62': -2.3705387, ' 61': -2.487251}
{' 70': -2.347176, ' 68': -2.1084867, ' 67': -1.6682209, ' 69': -2.12635, ' 71': -2.5384364}
{' 65': -1.75832, ' 63': -2.2363625, ' 68': -2.1456206, ' 67': -1.2583352, ' 69': -1.6948014}
{' 65': -2.155633, ' 59': -2.2006855, ' 63': -2.4376602, ' 67': -2.542862, ' 61': -2.4115963}
{' 70': -0.39916992, ' 72': -1.8348446, ' 68': -4.5489426, ' 73': -3.6591463, ' 71': -2.3919144}
{' 70': -3.6344638, ' 68': -4.3106093, ' 67': -4.4216695, ' 69': -0.07150238, ' 71': -5.2769494}
{' 73': -1.3985171, ' 71': -1.9726577, ' 67': -2.3825765, ' 70': -2.5140977, ' 65': -2.5185616}
{' 20': -2.6781275, ' 25': -2.2618105, ' 23': -2.7681458, ' 21': -1.0472958, ' 22': -2.1425507}
{' 25': -1.8303456, ' 23': -2.1590266, ' 21': -1.3859323, ' 33': -2.3036673, ' 41': -3.0201774}
{' 21': -0.97405887, ' 25': -1.9063537, ' 31': -2.3750076, ' 23': -2.6821916, ' 33': -2.899019}
{' 25': -1.9320627, ' 33': -2.7526433, ' 29': -2.8003023, ' 41': -2.8225143, ' 35': -2.8636549}
{' 30': -2.7984965, ' 25': -1.8277352, ' 24': -2.1751463, ' 23': -2.4555886, ' 22': -2.6907475}
{' 25': -1.99362, ' 23': -2.4745724, ' 27': -2.3262112, ' 29': -2.482485, ' 33': -2.082801}
{' 30': -2.3393323, ' 24': -2.7199216, ' 40': -2.836479, ' 36': -2.746138, ' 34': -2.790732}
{' 36': -2.2863195, ' 30': -2.345332, ' 42': -2.8237484, ' 37': -2.884219, ' 33': -2.9810026}
{' 35': -2.713498, ' 33': -2.0274868, ' 37': -2.7482262, ' 43': -2.3454123, ' 41': -2.4161263}
{' 50': -2.6385303, ' 40': -2.0619016, ' 45': -2.636932, ' 42': -2.5841517, ' 44': -2.8548217}
{' 45': -2.3545167, ' 43': -2.3870733, ' 55': -2.791722, ' 47': -2.5820186, ' 51': -2.529317}
{' 43': -2.1150475, ' 45': -2.3126926, ' 41': -2.5990229, ' 37': -2.8056812, ' 51': -2.8150976}
{' 45': -2.6205275, ' 39': -2.6923447, ' 43': -2.0946352, ' 41': -2.7871408, ' 47': -2.6291935}
{' 45': -1.7988548, ' 42': -2.7972946, ' 43': -2.129981, ' 47': -2.634982, ' 51': -2.4214592}
{' 48': -2.1308005, ' 45': -2.407286, ' 54': -2.4787111, ' 55': -2.7140868, ' 51': -2.820597}
{' 45': -1.3604481, ' 43': -2.759413, ' 55': -2.9505894, ' 47': -3.0034277, ' 51': -2.9299736}
{' 45': -2.4161873, ' 43': -2.2468414, ' 55': -2.7590685, ' 47': -2.2542744, ' 51': -2.6170893}
{' 45': -2.2822635, ' 49': -2.4505107, ' 55': -2.4928615, ' 51': -2.5630157, ' 53': -2.6739843}
{' 55': -2.0583787, ' 51': -2.424279, ' 53': -2.5468774, ' 57': -2.395577, ' 59': -2.5572145}
{' 60': -2.6308815, ' 48': -1.8068143, ' 64': -2.2790492, ' 54': -2.1424124, ' 56': -1.5031797}
{' 55': -2.1501055, ' 57': -2.3776493, ' 59': -1.1937399, ' 63': -1.560918, ' 61': -2.9397461}
{' 55': -2.1553872, ' 51': -1.5338833, ' 53': -2.4775393, ' 57': -2.5255845, ' 59': -2.3572695}
{' 55': -2.0977218, ' 51': -2.3486347, ' 54': -2.3335626, ' 53': -2.699207, ' 56': -2.3533342}
{' 60': -2.0837657, ' 64': -2.989699, ' 55': -2.1022975, ' 65': -2.5142334, ' 56': -2.79751}
{' 50': -2.0718675, ' 45': -2.9630692, ' 55': -1.260507, ' 51': -2.2984004, ' 53': -2.67446}
{' 51': -1.9999157, ' 55': -2.0787237, ' 53': -2.4521043, ' 45': -2.5318067, ' 50': -2.7540576}
{' 55': -2.1037576, ' 53': -2.8587995, ' 56': -2.9837015, ' 57': -2.9194467, ' 59': -2.2984016}
{' 50': -2.6885824, ' 55': -1.6555072, ' 51': -1.530244, ' 59': -2.7702963, ' 61': -2.788748}
{' 55': -1.5289912, ' 51': -2.543278, ' 53': -2.4626193, ' 57': -2.385194, ' 59': -2.0683894}
{' 60': -0.89533615, ' 54': -1.664116, ' 56': -2.4925709, ' 58': -2.9463816, ' 66': -2.9678679}
{' 55': -1.4480554, ' 51': -2.6130438, ' 53': -2.8900309, ' 57': -2.3738718, ' 59': -0.9705011}
{' 60': -1.9567244, ' 52': -2.005398, ' 56': -2.1307642, ' 54': -2.214801, ' 50': -2.3705714}
{' 62': -1.6876262, ' 66': -1.9315954, ' 70': -2.00122, ' 64': -2.553001, ' 72': -2.6606212}
{' 60': -0.65473825, ' 64': -2.0390022, ' 56': -3.2633474, ' 66': -3.0619678, ' 62': -3.0272176}
{' 59': -2.538473, ' 65': -2.601547, ' 61': -2.6668253, ' 66': -2.8173826, ' 55': -2.8930926}
{' 64': -2.014161, ' 65': -2.677122, ' 68': -1.1766118, ' 67': -1.4943094, ' 69': -2.4192715}
{' 65': -2.6085138, ' 70': -2.6543198, ' 75': -2.8389022, ' 67': -2.9312065, ' 60': -2.9337785}
{' 70': -2.011007, ' 65': -2.3224447, ' 66': -2.4709291, ' 68': -2.2988708, ' 69': -2.2019205}
{' 68': -0.4453875, ' 67': -1.6460862, ' 69': -2.1295362, ' 66': -3.7897725, ' 70': -4.4239106}
{' 70': -2.1827514, ' 72': -1.5991019, ' 76': -1.5211657, ' 78': -2.1624448, ' 74': -1.7407892}
{' 70': -2.8766634, ' 72': -1.0981125, ' 68': -1.223105, ' 73': -3.085024, ' 71': -1.9970725}
{' 25': -1.2236084, ' 20': -1.806968, ' 21': -2.230782, ' 30': -2.3146377, ' 22': -2.4518027}
{' 25': -1.7650796, ' 23': -2.4740555, ' 21': -1.9060603, ' 22': -1.17828, ' 33': -3.2343225}
{' 25': -2.5817378, ' 21': -2.690841, ' 31': -2.395453, ' 33': -1.4590514, ' 41': -2.0154488}
{' 25': -1.912539, ' 35': -2.813189, ' 33': -2.236656, ' 41': -2.576328, ' 51': -2.8126836}
{' 25': -1.4196312, ' 24': -1.4590324, ' 30': -2.3942091, ' 23': -2.9426043, ' 22': -3.381301}
{' 33': -1.9177865, ' 35': -1.9820784, ' 25': -2.2268734, ' 45': -2.3434715, ' 43': -2.6457024}
{' 30': -2.3573587, ' 24': -1.4343354, ' 28': -3.2000234, ' 36': -1.6266018, ' 42': -3.2891564}
{' 41': -1.9332722, ' 43': -2.2891417, ' 37': -2.324462, ' 33': -2.416049, ' 35': -2.753318}
{' 35': -2.001709, ' 33': -1.6580048, ' 39': -2.4416428, ' 37': -2.417369, ' 41': -2.5115433}
{' 45': -1.8655405, ' 39': -2.6426516, ' 37': -2.5905352, ' 42': -2.835118, ' 43': -2.2075317}
{' 45': -1.3908134, ' 39': -2.778106, ' 42': -2.3196616, ' 43': -2.3247914, ' 51': -2.808805}
{' 45': -3.205433, ' 36': -2.0856495, ' 48': -2.3598175, ' 42': -0.69706154, ' 54': -3.1669292}
{' 35': -2.3864367, ' 37': -2.5223324, ' 43': -1.6892617, ' 41': -2.320701, ' 47': -2.0448048}
{' 45': -0.6094225, ' 54': -2.9211755, ' 60': -2.9977622, ' 48': -3.1160648, ' 42': -3.3383214}
{' 43': -2.798004, ' 55': -2.559428, ' 47': -2.5656462, ' 51': -1.2717351, ' 53': -2.654496}
{' 45': -2.2621822, ' 48': -1.5160618, ' 42': -3.1923084, ' 51': -2.8519316, ' 54': -1.9198732}
{' 60': -3.024594, ' 55': -2.3815012, ' 56': -2.8736649, ' 57': -2.8033857, ' 59': -3.0179577}
{' 55': -2.1803215, ' 53': -2.3481007, ' 59': -2.4385145, ' 57': -2.6008432, ' 63': -3.0049267}
{' 55': -2.1293147, ' 51': -2.3887894, ' 47': -2.4180338, ' 43': -2.485452, ' 48': -2.638943}
{' 56': -2.153123, ' 55': -2.4581413, ' 57': -2.7205343, ' 54': -2.941083, ' 63': -3.03541}
{' 55': -2.041561, ' 57': -2.3176172, ' 59': -2.4021604, ' 53': -2.7898996, ' 56': -2.8553503}
{' 50': -2.0727696, ' 40': -2.316284, ' 60': -3.1760058, ' 45': -1.216007, ' 48': -2.7438247}
{' 45': -1.3086166, ' 50': -2.2775621, ' 43': -2.4832582, ' 51': -2.6517878, ' 55': -2.80414}
{' 60': -2.1619673, ' 55': -1.8753549, ' 65': -2.3607523, ' 62': -2.9396641, ' 61': -3.012684}
{' 50': -2.5763574, ' 60': -1.9421962, ' 55': -1.5437006, ' 51': -1.4680914, ' 61': -2.473411}
{' 50': -1.7190075, ' 60': -2.1979334, ' 56': -2.4929447, ' 54': -2.6187305, ' 55': -2.7883637}
{' 50': -2.1860611, ' 60': -2.5512784, ' 45': -2.438165, ' 55': -1.9962465, ' 51': -2.4186318}
{' 60': -2.012347, ' 70': -2.5925367, ' 66': -2.1511993, ' 62': -2.5357904, ' 68': -2.5355158}
{' 55': -1.538178, ' 51': -2.5242038, ' 60': -2.6889663, ' 50': -2.749475, ' 53': -2.7545867}
{' 55': -1.7560153, ' 51': -2.2099938, ' 53': -2.6231465, ' 59': -1.3066831, ' 61': -2.4555037}
{' 55': -1.5104848, ' 51': -2.150842, ' 53': -2.7896452, ' 59': -3.0134554, ' 61': -2.9006815}
{' 55': -1.9515564, ' 51': -2.4190006, ' 59': -2.6157608, ' 53': -2.675314, ' 57': -2.7422602}
{' 55': -1.262459, ' 54': -2.3766062, ' 53': -2.7885191, ' 57': -2.8308508, ' 59': -1.2027304}
{' 62': -1.1054685, ' 64': -1.7769507, ' 60': -1.965784, ' 56': -2.1274354, ' 58': -2.4765358}
{' 69': -1.6077834, ' 74': -2.4557068, ' 65': -2.4635298, ' 70': -2.5743344, ' 67': -2.5824425}
{' 67': -1.7173058, ' 63': -1.8958652, ' 66': -1.9907435, ' 68': -2.1493013, ' 69': -2.1531599}
{' 69': -1.6776762, ' 68': -1.8299035, ' 67': -1.9623652, ' 70': -2.366368, ' 65': -2.497754}
{' 70': -1.732811, ' 72': -2.5806377, ' 68': -2.6538286, ' 69': -2.6727598, ' 71': -0.87808317}
{' 80': -2.8447297, ' 75': -2.4462454, ' 76': -1.9288324, ' 78': -1.6185238, ' 74': -1.1394991}
{' 75': -1.4778458, ' 72': -1.9707333, ' 69': -2.7608542, ' 73': -2.163158, ' 71': -2.150167}
{' 70': -0.89074147, ' 68': -2.5107005, ' 67': -2.992529, ' 69': -1.4926034, ' 71': -1.9723779}
{' 20': -2.5730283, ' 11': -2.2869635, ' 25': -2.7871504, ' 21': -1.3339994, ' 22': -1.3137414}
{' 25': -2.2920904, ' 23': -2.711054, ' 21': -1.9264756, ' 22': -2.1336975, ' 33': -2.4669666}
{' 30': -3.0217755, ' 25': -2.6534948, ' 35': -2.9009478, ' 33': -1.7079135, ' 41': -2.723175}
{' 25': -1.3339678, ' 24': -1.9942671, ' 23': -2.2806108, ' 22': -2.5178945, ' 33': -3.113873}
{' 25': -1.6709713, ' 24': -2.2537103, ' 23': -2.2909427, ' 27': -2.5547557, ' 33': -2.5364795}
{' 33': -1.9123914, ' 44': -2.2470453, ' 36': -2.7795925, ' 42': -2.780196, ' 40': -3.061607}
{' 33': -2.28896, ' 25': -2.5339544, ' 37': -2.612232, ' 35': -2.6472118, ' 43': -2.7819705}
{' 30': -1.8552316, ' 33': -2.015429, ' 36': -2.0932868, ' 25': -2.4373145, ' 27': -2.7690432}
{' 45': -2.4082289, ' 33': -2.6545973, ' 37': -2.630188, ' 43': -1.9610491, ' 41': -2.6218932}
{' 39': -2.584589, ' 37': -2.3681774, ' 43': -2.0029714, ' 41': -2.3936899, ' 47': -2.5448875}
{' 50': -2.8781736, ' 45': -1.3700826, ' 48': -3.0252497, ' 42': -2.1424387, ' 43': -2.6699197}
{' 45': -2.5235758, ' 43': -1.5953034, ' 55': -2.5653439, ' 47': -1.8073435, ' 51': -2.4829702}
{' 35': -2.61267, ' 45': -1.9025792, ' 37': -2.5648756, ' 43': -2.1068249, ' 41': -2.4371417}
{' 45': -2.4187553, ' 43': -2.4617975, ' 55': -2.676767, ' 47': -2.6447256, ' 51': -2.1113994}
{' 45': -2.1476295, ' 43': -2.4623697, ' 55': -2.2196395, ' 47': -2.5401495, ' 51': -1.9562824}
{' 49': -2.486929, ' 55': -2.216684, ' 51': -2.381292, ' 53': -2.3707418, ' 57': -2.4624853}
{' 55': -1.9495738, ' 51': -2.2489188, ' 53': -2.3025668, ' 57': -2.4773352, ' 59': -2.6169388}
{' 60': -1.2821593, ' 56': -2.1682808, ' 54': -2.416593, ' 55': -2.4932683, ' 57': -2.5027506}
{' 45': -0.5905923, ' 43': -2.6233797, ' 47': -3.4224186, ' 42': -3.470268, ' 44': -3.6095493}
{' 56': -1.4859425, ' 48': -1.9935204, ' 54': -2.2279508, ' 60': -2.326059, ' 51': -2.5168636}
{' 60': -2.0868373, ' 65': -2.8215878, ' 66': -3.0422268, ' 63': -0.64442194, ' 61': -3.1313221}
{' 50': -2.4513242, ' 45': -2.4456651, ' 55': -1.8991773, ' 51': -2.322191, ' 53': -2.6588075}
{' 55': -1.5152184, ' 51': -2.0830016, ' 53': -2.2107043, ' 57': -2.2523866, ' 59': -2.2707334}
{' 50': -2.1355448, ' 60': -2.4654043, ' 45': -2.7224798, ' 55': -2.2067385, ' 54': -2.7882564}
{' 45': -2.7190661, ' 55': -1.9182552, ' 47': -2.8381934, ' 51': -2.4230168, ' 53': -2.0123522}
{' 55': -1.450112, ' 51': -2.352723, ' 53': -1.8379658, ' 57': -2.4013793, ' 59': -2.070975}
{' 50': -2.5506737, ' 55': -1.6686717, ' 51': -1.7142327, ' 53': -2.2543128, ' 56': -3.006918}
{' 50': -2.3682632, ' 60': -2.2651913, ' 55': -1.745907, ' 51': -2.5966647, ' 59': -2.5769386}
{' 51': -1.4499044, ' 55': -1.8527929, ' 53': -2.5675888, ' 56': -2.8667803, ' 57': -2.8669937}
{' 59': -1.5143408, ' 61': -1.9101166, ' 55': -1.9171767, ' 51': -2.4754908, ' 53': -2.6137154}
{' 60': -2.3927653, ' 55': -1.640052, ' 56': -2.5329268, ' 58': -2.6475785, ' 59': -2.5373843}
{' 60': -2.6327586, ' 55': -1.7745032, ' 57': -2.4435554, ' 59': -1.9490638, ' 61': -2.361542}
{' 70': -2.7541354, ' 59': -2.5898764, ' 63': -2.145346, ' 67': -2.8587222, ' 71': -2.8433077}
{' 58': -2.6414971, ' 59': -2.0072303, ' 63': -2.6337132, ' 62': -2.1213183, ' 61': -2.496246}
{' 65': -2.3389955, ' 59': -2.5000606, ' 63': -2.362908, ' 61': -2.3195968, ' 69': -2.6506038}
{' 63': -1.0925757, ' 65': -2.2273288, ' 64': -2.2718263, ' 67': -2.3213897, ' 61': -2.3755527}
{' 70': -2.2191184, ' 75': -2.0245392, ' 65': -2.8302166, ' 77': -2.5919619, ' 76': -2.818267}
{' 72': -0.8511098, ' 71': -1.4237703, ' 74': -2.2053533, ' 73': -2.7562938, ' 75': -3.549243}
{' 70': -2.6383617, ' 75': -3.0344017, ' 72': -0.8113238, ' 73': -1.7495029, ' 71': -1.5710303}
{' 70': -1.8810557, ' 65': -3.0411947, ' 68': -1.701767, ' 69': -1.3192444, ' 71': -1.3324795}
{' 68': -2.1169035, ' 67': -0.98045355, ' 69': -2.4540462, ' 73': -2.5911617, ' 71': -2.4485378}
{' 21': -1.4995052, ' 23': -1.6986637, ' 25': -1.8140575, ' 22': -2.1944857, ' 19': -3.2019508}
{' 25': -0.72975713, ' 20': -1.6286476, ' 30': -2.3592718, ' 22': -2.6612794, ' 21': -3.267042}
{' 25': -2.2546897, ' 21': -2.3428378, ' 33': -2.491055, ' 22': -2.5575671, ' 24': -2.7380567}
{' 23': -1.5603216, ' 25': -1.9355314, ' 33': -2.128329, ' 27': -2.7014225, ' 29': -2.737478}
{' 30': -2.680755, ' 25': -1.8253841, ' 24': -2.2078876, ' 27': -2.7491207, ' 33': -2.5203857}
{' 45': -1.808934, ' 33': -2.7183585, ' 43': -2.252196, ' 41': -2.1858404, ' 51': -2.3406408}
{' 25': -0.9553888, ' 23': -2.6811244, ' 27': -2.781675, ' 35': -2.3920553, ' 33': -2.7209842}
{' 36': -3.0387769, ' 33': -2.3846297, ' 37': -2.5127304, ' 43': -2.3379838, ' 41': -2.8870366}
{' 45': -2.4982517, ' 39': -2.5333993, ' 37': -2.5187912, ' 43': -2.0230758, ' 41': -2.581166}
{' 33': -2.7053583, ' 39': -2.3763309, ' 37': -2.1653, ' 43': -1.8243366, ' 41': -2.696901}
{' 43': -2.3104682, ' 51': -2.3877692, ' 47': -2.585072, ' 45': -2.622169, ' 41': -2.9099393}
{' 51': -1.8843718, ' 47': -1.9651767, ' 55': -2.2574892, ' 43': -2.4078896, ' 45': -2.56917}
{' 43': -2.1832862, ' 42': -2.262772, ' 45': -2.5589728, ' 39': -2.5653243, ' 48': -2.830477}
{' 45': -2.476345, ' 39': -2.891038, ' 43': -2.1362667, ' 47': -2.4128008, ' 51': -2.5025856}
{' 45': -2.2889462, ' 55': -2.5270808, ' 51': -2.685789, ' 60': -2.7279084, ' 54': -2.8954506}
{' 43': -2.0240004, ' 47': -2.462231, ' 45': -2.5306752, ' 51': -2.661564, ' 41': -2.7988515}
{' 50': -2.9638119, ' 55': -2.0049312, ' 51': -2.3700113, ' 57': -2.6515596, ' 59': -2.5817137}
{' 51': -1.8521535, ' 57': -2.0001075, ' 55': -2.0183463, ' 53': -2.2885244, ' 59': -2.5065954}
{' 51': -2.2409172, ' 59': -2.3923147, ' 55': -2.5042388, ' 53': -2.540095, ' 49': -2.5511072}
{' 55': -1.9980754, ' 51': -2.1846018, ' 59': -2.2929277, ' 53': -2.3697546, ' 57': -2.420085}
{' 65': -2.3752916, ' 63': -2.2823331, ' 67': -2.4379613, ' 73': -2.334866, ' 71': -1.9139705}
{' 55': -2.662158, ' 60': -2.7581093, ' 56': -2.7704678, ' 45': -2.806098, ' 44': -2.828206}
{' 60': -1.4564731, ' 48': -2.5170133, ' 64': -2.8440385, ' 52': -1.5589759, ' 56': -1.8759773}
{' 65': -1.1254272, ' 63': -1.5901242, ' 55': -2.540428, ' 61': -2.6192722, ' 60': -2.696437}
{' 50': -2.0224485, ' 60': -2.926615, ' 55': -1.4854928, ' 51': -2.3161774, ' 53': -2.7553809}
{' 50': -2.7439225, ' 55': -1.6295404, ' 52': -2.8051748, ' 51': -1.9105512, ' 53': -2.4316368}
{' 50': -2.662764, ' 60': -1.4192683, ' 55': -2.1086116, ' 56': -2.3923182, ' 58': -2.5511422}
