(30, 'dog', 'nurse')
(30, 'surgeon', 'doctor')
(30, 'surgeon', 'hospital')
(30, 'surgeon', 'bandage')
(30, 'surgeon', 'patient')
(30, 'surgeon', 'sick')
(30, 'bandage', 'nurse')
(30, 'bandage', 'doctor')
(30, 'bandage', 'hospital')
(30, 'bandage', 'surgeon')
(30, 'bandage', 'patient')
(30, 'bandage', 'sick')
(30, 'patient', 'nurse')
(30, 'patient', 'doctor')
(30, 'patient', 'hospital')
(30, 'patient', 'surgeon')
(30, 'patient', 'bandage')
(30, 'patient', 'sick')
(30, 'sick', 'nurse')
(30, 'sick', 'doctor')
(30, 'sick', 'hospital')
(30, 'sick', 'surgeon')
(30, 'sick', 'bandage')
(30, 'sick', 'patient')
(31, 'dog', 'nurse')
(31, 'dog', 'doctor')
(31, 'dog', 'hospital')
(31, 'dog', 'surgeon')
(31, 'dog', 'bandage')
(31, 'dog', 'patient')
(31, 'dog', 'sick')
(31, 'cat', 'nurse')
(31, 'cat', 'doctor')
(31, 'cat', 'hospital')
(31, 'cat', 'surgeon')
(31, 'cat', 'bandage')
(31, 'cat', 'patient')
(31, 'cat', 'sick')
(31, 'airplane', 'nurse')
(31, 'airplane', 'doctor')
(31, 'airplane', 'hospital')
(31, 'airplane', 'surgeon')
(31, 'airplane', 'bandage')
(31, 'airplane', 'patient')
(31, 'airplane', 'sick')
(31, 'car', 'nurse')
(31, 'car', 'doctor')
(31, 'car', 'hospital')
(31, 'car', 'surgeon')
(31, 'car', 'bandage')
(31, 'car', 'patient')
(31, 'car', 'sick')
(31, 'tree', 'nurse')
(31, 'tree', 'doctor')
(31, 'tree', 'hospital')
(31, 'tree', 'surgeon')
(31, 'tree', 'bandage')
(31, 'tree', 'patient')
(31, 'tree', 'sick')
(31, 'lecturer', 'nurse')
(31, 'lecturer', 'doctor')
(31, 'lecturer', 'hospital')
(31, 'lecturer', 'surgeon')
(31, 'lecturer', 'bandage')
(31, 'lecturer', 'patient')
(31, 'lecturer', 'sick')
(31, 'ship', 'nurse')
(31, 'ship', 'doctor')
(31, 'ship', 'hospital')
(31, 'ship', 'surgeon')
(31, 'ship', 'bandage')
(31, 'ship', 'patient')
(31, 'ship', 'sick')
(31, 'nurse', 'doctor')
(31, 'nurse', 'hospital')
(31, 'nurse', 'surgeon')
(31, 'nurse', 'bandage')
(31, 'nurse', 'patient')
(31, 'nurse', 'sick')
(31, 'doctor', 'nurse')
(31, 'doctor', 'hospital')
(31, 'doctor', 'surgeon')
(31, 'doctor', 'bandage')
(31, 'doctor', 'patient')
(31, 'doctor', 'sick')
(31, 'hospital', 'nurse')
(31, 'hospital', 'doctor')
(31, 'hospital', 'surgeon')
(31, 'hospital', 'bandage')
(31, 'hospital', 'patient')
(31, 'hospital', 'sick')
(31, 'surgeon', 'nurse')
(31, 'surgeon', 'doctor')
(31, 'surgeon', 'hospital')
(31, 'surgeon', 'bandage')
(31, 'surgeon', 'patient')
(31, 'surgeon', 'sick')
(31, 'bandage', 'nurse')
(31, 'bandage', 'doctor')
(31, 'bandage', 'hospital')
(31, 'bandage', 'surgeon')
(31, 'bandage', 'patient')
(31, 'bandage', 'sick')
(31, 'patient', 'nurse')
(31, 'patient', 'doctor')
(31, 'patient', 'hospital')
(31, 'patient', 'surgeon')
(31, 'patient', 'bandage')
(31, 'patient', 'sick')
(31, 'sick', 'nurse')
(31, 'sick', 'doctor')
(31, 'sick', 'hospital')
(31, 'sick', 'surgeon')
(31, 'sick', 'bandage')
(31, 'sick', 'patient')
(32, 'dog', 'nurse')
(32, 'dog', 'doctor')
(32, 'dog', 'hospital')
(32, 'dog', 'surgeon')
(32, 'dog', 'bandage')
(32, 'dog', 'patient')
(32, 'dog', 'sick')
(32, 'cat', 'nurse')
(32, 'cat', 'doctor')
(32, 'cat', 'hospital')
(32, 'cat', 'surgeon')
(32, 'cat', 'bandage')
(32, 'cat', 'patient')
(32, 'cat', 'sick')
(32, 'airplane', 'nurse')
(32, 'airplane', 'doctor')
(32, 'airplane', 'hospital')
(32, 'airplane', 'surgeon')
(32, 'airplane', 'bandage')
(32, 'airplane', 'patient')
(32, 'airplane', 'sick')
(32, 'car', 'nurse')
(32, 'car', 'doctor')
(32, 'car', 'hospital')
(32, 'car', 'surgeon')
(32, 'car', 'bandage')
(32, 'car', 'patient')
(32, 'car', 'sick')
(32, 'tree', 'nurse')
(32, 'tree', 'doctor')
(32, 'tree', 'hospital')
(32, 'tree', 'surgeon')
(32, 'tree', 'bandage')
(32, 'tree', 'patient')
(32, 'tree', 'sick')
(32, 'lecturer', 'nurse')
(32, 'lecturer', 'doctor')
(32, 'lecturer', 'hospital')
(32, 'lecturer', 'surgeon')
(32, 'lecturer', 'bandage')
(32, 'lecturer', 'patient')
(32, 'lecturer', 'sick')
(32, 'ship', 'nurse')
(32, 'ship', 'doctor')
(32, 'ship', 'hospital')
(32, 'ship', 'surgeon')
(32, 'ship', 'bandage')
(32, 'ship', 'patient')
(32, 'ship', 'sick')
(32, 'nurse', 'doctor')
(32, 'nurse', 'hospital')
(32, 'nurse', 'surgeon')
(32, 'nurse', 'bandage')
(32, 'nurse', 'patient')
(32, 'nurse', 'sick')
(32, 'doctor', 'nurse')
(32, 'doctor', 'hospital')
(32, 'doctor', 'surgeon')
(32, 'doctor', 'bandage')
(32, 'doctor', 'patient')
(32, 'doctor', 'sick')
(32, 'hospital', 'nurse')
(32, 'hospital', 'doctor')
(32, 'hospital', 'surgeon')
(32, 'hospital', 'bandage')
(32, 'hospital', 'patient')
(32, 'hospital', 'sick')
(32, 'surgeon', 'nurse')
(32, 'surgeon', 'doctor')
(32, 'surgeon', 'hospital')
(32, 'surgeon', 'bandage')
(32, 'surgeon', 'patient')
(32, 'surgeon', 'sick')
(32, 'bandage', 'nurse')
(32, 'bandage', 'doctor')
(32, 'bandage', 'hospital')
(32, 'bandage', 'surgeon')
(32, 'bandage', 'patient')
(32, 'bandage', 'sick')
(32, 'patient', 'nurse')
(32, 'patient', 'doctor')
(32, 'patient', 'hospital')
(32, 'patient', 'surgeon')
(32, 'patient', 'bandage')
(32, 'patient', 'sick')
(32, 'sick', 'nurse')
(32, 'sick', 'doctor')
(32, 'sick', 'hospital')
(32, 'sick', 'surgeon')
(32, 'sick', 'bandage')
(32, 'sick', 'patient')
(33, 'dog', 'nurse')
(33, 'dog', 'doctor')
(33, 'dog', 'hospital')
(33, 'dog', 'surgeon')
(33, 'dog', 'bandage')
(33, 'dog', 'patient')
(33, 'dog', 'sick')
(33, 'cat', 'nurse')
(33, 'cat', 'doctor')
(33, 'cat', 'hospital')
(33, 'cat', 'surgeon')
(33, 'cat', 'bandage')
(33, 'cat', 'patient')
(33, 'cat', 'sick')
(33, 'airplane', 'nurse')
(33, 'airplane', 'doctor')
(33, 'airplane', 'hospital')
(33, 'airplane', 'surgeon')
(33, 'airplane', 'bandage')
(33, 'airplane', 'patient')
(33, 'airplane', 'sick')
(33, 'car', 'nurse')
(33, 'car', 'doctor')
(33, 'car', 'hospital')
(33, 'car', 'surgeon')
(33, 'car', 'bandage')
(33, 'car', 'patient')
(33, 'car', 'sick')
(33, 'tree', 'nurse')
(33, 'tree', 'doctor')
(33, 'tree', 'hospital')
(33, 'tree', 'surgeon')
(33, 'tree', 'bandage')
(33, 'tree', 'patient')
(33, 'tree', 'sick')
(33, 'lecturer', 'nurse')
(33, 'lecturer', 'doctor')
(33, 'lecturer', 'hospital')
(33, 'lecturer', 'surgeon')
(33, 'lecturer', 'bandage')
(33, 'lecturer', 'patient')
(33, 'lecturer', 'sick')
(33, 'ship', 'nurse')
(33, 'ship', 'doctor')
(33, 'ship', 'hospital')
(33, 'ship', 'surgeon')
(33, 'ship', 'bandage')
(33, 'ship', 'patient')
(33, 'ship', 'sick')
(33, 'nurse', 'doctor')
(33, 'nurse', 'hospital')
(33, 'nurse', 'surgeon')
(33, 'nurse', 'bandage')
(33, 'nurse', 'patient')
(33, 'nurse', 'sick')
(33, 'doctor', 'nurse')
(33, 'doctor', 'hospital')
(33, 'doctor', 'surgeon')
(33, 'doctor', 'bandage')
(33, 'doctor', 'patient')
(33, 'doctor', 'sick')
(33, 'hospital', 'nurse')
(33, 'hospital', 'doctor')
(33, 'hospital', 'surgeon')
(33, 'hospital', 'bandage')
(33, 'hospital', 'patient')
(33, 'hospital', 'sick')
(33, 'surgeon', 'nurse')
(33, 'surgeon', 'doctor')
(33, 'surgeon', 'hospital')
(33, 'surgeon', 'bandage')
(33, 'surgeon', 'patient')
(33, 'surgeon', 'sick')
(33, 'bandage', 'nurse')
(33, 'bandage', 'doctor')
(33, 'bandage', 'hospital')
(33, 'bandage', 'surgeon')
(33, 'bandage', 'patient')
(33, 'bandage', 'sick')
(33, 'patient', 'nurse')
(33, 'patient', 'doctor')
(33, 'patient', 'hospital')
(33, 'patient', 'surgeon')
(33, 'patient', 'bandage')
(33, 'patient', 'sick')
(33, 'sick', 'nurse')
(33, 'sick', 'doctor')
(33, 'sick', 'hospital')
(33, 'sick', 'surgeon')
(33, 'sick', 'bandage')
(33, 'sick', 'patient')
(34, 'dog', 'nurse')
(34, 'dog', 'doctor')
(34, 'dog', 'hospital')
(34, 'dog', 'surgeon')
(34, 'dog', 'bandage')
(34, 'dog', 'patient')
(34, 'dog', 'sick')
(34, 'cat', 'nurse')
(34, 'cat', 'doctor')
(34, 'cat', 'hospital')
(34, 'cat', 'surgeon')
(34, 'cat', 'bandage')
(34, 'cat', 'patient')
(34, 'cat', 'sick')
(34, 'airplane', 'nurse')
(34, 'airplane', 'doctor')
(34, 'airplane', 'hospital')
(34, 'airplane', 'surgeon')
(34, 'airplane', 'bandage')
(34, 'airplane', 'patient')
(34, 'airplane', 'sick')
(34, 'car', 'nurse')
(34, 'car', 'doctor')
(34, 'car', 'hospital')
(34, 'car', 'surgeon')
(34, 'car', 'bandage')
(34, 'car', 'patient')
(34, 'car', 'sick')
(34, 'tree', 'nurse')
(34, 'tree', 'doctor')
(34, 'tree', 'hospital')
(34, 'tree', 'surgeon')
(34, 'tree', 'bandage')
(34, 'tree', 'patient')
(34, 'tree', 'sick')
(34, 'lecturer', 'nurse')
(34, 'lecturer', 'doctor')
(34, 'lecturer', 'hospital')
(34, 'lecturer', 'surgeon')
(34, 'lecturer', 'bandage')
(34, 'lecturer', 'patient')
(34, 'lecturer', 'sick')
(34, 'ship', 'nurse')
(34, 'ship', 'doctor')
(34, 'ship', 'hospital')
(34, 'ship', 'surgeon')
(34, 'ship', 'bandage')
(34, 'ship', 'patient')
(34, 'ship', 'sick')
(34, 'nurse', 'doctor')
(34, 'nurse', 'hospital')
(34, 'nurse', 'surgeon')
(34, 'nurse', 'bandage')
(34, 'nurse', 'patient')
(34, 'nurse', 'sick')
(34, 'doctor', 'nurse')
(34, 'doctor', 'hospital')
(34, 'doctor', 'surgeon')
(34, 'doctor', 'bandage')
(34, 'doctor', 'patient')
(34, 'doctor', 'sick')
(34, 'hospital', 'nurse')
(34, 'hospital', 'doctor')
(34, 'hospital', 'surgeon')
(34, 'hospital', 'bandage')
(34, 'hospital', 'patient')
(34, 'hospital', 'sick')
(34, 'surgeon', 'nurse')
(34, 'surgeon', 'doctor')
(34, 'surgeon', 'hospital')
(34, 'surgeon', 'bandage')
(34, 'surgeon', 'patient')
(34, 'surgeon', 'sick')
(34, 'bandage', 'nurse')
(34, 'bandage', 'doctor')
(34, 'bandage', 'hospital')
(34, 'bandage', 'surgeon')
(34, 'bandage', 'patient')
(34, 'bandage', 'sick')
(34, 'patient', 'nurse')
(34, 'patient', 'doctor')
(34, 'patient', 'hospital')
(34, 'patient', 'surgeon')
(34, 'patient', 'bandage')
(34, 'patient', 'sick')
(34, 'sick', 'nurse')
(34, 'sick', 'doctor')
(34, 'sick', 'hospital')
(34, 'sick', 'surgeon')
(34, 'sick', 'bandage')
(34, 'sick', 'patient')
(35, 'dog', 'nurse')
(35, 'dog', 'doctor')
(35, 'dog', 'hospital')
(35, 'dog', 'surgeon')
(35, 'dog', 'bandage')
(35, 'dog', 'patient')
(35, 'dog', 'sick')
(35, 'cat', 'nurse')
(35, 'cat', 'doctor')
(35, 'cat', 'hospital')
(35, 'cat', 'surgeon')
(35, 'cat', 'bandage')
(35, 'cat', 'patient')
(35, 'cat', 'sick')
(35, 'airplane', 'nurse')
(35, 'airplane', 'doctor')
(35, 'airplane', 'hospital')
(35, 'airplane', 'surgeon')
(35, 'airplane', 'bandage')
(35, 'airplane', 'patient')
(35, 'airplane', 'sick')
(35, 'car', 'nurse')
(35, 'car', 'doctor')
(35, 'car', 'hospital')
(35, 'car', 'surgeon')
(35, 'car', 'bandage')
(35, 'car', 'patient')
(35, 'car', 'sick')
(35, 'tree', 'nurse')
(35, 'tree', 'doctor')
(35, 'tree', 'hospital')
(35, 'tree', 'surgeon')
(35, 'tree', 'bandage')
(35, 'tree', 'patient')
(35, 'tree', 'sick')
(35, 'lecturer', 'nurse')
(35, 'lecturer', 'doctor')
(35, 'lecturer', 'hospital')
(35, 'lecturer', 'surgeon')
(35, 'lecturer', 'bandage')
(35, 'lecturer', 'patient')
(35, 'lecturer', 'sick')
(35, 'ship', 'nurse')
(35, 'ship', 'doctor')
(35, 'ship', 'hospital')
(35, 'ship', 'surgeon')
(35, 'ship', 'bandage')
(35, 'ship', 'patient')
(35, 'ship', 'sick')
(35, 'nurse', 'doctor')
(35, 'nurse', 'hospital')
(35, 'nurse', 'surgeon')
(35, 'nurse', 'bandage')
(35, 'nurse', 'patient')
(35, 'nurse', 'sick')
(35, 'doctor', 'nurse')
(35, 'doctor', 'hospital')
(35, 'doctor', 'surgeon')
(35, 'doctor', 'bandage')
(35, 'doctor', 'patient')
(35, 'doctor', 'sick')
(35, 'hospital', 'nurse')
(35, 'hospital', 'doctor')
(35, 'hospital', 'surgeon')
(35, 'hospital', 'bandage')
(35, 'hospital', 'patient')
(35, 'hospital', 'sick')
(35, 'surgeon', 'nurse')
(35, 'surgeon', 'doctor')
(35, 'surgeon', 'hospital')
(35, 'surgeon', 'bandage')
(35, 'surgeon', 'patient')
(35, 'surgeon', 'sick')
(35, 'bandage', 'nurse')
(35, 'bandage', 'doctor')
(35, 'bandage', 'hospital')
(35, 'bandage', 'surgeon')
(35, 'bandage', 'patient')
(35, 'bandage', 'sick')
(35, 'patient', 'nurse')
(35, 'patient', 'doctor')
(35, 'patient', 'hospital')
(35, 'patient', 'surgeon')
(35, 'patient', 'bandage')
(35, 'patient', 'sick')
(35, 'sick', 'nurse')
(35, 'sick', 'doctor')
(35, 'sick', 'hospital')
(35, 'sick', 'surgeon')
(35, 'sick', 'bandage')
(35, 'sick', 'patient')
(36, 'dog', 'nurse')
(36, 'dog', 'doctor')
(36, 'dog', 'hospital')
(36, 'dog', 'surgeon')
(36, 'dog', 'bandage')
(36, 'dog', 'patient')
(36, 'dog', 'sick')
(36, 'cat', 'nurse')
(36, 'cat', 'doctor')
(36, 'cat', 'hospital')
(36, 'cat', 'surgeon')
(36, 'cat', 'bandage')
(36, 'cat', 'patient')
(36, 'cat', 'sick')
(36, 'airplane', 'nurse')
(36, 'airplane', 'doctor')
(36, 'airplane', 'hospital')
(36, 'airplane', 'surgeon')
(36, 'airplane', 'bandage')
(36, 'airplane', 'patient')
(36, 'airplane', 'sick')
(36, 'car', 'nurse')
(36, 'car', 'doctor')
(36, 'car', 'hospital')
(36, 'car', 'surgeon')
(36, 'car', 'bandage')
(36, 'car', 'patient')
(36, 'car', 'sick')
(36, 'tree', 'nurse')
(36, 'tree', 'doctor')
(36, 'tree', 'hospital')
(36, 'tree', 'surgeon')
(36, 'tree', 'bandage')
(36, 'tree', 'patient')
(36, 'tree', 'sick')
(36, 'lecturer', 'nurse')
(36, 'lecturer', 'doctor')
(36, 'lecturer', 'hospital')
(36, 'lecturer', 'surgeon')
(36, 'lecturer', 'bandage')
(36, 'lecturer', 'patient')
(36, 'lecturer', 'sick')
(36, 'ship', 'nurse')
(36, 'ship', 'doctor')
(36, 'ship', 'hospital')
(36, 'ship', 'surgeon')
(36, 'ship', 'bandage')
(36, 'ship', 'patient')
(36, 'ship', 'sick')
(36, 'nurse', 'doctor')
(36, 'nurse', 'hospital')
(36, 'nurse', 'surgeon')
(36, 'nurse', 'bandage')
(36, 'nurse', 'patient')
(36, 'nurse', 'sick')
(36, 'doctor', 'nurse')
(36, 'doctor', 'hospital')
(36, 'doctor', 'surgeon')
(36, 'doctor', 'bandage')
(36, 'doctor', 'patient')
(36, 'doctor', 'sick')
(36, 'hospital', 'nurse')
(36, 'hospital', 'doctor')
(36, 'hospital', 'surgeon')
(36, 'hospital', 'bandage')
(36, 'hospital', 'patient')
(36, 'hospital', 'sick')
(36, 'surgeon', 'nurse')
(36, 'surgeon', 'doctor')
(36, 'surgeon', 'hospital')
(36, 'surgeon', 'bandage')
(36, 'surgeon', 'patient')
(36, 'surgeon', 'sick')
(36, 'bandage', 'nurse')
(36, 'bandage', 'doctor')
(36, 'bandage', 'hospital')
(36, 'bandage', 'surgeon')
(36, 'bandage', 'patient')
(36, 'bandage', 'sick')
(36, 'patient', 'nurse')
(36, 'patient', 'doctor')
(36, 'patient', 'hospital')
(36, 'patient', 'surgeon')
(36, 'patient', 'bandage')
(36, 'patient', 'sick')
(36, 'sick', 'nurse')
(36, 'sick', 'doctor')
(36, 'sick', 'hospital')
(36, 'sick', 'surgeon')
(36, 'sick', 'bandage')
(36, 'sick', 'patient')
(37, 'dog', 'nurse')
(37, 'dog', 'doctor')
(37, 'dog', 'hospital')
(37, 'dog', 'surgeon')
(37, 'dog', 'bandage')
(37, 'dog', 'patient')
(37, 'dog', 'sick')
(37, 'cat', 'nurse')
(37, 'cat', 'doctor')
(37, 'cat', 'hospital')
(37, 'cat', 'surgeon')
(37, 'cat', 'bandage')
(37, 'cat', 'patient')
(37, 'cat', 'sick')
(37, 'airplane', 'nurse')
(37, 'airplane', 'doctor')
(37, 'airplane', 'hospital')
(37, 'airplane', 'surgeon')
(37, 'airplane', 'bandage')
(37, 'airplane', 'patient')
(37, 'airplane', 'sick')
(37, 'car', 'nurse')
(37, 'car', 'doctor')
(37, 'car', 'hospital')
(37, 'car', 'surgeon')
(37, 'car', 'bandage')
(37, 'car', 'patient')
(37, 'car', 'sick')
(37, 'tree', 'nurse')
(37, 'tree', 'doctor')
(37, 'tree', 'hospital')
(37, 'tree', 'surgeon')
(37, 'tree', 'bandage')
(37, 'tree', 'patient')
(37, 'tree', 'sick')
(37, 'lecturer', 'nurse')
(37, 'lecturer', 'doctor')
(37, 'lecturer', 'hospital')
(37, 'lecturer', 'surgeon')
(37, 'lecturer', 'bandage')
(37, 'lecturer', 'patient')
(37, 'lecturer', 'sick')
(37, 'ship', 'nurse')
(37, 'ship', 'doctor')
(37, 'ship', 'hospital')
(37, 'ship', 'surgeon')
(37, 'ship', 'bandage')
(37, 'ship', 'patient')
(37, 'ship', 'sick')
(37, 'nurse', 'doctor')
(37, 'nurse', 'hospital')
(37, 'nurse', 'surgeon')
(37, 'nurse', 'bandage')
(37, 'nurse', 'patient')
(37, 'nurse', 'sick')
(37, 'doctor', 'nurse')
(37, 'doctor', 'hospital')
(37, 'doctor', 'surgeon')
(37, 'doctor', 'bandage')
(37, 'doctor', 'patient')
(37, 'doctor', 'sick')
(37, 'hospital', 'nurse')
(37, 'hospital', 'doctor')
(37, 'hospital', 'surgeon')
(37, 'hospital', 'bandage')
(37, 'hospital', 'patient')
(37, 'hospital', 'sick')
(37, 'surgeon', 'nurse')
(37, 'surgeon', 'doctor')
(37, 'surgeon', 'hospital')
(37, 'surgeon', 'bandage')
(37, 'surgeon', 'patient')
(37, 'surgeon', 'sick')
(37, 'bandage', 'nurse')
(37, 'bandage', 'doctor')
(37, 'bandage', 'hospital')
(37, 'bandage', 'surgeon')
(37, 'bandage', 'patient')
(37, 'bandage', 'sick')
(37, 'patient', 'nurse')
(37, 'patient', 'doctor')
(37, 'patient', 'hospital')
(37, 'patient', 'surgeon')
(37, 'patient', 'bandage')
(37, 'patient', 'sick')
(37, 'sick', 'nurse')
(37, 'sick', 'doctor')
(37, 'sick', 'hospital')
(37, 'sick', 'surgeon')
(37, 'sick', 'bandage')
(37, 'sick', 'patient')
(38, 'dog', 'nurse')
(38, 'dog', 'doctor')
(38, 'dog', 'hospital')
(38, 'dog', 'surgeon')
(38, 'dog', 'bandage')
(38, 'dog', 'patient')
(38, 'dog', 'sick')
(38, 'cat', 'nurse')
(38, 'cat', 'doctor')
(38, 'cat', 'hospital')
(38, 'cat', 'surgeon')
(38, 'cat', 'bandage')
(38, 'cat', 'patient')
(38, 'cat', 'sick')
(38, 'airplane', 'nurse')
(38, 'airplane', 'doctor')
(38, 'airplane', 'hospital')
(38, 'airplane', 'surgeon')
(38, 'airplane', 'bandage')
(38, 'airplane', 'patient')
(38, 'airplane', 'sick')
(38, 'car', 'nurse')
(38, 'car', 'doctor')
(38, 'car', 'hospital')
(38, 'car', 'surgeon')
(38, 'car', 'bandage')
(38, 'car', 'patient')
(38, 'car', 'sick')
(38, 'tree', 'nurse')
(38, 'tree', 'doctor')
(38, 'tree', 'hospital')
(38, 'tree', 'surgeon')
(38, 'tree', 'bandage')
(38, 'tree', 'patient')
(38, 'tree', 'sick')
(38, 'lecturer', 'nurse')
(38, 'lecturer', 'doctor')
(38, 'lecturer', 'hospital')
(38, 'lecturer', 'surgeon')
(38, 'lecturer', 'bandage')
(38, 'lecturer', 'patient')
(38, 'lecturer', 'sick')
(38, 'ship', 'nurse')
(38, 'ship', 'doctor')
(38, 'ship', 'hospital')
(38, 'ship', 'surgeon')
(38, 'ship', 'bandage')
(38, 'ship', 'patient')
(38, 'ship', 'sick')
(38, 'nurse', 'doctor')
(38, 'nurse', 'hospital')
(38, 'nurse', 'surgeon')
(38, 'nurse', 'bandage')
(38, 'nurse', 'patient')
(38, 'nurse', 'sick')
(38, 'doctor', 'nurse')
(38, 'doctor', 'hospital')
(38, 'doctor', 'surgeon')
(38, 'doctor', 'bandage')
(38, 'doctor', 'patient')
(38, 'doctor', 'sick')
(38, 'hospital', 'nurse')
(38, 'hospital', 'doctor')
(38, 'hospital', 'surgeon')
(38, 'hospital', 'bandage')
(38, 'hospital', 'patient')
(38, 'hospital', 'sick')
(38, 'surgeon', 'nurse')
(38, 'surgeon', 'doctor')
(38, 'surgeon', 'hospital')
(38, 'surgeon', 'bandage')
(38, 'surgeon', 'patient')
(38, 'surgeon', 'sick')
(38, 'bandage', 'nurse')
(38, 'bandage', 'doctor')
(38, 'bandage', 'hospital')
(38, 'bandage', 'surgeon')
(38, 'bandage', 'patient')
(38, 'bandage', 'sick')
(38, 'patient', 'nurse')
(38, 'patient', 'doctor')
(38, 'patient', 'hospital')
(38, 'patient', 'surgeon')
(38, 'patient', 'bandage')
(38, 'patient', 'sick')
(38, 'sick', 'nurse')
(38, 'sick', 'doctor')
(38, 'sick', 'hospital')
(38, 'sick', 'surgeon')
(38, 'sick', 'bandage')
(38, 'sick', 'patient')
(39, 'dog', 'nurse')
(39, 'dog', 'doctor')
(39, 'dog', 'hospital')
(39, 'dog', 'surgeon')
(39, 'dog', 'bandage')
(39, 'dog', 'patient')
(39, 'dog', 'sick')
(39, 'cat', 'nurse')
(39, 'cat', 'doctor')
(39, 'cat', 'hospital')
(39, 'cat', 'surgeon')
(39, 'cat', 'bandage')
(39, 'cat', 'patient')
(39, 'cat', 'sick')
(39, 'airplane', 'nurse')
(39, 'airplane', 'doctor')
(39, 'airplane', 'hospital')
(39, 'airplane', 'surgeon')
(39, 'airplane', 'bandage')
(39, 'airplane', 'patient')
(39, 'airplane', 'sick')
(39, 'car', 'nurse')
(39, 'car', 'doctor')
(39, 'car', 'hospital')
(39, 'car', 'surgeon')
(39, 'car', 'bandage')
(39, 'car', 'patient')
(39, 'car', 'sick')
(39, 'tree', 'nurse')
(39, 'tree', 'doctor')
(39, 'tree', 'hospital')
(39, 'tree', 'surgeon')
(39, 'tree', 'bandage')
(39, 'tree', 'patient')
(39, 'tree', 'sick')
(39, 'lecturer', 'nurse')
(39, 'lecturer', 'doctor')
(39, 'lecturer', 'hospital')
(39, 'lecturer', 'surgeon')
(39, 'lecturer', 'bandage')
(39, 'lecturer', 'patient')
(39, 'lecturer', 'sick')
(39, 'ship', 'nurse')
(39, 'ship', 'doctor')
(39, 'ship', 'hospital')
(39, 'ship', 'surgeon')
(39, 'ship', 'bandage')
(39, 'ship', 'patient')
(39, 'ship', 'sick')
(39, 'nurse', 'doctor')
(39, 'nurse', 'hospital')
(39, 'nurse', 'surgeon')
(39, 'nurse', 'bandage')
(39, 'nurse', 'patient')
(39, 'nurse', 'sick')
(39, 'doctor', 'nurse')
(39, 'doctor', 'hospital')
(39, 'doctor', 'surgeon')
(39, 'doctor', 'bandage')
(39, 'doctor', 'patient')
(39, 'doctor', 'sick')
(39, 'hospital', 'nurse')
(39, 'hospital', 'doctor')
(39, 'hospital', 'surgeon')
(39, 'hospital', 'bandage')
(39, 'hospital', 'patient')
(39, 'hospital', 'sick')
(39, 'surgeon', 'nurse')
(39, 'surgeon', 'doctor')
(39, 'surgeon', 'hospital')
(39, 'surgeon', 'bandage')
(39, 'surgeon', 'patient')
(39, 'surgeon', 'sick')
(39, 'bandage', 'nurse')
(39, 'bandage', 'doctor')
(39, 'bandage', 'hospital')
(39, 'bandage', 'surgeon')
(39, 'bandage', 'patient')
(39, 'bandage', 'sick')
(39, 'patient', 'nurse')
(39, 'patient', 'doctor')
(39, 'patient', 'hospital')
(39, 'patient', 'surgeon')
(39, 'patient', 'bandage')
(39, 'patient', 'sick')
(39, 'sick', 'nurse')
(39, 'sick', 'doctor')
(39, 'sick', 'hospital')
