{'31': -0.25103387, '30': -1.8733215, '29': -3.559536, '33': -3.7624304, '27': -4.53947}
{'30': -0.24826369, '33': -4.5524936, '36': -2.527391, '32': -2.4038785, '31': -4.403857}
{'35': -1.3201052, '37': -1.393313, '33': -1.675139, '39': -2.9205651, '36': -2.9757392}
{'40': -2.8602517, '44': -2.8986793, '36': -2.9997716, '48': -0.4759402, '42': -2.5894427}
{'42': -1.7943982, '35': -1.8126286, '36': -1.9598607, '40': -2.4886694, '38': -2.5250416}
{'40': -1.0424299, '45': -1.8146867, '35': -1.9358243, '41': -2.2925308, '39': -2.7907398}
{'30': -1.5060536, '39': -2.0890498, '36': -2.1453683, '38': -2.5804076, '34': -2.5943952}
{'33': -1.9712204, '35': -1.6643586, '36': -2.1289926, '39': -2.0408883, '37': -1.7157179}
{'33': -1.9176211, '35': -0.9703573, '39': -3.0525248, '37': -1.9654993, '31': -2.7824242}
{'45': -0.6451377, '36': -1.1970137, '42': -2.3931656, '39': -4.0192776, '40': -4.312356}
{'40': -0.6329372, '38': -2.3657215, '44': -2.63477, '36': -1.8476702, '48': -3.0728402}
{'40': -1.2063303, '45': -1.3777648, '44': -2.0619767, '42': -2.420026, '41': -3.0235853}
{'40': -2.2007084, '45': -2.2198238, '36': -1.2989178, '48': -1.9737169, '42': -2.0639496}
{'45': -1.4946862, '41': -1.5759355, '37': -1.9997845, '40': -2.166773, '39': -2.17017}
{'50': -2.1115413, '45': -1.8108077, '44': -2.292989, '46': -2.1702743, '41': -2.192794}
{'42': -1.1715275, '45': -1.3998334, '40': -1.9400479, '44': -2.3551767, '41': -2.709562}
{'50': -2.6880012, '40': -1.915031, '45': -0.25526765, '35': -6.311824, '41': -6.1958175}
{'45': -0.39432898, '50': -1.7489164, '40': -1.9249647, '35': -6.1590796, '41': -7.057348}
{'45': -0.7564439, '49': -1.3842745, '50': -2.4631624, '59': -3.3294506, '44': -3.779701}
{'45': -0.44859782, '40': -2.3105917, '50': -2.5704222, '44': -3.0407379, '42': -3.4011006}
{'45': -1.1832694, '48': -1.8403146, '44': -1.9517802, '40': -2.5531557, '49': -2.6957035}
{'40': -2.2290182, '45': -0.81412417, '44': -3.0129423, '42': -2.9636908, '41': -1.6690111}
{'50': -0.33465183, '40': -3.4781501, '60': -3.5093439, '45': -2.1403599, '55': -3.6475008}
{'50': -0.2321769, '40': -3.7211819, '45': -2.4473486, '48': -3.8845103, '49': -3.8741465}
{'50': -0.72842085, '60': -3.203405, '45': -1.7860647, '48': -1.4087187, '54': -4.354502}
{'50': -1.1076428, '45': -1.9532869, '47': -2.3856885, '52': -2.7455003, '51': -2.4734342}
{'50': -2.0756414, '45': -2.335224, '55': -2.4663236, '49': -1.3803937, '51': -1.4699169}
{'50': -1.8163166, '45': -1.513397, '49': -2.0166035, '41': -2.5742233, '51': -2.6906936}
{'50': -1.7998278, '55': -2.6258903, '47': -2.6513429, '53': -1.9681592, '51': -1.7214683}
{'55': -1.6084405, '59': -2.5203342, '53': -1.7322503, '51': -1.9261093, '61': -2.2003937}
{'60': -1.9350215, '56': -3.276809, '51': -1.5082409, '71': -3.3694794, '61': -0.94475865}
{'50': -2.6389112, '60': -1.0515862, '48': -1.9380113, '56': -2.7311363, '54': -2.498943}
{'50': -1.071266, '60': -1.2366217, '55': -2.8418634, '56': -3.1225736, '51': -3.0614605}
{'59': -2.8948214, '51': -2.168201, '71': -2.643826, '63': -2.275004, '61': -1.1936736}
{'49': -1.5109979, '51': -1.5759374, '53': -1.9766179, '45': -2.0186274, '50': -2.4301322}
{'60': -0.8602535, '64': -2.7936678, '58': -2.625371, '56': -1.585416, '62': -2.8388844}
{'30': -0.7316096, '29': -2.685469, '27': -2.1038058, '26': -2.050154, '28': -2.1895945}
{'30': -1.7491769, '25': -1.4550333, '24': -1.764302, '27': -1.7745293, '26': -1.7112014}
{'30': -0.5250962, '29': -2.453149, '33': -3.3923466, '32': -3.3675587, '31': -1.5390294}
{'30': -1.1650343, '33': -0.9595174, '35': -3.0303812, '32': -2.6320982, '31': -2.3282309}
{'30': -4.2901254, '33': -1.0685068, '35': -3.2083538, '32': -3.2130134, '31': -0.6199671}
{'30': -0.60836715, '33': -3.0217733, '36': -1.2425395, '32': -3.0190613, '31': -3.4571216}
{'30': -1.6160051, '29': -1.686987, '33': -2.338734, '32': -2.9306393, '31': -0.92658246}
{'32': -1.427087, '33': -1.8223927, '35': -2.0032341, '34': -2.0039377, '31': -2.1965725}
{'39': -1.1138253, '45': -1.3415608, '41': -2.4518046, '27': -2.7813265, '33': -3.070929}
{'33': -0.92979866, '35': -1.5925813, '39': -2.3135724, '36': -2.3885026, '37': -2.5755372}
{'33': -1.3770801, '35': -1.1390755, '39': -3.1330242, '37': -2.4442894, '31': -2.1386807}
{'35': -1.4889423, '33': -1.9944087, '34': -1.9993087, '30': -2.1367562, '36': -2.4934015}
{'45': -1.0688115, '39': -2.408869, '43': -2.030474, '42': -2.5405142, '41': -1.9648877}
{'45': -1.3549733, '39': -3.4747787, '47': -2.101441, '43': -1.3750291, '41': -1.5761514}
{'30': -3.4869235, '33': -2.3557665, '35': -1.1909525, '37': -3.6086907, '31': -0.7934211}
{'50': -4.3529277, '40': -2.0679085, '45': -0.29920328, '42': -3.3488455, '41': -4.0060053}
{'44': -1.5744282, '45': -1.6250322, '42': -1.9502809, '48': -2.0252242, '40': -2.5911653}
{'45': -0.29979572, '55': -3.7488635, '47': -3.3752103, '54': -2.8753684, '51': -3.3349214}
{'44': -1.361092, '45': -1.5172793, '42': -2.1388154, '40': -2.2062554, '46': -2.4544396}
{'45': -0.6486345, '41': -1.3918864, '43': -2.6497521, '39': -2.9030387, '47': -3.4752545}
{'40': -1.4898319, '45': -0.7675763, '38': -3.5058506, '43': -2.6836376, '41': -2.717369}
{'40': -1.1605227, '45': -2.120043, '44': -2.8447018, '43': -2.8761408, '41': -1.5782244}
{'50': -2.8254778, '40': -2.246258, '45': -0.48569503, '49': -4.684125, '41': -1.7689439}
{'45': -0.9625445, '50': -1.2150145, '40': -2.4631472, '41': -2.8889625, '48': -3.59931}
{'40': -1.823924, '45': -1.3289613, '44': -2.4909954, '46': -2.6765306, '41': -1.8585138}
{'45': -0.26937014, '50': -1.8757429, '48': -4.5472136, '40': -4.688202, '49': -4.832526}
{'50': -0.79377913, '60': -3.161291, '45': -1.1376913, '48': -3.4902065, '54': -3.6618707}
{'45': -0.257481, '50': -1.6821712, '54': -4.0461597, '40': -5.1790395, '55': -5.4390326}
{'50': -2.7888923, '45': -2.1873658, '55': -2.7261384, '49': -0.9336942, '51': -1.505504}
{'50': -3.5536747, '40': -3.6983259, '45': -2.6611557, '41': -0.29256645, '51': -2.721506}
{'50': -0.5484657, '60': -2.341877, '55': -2.6434546, '49': -3.0335643, '51': -2.8308096}
{'55': -2.5726755, '49': -2.5552707, '53': -0.7878242, '51': -1.7278916, '63': -3.3582282}
{'50': -2.3436697, '60': -2.5075967, '45': -2.4936366, '51': -0.8092305, '61': -2.4746873}
{'45': -1.2311128, '47': -1.8640264, '50': -1.8858026, '48': -2.8448193, '43': -2.8914769}
{'60': -1.6786214, '55': -2.3727114, '59': -2.0170937, '63': -2.5415993, '61': -1.9167196}
{'50': -2.5718722, '60': -1.4671197, '56': -2.6879945, '54': -2.4754424, '51': -2.5216172}
{'60': -2.3882794, '55': -2.3522298, '59': -1.9486176, '53': -2.6592574, '61': -2.4470801}
{'50': -2.9109154, '60': -0.47166616, '55': -3.718768, '56': -2.9991193, '54': -2.694}
{'50': -2.3017447, '60': -0.63785785, '55': -2.8825762, '56': -3.3295293, '54': -3.3522868}
{'50': -2.7278032, '60': -1.5023736, '55': -2.6168585, '52': -2.5720577, '51': -2.5853758}
{'60': -1.9752065, '62': -2.236027, '64': -2.7334652, '61': -2.7899182, '58': -2.877929}
{'30': -2.8311954, '25': -0.078494765, '24': -5.527899, '23': -5.850414, '27': -5.749479}
{'25': -1.0341027, '24': -2.715003, '23': -2.32364, '27': -1.4659873, '26': -2.128648}
{'27': -0.12963782, '30': -2.7034519, '29': -4.336478, '31': -4.4782925, '25': -4.5556154}
{'30': -5.759087, '33': -3.6106799, '35': -3.118729, '32': -7.1440473, '31': -0.07912498}
{'33': -1.0900476, '35': -1.2619549, '32': -2.776285, '34': -2.6405103, '31': -1.6761452}
{'30': -0.96061325, '29': -2.6131172, '33': -2.1235437, '32': -2.161644, '31': -1.8458605}
{'30': -1.7409847, '33': -2.0343997, '35': -2.1570365, '32': -2.3408687, '31': -1.1812084}
{'36': -0.7328095, '30': -1.8868011, '32': -2.1431203, '34': -2.4456465, '33': -3.368873}
{'30': -2.6227674, '33': -1.562867, '35': -2.711188, '36': -1.080552, '32': -3.0815856}
{'40': -2.3893049, '45': -2.2023373, '38': -2.3400419, '36': -2.4640846, '42': -1.3587892}
{'40': -2.044904, '38': -2.0145504, '44': -2.2073586, '42': -2.4233449, '41': -2.249593}
{'35': -0.6134809, '37': -1.9339689, '33': -2.3282654, '41': -2.3722184, '39': -3.0671742}
{'45': -1.3374634, '36': -0.7885933, '39': -2.486153, '37': -3.3249261, '42': -3.1159058}
{'45': -1.4044497, '44': -2.7829478, '47': -2.518347, '43': -1.5307448, '41': -1.5839409}
{'45': -1.5586073, '39': -2.810839, '37': -2.3854945, '43': -2.3246386, '41': -0.97666764}
{'48': -1.1653723, '36': -1.5455106, '40': -2.0589268, '42': -2.36842, '34': -2.8405612}
{'45': -0.9081199, '41': -1.5500553, '42': -2.3957336, '43': -2.4615047, '44': -2.9755924}
{'40': -1.9705822, '45': -1.5395765, '38': -2.4504337, '44': -1.9317312, '43': -2.589496}
{'41': -1.1452595, '45': -1.233545, '40': -1.95404, '39': -2.6423528, '43': -2.8998275}
{'45': -2.0452561, '35': -2.5754492, '39': -2.7246575, '37': -2.1223607, '41': -0.78203243}
{'50': -1.6540678, '40': -1.7152135, '45': -1.9055669, '44': -1.8748317, '48': -2.435457}
{'50': -1.2659396, '45': -1.6160105, '44': -2.306136, '48': -2.09955, '46': -2.5683067}
{'50': -1.0876367, '40': -2.3171365, '45': -1.2912443, '44': -2.9816184, '48': -2.697786}
{'50': -3.3424883, '45': -0.4015266, '47': -2.3445294, '43': -2.904569, '41': -2.8031454}
{'50': -1.1280597, '46': -1.8254665, '48': -1.9311794, '44': -1.942324, '40': -2.448357}
{'45': -0.69569373, '49': -2.116226, '47': -2.3501432, '41': -2.526817, '50': -3.0827198}
{'50': -1.5739495, '45': -1.0246656, '47': -2.3670154, '41': -2.4217546, '51': -2.7066956}
{'50': -0.43131617, '45': -1.5959775, '48': -3.9799495, '55': -3.2952745, '51': -4.1932654}
{'50': -0.27362072, '40': -3.9064293, '45': -2.2928963, '48': -4.225972, '46': -4.101248}
{'50': -0.44441757, '40': -1.3115308, '60': -2.9674563, '45': -3.5360808, '55': -6.6023693}
{'50': -1.4293512, '45': -1.4432731, '49': -1.3886237, '41': -2.2858596, '51': -3.0449002}
{'50': -1.8636863, '45': -2.6855712, '48': -2.731566, '46': -1.9896419, '51': -1.7424132}
{'50': -2.274329, '55': -2.2470691, '49': -2.2766562, '53': -1.266072, '51': -1.5928448}
{'50': -3.547126, '60': -0.1358122, '48': -4.976107, '55': -4.9160013, '54': -3.1158838}
{'50': -2.6627398, '60': -1.785865, '55': -2.5376844, '58': -2.42499, '56': -2.6563857}
{'60': -3.1482115, '55': -3.7974024, '59': -0.26790178, '53': -4.1348004, '61': -2.6737683}
{'52': -1.4727044, '51': -1.7175393, '50': -2.3630834, '54': -2.3805814, '60': -2.4862924}
{'60': -1.5084039, '61': -2.192709, '51': -2.6790543, '62': -2.6966438, '55': -2.8509004}
{'50': -1.9380345, '60': -1.485211, '55': -1.5791404, '52': -3.206019, '53': -2.940888}
{'60': -2.6043022, '75': -2.3687751, '65': -2.8096445, '67': -2.118311, '63': -1.5146987}
{'60': -1.9795369, '65': -2.6334295, '63': -1.3271437, '62': -3.051212, '61': -2.8058078}
{'30': -0.092784256, ' 30': -7.3859954, '29': -3.4139166, '32': -6.2332506, '31': -2.9384031}
{'30': -1.718116, '29': -3.9690313, '33': -2.0909073, '32': -1.7821897, '31': -0.7274545}
{'30': -1.0372056, '25': -1.7444676, '27': -1.9326925, '33': -2.177678, '29': -2.4014308}
{'30': -4.978315, '29': -2.3163579, '33': -1.8603144, '35': -3.990153, '31': -0.35215858}
{'30': -2.574775, '29': -0.6261706, '27': -2.1416392, '28': -3.6949725, '31': -1.5101829}
{'30': -0.94302934, '33': -3.5402942, '36': -3.4601, '32': -0.75560176, '31': -3.329265}
{'30': -0.29145887, '29': -3.35443, '28': -3.5813606, '32': -2.8417537, '31': -2.9451623}
{'40': -4.009834, '38': -4.0969615, '36': -0.087766275, '34': -4.562753, '42': -3.782062}
{'29': -2.812829, '33': -1.4065236, '35': -1.6883018, '37': -3.9685488, '31': -0.7921285}
{'33': -1.3555841, '31': -1.7550611, '32': -1.8805112, '34': -2.077983, '30': -2.1051226}
{'35': -1.4201853, '37': -2.0200696, '41': -2.3154578, '39': -2.7502122, '33': -2.8628228}
{'30': -1.5987802, '34': -1.7899556, '31': -1.8198133, '32': -2.1991696, '33': -2.2889924}
{'38': -1.5267783, '40': -1.6830417, '36': -2.403636, '42': -2.4950402, '37': -2.507888}
{'40': -1.2867019, '45': -1.2722174, '35': -2.771899, '42': -2.8135154, '41': -2.74005}
{'45': -0.6374355, '39': -3.045602, '47': -2.9934058, '43': -2.3263774, '41': -1.9274288}
{'40': -0.84623706, '45': -1.795492, '44': -2.5318527, '42': -2.718229, '41': -2.5757463}
{'45': -0.29595715, '41': -2.3476768, '49': -2.5339465, '43': -3.577947, '47': -3.694177}
{'50': -5.249372, '40': -0.039637677, '45': -4.530881, '42': -5.409212, '41': -4.653203}
{'40': -1.5769372, '45': -1.6905237, '44': -1.8927046, '42': -2.2602296, '41': -2.5098271}
{'50': -3.1324492, '45': -0.56602764, '47': -3.5722358, '49': -2.5627012, '41': -1.6916475}
{'40': -2.8321226, '45': -1.0605832, '43': -2.8412514, '42': -3.8800125, '41': -0.859747}
{'45': -0.874626, '47': -2.6110628, '49': -1.8702371, '43': -3.398952, '41': -1.6351011}
{'50': -1.5819814, '45': -1.7764374, '49': -2.0635488, '51': -2.4685817, '48': -2.766691}
{'50': -3.098543, '45': -0.6080834, '47': -3.0929754, '49': -1.6585156, '41': -2.2120512}
{'50': -2.353762, '40': -1.1587298, '45': -0.9970248, '44': -2.964845, '46': -2.9738543}
{'45': -0.3091346, '41': -2.3001661, '40': -2.7530565, '50': -3.1807213, '51': -4.4656715}
{'45': -0.17945264, '50': -2.4569795, '40': -3.4939744, '41': -4.6758924, '51': -4.7457156}
{'50': -1.8141263, '40': -4.1695633, '45': -0.38328674, '47': -3.510114, '49': -3.315591}
{'50': -0.5297857, '60': -2.9594064, '45': -2.1435208, '55': -2.5227418, '51': -3.0085416}
{'50': -0.44801065, '40': -2.866645, '45': -2.9847806, '41': -1.9585011, '51': -2.9932032}
{'50': -1.5633103, '45': -1.5961281, '46': -1.9731386, '41': -2.267288, '51': -1.919643}
{'50': -1.3091779, '45': -1.3901523, '47': -2.531483, '53': -2.883984, '51': -2.7500043}
{'50': -0.68527925, '60': -3.188783, '45': -2.3363926, '55': -2.7564223, '51': -2.0986035}
{'50': -1.3596458, '60': -0.4616413, '54': -4.798089, '52': -3.207203, '62': -3.7202892}
{'50': -1.6198779, '60': -1.5198834, '55': -2.4837296, '53': -2.3877852, '51': -2.4317696}
{'50': -2.0077689, '55': -1.6418269, '49': -1.9973395, '53': -2.3844972, '51': -1.8040965}
{'60': -1.0176139, '55': -1.4141898, '63': -2.7177386, '65': -2.8212972, '61': -3.1989005}
{'50': -2.1663067, '60': -1.9458476, '55': -2.3517144, '56': -2.607591, '54': -2.6053994}
{'60': -0.5898578, '64': -3.2515035, '54': -3.039212, '63': -3.3121345, '62': -3.266047}
{'60': -1.3909781, '66': -2.9368424, '54': -2.8516304, '72': -1.7889913, '63': -2.4409165}
{'56': -0.723026, '60': -1.6134851, '58': -2.0698962, '55': -3.5850956, '62': -3.733569}
{'25': -0.51144916, '24': -2.549352, '23': -2.867959, '27': -2.2615254, '26': -2.508201}
{'32': -0.11198169, '30': -2.2558606, ' 32': -7.358891, '36': -8.5503235, '31': -8.927743}
{'30': -0.044376016, ' 30': -7.051798, '33': -5.2547197, '32': -4.939462, '31': -3.5189662}
{'30': -0.9443608, '29': -1.2786561, '27': -2.5099452, '33': -3.9293537, '31': -1.6483346}
{'33': -1.2580804, '35': -2.0598383, '39': -1.7893419, '37': -2.5571623, '31': -2.3219612}
{'30': -1.2080886, '31': -1.6937053, '32': -2.0474958, '33': -2.261357, '29': -2.8546138}
{'33': -2.0506647, '35': -1.2139585, '36': -1.658199, '34': -2.4860494, '37': -2.7738712}
{'40': -1.4402379, '38': -1.3428257, '39': -2.6288939, '42': -2.753253, '41': -2.3411112}
{'28': -1.6631736, '35': -1.9612349, '30': -2.1776884, '31': -2.5694866, '42': -2.5753248}
{'33': -2.7297623, '35': -1.3277754, '39': -2.3937924, '37': -1.2008909, '41': -2.573579}
{'30': -2.8723576, '40': -0.9275344, '35': -2.1051238, '38': -2.5814078, '36': -2.0780282}
{'40': -2.923856, '45': -0.96483386, '39': -2.7627752, '43': -2.6674628, '42': -1.4359318}
{'48': -1.2331245, '36': -1.7472752, '40': -1.914912, '44': -2.2028434, '42': -2.430085}
{'36': -1.1855979, '30': -2.2295012, '32': -2.5349615, '33': -2.5355659, '35': -2.6752665}
{'45': -0.37119046, '41': -2.466659, '40': -2.6155198, '43': -3.6664002, '50': -3.807933}
{'40': -0.67505, '36': -1.2656739, '32': -2.0804818, '38': -3.2388813, '48': -4.3027906}
{'44': -1.2432024, '48': -1.6066554, '42': -2.1123831, '45': -2.2677214, '40': -2.3997996}
{'40': -0.83972305, '38': -1.8354564, '44': -2.567966, '36': -2.34475, '42': -2.2645984}
{'40': -1.340523, '45': -2.144295, '44': -1.4286785, '48': -2.664959, '42': -2.1124153}
{'40': -0.73109055, '45': -2.0863855, '44': -2.2267323, '42': -2.9189148, '41': -2.6051102}
{'45': -0.8030126, '49': -1.7023389, '50': -2.2130525, '47': -2.9808233, '41': -3.0568388}
{'50': -2.0030894, '45': -1.2339265, '44': -2.6263864, '48': -1.2955873, '47': -3.0761278}
{'50': -1.661142, '40': -1.5874896, '44': -1.4999081, '48': -2.2203538, '42': -2.2665381}
{'50': -1.1968828, '40': -2.754462, '45': -0.59185845, '43': -4.5624413, '41': -3.961429}
{'45': -0.25154418, '40': -2.059974, '50': -3.0084162, '41': -4.179947, '43': -5.569682}
{'50': -1.2303898, '45': -1.5298284, '44': -2.440616, '48': -2.7679417, '46': -2.5328553}
{'50': -0.86488426, '45': -1.6820058, '46': -2.5771456, '52': -3.2020328, '51': -2.7085884}
