{'7': -0.580893, '8': -2.4521372, '3': -2.5488436, '9': -2.6949084, '5': -2.8463137}
{'3': -2.5592268, '5': -2.8242035, '7': -0.50522035, '8': -2.5653286, '9': -2.859886}
{'3': -2.4902847, '5': -2.835015, '7': -0.6438722, '8': -2.369546, '9': -2.5666494}
{'3': -2.4665473, '5': -2.737301, '7': -0.6011738, '8': -2.443665, '9': -2.7050366}
{'7': -0.58980405, '8': -2.3285546, '3': -2.629124, '5': -2.8327315, '9': -2.8521824}
{'3': -2.562762, '5': -2.7668943, '7': -0.5200738, '8': -2.531272, '9': -2.925433}
{'3': -2.5421538, '5': -2.8347259, '7': -0.65095276, '8': -2.3326201, '9': -2.4910464}
{'3': -2.6582136, '5': -2.7792768, '7': -0.52277464, '8': -2.4518576, '9': -2.837262}
{'7': -0.6103937, '8': -2.3571932, '3': -2.552172, '9': -2.7903614, '5': -2.842966}
{'3': -2.4481788, '5': -2.7185228, '7': -0.5697629, '8': -2.5357032, '9': -2.9290159}
{'3': -2.423762, '5': -2.7112834, '7': -0.5847519, '8': -2.5332534, '9': -2.7314098}
{'7': -0.5899087, '3': -2.399826, '8': -2.5256693, '9': -2.669247, '5': -2.7758923}
{'7': -0.6363227, '3': -2.382119, '8': -2.4491262, '9': -2.6902645, '5': -2.705201}
{'3': -2.3611834, '5': -2.7347755, '7': -0.6176665, '8': -2.5433867, '9': -2.669573}
{'3': -2.3372183, '5': -2.7795591, '7': -0.64498246, '8': -2.46988, '9': -2.6369867}
{'3': -2.5500464, '5': -2.7761166, '7': -0.54178375, '8': -2.534261, '9': -2.704858}
{'7': -0.71174604, '3': -2.2570398, '8': -2.441309, '9': -2.5979078, '5': -2.7386777}
{'7': -0.5822804, '3': -2.3902924, '8': -2.62218, '9': -2.7014515, '5': -2.7815392}
{'3': -2.4361124, '5': -2.806258, '7': -0.61195654, '8': -2.4150648, '9': -2.6422033}
{'7': -0.56576896, '3': -2.4590242, '8': -2.5333116, '9': -2.676315, '5': -2.783546}
{'3': -2.3721735, '5': -2.7766116, '7': -0.6512663, '8': -2.4195864, '9': -2.591732}
{'7': -0.5925584, '3': -2.3691678, '8': -2.6232076, '9': -2.7211213, '5': -2.738295}
{'3': -2.3707087, '5': -2.7789536, '7': -0.65643907, '8': -2.3912451, '9': -2.5993235}
{'3': -2.5232387, '5': -2.7755218, '7': -0.556957, '8': -2.531301, '9': -2.675409}
{'3': -2.2713785, '5': -2.717797, '7': -0.70814025, '8': -2.3958158, '9': -2.6069288}
{'7': -0.5958634, '3': -2.3474293, '8': -2.6151295, '9': -2.726469, '5': -2.7408924}
{'3': -2.4388566, '5': -2.7538745, '7': -0.63345397, '8': -2.4188275, '9': -2.6204305}
{'7': -0.60418534, '3': -2.4393847, '8': -2.4791412, '9': -2.5697367, '5': -2.805464}
{'7': -0.65167344, '8': -2.306865, '3': -2.5278196, '9': -2.69032, '5': -2.8202105}
{'3': -2.5106096, '5': -2.7397451, '7': -0.5643206, '8': -2.5000849, '9': -2.7898035}
{'3': -2.4085047, '5': -2.793999, '7': -0.6579612, '8': -2.3656638, '9': -2.5573828}
{'7': -0.5433765, '8': -2.498033, '3': -2.5916247, '9': -2.7173514, '5': -2.7816958}
{'7': -0.70566505, '3': -2.3073916, '8': -2.3749595, '9': -2.5742905, '5': -2.7386544}
{'7': -0.5720666, '3': -2.436206, '8': -2.6010964, '5': -2.7781365, '9': -2.7798703}
{'7': -0.5796744, '8': -2.22901, '9': -2.61106, '3': -2.7719333, '5': -3.0642078}
{'7': -0.569994, '8': -2.442152, '3': -2.5419998, '9': -2.6935673, '5': -2.7938557}
{'7': -0.6214449, '8': -2.308699, '3': -2.5535183, '9': -2.7043211, '5': -2.8884642}
{'7': -0.51888716, '8': -2.5120091, '3': -2.6287084, '5': -2.7827115, '9': -2.855803}
{'7': -0.59229624, '8': -2.2555864, '9': -2.6193273, '3': -2.7236876, '5': -3.0113523}
{'7': -0.54965293, '8': -2.5061824, '3': -2.5520523, '5': -2.7556465, '9': -2.8085525}
{'7': -0.6092689, '8': -2.3041332, '3': -2.6163354, '9': -2.7090938, '5': -2.9528031}
{'7': -0.5831062, '3': -2.4331982, '8': -2.5495389, '5': -2.6817217, '9': -2.906825}
{'3': -2.7030003, '5': -2.923459, '7': -0.4744524, '8': -2.6607776, '9': -2.7628531}
{'7': -0.40164915, '8': -2.757694, '3': -2.7875097, '9': -2.874309, '5': -2.9659364}
{'7': -0.51152337, '3': -2.6188004, '8': -2.7338593, '9': -2.7447443, '5': -2.8692389}
{'3': -2.76787, '5': -2.927097, '7': -0.4077073, '8': -2.7661495, '9': -2.9064999}
{'7': -0.45920646, '8': -2.7046366, '3': -2.7234468, '9': -2.8652163, '5': -2.9310653}
{'7': -0.3827923, '8': -2.7946517, '3': -2.8330388, '9': -2.9297073, '5': -2.9848926}
{'7': -0.4711429, '3': -2.6431742, '8': -2.7195046, '9': -2.861718, '5': -2.906253}
{'7': -0.41630015, '8': -2.7456114, '3': -2.7936957, '9': -2.8420603, '5': -2.9369833}
{'7': -0.46449712, '8': -2.6952672, '3': -2.7207036, '9': -2.8135588, '5': -2.970858}
{'3': -2.759231, '5': -2.924827, '7': -0.3938099, '8': -2.8038347, '9': -2.9170852}
{'3': -2.7210174, '5': -2.9615207, '7': -0.43566477, '8': -2.7086253, '9': -2.8250213}
{'7': -0.46352625, '3': -2.6849844, '8': -2.7222447, '5': -2.869431, '9': -2.8797362}
{'7': -0.43149263, '8': -2.6495767, '3': -2.7302575, '9': -2.8305516, '5': -3.0098808}
{'3': -2.6044977, '5': -2.8286452, '7': -0.50678056, '8': -2.7248704, '9': -2.7465856}
{'7': -0.44844934, '8': -2.687333, '3': -2.6946383, '9': -2.8074334, '5': -2.9507856}
{'7': -0.41969275, '3': -2.7263336, '8': -2.8010252, '5': -2.8326929, '9': -2.8479838}
{'7': -0.51185024, '8': -2.6298616, '3': -2.6762064, '9': -2.6868322, '5': -2.9324796}
{'3': -2.8186378, '5': -2.969919, '7': -0.39626712, '8': -2.767895, '9': -2.8334255}
{'3': -2.6856618, '5': -2.9359558, '7': -0.4916159, '8': -2.6762586, '9': -2.7509942}
{'3': -2.7204692, '5': -2.8536153, '7': -0.45789406, '8': -2.7382743, '9': -2.8348224}
{'7': -0.4643781, '8': -2.686479, '3': -2.706659, '9': -2.7710664, '5': -2.9492164}
{'3': -2.7091997, '5': -2.970117, '7': -0.44610766, '8': -2.6747108, '9': -2.75868}
{'7': -0.50979877, '3': -2.5935276, '8': -2.668227, '9': -2.72704, '5': -2.8973053}
{'3': -2.7010942, '5': -2.964745, '7': -0.48035675, '8': -2.6692588, '9': -2.8103716}
{'3': -2.675762, '5': -2.9351916, '7': -0.50730497, '8': -2.6136205, '9': -2.637308}
{'7': -0.51920825, '3': -2.6068566, '8': -2.616159, '9': -2.6744475, '5': -2.8933575}
{'3': -2.6407244, '5': -2.9409792, '7': -0.4764217, '8': -2.6883624, '9': -2.7565866}
{'3': -2.574376, '5': -2.9118774, '7': -0.5085937, '8': -2.71457, '9': -2.6967762}
{'3': -2.71072, '5': -2.9650726, '7': -0.47533804, '8': -2.6213646, '9': -2.692936}
{'7': -0.45064005, '3': -2.7089083, '8': -2.7098336, '9': -2.8197803, '5': -2.961769}
{'7': -0.47055516, '8': -2.6580055, '3': -2.6990497, '9': -2.8051574, '5': -2.9602745}
{'3': -2.7179675, '5': -2.9932287, '7': -0.44222036, '8': -2.6501195, '9': -2.806289}
{'7': -0.4813572, '8': -2.641134, '3': -2.6934752, '5': -2.8656306, '9': -2.9398131}
{'3': -2.7382746, '5': -2.9456775, '7': -0.4335529, '8': -2.6720304, '9': -2.8451107}
{'7': -0.52458286, '8': -2.6103048, '3': -2.639083, '9': -2.834067, '5': -2.857875}
{'3': -2.6851323, '5': -2.872279, '7': -0.44553488, '8': -2.7081747, '9': -2.8532646}
{'7': -0.4810034, '8': -2.576346, '3': -2.7188118, '9': -2.7488868, '5': -2.9488304}
{'7': -0.5392828, '8': -2.6050122, '3': -2.6083097, '9': -2.7214327, '5': -2.8010283}
{'3': -2.5704188, '5': -2.8974702, '7': -0.50832915, '8': -2.5803142, '9': -2.7794814}
{'3': -2.5912485, '5': -2.8073242, '7': -0.52742296, '8': -2.5789917, '9': -2.7742412}
{'3': -2.695497, '5': -2.9186318, '7': -0.47469482, '8': -2.5723588, '9': -2.7729714}
{'7': -0.44232896, '8': -2.674358, '3': -2.7479243, '9': -2.797132, '5': -2.8728902}
{'7': -0.51839936, '3': -2.512664, '8': -2.618417, '9': -2.8069792, '5': -2.8386965}
{'3': -2.5952249, '5': -2.9046826, '7': -0.4912667, '8': -2.6095376, '9': -2.8216078}
{'7': -0.51347923, '3': -2.5704994, '8': -2.571577, '9': -2.7452698, '5': -2.886524}
{'7': -0.49058208, '8': -2.6022115, '3': -2.620541, '9': -2.8073046, '5': -2.9015486}
{'7': -0.53481615, '3': -2.4890988, '8': -2.603109, '5': -2.8343005, '9': -2.8483841}
{'3': -2.4752162, '5': -2.8323882, '7': -0.5192054, '8': -2.6358302, '9': -2.9123156}
{'7': -0.49841368, '8': -2.4907231, '9': -2.604548, '3': -2.8783727, '5': -2.972628}
{'3': -2.9463215, '5': -2.8701801, '7': -0.43830106, '8': -2.6180093, '9': -2.7229862}
{'3': -2.826778, '5': -2.9103806, '7': -0.48260644, '8': -2.4891238, '9': -2.7152915}
{'7': -0.45499673, '8': -2.5049388, '5': -2.8325372, '3': -2.8737552, '9': -2.9008298}
{'7': -0.45626214, '8': -2.459499, '9': -2.684629, '3': -2.9125073, '5': -3.0016856}
{'7': -0.4853457, '8': -2.5027235, '9': -2.7051847, '3': -2.8036819, '5': -2.8980196}
{'3': -2.9724553, '5': -3.0161278, '7': -0.4476121, '8': -2.4680684, '9': -2.6450112}
{'3': -2.834363, '5': -2.905343, '7': -0.5024043, '8': -2.4481401, '9': -2.6997423}
{'3': -3.101784, '5': -3.0558376, '7': -0.51279855, '8': -2.3568082, '9': -2.474152}
{'3': -2.7759762, '5': -2.8890076, '7': -0.62323576, '8': -2.1698992, '9': -2.5244198}
{'7': -0.6055755, '8': -2.1565456, '9': -2.515337, '3': -2.8878229, '5': -2.9199884}
{'7': -0.50813115, '8': -2.4587593, '9': -2.6028042, '3': -2.839752, '5': -2.9140205}
{'7': -0.6989761, '8': -2.1892447, '9': -2.4200168, '3': -2.6485476, '5': -2.869825}
{'3': -2.659101, '5': -2.8757014, '7': -0.6680866, '8': -2.1522613, '9': -2.3298278}
{'7': -0.5311251, '8': -2.4048681, '9': -2.491435, '3': -2.8503692, '5': -2.9733515}
{'7': -0.48042604, '8': -2.4921029, '5': -2.8595018, '3': -2.8666735, '9': -2.8695767}
{'3': -2.4490654, '5': -2.735292, '7': -0.5324321, '8': -2.580854, '9': -2.755096}
{'7': -0.5163721, '3': -2.460813, '8': -2.6215985, '9': -2.7523913, '5': -2.7774308}
{'7': -0.5941048, '3': -2.404663, '8': -2.5122166, '9': -2.5934753, '5': -2.779869}
{'3': -2.3264163, '5': -2.7084124, '7': -0.5914711, '8': -2.608393, '9': -2.636889}
{'7': -0.5965074, '3': -2.4140487, '8': -2.473964, '9': -2.5280163, '5': -2.818721}
{'7': -0.51917875, '3': -2.4907267, '8': -2.5891287, '9': -2.7898295, '5': -2.8078804}
{'7': -0.63742834, '3': -2.266426, '8': -2.5151484, '9': -2.5504553, '5': -2.8072872}
{'7': -0.44388062, '8': -2.6259847, '3': -2.6483676, '9': -2.7706513, '5': -3.019137}
{'7': -0.6093414, '3': -2.3734577, '8': -2.4538064, '9': -2.5802715, '5': -2.8187852}
{'7': -0.5809988, '3': -2.3584454, '8': -2.5657055, '9': -2.592683, '5': -2.8654552}
{'3': -2.2463093, '5': -2.7678146, '7': -0.6430628, '8': -2.55505, '9': -2.6017115}
{'7': -0.4789611, '3': -2.4390974, '8': -2.7327948, '9': -2.7913027, '5': -2.9557064}
{'3': -2.2823524, '5': -2.8269005, '7': -0.63379675, '8': -2.4958172, '9': -2.5506268}
{'7': -0.4729997, '3': -2.492199, '8': -2.6756728, '9': -2.759287, '5': -2.9942436}
{'3': -2.4218242, '5': -2.8990579, '7': -0.50858, '8': -2.7073448, '9': -2.7060974}
{'3': -2.4685445, '5': -2.9616687, '7': -0.49719113, '8': -2.6545398, '9': -2.7299469}
{'3': -2.3848937, '5': -2.841841, '7': -0.589516, '8': -2.4638274, '9': -2.6021636}
{'3': -2.6201007, '5': -3.011805, '7': -0.44610858, '8': -2.6858718, '9': -2.806952}
{'3': -2.4318798, '5': -2.8500643, '7': -0.4919825, '8': -2.7309005, '9': -2.7935703}
{'7': -0.47956327, '3': -2.4083695, '8': -2.7639985, '9': -2.8265977, '5': -2.926392}
{'7': -0.5965802, '3': -2.3149488, '8': -2.5387704, '9': -2.631708, '5': -2.7979484}
{'7': -0.4505195, '3': -2.537832, '8': -2.7020621, '9': -2.7837696, '5': -2.9738824}
{'3': -2.233947, '5': -2.8007958, '7': -0.65025645, '8': -2.4711394, '9': -2.5932438}
{'7': -0.5112116, '3': -2.416054, '8': -2.6711903, '9': -2.7376368, '5': -2.9147742}
{'3': -2.2868903, '5': -2.830862, '7': -0.61392814, '8': -2.5136092, '9': -2.5926325}
{'3': -2.2739713, '5': -2.8550544, '7': -0.60436594, '8': -2.5395465, '9': -2.6244102}
{'3': -2.3920047, '5': -2.9056115, '7': -0.5035712, '8': -2.7218232, '9': -2.754029}
{'7': -0.49678943, '3': -2.3967278, '8': -2.7034488, '9': -2.7566676, '5': -2.9611485}
{'3': -2.3543234, '5': -2.830785, '7': -0.5482552, '8': -2.680156, '9': -2.6983063}
{'3': -2.4054031, '5': -2.9152696, '7': -0.5067196, '8': -2.7028043, '9': -2.7233865}
{'3': -2.4253461, '5': -2.907543, '7': -0.5169485, '8': -2.662153, '9': -2.6661644}
{'7': -0.5341971, '3': -2.4000285, '8': -2.6620867, '9': -2.6719267, '5': -2.8521006}
{'7': -0.6510883, '3': -2.316137, '9': -2.4391494, '8': -2.449869, '5': -2.785276}
{'7': -0.46207958, '8': -2.5912127, '9': -2.6235824, '3': -2.6681592, '5': -3.0038848}
{'7': -0.511867, '3': -2.4766839, '9': -2.6517196, '8': -2.6540122, '5': -2.8541596}
{'3': -2.612894, '5': -2.969301, '7': -0.45802107, '8': -2.627863, '9': -2.7476385}
{'3': -2.5399952, '5': -2.9092636, '7': -0.5090237, '8': -2.61841, '9': -2.59441}
{'3': -2.5517201, '5': -2.9496272, '7': -0.48981532, '8': -2.6272855, '9': -2.6322236}
{'7': -0.52691704, '3': -2.3828397, '8': -2.6845899, '9': -2.705298, '5': -2.874447}
{'7': -0.4989994, '3': -2.5269573, '8': -2.6308925, '9': -2.7337291, '5': -2.9570813}
{'7': -0.66840917, '3': -2.2994728, '9': -2.41633, '8': -2.4311292, '5': -2.7706928}
{'7': -0.5114925, '3': -2.4643257, '9': -2.6088877, '8': -2.6525142, '5': -2.8913522}
{'7': -0.5596312, '3': -2.3510911, '9': -2.5546436, '8': -2.6368005, '5': -2.8576314}
{'3': -2.4376442, '5': -2.9343176, '7': -0.50742465, '8': -2.6603882, '9': -2.6050885}
{'7': -0.5351959, '3': -2.4386592, '9': -2.6241415, '8': -2.6280131, '5': -2.850389}
{'7': -0.49109757, '3': -2.5589762, '9': -2.6066713, '8': -2.617669, '5': -2.9859607}
{'3': -2.4602842, '5': -2.919255, '7': -0.50989056, '8': -2.6364012, '9': -2.6131105}
{'3': -2.3024302, '5': -2.855235, '7': -0.6368133, '8': -2.4213343, '9': -2.456813}
{'3': -2.3161795, '5': -2.810013, '7': -0.6538984, '8': -2.3887866, '9': -2.4043906}
{'7': -0.6358262, '3': -2.3279746, '8': -2.4062023, '9': -2.4079075, '5': -2.8440685}
{'7': -0.5220144, '3': -2.3959825, '9': -2.598108, '8': -2.6625974, '5': -2.8786273}
{'7': -0.6423022, '3': -2.262101, '8': -2.4182518, '9': -2.49882, '5': -2.8507123}
{'7': -0.70216316, '3': -2.219518, '8': -2.4165092, '9': -2.4375947, '5': -2.7657523}
{'7': -0.6663718, '3': -2.2330432, '8': -2.4183784, '9': -2.454597, '5': -2.8198485}
{'3': -2.177967, '5': -2.776571, '7': -0.70355994, '8': -2.421671, '9': -2.4653587}
{'7': -0.6772695, '3': -2.1983402, '8': -2.4269872, '9': -2.496188, '5': -2.822184}
{'3': -2.3878024, '5': -2.840584, '7': -0.5348017, '8': -2.6344092, '9': -2.6058981}
{'3': -2.2417603, '5': -2.7781792, '7': -0.6575661, '8': -2.4285564, '9': -2.5051765}
{'3': -2.2155907, '5': -2.7591183, '7': -0.68813837, '8': -2.4195797, '9': -2.4779086}
{'3': -2.2371304, '5': -2.7851574, '7': -0.67967343, '8': -2.3995106, '9': -2.464164}
{'3': -2.1943274, '5': -2.7689335, '7': -0.70345026, '8': -2.4051962, '9': -2.4628496}
{'7': -0.6788168, '3': -2.2522688, '8': -2.4029434, '9': -2.4231136, '5': -2.7937498}
{'7': -0.7001196, '3': -2.218373, '8': -2.3864808, '9': -2.4281852, '5': -2.7709873}
{'3': -2.3610492, '5': -2.8153872, '7': -0.5698943, '8': -2.6042552, '9': -2.540702}
{'7': -0.6880305, '3': -2.2182887, '8': -2.4356005, '9': -2.5845435, '5': -2.6707344}
{'3': -2.2172654, '5': -2.655496, '7': -0.62279063, '8': -2.5413144, '9': -2.7900748}
{'3': -2.250989, '5': -2.6832764, '7': -0.66649914, '8': -2.4648085, '9': -2.7149363}
{'7': -0.6534815, '3': -2.2285147, '8': -2.4793482, '5': -2.6995497, '9': -2.759118}
{'3': -2.2865856, '5': -2.7495658, '7': -0.6673896, '8': -2.4292667, '9': -2.5710437}
{'7': -0.65491486, '3': -2.2516518, '8': -2.462866, '9': -2.653265, '5': -2.7469902}
{'7': -0.6639155, '3': -2.282114, '8': -2.453062, '9': -2.6489353, '5': -2.7549229}
{'7': -0.64746004, '3': -2.2789679, '8': -2.430047, '9': -2.637372, '5': -2.7532053}
{'7': -0.68042433, '3': -2.303845, '8': -2.3577259, '9': -2.6389835, '5': -2.7352474}
{'3': -2.2739952, '5': -2.7290447, '7': -0.6503645, '8': -2.4174106, '9': -2.737765}
{'3': -2.1904573, '5': -2.7007132, '7': -0.6955061, '8': -2.443242, '9': -2.692729}
{'7': -0.6794895, '3': -2.2189164, '8': -2.4365103, '9': -2.6789343, '5': -2.7144167}
{'7': -0.70953906, '3': -2.1868892, '8': -2.4099174, '9': -2.668846, '5': -2.711437}
{'3': -2.267581, '5': -2.7961893, '7': -0.6481659, '8': -2.4271595, '9': -2.6808178}
{'3': -2.2234852, '5': -2.7730703, '7': -0.681491, '8': -2.4138558, '9': -2.62272}
{'3': -2.2404654, '5': -2.7536776, '7': -0.68065095, '8': -2.3986933, '9': -2.6022341}
{'7': -0.67527765, '3': -2.3111246, '8': -2.358776, '9': -2.6448438, '5': -2.700548}
{'3': -2.3186088, '5': -2.733701, '7': -0.6351351, '8': -2.400066, '9': -2.7205784}
{'7': -0.6802549, '3': -2.202418, '8': -2.4826937, '9': -2.6720266, '5': -2.680976}
{'7': -0.68208003, '3': -2.1941593, '8': -2.4768722, '5': -2.6927688, '9': -2.7148767}
{'7': -0.5413838, '3': -2.4349174, '8': -2.5679722, '9': -2.765976, '5': -2.848709}
{'3': -2.2812066, '5': -2.6994653, '7': -0.6741052, '8': -2.4159474, '9': -2.601082}
{'7': -0.7217343, '3': -2.205474, '8': -2.4069397, '9': -2.6044781, '5': -2.6835473}
{'7': -0.50892174, '3': -2.488067, '8': -2.5860243, '9': -2.8390894, '5': -2.8729107}
{'7': -0.72816783, '3': -2.1799865, '8': -2.4122062, '9': -2.6185658, '5': -2.6364665}
{'7': -0.696982, '3': -2.1959198, '8': -2.453036, '9': -2.6519532, '5': -2.6574292}
{'3': -2.2400553, '5': -2.7167819, '7': -0.67587125, '8': -2.4266627, '9': -2.6932108}
{'7': -0.49159482, '3': -2.5022435, '8': -2.593491, '9': -2.857901, '5': -2.8700087}
{'7': -0.70957494, '3': -2.2055676, '8': -2.427055, '9': -2.6255085, '5': -2.6874955}
{'3': -2.2196956, '5': -2.7081084, '7': -0.70336294, '8': -2.4160075, '9': -2.6085696}
{'3': -2.2231548, '5': -2.7090862, '7': -0.7013555, '8': -2.420464, '9': -2.601809}
{'3': -2.4650278, '5': -2.8826818, '7': -0.5110732, '8': -2.6048956, '9': -2.799384}
{'3': -2.3057454, '5': -2.6826603, '7': -0.6899275, '8': -2.354774, '9': -2.5737052}
{'3': -2.3150928, '5': -2.6809528, '7': -0.6543091, '8': -2.3761587, '9': -2.6796157}
{'3': -2.2176168, '5': -2.688421, '7': -0.68415827, '8': -2.39472, '9': -2.6753557}
{'3': -2.2510955, '5': -2.7109935, '7': -0.65637654, '8': -2.4258027, '9': -2.707398}
{'7': -0.6712109, '3': -2.287546, '8': -2.3995738, '9': -2.6518931, '5': -2.6852756}
{'7': -0.69612896, '3': -2.2574883, '8': -2.3944683, '9': -2.6392174, '5': -2.6563587}
{'3': -2.2744453, '5': -2.7223897, '7': -0.66228914, '8': -2.390202, '9': -2.689259}
{'3': -2.3074088, '5': -2.699529, '7': -0.66768396, '8': -2.3733554, '9': -2.6481392}
{'7': -0.6739645, '8': -2.3273726, '3': -2.3590155, '9': -2.6116018, '5': -2.7032707}
{'7': -0.65200645, '8': -2.3052924, '3': -2.3639433, '9': -2.5989134, '5': -2.7706742}
{'7': -0.6837929, '8': -2.2885273, '3': -2.2946117, '9': -2.6608455, '5': -2.7164047}
{'7': -0.51895666, '3': -2.4954715, '8': -2.5275226, '5': -2.8020148, '9': -2.8478577}
{'3': -2.2664642, '5': -2.6502779, '7': -0.708044, '8': -2.3553238, '9': -2.6416986}
{'7': -0.53789324, '3': -2.490015, '8': -2.5089874, '9': -2.7728593, '5': -2.8019655}
{'7': -0.6828032, '8': -2.2746117, '3': -2.3110228, '9': -2.6554308, '5': -2.756871}
{'7': -0.5456714, '3': -2.4552212, '8': -2.513279, '9': -2.8030794, '5': -2.8120744}
{'3': -2.3951104, '5': -2.7353356, '7': -0.6595071, '8': -2.3444626, '9': -2.4945061}
{'7': -0.65417516, '8': -2.3034441, '3': -2.4047399, '9': -2.5806277, '5': -2.7351403}
{'7': -0.68731517, '8': -2.291567, '3': -2.3103983, '9': -2.5706599, '5': -2.7198982}
{'7': -0.6642706, '8': -2.2706892, '3': -2.3811667, '9': -2.6218035, '5': -2.7167492}
{'3': -2.3707774, '5': -2.6915343, '7': -0.68836236, '8': -2.2752707, '9': -2.5111258}
{'7': -0.6151109, '8': -2.2972949, '3': -2.4773526, '9': -2.6157804, '5': -2.7288136}
{'7': -0.6590425, '8': -2.2490695, '3': -2.3955421, '9': -2.5715067, '5': -2.7850416}
{'7': -0.6986672, '8': -2.308414, '3': -2.3372571, '9': -2.514221, '5': -2.7006776}
{'3': -2.3739586, '5': -2.7469006, '7': -0.66306496, '8': -2.3235283, '9': -2.5393412}
{'3': -2.4523833, '5': -2.7484894, '7': -0.6389905, '8': -2.2448254, '9': -2.6422215}
{'3': -2.4422486, '5': -2.7849514, '7': -0.66254354, '8': -2.2075322, '9': -2.511388}
{'7': -0.6658575, '8': -2.2649348, '3': -2.4317818, '9': -2.5154727, '5': -2.7531035}
{'7': -0.5083571, '8': -2.4804752, '3': -2.5981245, '9': -2.7341871, '5': -2.8807056}
{'7': -0.52028817, '8': -2.4687746, '3': -2.5782027, '9': -2.737518, '5': -2.9039416}
{'7': -0.6799882, '3': -2.3099682, '8': -2.3388302, '9': -2.587173, '5': -2.736354}
{'3': -2.5297737, '5': -2.9171696, '7': -0.5093634, '8': -2.5073912, '9': -2.832205}
{'3': -2.4481084, '4': -2.964096, '5': -2.6800745, '7': -0.5313376, '8': -2.4860687}
{'3': -2.3150418, '4': -2.8789532, '5': -2.6554577, '7': -0.57331204, '8': -2.551698}
{'3': -2.5304644, '5': -2.7507536, '7': -0.57536525, '8': -2.3791907, '9': -2.917925}
{'3': -2.2639337, '4': -2.8515816, '5': -2.588919, '7': -0.5959647, '8': -2.5895712}
{'3': -2.4180627, '5': -2.7343392, '7': -0.5919271, '8': -2.4164567, '9': -2.7874758}
{'7': -0.54386884, '3': -2.453081, '8': -2.5063646, '5': -2.7173364, '9': -2.8264616}
{'3': -2.5109725, '5': -2.7715755, '7': -0.59541464, '8': -2.3513827, '9': -2.9721503}
{'3': -2.3513627, '5': -2.7133641, '7': -0.59815276, '8': -2.4689415, '9': -2.838963}
{'3': -2.45877, '5': -2.747392, '7': -0.56838346, '8': -2.470567, '9': -2.8694372}
{'3': -2.3540514, '5': -2.695152, '7': -0.5859621, '8': -2.5231166, '9': -2.875627}
{'3': -2.3565633, '5': -2.664978, '7': -0.61580265, '8': -2.462923, '9': -2.8151357}
{'7': -0.5855013, '3': -2.3672261, '8': -2.5014675, '5': -2.6719422, '9': -2.8732493}
{'3': -2.4004223, '5': -2.7020235, '7': -0.58708316, '8': -2.470191, '9': -2.8615236}
{'7': -0.5640201, '8': -2.3939915, '3': -2.466671, '5': -2.7727623, '9': -2.9784772}
{'3': -2.3422346, '5': -2.6689293, '7': -0.61665833, '8': -2.4218476, '9': -2.9718962}
{'7': -0.5568004, '3': -2.3877864, '8': -2.539537, '5': -2.6403918, '4': -2.9329846}
{'7': -0.60093844, '3': -2.3967052, '8': -2.459659, '9': -2.7005575, '5': -2.7478938}
