{'50': -2.177479, '40': -2.8421614, '45': -1.053427, '35': -2.7191286, '41': -2.0105975}
{'55': -1.4619892, '60': -1.703885, '50': -1.8123425, '51': -1.8969315, '45': -2.1835737}
{'60': -1.2917098, '50': -1.5617522, '54': -2.5529754, '52': -2.6181324, '48': -3.0133815}
{'56': -1.5058504, '60': -1.5628401, '52': -1.7103581, '48': -2.1268392, '54': -2.753764}
{'50': -2.7679996, '60': -1.9904956, '48': -2.2824457, '56': -2.5904558, '54': -1.6228693}
{'54': -1.8957373, '60': -2.1216915, '50': -2.4339225, '51': -2.7020566, '56': -2.8965268}
{'60': -2.2310057, '55': -2.479272, '59': -2.2555876, '63': -2.2224398, '61': -2.1795263}
{'60': -1.7890285, '70': -2.797504, '75': -3.18365, '72': -2.5685427, '63': -2.937444}
{'60': -1.6814829, '61': -2.68864, '59': -2.7325485, '56': -2.9064136, '55': -2.9171653}
{'60': -1.2983744, '55': -2.5992663, '59': -2.676901, '57': -2.6781619, '61': -2.4163153}
{'60': -1.9052141, '55': -2.7766314, '59': -2.666911, '54': -2.7155912, '61': -1.9163207}
{'60': -1.1615387, '59': -2.8755422, '57': -2.8531985, '53': -2.9356396, '61': -2.0129523}
{'60': -1.4172444, '55': -2.6764722, '65': -2.3487277, '59': -2.545693, '61': -2.5670104}
{'64': -1.9217645, '59': -1.1371862, '63': -2.1890585, '62': -2.27919, '61': -2.62838}
{'55': -2.3358066, '65': -2.4598186, '59': -2.5232437, '71': -2.2113092, '61': -2.0309694}
{'60': -1.5970795, '50': -1.6307365, '51': -2.3315506, '55': -2.4343395, '52': -3.0167131}
{'60': -1.1110542, '55': -2.6332462, '59': -2.7367542, '62': -2.7104118, '61': -2.5948322}
{'50': -3.7240062, '60': -0.42708674, '64': -2.9642246, '56': -2.4927454, '52': -2.8532073}
{'60': -1.7028767, '61': -1.8885342, '62': -2.3772664, '65': -2.43029, '63': -2.6886487}
{'60': -0.89231884, '59': -2.1781828, '56': -2.3769305, '58': -2.9200363, '64': -3.0869129}
{'60': -0.69381994, '55': -3.0437, '58': -3.1352682, '56': -2.4362059, '54': -2.7140949}
{'60': -1.1999449, '66': -2.037248, '70': -2.2119248, '62': -2.6430142, '64': -2.664347}
{'55': -2.1913984, '59': -1.0783613, '53': -2.5793643, '63': -2.505617, '61': -2.201351}
{'60': -0.5624307, '64': -2.3645012, '56': -3.4354, '63': -2.9858093, '62': -3.4817}
{'65': -2.3442886, '67': -2.055948, '59': -2.2032926, '63': -1.5659139, '61': -2.5248802}
{'60': -2.439369, '64': -2.749643, '66': -1.0455298, '62': -2.177568, '61': -1.8551688}
{'65': -1.8027232, '63': -1.9804138, '67': -2.4508967, '64': -2.6260123, '61': -2.7994456}
{'70': -2.4426498, '68': -2.5211391, '67': -2.473524, '72': -2.3968754, '71': -2.0786762}
{'65': -1.4107894, '67': -1.7178515, '69': -2.0138168, '68': -2.2831745, '63': -2.909235}
{'70': -1.7988495, '65': -6.151273, '68': -2.6468282, '67': -4.392531, '69': -0.29653034}
{'70': -1.6879922, '76': -1.75795, '72': -2.011675, '74': -2.2403984, '75': -2.4155467}
{'70': -4.7872543, '68': -3.4831011, '67': -0.28727186, '69': -2.6669736, '71': -2.1071913}
{'70': -2.550837, '68': -4.8538156, '69': -3.2747235, '72': -4.6943355, '71': -0.15849926}
{'70': -2.4444668, '64': -2.3920949, '75': -1.0893415, '68': -1.8546842, '72': -2.8212235}
{'50': -2.7458339, '40': -2.764564, '45': -1.5714383, '41': -1.5885425, '51': -2.787703}
{'50': -2.1658313, '45': -1.3052996, '35': -3.1752536, '41': -2.0329254, '51': -2.27384}
{'50': -1.7006546, '40': -2.679112, '45': -1.8048121, '41': -2.096545, '51': -2.6408165}
{'50': -1.4910637, '45': -1.4846226, '44': -3.2869542, '41': -2.61898, '51': -2.258268}
{'50': -0.8044437, '45': -1.8920484, '55': -3.3432353, '41': -3.4211533, '51': -1.4995197}
{'50': -1.8994794, '44': -1.9306055, '46': -2.4409118, '42': -2.5046077, '52': -2.4249644}
{'45': -2.218509, '47': -1.7670816, '49': -2.5131648, '53': -2.381406, '51': -1.50723}
{'50': -2.094829, '60': -2.926493, '52': -2.77574, '53': -2.715091, '51': -2.1362052}
{'45': -2.7216394, '55': -2.347718, '47': -2.7082708, '53': -2.1371315, '51': -1.8740442}
{'55': -2.5187197, '47': -2.6014853, '53': -2.1543932, '51': -2.3420143, '61': -2.4818878}
{'50': -2.4006357, '45': -2.5497437, '54': -2.5769434, '53': -2.4752693, '51': -1.6907796}
{'51': -1.4273685, '53': -2.2125323, '55': -2.4125865, '50': -2.750444, '47': -2.8530676}
{'51': -1.7278138, '53': -2.1924212, '55': -2.3246021, '59': -2.3698807, '49': -2.524521}
{'60': -0.5220968, '66': -3.102749, '56': -2.0200484, '54': -2.7165759, '62': -3.2756462}
{'60': -0.34288943, '48': -3.265344, '56': -1.572542, '54': -3.9529414, '52': -4.1730227}
{'50': -2.5741014, '60': -1.4674501, '58': -2.3034852, '56': -2.292325, '54': -2.1805127}
{'60': -0.6530624, '64': -2.021562, '48': -3.905271, '56': -1.7366596, '52': -3.9347298}
{'55': -2.5584033, '59': -1.4070989, '53': -2.8040981, '63': -1.9820002, '61': -2.1183054}
{'50': -2.35518, '60': -2.1156812, '55': -2.4528108, '54': -2.207703, '51': -2.5966694}
{'49': -2.365236, '65': -1.7010801, '57': -1.826122, '53': -2.170204, '61': -1.7479875}
{'60': -1.8828146, '64': -2.8518603, '65': -2.5769715, '63': -2.7641997, '61': -2.768498}
{'61': -2.0115385, '60': -2.3490362, '67': -2.5134423, '59': -2.5403435, '63': -2.599436}
{'50': -2.1874578, '60': -1.8169429, '55': -2.2416303, '54': -2.7430387, '51': -2.4321325}
{'50': -2.1440961, '60': -1.1088787, '55': -2.185146, '51': -2.825931, '61': -2.9312825}
{'60': -0.86689556, '59': -2.2964408, '61': -2.3979824, '62': -2.7823503, '63': -3.057802}
{'60': -2.1234097, '55': -2.1974807, '65': -2.2955117, '59': -2.7137542, '61': -1.8088689}
{'50': -2.8961656, '60': -1.2145728, '70': -3.2098908, '62': -2.7446468, '61': -2.8263624}
{'65': -2.0761325, '60': -2.110893, '61': -2.5252798, '63': -2.6291711, '64': -2.6554058}
{'60': -0.7805011, '64': -3.06684, '58': -2.6979854, '54': -2.854736, '62': -3.0971885}
{'70': -2.54873, '65': -2.0847616, '67': -2.819788, '71': -2.4179487, '63': -2.575841}
{'60': -2.4743965, '65': -2.8512444, '59': -1.3482912, '63': -1.8996273, '61': -2.3176537}
{'64': -2.7036653, '65': -2.249657, '67': -2.4160485, '71': -2.5922017, '63': -1.4152073}
{'64': -1.4931282, '66': -2.4188654, '65': -1.7006134, '63': -2.391352, '62': -2.248545}
{'60': -0.83795273, '64': -2.309928, '70': -2.5906193, '66': -2.8783312, '63': -2.9113855}
{'71': -1.1608074, '69': -1.2525165, '70': -2.0542514, '67': -2.0792663, '68': -2.410649}
{'70': -1.7011068, '71': -1.8537387, '69': -1.8797625, '77': -2.7529354, '65': -2.8197458}
{'70': -1.6016624, '66': -2.3510387, '68': -1.7306297, '69': -2.1901538, '71': -2.2495475}
{'66': -2.1587198, '65': -1.7071303, '68': -2.0180852, '67': -1.4225806, '69': -2.1619682}
{'75': -1.7370981, '65': -2.6691983, '77': -2.090158, '73': -2.3802161, '71': -1.9715341}
{'70': -1.2792965, '68': -4.0142865, '67': -4.5994334, '69': -1.9991889, '71': -0.5990271}
{'71': -0.4489874, '70': -1.0603497, '72': -5.167171, '68': -5.5014415, '69': -5.6435776}
{'40': -3.1182373, '45': -1.579664, '35': -2.5176628, '43': -2.8509517, '41': -1.7306153}
{'45': -1.4405296, '47': -3.1049173, '43': -2.5172412, '41': -1.2779855, '51': -2.770476}
{'41': -1.6052301, '45': -1.9855906, '43': -2.6227574, '51': -2.6981952, '35': -2.8689027}
{'45': -1.627403, '47': -2.437146, '43': -2.5997677, '41': -1.7907503, '51': -2.1753483}
{'50': -1.8203688, '45': -1.7754736, '41': -2.683877, '53': -2.7081375, '51': -1.8983793}
{'50': -1.1230204, '51': -1.6672918, '45': -2.3088992, '52': -2.940484, '55': -2.960988}
{'45': -2.2680929, '44': -2.294589, '51': -2.510332, '50': -2.5543668, '41': -2.8362987}
{'50': -2.4944212, '45': -2.4766772, '47': -2.782526, '53': -2.859585, '51': -2.2014754}
{'60': -1.3192779, '54': -1.5008956, '48': -1.9503396, '50': -2.665787, '52': -3.0161028}
{'50': -2.5454247, '60': -1.3626502, '45': -2.8375425, '55': -1.6941493, '51': -2.8473043}
{'45': -2.7011142, '55': -2.744619, '47': -2.6624255, '53': -2.4325192, '51': -1.9092354}
{'45': -2.189722, '47': -2.3405466, '49': -2.574536, '53': -2.3717413, '51': -1.9690226}
{'49': -1.9509383, '59': -2.4074507, '54': -2.6282647, '53': -2.413515, '51': -2.0113907}
{'48': -2.5742083, '47': -2.5984278, '54': -2.422593, '52': -1.8995789, '51': -2.413659}
{'60': -2.5274324, '55': -2.651599, '59': -2.1555579, '63': -2.3750823, '61': -2.0757704}
{'50': -2.1851943, '54': -1.9825498, '52': -2.5754604, '53': -2.4722767, '51': -2.0031226}
{'65': -2.5614238, '59': -1.5987905, '69': -2.1891196, '63': -2.0816472, '61': -2.6619477}
{'60': -1.424677, '62': -2.3688068, '56': -2.443051, '54': -2.5823479, '64': -2.8292844}
{'60': -1.7484237, '64': -2.628891, '65': -2.406559, '68': -2.7931232, '63': -2.5574913}
{'61': -1.3770849, '57': -1.4504186, '65': -2.3015044, '53': -2.308298, '59': -2.364746}
{'60': -1.8285925, '56': -2.354916, '58': -2.4591753, '54': -2.476208, '62': -2.6000285}
{'65': -2.071336, '60': -2.0919297, '55': -2.1668465, '61': -2.3236077, '59': -2.5104868}
{'65': -2.9673603, '59': -0.73577183, '69': -2.85531, '63': -2.6313016, '61': -3.0818639}
{'61': -1.7898651, '65': -2.13788, '59': -2.1491964, '60': -2.1788614, '62': -2.5709438}
{'55': -1.6496994, '51': -2.0139575, '60': -2.5028584, '53': -2.5906413, '50': -2.668964}
{'50': -2.4624374, '60': -1.025809, '55': -2.3735616, '58': -3.2965438, '54': -3.3004854}
{'60': -2.661307, '55': -1.9309863, '59': -2.6714954, '53': -2.3352118, '51': -2.4398003}
{'60': -1.3010894, '59': -1.996997, '63': -2.4488385, '62': -2.4996464, '61': -2.6163018}
{'60': -0.97573435, '70': -1.8711993, '66': -3.1956868, '62': -3.2650526, '72': -3.3094678}
{'60': -0.7839533, '64': -2.3684852, '58': -2.4211469, '56': -2.7046516, '62': -2.0726495}
{'65': -1.8618269, '67': -2.2780848, '69': -2.4453895, '63': -1.7740469, '61': -2.6739702}
{'60': -1.9370693, '64': -2.3231797, '59': -2.569758, '63': -2.0897183, '62': -2.2280886}
{'60': -1.1010528, '62': -2.4559531, '54': -2.753637, '56': -2.8028388, '61': -2.8120053}
{'60': -1.2527379, '70': -2.8077972, '66': -2.5849369, '72': -2.0050707, '63': -2.8759773}
{'70': -2.5377493, '65': -2.605176, '69': -2.634784, '73': -1.4302378, '71': -2.5726862}
{'70': -3.2019417, '75': -1.7489719, '77': -1.4358044, '76': -1.0420266, '74': -2.7807655}
{'80': -1.1459959, '76': -1.4243942, '78': -2.3897567, '84': -2.3951602, '86': -2.6247802}
{'70': -1.657844, '68': -1.7856324, '69': -2.4898846, '72': -2.252248, '71': -1.751264}
{'70': -0.62003195, '69': -1.4915339, '68': -1.9736105, '67': -3.3241715, '66': -3.9008288}
{'80': -0.8067071, '81': -1.1707971, '73': -3.0527608, '77': -3.1996095, '71': -3.4635158}
{'75': -0.97248113, '76': -1.1430268, '74': -2.0073302, '72': -3.5187857, '73': -2.494837}
{'40': -2.9956694, '45': -1.8394063, '43': -2.805441, '41': -1.5257485, '51': -3.0258427}
{'50': -1.014729, '40': -2.4865901, '45': -1.2724595, '41': -3.061934, '51': -3.2037816}
{'45': -1.7441838, '51': -1.8671027, '41': -2.1498206, '50': -2.3370488, '43': -2.9911184}
{'50': -2.5714126, '45': -1.9513773, '47': -3.0062804, '41': -2.015613, '51': -1.7500013}
{'50': -2.0582576, '45': -2.4701283, '41': -2.6203818, '52': -2.5783093, '51': -1.4611514}
{'51': -1.4122679, '45': -1.9096196, '55': -2.1218266, '50': -2.7142148, '53': -2.8578513}
{'45': -1.3238927, '60': -1.8355294, '50': -1.999982, '51': -2.2617104, '55': -2.8697424}
{'51': -1.5879828, '45': -2.629125, '53': -2.629273, '47': -2.6295297, '50': -2.7092557}
{'51': -1.8386452, '53': -2.095855, '55': -2.5640996, '50': -2.7130196, '47': -2.8022356}
{'51': -1.8745977, '50': -2.202058, '53': -2.340028, '47': -2.5303526, '48': -2.6385157}
{'50': -2.292912, '60': -2.8302217, '54': -2.3829675, '52': -2.7351305, '51': -2.564151}
{'60': -1.8360256, '54': -2.179829, '56': -2.2311616, '63': -2.8151, '59': -2.840858}
{'60': -2.3786058, '51': -2.5253267, '54': -2.729169, '61': -2.855589, '62': -2.8972864}
{'50': -1.5201384, '60': -2.4110646, '51': -2.6148362, '54': -2.6645238, '55': -2.7058465}
{'55': -2.1185548, '65': -2.6477747, '59': -2.5163972, '53': -2.1037118, '51': -2.4453933}
{'60': -2.2728684, '64': -2.5915644, '68': -2.6152086, '61': -2.6287453, '71': -2.6601508}
{'59': -2.103649, '53': -2.2952106, '51': -2.7235, '63': -2.4324167, '61': -2.4196033}
{'50': -2.481056, '60': -0.8566032, '56': -2.3437839, '54': -2.820971, '62': -2.9144416}
{'53': -1.9641157, '60': -2.0809066, '50': -2.2456424, '45': -2.289357, '55': -2.885243}
{'60': -2.146202, '59': -2.6665757, '63': -2.5770864, '62': -2.9325073, '61': -2.504246}
{'60': -2.5122168, '65': -2.6556847, '53': -2.828787, '51': -2.3960586, '61': -1.6542962}
{'60': -0.7475519, '64': -1.6107091, '56': -2.3199623, '54': -3.049258, '62': -3.1527758}
{'60': -1.180064, '59': -1.8915184, '58': -2.7311924, '63': -2.8241677, '62': -2.8359408}
{'60': -0.28483966, '50': -2.04595, '55': -3.7176857, '54': -3.7642136, '56': -4.6354923}
{'50': -3.5959387, '60': -0.2630758, '55': -2.350377, '65': -3.2574165, '63': -4.4743233}
{'50': -1.3966588, '60': -2.2459955, '55': -1.8689262, '54': -2.6571321, '51': -2.5151148}
{'60': -1.4617804, '59': -2.426918, '58': -2.4116077, '62': -2.5436733, '61': -2.5872715}
{'60': -1.6065339, '59': -2.5269775, '63': -2.538702, '62': -2.5559654, '61': -2.3527584}
{'56': -2.2302148, '60': -2.3486328, '58': -2.3870132, '63': -2.5662088, '62': -2.6329212}
{'60': -1.4883511, '65': -1.6030934, '61': -2.1122372, '63': -2.5659497, '55': -2.7453263}
{'64': -2.2067342, '65': -2.3387141, '67': -2.3786886, '71': -2.7503657, '63': -2.3147943}
{'65': -1.8838291, '67': -2.3566074, '73': -2.1285143, '63': -2.4898338, '61': -2.6926212}
{'65': -2.4858816, '67': -1.2543771, '59': -2.5974042, '71': -2.1450746, '63': -1.6413991}
{'60': -1.972407, '65': -1.8766981, '67': -2.6882157, '59': -2.384501, '63': -1.9983736}
{'65': -2.404768, '67': -1.8639451, '69': -1.9931585, '71': -1.9816171, '63': -2.1088545}
{'69': -0.43748456, '67': -1.2543563, '65': -4.3021927, '71': -4.4186325, '68': -4.527691}
{'71': -1.0134281, '73': -1.9272063, '75': -1.9990562, '69': -2.2410147, '67': -2.6431525}
{'68': -1.9901562, '70': -2.0112, '71': -2.080904, '69': -2.1880608, '73': -2.7834527}
{'70': -1.0537369, '68': -2.360383, '69': -3.0103753, '72': -1.4151299, '71': -1.9107964}
{'70': -1.1173003, '75': -1.9169563, '76': -2.2177088, '74': -1.7101539, '72': -2.6272092}
{'71': -0.06447454, '70': -3.155127, '69': -4.438992, '68': -5.562151, '72': -6.0418534}
{'41': -1.5559055, '45': -2.2222798, '35': -2.5821908, '40': -2.6683655, '30': -2.774644}
{'45': -1.4958313, '47': -2.5913913, '41': -1.8196725, '53': -2.651744, '51': -1.9099815}
{'50': -2.2048342, '45': -1.6071112, '44': -2.9336226, '41': -2.1920853, '51': -2.276974}
{'50': -0.6381689, '40': -2.5083292, '45': -2.3907418, '41': -3.0596833, '51': -2.8443341}
{'50': -2.2544706, '45': -2.0241246, '47': -2.8624282, '41': -2.76696, '51': -2.4363449}
{'50': -2.7174883, '55': -2.8552616, '52': -3.0039206, '53': -2.5722399, '51': -1.1278219}
{'45': -1.8653355, '51': -2.082363, '50': -2.3633919, '41': -2.513767, '55': -2.5834465}
{'54': -2.0780957, '44': -2.2578652, '51': -2.3869088, '49': -2.6341841, '45': -2.6344512}
{'49': -1.5953664, '45': -1.9270123, '53': -2.046094, '51': -2.1402805, '55': -2.3786001}
{'50': -2.506247, '47': -2.585792, '52': -2.255279, '53': -1.9249444, '51': -2.099028}
{'50': -1.7544196, '60': -2.353349, '45': -2.5713017, '52': -2.7084944, '51': -2.5193865}
{'51': -2.1508298, '53': -2.2992215, '50': -2.6036916, '47': -2.610558, '45': -2.6676917}
{'50': -2.6244404, '47': -2.6632357, '49': -2.6454632, '53': -2.5448895, '51': -1.7024757}
{'54': -2.3371496, '60': -2.438595, '53': -2.5102808, '59': -2.5439816, '51': -2.6249552}
{'60': -1.8394513, '59': -2.429421, '63': -2.4738128, '61': -2.4806085, '62': -2.841124}
{'59': -1.7360971, '63': -1.9411219, '65': -2.310188, '55': -2.4719684, '61': -2.4957626}
{'60': -1.916696, '55': -2.2484505, '59': -1.8074925, '63': -2.5231795, '61': -2.3173099}
{'60': -1.1691521, '63': -2.5845973, '59': -2.8506143, '65': -2.908016, '55': -2.912088}
{'60': -2.3713436, '64': -2.7325296, '65': -1.8670588, '71': -2.653491, '63': -2.5206232}
{'60': -0.82205826, '50': -2.2627769, '55': -2.7863753, '65': -2.882278, '61': -3.4391847}
{'50': -3.2337422, '80': -2.5606647, '60': -2.2615066, '76': -2.7902822, '84': -3.1385913}
{'60': -1.1870644, '55': -2.4239295, '65': -2.7810147, '63': -2.5222409, '61': -2.6278565}
{'50': -2.3867176, '60': -0.9468105, '58': -2.437106, '54': -2.4957902, '62': -2.3764467}
{'60': -2.327193, '55': -1.637782, '59': -2.2599876, '51': -2.4838047, '61': -2.2002401}
{'60': -1.450032, '70': -2.7196102, '66': -2.5622613, '65': -2.6310594, '62': -2.7136106}
{'60': -1.8752342, '55': -2.4183643, '54': -2.795924, '53': -2.563485, '51': -2.8079515}
{'50': -2.7443118, '60': -0.9820238, '55': -2.9483314, '58': -3.0581193, '54': -2.5696752}
{'60': -1.6955627, '65': -2.883553, '59': -1.6945022, '63': -2.5829005, '61': -2.4}
{'60': -0.8483945, '65': -1.2851125, '63': -2.8539388, '62': -2.9199705, '61': -3.4539196}
{'60': -1.8187526, '55': -1.8524898, '59': -2.0319674, '53': -2.7068522, '61': -2.3142855}
{'60': -2.25981, '65': -2.160473, '67': -2.589039, '71': -2.6215718, '63': -2.5374472}
{'71': -1.4542108, '70': -1.733277, '65': -2.6960988, '69': -2.718821, '66': -3.0275836}
{'60': -1.6730914, '61': -2.028747, '59': -2.1343455, '62': -2.3511064, '63': -2.3717628}
{'70': -2.3716621, '65': -2.1907072, '68': -2.6845007, '67': -2.512926, '63': -2.2277632}
{'60': -0.8654318, '63': -1.5556116, '66': -2.385663, '65': -2.6939878, '67': -3.2262907}
{'70': -2.0810447, '75': -1.694595, '68': -2.6571462, '72': -2.5428274, '71': -2.299936}
{'68': -1.7420083, '67': -2.2541733, '69': -2.3091815, '70': -2.4271967, '63': -2.4363081}
{'70': -0.9909438, '68': -1.7283076, '67': -3.0497274, '69': -1.832096, '71': -1.5285071}
{'70': -2.0174816, '68': -2.1425102, '69': -2.1710327, '72': -1.6710918, '71': -1.0337512}
{'70': -2.1082964, '64': -3.3020198, '68': -1.3282005, '74': -3.848527, '72': -0.6267425}
{'75': -0.49387813, '77': -1.4248683, '76': -3.1551769, '74': -2.8822105, '73': -4.2497277}
{'30': -2.8301587, '40': -2.7803078, '45': -1.9706867, '35': -2.428628, '41': -1.726483}
{'30': -2.3306, '40': -2.2243853, '45': -1.7317163, '35': -2.4857953, '41': -2.4146547}
{'45': -1.542907, '50': -1.6879362, '41': -1.9983915, '51': -2.067096, '40': -3.0561936}
{'50': -1.6712877, '45': -1.8313866, '41': -2.0490618, '51': -2.1558628, '40': -3.0475042}
{'50': -2.3603852, '45': -2.5658906, '41': -2.338649, '52': -2.8446715, '51': -1.9383997}
{'50': -1.5726559, '45': -1.4370912, '55': -3.1446621, '41': -2.762109, '51': -2.17059}
{'45': -2.524893, '49': -1.590067, '59': -2.3627262, '53': -2.5033245, '51': -1.5923443}
{'50': -2.2197616, '45': -2.504007, '41': -2.8018634, '54': -2.7906423, '51': -2.3201222}
{'50': -2.7021644, '45': -2.282807, '55': -2.651529, '53': -2.596049, '51': -2.0677125}
{'51': -2.1815736, '47': -2.3891878, '45': -2.5829515, '50': -2.6521757, '53': -2.711991}
{'50': -2.6426325, '60': -1.769511, '54': -1.9970196, '52': -2.8144205, '51': -2.877218}
{'45': -2.2379794, '55': -2.5864024, '49': -2.3594184, '53': -2.025991, '51': -1.3208766}
{'50': -1.556691, '60': -2.1940718, '55': -2.6145859, '53': -2.8535185, '51': -1.931243}
{'55': -2.0304248, '59': -2.1868742, '51': -2.2524087, '53': -2.380164, '60': -2.5534294}
{'60': -2.1586215, '55': -2.4520652, '51': -2.4697006, '53': -2.535266, '59': -2.5630157}
{'50': -1.7401339, '54': -2.0181663, '52': -2.1488492, '60': -2.5329416, '56': -2.7260635}
{'59': -1.6518523, '61': -2.117379, '63': -2.3825853, '65': -2.5407875, '53': -2.749005}
{'60': -1.9107865, '61': -2.312684, '59': -2.3602836, '53': -2.5193498, '55': -2.63572}
{'60': -1.5051224, '55': -2.6417089, '59': -2.505647, '63': -2.685775, '61': -2.6235335}
{'60': -1.5430217, '70': -1.987513, '65': -2.2988029, '71': -2.9685187, '63': -2.7817025}
{'60': -2.028196, '50': -2.3804379, '51': -2.4737012, '56': -2.6775167, '55': -2.7136755}
{'60': -1.5813341, '55': -2.8015776, '53': -2.9499369, '51': -2.770543, '61': -2.8776731}
{'50': -2.106232, '60': -1.6787436, '58': -2.9919481, '54': -2.3530304, '51': -2.713318}
{'60': -1.8033602, '55': -1.9567741, '61': -2.1556132, '53': -2.4651759, '57': -2.5385554}
{'60': -2.054297, '58': -2.216128, '56': -2.3781383, '54': -2.33857, '62': -2.2215695}
{'60': -0.55452126, '54': -2.9292648, '55': -3.0228198, '63': -3.2319617, '62': -3.4763522}
{'60': -1.3978968, '70': -2.4299364, '66': -2.6786833, '65': -2.683527, '62': -2.7324111}
{'60': -0.9959082, '55': -2.0490928, '50': -2.1443896, '51': -2.706505, '53': -2.8005774}
