{' 30': -0.99543965, ' 25': -1.4129983, ' 24': -2.129408, ' 22': -2.2171671, ' 28': -2.6471424}
{' 50': -0.92737794, ' 45': -1.0066568, ' 49': -2.3867276, ' 40': -3.038207, ' 41': -4.337686}
{' 49': -1.2487401, ' 45': -1.6733387, ' 50': -2.3560102, ' 44': -2.8209941, ' 46': -2.8852327}
{' 50': -1.213976, ' 54': -1.7326871, ' 45': -2.0326672, ' 60': -2.5419598, ' 55': -2.5986624}
{' 49': -2.2949064, ' 55': -2.3881042, ' 51': -1.1878498, ' 59': -1.9655188, ' 61': -2.715822}
{' 50': -0.7321937, ' 48': -2.22535, ' 51': -2.5794904, ' 45': -2.6022785, ' 54': -3.286158}
{' 50': -1.507846, ' 40': -2.8458624, ' 45': -1.3832178, ' 49': -1.7266606, ' 41': -3.0422068}
{' 50': -1.0837622, ' 60': -2.4500265, ' 55': -2.713729, ' 52': -2.224928, ' 54': -2.7023475}
{' 50': -1.7806226, ' 48': -2.7100801, ' 49': -2.4933624, ' 55': -2.821372, ' 51': -1.8000518}
{' 50': -2.1655629, ' 55': -2.4836113, ' 52': -2.405431, ' 54': -2.08453, ' 56': -2.459058}
{' 50': -2.4864817, ' 60': -2.5194626, ' 55': -1.5832462, ' 51': -2.5204535, ' 61': -1.4214802}
{' 61': -1.9740092, ' 59': -1.9815288, ' 53': -2.1225467, ' 51': -2.3089538, ' 55': -2.3348947}
{' 55': -1.1825193, ' 54': -1.5544456, ' 57': -2.2520497, ' 53': -2.31162, ' 59': -3.3550153}
{' 63': -1.9555155, ' 73': -2.6449926, ' 65': -2.7528162, ' 61': -2.7976348, ' 66': -2.91761}
{' 50': -2.5165317, ' 55': -2.5817506, ' 52': -2.0572813, ' 54': -2.2208726, ' 56': -2.1440666}
{' 52': -1.060246, ' 51': -2.028996, ' 54': -2.3383994, ' 53': -2.9898448, ' 56': -1.6151823}
{' 55': -2.4243326, ' 53': -2.1672115, ' 57': -2.8043869, ' 59': -2.6788063, ' 63': -2.5337572}
{' 30': -2.8361232, ' 29': -3.3465831, ' 31': -0.11372845, ' 35': -6.660399, ' 33': -4.631341}
{' 25': -0.6381208, ' 24': -2.5130904, ' 23': -2.1050358, ' 26': -3.075657, ' 27': -2.3382895}
{' 30': -0.95244706, ' 28': -1.807664, ' 29': -1.986394, ' 31': -2.156705, ' 27': -3.1635063}
{' 30': -0.35385302, ' 32': -1.2539557, ' 34': -4.8323274, ' 36': -6.434143, ' 31': -7.133668}
{' 30': -0.97005314, ' 35': -2.1264005, ' 32': -1.9833187, ' 33': -1.9399592, ' 34': -2.2175333}
{' 30': -2.6250267, ' 29': -1.4780579, ' 31': -1.3945253, ' 35': -2.8011284, ' 33': -1.1562271}
{' 30': -0.6482557, ' 28': -2.1877913, ' 29': -2.460521, ' 33': -2.618212, ' 31': -3.0532842}
{' 35': -1.3442804, ' 36': -2.5215323, ' 33': -1.3325121, ' 34': -2.6075785, ' 37': -1.5453665}
{' 33': -0.35882294, ' 30': -2.2057772, ' 31': -3.0520153, ' 36': -3.2590196, ' 35': -3.4299574}
{' 30': -0.35974222, ' 28': -3.0527961, ' 26': -3.9225664, ' 32': -2.126586, ' 34': -2.685357}
{' 32': -1.6540327, ' 38': -2.6796274, ' 36': -0.99589443, ' 33': -2.5757084, ' 34': -2.2028837}
{' 35': -2.4842806, ' 36': -1.2578154, ' 33': -2.3123503, ' 39': -2.3239164, ' 37': -2.2409716}
{' 35': -1.826166, ' 32': -2.0584736, ' 36': -1.763543, ' 33': -1.9551066, ' 34': -1.9902267}
{' 45': -1.9574507, ' 39': -1.0491885, ' 49': -2.2833402, ' 37': -1.7983855, ' 41': -1.9901276}
{' 35': -2.328295, ' 36': -1.2611336, ' 33': -1.5073131, ' 34': -2.0139716, ' 37': -2.9410279}
{' 45': -1.4659963, ' 41': -1.5376878, ' 43': -1.6371006, ' 39': -2.348885, ' 37': -2.5900416}
{' 43': -1.575408, ' 39': -2.0071878, ' 41': -2.1021109, ' 45': -2.3543942, ' 40': -2.4960623}
{' 40': -0.6953596, ' 38': -2.2027447, ' 36': -2.6214042, ' 39': -2.5107322, ' 37': -3.2140343}
{' 50': -2.5345159, ' 40': -2.8008196, ' 45': -0.76155233, ' 48': -2.9553132, ' 47': -2.919676}
{' 43': -1.1111393, ' 45': -1.6820946, ' 39': -1.8458806, ' 47': -2.082405, ' 41': -2.4840033}
{' 45': -1.3898396, ' 39': -2.763126, ' 43': -1.0227361, ' 41': -2.8583674, ' 47': -2.885214}
{' 40': -1.4216107, ' 38': -2.3250892, ' 42': -2.3134909, ' 44': -1.967406, ' 41': -2.580159}
{' 40': -3.0483627, ' 45': -0.8491306, ' 44': -2.5445223, ' 43': -2.9045506, ' 46': -2.825488}
{' 50': -1.6536554, ' 40': -1.329801, ' 45': -1.7653936, ' 48': -2.8893807, ' 44': -2.5035968}
{' 40': -1.0532984, ' 48': -1.9752134, ' 42': -2.4471543, ' 44': -1.4643033, ' 46': -2.7079349}
{' 50': -1.9767051, ' 45': -1.5132831, ' 43': -2.667744, ' 47': -2.5538619, ' 46': -2.7579024}
{' 45': -0.55807793, ' 43': -1.7094737, ' 47': -2.184852, ' 41': -3.5709515, ' 46': -3.7385283}
{' 45': -0.5518683, ' 43': -3.0466468, ' 41': -2.949083, ' 47': -2.8600483, ' 46': -3.1255834}
{' 50': -1.1648555, ' 40': -2.3199801, ' 48': -2.5482087, ' 44': -2.1913238, ' 46': -1.8302606}
{' 50': -1.1614343, ' 40': -3.4598398, ' 45': -1.3301716, ' 55': -2.7539883, ' 51': -2.6215715}
{' 50': -2.5886967, ' 45': -2.6351266, ' 49': -1.2504762, ' 51': -1.4519266, ' 53': -2.453624}
{' 49': -1.4596037, ' 55': -2.4834416, ' 51': -2.3532615, ' 53': -2.2469354, ' 59': -2.5602276}
{' 50': -1.4004555, ' 51': -2.353844, ' 48': -2.3884087, ' 54': -2.4715166, ' 45': -2.4755707}
{' 59': -1.1779128, ' 55': -2.2246706, ' 60': -2.7280695, ' 49': -2.7538035, ' 57': -2.8708594}
{' 51': -1.5677143, ' 50': -2.025564, ' 49': -2.2397487, ' 53': -2.3460243, ' 55': -2.3731477}
{' 50': -1.1852155, ' 40': -3.4083185, ' 45': -2.0975983, ' 49': -1.4493546, ' 55': -3.4309304}
{' 49': -2.2031186, ' 55': -1.9728814, ' 53': -3.160146, ' 57': -3.227251, ' 59': -0.9109661}
{' 49': -2.059528, ' 55': -1.8936346, ' 53': -2.308439, ' 57': -2.4197776, ' 59': -2.1852825}
{' 52': -2.650917, ' 56': -1.9755582, ' 66': -2.8601968, ' 62': -2.5840814, ' 61': -1.8987482}
{' 50': -1.9086976, ' 45': -2.5002275, ' 48': -2.1960921, ' 44': -2.638206, ' 46': -2.160701}
{' 61': -2.0952673, ' 65': -2.7012594, ' 55': -2.7202785, ' 62': -2.8004177, ' 56': -2.8477218}
{' 30': -0.8279676, ' 29': -1.04984, ' 31': -2.082797, ' 27': -3.169769, ' 28': -3.171892}
{' 30': -1.0924723, ' 29': -1.1484169, ' 31': -1.4367203, ' 32': -2.6529124, ' 33': -3.8187916}
{' 30': -0.79123545, ' 31': -0.6885724, ' 32': -4.188532, ' 33': -3.5836205, ' 34': -7.8416004}
{' 30': -0.050188363, ' 31': -4.8506384, ' 35': -6.791353, ' 32': -4.9459085, ' 33': -3.4862502}
{' 31': -1.0206083, ' 30': -1.1326096, ' 33': -2.7054884, ' 29': -2.939315, ' 32': -2.997739}
{' 31': -2.706788, ' 35': -1.1755002, ' 33': -0.5950424, ' 34': -3.923959, ' 37': -4.1265507}
{' 30': -0.3927334, ' 24': -3.9246101, ' 28': -2.731901, ' 32': -2.738281, ' 36': -2.113775}
{' 33': -1.4091716, ' 30': -1.6643536, ' 31': -1.712915, ' 29': -2.0790799, ' 32': -2.385795}
{' 30': -1.3427162, ' 35': -2.599785, ' 32': -2.077286, ' 36': -2.6742592, ' 33': -1.2238256}
{' 30': -1.021307, ' 28': -3.1339455, ' 32': -2.1868, ' 33': -1.4703082, ' 34': -2.5140743}
{' 31': -2.6310205, ' 35': -1.307867, ' 33': -1.1921806, ' 39': -3.015747, ' 37': -2.5491915}
{' 45': -2.143515, ' 39': -1.7942663, ' 37': -1.6836783, ' 43': -1.4514413, ' 41': -2.0970123}
{' 36': -1.0027974, ' 48': -1.48323, ' 39': -2.5048487, ' 37': -3.0830908, ' 42': -3.0767624}
{' 43': -1.4373239, ' 45': -1.6431267, ' 47': -2.3936038, ' 41': -2.4538817, ' 44': -2.510919}
{' 35': -1.6026201, ' 33': -2.3587751, ' 39': -1.385724, ' 37': -1.7136889, ' 43': -2.9447412}
{' 33': -2.0739253, ' 39': -2.0096743, ' 37': -2.2600064, ' 43': -1.6650623, ' 41': -2.05291}
{' 40': -1.9054002, ' 45': -3.1285465, ' 42': -2.2785826, ' 44': -0.6437902, ' 46': -3.1897035}
{' 40': -1.1437644, ' 44': -1.7405889, ' 42': -1.9132041, ' 38': -2.0919054, ' 36': -3.0362062}
{' 40': -0.38442105, ' 38': -2.9825885, ' 36': -2.7356555, ' 42': -3.1192596, ' 44': -3.5841384}
{' 40': -1.1060305, ' 36': -1.9258977, ' 38': -2.639411, ' 34': -2.772257, ' 39': -3.0669317}
{' 40': -1.9522657, ' 45': -1.8604127, ' 39': -2.4041767, ' 43': -2.0215702, ' 41': -1.8356284}
{' 45': -0.552363, ' 39': -2.8021216, ' 43': -1.9056803, ' 41': -3.044191, ' 47': -2.88069}
{' 45': -0.95786923, ' 49': -1.5103899, ' 50': -2.791432, ' 41': -2.815234, ' 43': -2.9045892}
{' 45': -1.0837086, ' 47': -1.621785, ' 43': -2.4865139, ' 50': -2.961803, ' 49': -3.0408487}
{' 48': -0.7239664, ' 50': -1.2664622, ' 45': -3.0590122, ' 49': -3.1444833, ' 44': -3.6909628}
{' 45': -1.514883, ' 50': -1.6226119, ' 49': -1.7657487, ' 47': -3.0059536, ' 51': -3.0401065}
{' 50': -0.5405383, ' 40': -2.1213546, ' 45': -1.6682543, ' 55': -3.460462, ' 51': -3.7619824}
{' 50': -1.1995773, ' 40': -0.78257555, ' 45': -2.202424, ' 44': -4.3529997, ' 41': -3.379586}
{' 50': -1.3936388, ' 48': -2.3380148, ' 52': -2.6055024, ' 54': -2.3590214, ' 56': -2.7209532}
{' 50': -1.6250099, ' 45': -2.2451317, ' 55': -3.3453102, ' 46': -3.3974135, ' 51': -0.8029711}
{' 49': -1.0897372, ' 50': -2.1908047, ' 51': -2.4737847, ' 45': -2.606335, ' 47': -2.7456684}
{' 51': -1.8242693, ' 55': -2.0638325, ' 53': -2.393299, ' 50': -2.634861, ' 45': -2.8422415}
{' 50': -1.7917488, ' 60': -2.1883314, ' 55': -1.9164953, ' 54': -2.6856146, ' 56': -2.7767704}
{' 45': -0.2722219, ' 55': -1.9308276, ' 51': -3.2364037, ' 53': -4.6468344, ' 49': -4.688571}
{' 55': -2.0196755, ' 53': -2.1255076, ' 59': -2.1745868, ' 49': -2.4857914, ' 57': -2.5220034}
{' 56': -1.769234, ' 55': -1.8474829, ' 60': -1.9409287, ' 58': -2.469763, ' 50': -2.6492941}
{' 50': -2.3770812, ' 49': -2.4664307, ' 55': -1.5163739, ' 51': -2.4214919, ' 59': -2.3493948}
{' 50': -2.3671098, ' 45': -1.8782334, ' 48': -2.7456374, ' 55': -2.1642528, ' 54': -2.024673}
{' 60': -2.6399968, ' 55': -2.3289473, ' 57': -2.7598174, ' 63': -1.8859273, ' 61': -1.8854228}
{' 55': -1.7126998, ' 65': -2.112522, ' 50': -2.2928102, ' 60': -2.4872494, ' 70': -2.6779096}
{' 55': -2.66053, ' 57': -2.5407085, ' 59': -2.74996, ' 62': -2.4351332, ' 61': -1.5734215}
{' 30': -0.07200482, ' 29': -2.760775, ' 31': -5.7212815, ' 32': -6.2721834, ' 33': -7.7381225}
{' 30': -0.9339445, ' 31': -1.1627424, ' 33': -1.6163156, ' 32': -2.3900487, ' 34': -6.4010224}
{' 30': -0.6553497, ' 32': -1.3561801, ' 33': -2.729906, ' 31': -2.7445164, ' 29': -2.8529394}
{' 28': -0.14902283, ' 30': -2.5035665, ' 26': -3.4203165, ' 32': -4.490586, ' 24': -4.8775425}
{' 30': -1.0412986, ' 31': -3.715819, ' 32': -0.81029385, ' 33': -2.614287, ' 34': -2.5972106}
{' 29': -2.988793, ' 31': -2.6711023, ' 35': -2.1265342, ' 33': -0.72040635, ' 37': -2.4052465}
{' 30': -1.6555979, ' 27': -2.9332402, ' 29': -1.3196585, ' 31': -1.9039977, ' 33': -1.7179986}
{' 30': -0.81893355, ' 28': -3.668889, ' 32': -0.99964345, ' 36': -3.1119099, ' 34': -2.2665424}
{' 35': -1.1580853, ' 36': -2.9847395, ' 33': -1.1464124, ' 34': -2.6454282, ' 37': -2.113375}
{' 30': -2.8838413, ' 35': -1.638093, ' 36': -1.0511122, ' 33': -1.4097184, ' 34': -2.3555553}
{' 27': -1.5625759, ' 45': -2.328859, ' 36': -2.3468454, ' 33': -2.3431737, ' 39': -1.1713312}
{' 35': -0.8532939, ' 33': -2.053207, ' 45': -2.3692489, ' 43': -2.7264247, ' 39': -2.7815435}
{' 40': -2.2379453, ' 35': -2.2777746, ' 45': -1.2302948, ' 39': -1.9047982, ' 37': -2.2965562}
{' 39': -1.4261903, ' 43': -1.6420488, ' 37': -1.9668893, ' 45': -2.1044807, ' 41': -2.2742908}
{' 39': -1.4440743, ' 37': -1.7092569, ' 43': -2.1737382, ' 41': -2.2224445, ' 45': -2.4094942}
{' 40': -1.8497279, ' 35': -2.4481003, ' 38': -2.4705365, ' 36': -1.861191, ' 42': -2.3898957}
{' 35': -2.5190346, ' 38': -2.4804602, ' 33': -2.4002469, ' 39': -1.9236271, ' 37': -1.7552178}
{' 45': -0.6106555, ' 36': -2.0999343, ' 39': -2.4512222, ' 42': -2.994122, ' 43': -2.935247}
{' 40': -1.8614653, ' 48': -0.67642784, ' 42': -3.1920602, ' 44': -2.2043839, ' 46': -3.2226455}
{' 40': -0.7180975, ' 44': -2.2299538, ' 42': -2.2494314, ' 38': -2.2512548, ' 36': -2.830979}
{' 45': -0.8067345, ' 40': -1.7291951, ' 36': -2.5123923, ' 42': -2.815324, ' 50': -3.4689267}
{' 40': -0.09930251, ' 45': -3.3384073, ' 38': -4.615182, ' 42': -4.851844, ' 44': -4.7250175}
{' 40': -2.196353, ' 45': -1.5961818, ' 44': -2.1323156, ' 43': -2.5524807, ' 46': -2.4865417}
{' 45': -0.81900245, ' 47': -2.1319392, ' 43': -2.6336863, ' 50': -2.9386427, ' 42': -3.0573788}
{' 40': -1.3039441, ' 48': -1.5799623, ' 45': -1.8133322, ' 44': -1.9280876, ' 42': -2.7585835}
{' 45': -0.79681057, ' 43': -2.1021025, ' 41': -2.3552604, ' 47': -3.133939, ' 51': -3.2331088}
{' 50': -0.55688775, ' 40': -2.3644552, ' 45': -1.9970083, ' 55': -3.2432058, ' 51': -4.0224047}
{' 50': -1.824447, ' 40': -4.54106, ' 45': -0.23239833, ' 55': -3.6297448, ' 51': -5.879532}
{' 50': -0.3473136, ' 60': -1.8245084, ' 45': -3.4640727, ' 54': -3.6411598, ' 40': -3.9408848}
{' 50': -2.5866895, ' 45': -2.408498, ' 49': -1.8743145, ' 51': -1.3216318, ' 53': -2.255937}
{' 51': -0.9375374, ' 45': -1.1684009, ' 50': -1.8077327, ' 55': -2.2759602, ' 41': -4.4870443}
{' 50': -1.8896209, ' 48': -2.764228, ' 55': -2.7917423, ' 52': -2.1834776, ' 54': -2.3414614}
{' 60': -1.846077, ' 56': -1.909647, ' 48': -2.210559, ' 50': -2.3310938, ' 52': -2.410389}
{' 50': -0.9820895, ' 60': -2.7252538, ' 48': -1.1707473, ' 52': -3.2138531, ' 54': -3.3409104}
{' 50': -1.5521376, ' 48': -1.9780934, ' 52': -2.1053336, ' 54': -1.9702055, ' 56': -2.3335373}
{' 50': -1.964168, ' 45': -2.0428329, ' 55': -1.8771967, ' 51': -1.596246, ' 54': -2.816934}
{' 49': -1.6781508, ' 50': -2.0827491, ' 55': -2.1575952, ' 59': -2.4135594, ' 51': -2.5599792}
{' 50': -1.5215496, ' 60': -1.6769985, ' 55': -2.2980914, ' 51': -2.478248, ' 61': -2.9469273}
{' 61': -0.87592393, ' 51': -1.7536762, ' 55': -2.0543754, ' 49': -2.616351, ' 65': -2.8635643}
{' 52': -0.9078234, ' 51': -2.4268923, ' 54': -2.0673273, ' 53': -2.3892288, ' 56': -2.356054}
{' 65': -2.2828693, ' 57': -2.3060007, ' 59': -1.652027, ' 63': -2.049503, ' 61': -1.6496465}
{' 29': -0.36371994, ' 28': -1.646221, ' 30': -2.1998007, ' 31': -7.319658, '29': -8.280484}
{' 30': -0.017271852, ' 32': -4.2499604, ' 31': -6.3841677, ' 34': -7.9334407, ' 33': -8.283543}
{' 30': -1.8409742, ' 25': -1.7213738, ' 24': -2.4929936, ' 28': -1.8969835, ' 29': -2.1938717}
{' 30': -2.5522072, ' 32': -1.8639154, ' 36': -2.983428, ' 33': -0.8128349, ' 34': -1.3880682}
{' 31': -2.946316, ' 35': -3.196381, ' 32': -1.4833418, ' 33': -0.6472574, ' 34': -2.0088544}
{' 30': -2.2287238, ' 28': -4.027672, ' 32': -3.5047286, ' 36': -0.8149618, ' 48': -1.080621}
{' 31': -2.9386048, ' 35': -1.393828, ' 33': -0.72805274, ' 34': -2.6587014, ' 37': -3.0585446}
{' 35': -1.7577932, ' 38': -1.9654863, ' 36': -1.5933359, ' 33': -2.5711954, ' 34': -1.636482}
{' 35': -1.5919366, ' 36': -2.9028592, ' 33': -1.1249186, ' 34': -1.3102498, ' 37': -2.9987051}
{' 30': -1.1476914, ' 32': -1.8487765, ' 34': -2.082112, ' 33': -2.1354737, ' 28': -2.83816}
{' 34': -1.8342211, ' 36': -1.9522649, ' 33': -2.2663586, ' 30': -2.2715209, ' 40': -2.359669}
{' 35': -1.6966418, ' 33': -2.1516895, ' 39': -1.70936, ' 37': -1.5985736, ' 41': -2.4519043}
{' 40': -2.4726553, ' 35': -2.560667, ' 42': -2.0108588, ' 44': -2.511823, ' 43': -1.6051399}
{' 33': -1.66404, ' 37': -1.9646705, ' 35': -2.0378356, ' 39': -2.3740087, ' 36': -2.4194236}
{' 38': -1.3258481, ' 40': -1.7151036, ' 39': -2.1344037, ' 42': -2.4995084, ' 44': -2.644543}
{' 39': -1.3835493, ' 43': -1.7655511, ' 35': -1.9595475, ' 33': -2.5355706, ' 47': -2.542441}
{' 45': -0.36112973, ' 39': -2.231289, ' 37': -3.6503093, ' 43': -3.633998, ' 41': -3.0523562}
{' 44': -1.5727632, ' 42': -1.8918895, ' 45': -2.051357, ' 40': -2.1459615, ' 46': -2.2748709}
{' 45': -0.7697687, ' 49': -2.3667667, ' 44': -2.3684673, ' 47': -2.4896154, ' 46': -2.6840942}
{' 43': -2.2301438, ' 39': -2.244654, ' 40': -2.2593026, ' 41': -2.2646697, ' 45': -2.3129618}
{' 45': -1.161992, ' 49': -2.8194053, ' 44': -2.2985885, ' 43': -1.9417484, ' 41': -2.0577304}
{' 45': -1.1469193, ' 48': -2.6879072, ' 44': -1.7597905, ' 43': -2.8583698, ' 46': -2.236267}
{' 45': -1.5206509, ' 43': -1.9866495, ' 41': -2.437992, ' 44': -2.6118402, ' 40': -2.623457}
{' 50': -1.322128, ' 40': -0.99379534, ' 45': -3.0377262, ' 44': -2.9496994, ' 46': -2.4169903}
{' 50': -1.9973536, ' 40': -1.2860516, ' 45': -1.1381558, ' 44': -3.280526, ' 41': -3.464015}
{' 45': -1.2824366, ' 50': -1.3256114, ' 40': -2.4495776, ' 46': -2.874118, ' 44': -2.886148}
{' 45': -1.471374, ' 50': -1.5890193, ' 46': -2.076736, ' 54': -2.5606036, ' 48': -2.7536514}
{' 50': -0.4672599, ' 45': -2.4236658, ' 48': -2.7272716, ' 40': -3.3085034, ' 46': -3.3486998}
{' 50': -1.604911, ' 45': -1.6068994, ' 55': -1.7393104, ' 51': -2.5740616, ' 53': -2.5947306}
{' 50': -2.180502, ' 40': -2.5099847, ' 45': -0.65589505, ' 43': -2.2202756, ' 47': -3.1400163}
{' 50': -1.8382615, ' 45': -2.484789, ' 49': -2.3783538, ' 55': -2.6592605, ' 46': -2.6506863}
{' 50': -2.5163596, ' 45': -1.8847315, ' 55': -2.3824503, ' 47': -2.461243, ' 51': -1.5674384}
{' 50': -2.5780025, ' 48': -2.650433, ' 41': -2.2122824, ' 46': -2.16816, ' 51': -1.6997045}
{' 50': -1.1869264, ' 45': -2.413336, ' 55': -2.452436, ' 48': -2.497705, ' 49': -2.8479323}
{' 56': -0.49767363, ' 58': -2.6327271, ' 55': -3.0762498, ' 60': -3.2105982, ' 54': -3.485768}
{' 61': -1.8433236, ' 63': -2.583082, ' 62': -2.6994448, ' 55': -2.9401884, ' 64': -3.0045412}
{' 55': -2.4825404, ' 52': -2.8446696, ' 54': -2.8735564, ' 56': -2.8245242, ' 62': -2.8993945}
{' 55': -1.7678385, ' 57': -2.3111954, ' 54': -2.349862, ' 56': -2.433048, ' 53': -2.4622135}
{' 50': -1.828019, ' 60': -2.5391614, ' 48': -1.4523314, ' 54': -1.6720912, ' 56': -2.4884195}
{' 56': -2.0290418, ' 58': -2.2353282, ' 55': -2.6333299, ' 62': -2.6365209, ' 54': -2.6922507}
{' 55': -2.5947673, ' 54': -2.866719, ' 56': -1.5911977, ' 58': -2.0335138, ' 57': -2.387883}
{' 30': -0.6406597, ' 29': -3.371923, ' 31': -0.84664, ' 32': -5.495039, ' 33': -5.338089}
{' 30': -0.87709254, ' 28': -3.3106174, ' 29': -0.6806432, ' 31': -3.2808092, ' 32': -6.237501}
{' 30': -1.2376473, '31': -8.154669, ' 31': -0.3682376, ' 32': -4.879821, ' 33': -4.63383}
{' 30': -0.12640512, ' 33': -3.0022252, ' 31': -3.30882, ' 32': -3.993543, ' 34': -5.0541973}
{' 30': -0.25318217, ' 25': -3.4049249, ' 28': -2.5240142, ' 27': -3.5463061, ' 29': -3.9461408}
{' 34': -1.1276488, ' 36': -1.213693, ' 33': -1.7857355, ' 35': -2.432729, ' 32': -2.9015517}
{' 35': -2.1103632, ' 32': -2.2805789, ' 36': -2.0232508, ' 33': -1.214224, ' 34': -1.3882238}
{' 30': -0.87097853, ' 31': -2.4431374, ' 32': -1.8826745, ' 33': -1.9913609, ' 34': -2.855956}
{' 37': -1.1320804, ' 35': -1.2461208, ' 33': -1.3848958, ' 39': -2.9162009, ' 36': -3.666986}
{' 40': -1.8549105, ' 39': -2.6098638, ' 42': -1.3311449, ' 44': -2.3091648, ' 43': -2.3484712}
{' 33': -1.3231142, ' 35': -1.9312896, ' 37': -2.1211717, ' 34': -2.135269, ' 36': -2.6041343}
{' 33': -1.0384202, ' 37': -2.0220187, ' 36': -2.0283532, ' 39': -2.0292382, ' 35': -2.060494}
{' 40': -2.2002368, ' 45': -2.4275463, ' 42': -1.9116834, ' 44': -1.6411433, ' 43': -2.0490222}
{' 40': -1.8831661, ' 45': -1.6510988, ' 36': -2.374478, ' 48': -2.6084669, ' 42': -1.9456241}
{' 40': -2.8976142, ' 35': -1.6325521, ' 39': -1.914075, ' 37': -1.4264458, ' 41': -2.367896}
{' 44': -1.3112497, ' 42': -2.051423, ' 40': -2.06631, ' 38': -2.3762064, ' 43': -2.572404}
{' 40': -1.2613153, ' 38': -2.9834852, ' 48': -1.8568335, ' 42': -1.6955482, ' 44': -1.439721}
{' 40': -1.4115102, ' 44': -1.8456322, ' 48': -1.990976, ' 42': -2.2479093, ' 36': -2.6051433}
{' 37': -1.2646232, ' 35': -1.8868326, ' 33': -2.0342612, ' 41': -2.2405849, ' 45': -2.5705638}
{' 45': -1.856666, ' 42': -2.7362103, ' 44': -2.3927853, ' 43': -1.991483, ' 46': -2.1544201}
{' 45': -0.3692145, ' 39': -2.2945206, ' 43': -3.1277382, ' 37': -3.2047029, ' 40': -3.5757804}
{' 40': -0.77778167, ' 45': -2.006984, ' 42': -2.4614747, ' 44': -2.2510235, ' 46': -3.3217344}
{' 50': -1.8653716, ' 40': -2.1067998, ' 48': -1.1745318, ' 44': -2.0985506, ' 46': -2.6318176}
{' 50': -2.4891915, ' 40': -2.820228, ' 45': -1.248962, ' 43': -2.5931478, ' 41': -2.30792}
{' 50': -1.6092213, ' 40': -2.65983, ' 45': -1.2575923, ' 44': -2.4078438, ' 46': -2.6696827}
{' 50': -1.0970423, ' 45': -1.9387591, ' 48': -2.395635, ' 55': -2.7149966, ' 40': -2.958278}
{' 45': -1.8156652, ' 50': -1.8171312, ' 40': -2.244051, ' 43': -2.3334665, ' 41': -2.6742592}
